event,count
released_segments,76104
entered_segments,76104
move_commits,49705536
stopped_ticks,7489858
holds,656641171
entry_stopped_holds,433181217
entry_moving_holds,143941160
local_fifo_conflict_holds,72028936
following_footprint_holds,3852994
junction_through_busy_holds,96978
no_path_holds,0
route_decisions,649733115
tied_route_decisions,1034
