execution_id,raw_task_id,leg,start,goal,scheduled_release_seconds,release_epoch,planned_epoch,planned_finish_epoch,completion_epoch,terminal_state,active_route_member,unplanned_member,source_pending_member
7,7,direct,0,3,0.0,1.0,,,,UNPLANNED,false,true,false
