event,count
released_segments,43602
entered_segments,43602
move_commits,34866086
stopped_ticks,16785928
holds,69185574
entry_stopped_holds,38029611
entry_moving_holds,9246565
local_fifo_conflict_holds,5123470
following_footprint_holds,11386116
junction_through_busy_holds,438627
no_path_holds,0
route_decisions,53015149
tied_route_decisions,4282
