event,count
released_segments,43599
entered_segments,43599
move_commits,28400644
stopped_ticks,3649660
holds,17362894
entry_stopped_holds,9080374
entry_moving_holds,3052976
local_fifo_conflict_holds,1579884
following_footprint_holds,1567852
junction_through_busy_holds,39061
no_path_holds,0
route_decisions,14048654
tied_route_decisions,602
