repeat,speed_mps,start_epoch,max_epochs,max_new_tasks,epochs_run,generated_count,planned_count,completed_count,fault_event_count,repair_event_count,active_fault_count,generated_fault_edge_count,generated_repair_edge_count,active_route_count,unfinished_count,route_size_checksum,route_location_checksum,last_epoch,total_segment_count,not_released_count,terminal_accounting_residual,method
1,2.5,8260,90000,0,90000,87202,87202,87202,0,0,0,0,0,0,0,1025654,241203671,98259.0,87202,0,0,HCA_SEGMENT_IDENTITY_V1
