release_300s_bin,count,historical_dh_seconds_min,historical_dh_seconds_mean,historical_dh_seconds_median,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,current_dh_seconds_min,current_dh_seconds_mean,current_dh_seconds_median,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,v5_seconds_min,v5_seconds_mean,v5_seconds_median,v5_seconds_p95,v5_seconds_p99,v5_seconds_max,v5_minus_historical_min,v5_minus_historical_mean,v5_minus_historical_median,v5_minus_historical_p95,v5_minus_historical_p99,v5_minus_historical_max,v5_minus_control_min,v5_minus_control_mean,v5_minus_control_median,v5_minus_control_p95,v5_minus_control_p99,v5_minus_control_max,v5_source_wait_min,v5_source_wait_mean,v5_source_wait_median,v5_source_wait_p95,v5_source_wait_p99,v5_source_wait_max,current_source_wait_seconds_min,current_source_wait_seconds_mean,current_source_wait_seconds_median,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max,source_wait_delta_min,source_wait_delta_mean,source_wait_delta_median,source_wait_delta_p95,source_wait_delta_p99,source_wait_delta_max,after_admission_delta_min,after_admission_delta_mean,after_admission_delta_median,after_admission_delta_p95,after_admission_delta_p99,after_admission_delta_max,v5_above_historical_od_p95_count,v5_minus_historical_total_seconds,v5_minus_control_total_seconds,positive_v5_minus_historical_seconds
152,128,60.200000000,179.108593750,218.150000000,271.140000000,294.624000000,300.600000000,59.600000000,164.625000000,213.000000000,232.800000000,237.838000000,238.000000000,59.600000000,175.575000000,216.700000000,271.520000000,278.330000000,279.200000000,-84.500000000,-3.533593750,-0.850000000,26.265000000,29.595000000,41.200000000,-1.000000000,10.950000000,2.900000000,40.730000000,45.146000000,46.000000000,2.000000000,2.471875000,2.000000000,5.200000000,5.946000000,6.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.471875000,0.000000000,3.200000000,3.946000000,4.000000000,-1.000000000,10.478125000,2.000000000,40.730000000,45.146000000,46.000000000,0,-452.300000000,1401.600000000,495.200000000
153,264,60.300000000,199.766666667,223.950000000,270.160000000,291.307000000,464.900000000,59.600000000,182.842424242,218.200000000,234.970000000,240.170000000,248.600000000,59.600000000,195.331818182,222.200000000,264.770000000,266.474000000,267.000000000,-225.300000000,-4.434848485,-0.000000000,51.010000000,56.774000000,57.300000000,-18.000000000,12.489393939,8.700000000,37.140000000,42.148000000,43.200000000,2.000000000,13.343181818,2.000000000,49.770000000,51.474000000,52.000000000,2.000000000,6.171969697,2.000000000,21.940000000,24.474000000,25.200000000,0.000000000,7.171212121,0.000000000,33.540000000,37.748000000,38.800000000,-18.000000000,5.318181818,3.600000000,20.370000000,22.948000000,31.800000000,71,-1170.800000000,3297.200000000,2104.200000000
154,161,60.200000000,172.758385093,166.400000000,280.700000000,323.040000000,402.300000000,59.600000000,158.752795031,164.000000000,222.000000000,232.000000000,236.600000000,59.600000000,169.790062112,188.000000000,232.200000000,242.760000000,248.200000000,-190.700000000,-2.968322981,0.300000000,28.900000000,30.940000000,31.900000000,-1.000000000,11.037267081,6.000000000,28.200000000,32.520000000,34.000000000,2.000000000,2.089440994,2.000000000,3.000000000,3.600000000,3.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.089440994,0.000000000,1.000000000,1.600000000,1.800000000,-1.000000000,10.947826087,6.000000000,28.200000000,32.520000000,34.000000000,59,-477.900000000,1777.000000000,1431.500000000
155,282,61.400000000,177.280496454,201.400000000,261.490000000,303.840000000,372.900000000,59.600000000,161.717730496,198.800000000,219.580000000,223.628000000,237.000000000,59.600000000,165.254609929,199.900000000,226.580000000,235.664000000,248.600000000,-144.300000000,-12.025886525,-0.700000000,6.435000000,12.614000000,17.400000000,-4.000000000,3.536879433,0.700000000,15.200000000,17.476000000,18.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.000000000,3.536879433,0.700000000,15.200000000,17.476000000,18.600000000,0,-3391.300000000,997.400000000,206.000000000
156,125,60.200000000,174.977600000,212.500000000,256.000000000,265.120000000,274.900000000,59.600000000,161.713600000,211.200000000,218.800000000,222.608000000,226.400000000,59.600000000,164.262400000,213.000000000,226.880000000,229.856000000,230.800000000,-84.100000000,-10.715200000,-1.100000000,13.380000000,16.508000000,17.300000000,-13.800000000,2.548800000,0.600000000,12.320000000,14.304000000,14.800000000,2.000000000,3.296000000,2.000000000,11.880000000,14.856000000,15.800000000,2.000000000,2.142400000,2.000000000,3.360000000,4.352000000,4.600000000,0.000000000,1.153600000,0.000000000,8.720000000,10.704000000,11.200000000,-13.800000000,1.395200000,0.600000000,5.160000000,6.304000000,9.400000000,0,-1339.400000000,318.600000000,264.000000000
157,238,61.400000000,163.651260504,157.900000000,279.620000000,307.313000000,356.300000000,60.200000000,143.642016807,157.400000000,233.920000000,252.008000000,253.800000000,60.800000000,158.747899160,168.500000000,267.360000000,290.586000000,293.800000000,-96.200000000,-4.903361345,1.450000000,18.865000000,37.591000000,51.700000000,-0.600000000,15.105882353,12.000000000,42.460000000,44.578000000,47.200000000,2.000000000,3.111764706,2.000000000,9.230000000,10.726000000,11.200000000,2.000000000,2.068907563,2.000000000,2.000000000,4.126000000,4.800000000,0.000000000,1.042857143,0.000000000,6.630000000,7.926000000,8.200000000,-0.600000000,14.063025210,10.400000000,42.460000000,44.578000000,47.200000000,12,-1167.000000000,3595.200000000,1498.800000000
158,117,61.400000000,176.435042735,206.400000000,260.840000000,338.452000000,400.600000000,59.600000000,159.275213675,200.600000000,219.440000000,221.336000000,222.000000000,60.600000000,166.541880342,210.800000000,222.040000000,249.432000000,258.200000000,-187.200000000,-9.893162393,-0.600000000,11.200000000,26.640000000,33.000000000,-15.000000000,7.266666667,1.600000000,37.360000000,41.904000000,44.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.000000000,7.266666667,1.600000000,37.360000000,41.904000000,44.400000000,0,-1157.500000000,850.200000000,303.200000000
159,249,60.200000000,168.118072289,160.100000000,263.360000000,298.192000000,311.800000000,59.600000000,152.330120482,159.800000000,224.800000000,242.624000000,249.400000000,59.600000000,163.544578313,176.000000000,247.600000000,269.304000000,274.800000000,-93.000000000,-4.573493976,0.700000000,19.420000000,22.156000000,29.500000000,-21.600000000,11.214457831,12.600000000,26.240000000,29.712000000,33.000000000,2.000000000,3.927710843,2.000000000,10.320000000,10.904000000,11.200000000,2.000000000,2.066666667,2.000000000,2.000000000,4.104000000,4.800000000,0.000000000,1.861044177,0.000000000,7.920000000,8.600000000,8.800000000,-21.600000000,9.353413655,9.400000000,26.240000000,29.712000000,33.000000000,40,-1138.800000000,2792.400000000,1591.500000000
160,162,60.200000000,142.524691358,160.400000000,270.105000000,314.620000000,359.700000000,59.600000000,132.745679012,158.900000000,219.660000000,224.478000000,224.800000000,59.600000000,142.254320988,163.400000000,220.370000000,242.470000000,252.200000000,-148.100000000,-0.270370370,-0.600000000,28.695000000,30.690000000,32.300000000,-1.400000000,9.508641975,2.400000000,28.800000000,30.078000000,30.800000000,2.000000000,2.245679012,2.000000000,4.590000000,5.356000000,6.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.245679012,0.000000000,2.590000000,3.356000000,4.400000000,-1.400000000,9.262962963,2.400000000,28.800000000,30.078000000,30.800000000,47,-43.800000000,1540.400000000,1253.600000000
161,237,61.400000000,158.051898734,157.900000000,277.420000000,307.316000000,317.300000000,59.600000000,140.383122363,157.400000000,239.880000000,257.552000000,262.400000000,59.600000000,155.062447257,167.000000000,266.040000000,288.368000000,294.600000000,-107.700000000,-2.989451477,2.100000000,34.360000000,46.284000000,49.800000000,-14.200000000,14.679324895,12.400000000,40.840000000,44.928000000,46.000000000,2.000000000,3.116455696,2.000000000,9.240000000,10.728000000,11.200000000,2.000000000,2.069198312,2.000000000,2.000000000,4.128000000,4.800000000,0.000000000,1.047257384,0.000000000,6.640000000,7.928000000,8.200000000,-14.200000000,13.632067511,10.800000000,40.840000000,44.928000000,46.000000000,24,-708.500000000,3479.000000000,1958.800000000
162,89,60.200000000,141.753932584,87.100000000,262.940000000,276.700000000,281.100000000,59.600000000,130.737078652,65.000000000,230.280000000,235.632000000,238.800000000,59.600000000,137.444943820,72.600000000,258.360000000,281.904000000,285.600000000,-62.500000000,-4.308988764,-0.600000000,32.440000000,46.264000000,48.200000000,-13.400000000,6.707865169,0.000000000,42.320000000,47.200000000,47.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-13.400000000,6.707865169,0.000000000,42.320000000,47.200000000,47.200000000,0,-383.500000000,597.000000000,379.200000000
163,159,60.200000000,167.436477987,122.100000000,273.590000000,285.070000000,440.200000000,59.600000000,141.838993711,76.400000000,237.220000000,241.368000000,248.600000000,59.600000000,155.222641509,105.600000000,260.860000000,269.924000000,272.200000000,-177.000000000,-12.213836478,-7.300000000,23.060000000,29.484000000,33.800000000,-0.600000000,13.383647799,13.600000000,31.840000000,33.252000000,34.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.600000000,13.383647799,13.600000000,31.840000000,33.252000000,34.200000000,0,-1942.000000000,2128.000000000,626.800000000
164,106,60.200000000,172.778301887,213.300000000,250.950000000,264.270000000,299.700000000,59.600000000,159.856603774,207.900000000,219.550000000,231.200000000,236.600000000,59.600000000,169.822641509,211.600000000,227.800000000,236.780000000,245.000000000,-87.100000000,-2.955660377,-0.700000000,22.575000000,30.930000000,33.600000000,-0.200000000,9.966037736,4.900000000,33.800000000,34.990000000,35.400000000,2.000000000,2.494339623,2.000000000,6.700000000,8.760000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.494339623,0.000000000,4.700000000,6.760000000,7.600000000,-0.200000000,9.471698113,4.900000000,33.800000000,34.990000000,35.400000000,0,-313.300000000,1056.400000000,427.500000000
165,283,61.100000000,179.210954064,163.500000000,287.470000000,326.126000000,401.200000000,59.600000000,158.965371025,160.600000000,226.580000000,238.036000000,242.800000000,60.400000000,167.920848057,177.800000000,231.760000000,242.504000000,247.600000000,-181.400000000,-11.290106007,-0.700000000,20.300000000,21.300000000,22.500000000,-2.800000000,8.955477032,6.600000000,20.800000000,22.872000000,24.400000000,2.000000000,4.731448763,2.000000000,11.000000000,11.800000000,12.000000000,2.000000000,2.057950530,2.000000000,2.000000000,4.036000000,4.800000000,0.000000000,2.673498233,0.000000000,9.000000000,9.800000000,10.000000000,-2.800000000,6.281978799,5.200000000,15.980000000,18.508000000,19.400000000,77,-3195.100000000,2534.400000000,1815.100000000
166,165,61.100000000,169.783636364,201.200000000,291.320000000,333.896000000,351.800000000,59.600000000,156.010909091,199.400000000,221.640000000,234.040000000,236.600000000,59.600000000,160.305454545,210.200000000,224.160000000,234.296000000,237.200000000,-134.800000000,-9.478181818,-0.600000000,12.560000000,14.200000000,14.400000000,-6.600000000,4.294545455,1.200000000,13.000000000,14.072000000,14.600000000,2.000000000,2.136969697,2.000000000,2.960000000,4.672000000,5.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.136969697,0.000000000,0.960000000,2.672000000,3.000000000,-6.600000000,4.157575758,1.200000000,13.000000000,14.072000000,14.600000000,0,-1563.900000000,708.600000000,563.600000000
167,157,60.200000000,181.538216561,219.500000000,282.160000000,318.896000000,335.300000000,59.600000000,154.163057325,213.400000000,236.320000000,243.640000000,244.800000000,59.600000000,166.705732484,213.400000000,260.480000000,267.320000000,271.200000000,-88.000000000,-14.832484076,-10.800000000,22.240000000,27.824000000,35.600000000,-15.000000000,12.542675159,10.600000000,32.240000000,34.376000000,35.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.000000000,12.542675159,10.600000000,32.240000000,34.376000000,35.000000000,0,-2328.700000000,1969.200000000,534.400000000
168,168,60.200000000,178.722023810,206.600000000,258.955000000,276.134000000,342.200000000,59.600000000,165.316666667,206.200000000,221.790000000,234.456000000,237.800000000,59.600000000,167.088095238,206.200000000,224.260000000,259.464000000,264.200000000,-105.600000000,-11.633928571,-2.050000000,2.430000000,6.659000000,19.700000000,-6.600000000,1.771428571,0.400000000,8.590000000,25.998000000,26.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.600000000,1.771428571,0.400000000,8.590000000,25.998000000,26.800000000,0,-1954.500000000,297.600000000,81.200000000
169,241,60.300000000,168.887136929,160.100000000,281.900000000,308.860000000,324.300000000,59.600000000,146.630705394,157.800000000,228.400000000,236.080000000,243.400000000,59.600000000,159.251452282,158.400000000,268.400000000,283.960000000,292.400000000,-113.400000000,-9.635684647,-0.900000000,22.900000000,37.640000000,43.500000000,-5.400000000,12.620746888,1.600000000,46.600000000,59.800000000,62.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.400000000,12.620746888,1.600000000,46.600000000,59.800000000,62.000000000,0,-2322.200000000,3041.600000000,875.700000000
170,164,61.100000000,174.234756098,181.700000000,262.570000000,314.085000000,352.600000000,59.800000000,157.469512195,168.500000000,224.910000000,234.206000000,236.600000000,60.200000000,168.904878049,198.900000000,240.000000000,251.822000000,257.200000000,-135.600000000,-5.329878049,-0.600000000,25.600000000,32.433000000,35.000000000,-0.200000000,11.435365854,4.300000000,39.140000000,47.392000000,50.400000000,2.000000000,2.732926829,2.000000000,7.200000000,8.600000000,8.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.732926829,0.000000000,5.200000000,6.600000000,6.800000000,-0.200000000,10.702439024,4.300000000,33.170000000,47.392000000,50.400000000,26,-874.100000000,1875.400000000,900.000000000
171,261,60.200000000,173.434482759,199.000000000,282.700000000,303.840000000,310.800000000,59.600000000,154.637547893,198.400000000,237.600000000,250.960000000,259.000000000,59.600000000,167.606896552,202.200000000,266.000000000,284.080000000,287.200000000,-99.000000000,-5.827586207,1.600000000,18.100000000,33.040000000,45.600000000,-9.000000000,12.969348659,10.600000000,38.200000000,41.800000000,51.200000000,2.000000000,3.013793103,2.000000000,9.000000000,10.680000000,11.200000000,2.000000000,2.062835249,2.000000000,2.000000000,4.080000000,4.800000000,0.000000000,0.950957854,0.000000000,6.400000000,7.880000000,8.200000000,-9.000000000,12.018390805,9.000000000,38.200000000,41.800000000,51.200000000,7,-1521.000000000,3385.000000000,1540.400000000
172,121,61.400000000,138.871074380,160.700000000,255.100000000,271.120000000,274.900000000,59.600000000,130.778512397,157.800000000,232.000000000,237.560000000,237.800000000,59.600000000,138.497520661,161.800000000,268.400000000,274.000000000,280.400000000,-136.500000000,-0.373553719,-0.600000000,27.300000000,36.980000000,39.800000000,-0.000000000,7.719008264,2.200000000,36.600000000,42.200000000,42.600000000,2.000000000,2.137190083,2.000000000,3.000000000,5.160000000,5.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.137190083,0.000000000,1.000000000,3.160000000,3.400000000,-0.000000000,7.581818182,2.200000000,36.600000000,42.200000000,42.600000000,7,-45.200000000,934.000000000,490.400000000
173,269,61.400000000,169.290706320,160.100000000,293.220000000,325.164000000,348.800000000,59.600000000,151.015613383,157.400000000,247.600000000,259.120000000,263.400000000,59.600000000,162.365055762,158.600000000,282.440000000,297.784000000,302.800000000,-136.200000000,-6.925650558,-0.600000000,29.340000000,42.956000000,61.300000000,-1.600000000,11.349442379,2.200000000,43.120000000,47.864000000,48.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.600000000,11.349442379,2.200000000,43.120000000,47.864000000,48.600000000,3,-1863.000000000,3053.000000000,1117.300000000
174,184,60.200000000,153.453260870,160.150000000,240.645000000,289.094000000,327.700000000,59.600000000,148.097826087,158.200000000,231.910000000,239.272000000,240.800000000,60.800000000,172.656521739,187.700000000,256.430000000,290.502000000,291.400000000,-111.700000000,19.203260870,23.900000000,44.995000000,52.010000000,55.000000000,-0.200000000,24.558695652,27.400000000,51.770000000,52.868000000,59.400000000,2.000000000,6.442391304,4.300000000,13.570000000,14.234000000,14.400000000,2.000000000,2.193478261,2.000000000,3.800000000,4.668000000,5.200000000,0.000000000,4.248913043,2.300000000,11.400000000,12.234000000,12.400000000,-0.200000000,20.309782609,21.900000000,51.770000000,52.868000000,59.400000000,104,3533.400000000,4518.800000000,3989.300000000
175,159,61.100000000,191.333962264,222.800000000,300.560000000,342.172000000,359.900000000,59.600000000,159.649056604,211.800000000,251.700000000,259.168000000,260.800000000,60.400000000,177.855345912,215.200000000,283.060000000,293.220000000,296.600000000,-97.100000000,-13.478616352,-8.600000000,31.220000000,48.472000000,53.100000000,-12.600000000,18.206289308,15.800000000,46.240000000,48.768000000,61.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-12.600000000,18.206289308,15.800000000,46.240000000,48.768000000,61.200000000,0,-2143.100000000,2894.800000000,745.400000000
176,70,60.200000000,166.220000000,218.150000000,274.785000000,293.164000000,303.100000000,59.600000000,152.231428571,217.000000000,236.930000000,239.510000000,240.200000000,60.800000000,171.142857143,217.000000000,276.710000000,286.606000000,288.400000000,-65.900000000,4.922857143,-0.600000000,37.740000000,47.015000000,51.500000000,-0.000000000,18.911428571,15.400000000,44.380000000,49.524000000,49.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,18.911428571,15.400000000,44.380000000,49.524000000,49.800000000,0,344.600000000,1323.800000000,708.800000000
177,243,60.200000000,192.947736626,206.500000000,278.260000000,305.104000000,363.200000000,60.800000000,176.828806584,206.200000000,241.140000000,245.948000000,251.000000000,60.800000000,183.503703704,206.200000000,257.940000000,265.192000000,267.600000000,-105.800000000,-9.444032922,-0.800000000,13.060000000,22.860000000,25.300000000,-15.400000000,6.674897119,1.000000000,23.780000000,28.032000000,30.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.400000000,6.674897119,1.000000000,23.780000000,28.032000000,30.200000000,0,-2294.900000000,1622.000000000,434.800000000
178,131,60.200000000,166.412977099,208.700000000,264.200000000,289.400000000,379.300000000,59.600000000,154.450381679,207.200000000,236.900000000,243.020000000,243.800000000,59.600000000,159.908396947,208.600000000,250.100000000,255.300000000,258.000000000,-126.700000000,-6.504580153,-0.700000000,10.250000000,14.630000000,16.300000000,-0.800000000,5.458015267,1.600000000,16.200000000,20.360000000,21.800000000,2.000000000,2.209160305,2.000000000,3.900000000,6.220000000,7.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.209160305,0.000000000,1.900000000,4.220000000,5.200000000,-0.800000000,5.248854962,1.600000000,16.200000000,20.360000000,21.800000000,0,-852.100000000,715.000000000,221.000000000
179,277,60.200000000,164.722743682,158.000000000,264.320000000,315.152000000,352.200000000,59.600000000,151.565342960,157.400000000,240.160000000,248.984000000,253.200000000,60.800000000,159.600722022,158.200000000,261.400000000,275.488000000,282.600000000,-114.300000000,-5.122021661,-0.500000000,25.120000000,32.216000000,33.400000000,-0.600000000,8.035379061,1.200000000,31.440000000,33.248000000,34.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.600000000,8.035379061,1.200000000,31.440000000,33.248000000,34.400000000,0,-1418.800000000,2225.800000000,886.100000000
180,75,60.200000000,171.366666667,218.200000000,247.350000000,261.342000000,266.300000000,59.600000000,162.666666667,217.000000000,231.200000000,233.196000000,236.600000000,60.800000000,167.941333333,217.000000000,240.180000000,255.528000000,257.600000000,-47.700000000,-3.425333333,-0.700000000,19.730000000,23.026000000,23.100000000,-0.000000000,5.274666667,0.000000000,24.460000000,27.304000000,27.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,5.274666667,0.000000000,24.460000000,27.304000000,27.600000000,0,-256.900000000,395.600000000,171.700000000
181,251,60.300000000,169.044223108,206.500000000,258.450000000,282.250000000,306.700000000,59.600000000,155.831872510,206.200000000,223.700000000,242.100000000,252.200000000,59.600000000,164.103585657,206.200000000,244.000000000,260.300000000,276.400000000,-69.500000000,-4.940637450,-0.500000000,17.850000000,27.100000000,40.100000000,-3.800000000,8.271713147,3.400000000,32.600000000,38.100000000,41.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.800000000,8.271713147,3.400000000,32.600000000,38.100000000,41.000000000,0,-1240.100000000,2076.200000000,748.000000000
182,173,60.200000000,162.901734104,203.500000000,269.400000000,302.472000000,336.600000000,59.600000000,149.884393064,198.400000000,218.800000000,222.400000000,224.400000000,59.600000000,150.640462428,198.600000000,219.920000000,222.960000000,224.400000000,-140.500000000,-12.261271676,-0.800000000,0.140000000,4.404000000,21.500000000,-1.600000000,0.756069364,0.000000000,2.000000000,19.856000000,22.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.600000000,0.756069364,0.000000000,2.000000000,19.856000000,22.200000000,0,-2121.200000000,130.800000000,38.600000000
183,297,60.200000000,183.156228956,201.300000000,270.580000000,338.212000000,359.000000000,59.600000000,166.942760943,198.800000000,222.480000000,239.616000000,242.200000000,60.000000000,171.993265993,203.800000000,231.120000000,244.552000000,256.000000000,-141.200000000,-11.162962963,-0.600000000,9.440000000,15.224000000,21.400000000,-2.800000000,5.050505051,3.000000000,16.280000000,20.608000000,21.600000000,2.000000000,2.000673401,2.000000000,2.000000000,2.000000000,2.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000673401,0.000000000,0.000000000,0.000000000,0.200000000,-2.800000000,5.049831650,3.000000000,16.280000000,20.608000000,21.600000000,0,-3315.400000000,1500.000000000,586.200000000
184,111,60.200000000,123.436936937,116.200000000,225.900000000,251.640000000,259.800000000,59.600000000,113.268468468,70.400000000,217.600000000,230.280000000,240.200000000,59.600000000,117.726126126,72.600000000,217.700000000,235.200000000,243.800000000,-136.500000000,-5.710810811,-0.600000000,18.500000000,19.620000000,21.500000000,-0.000000000,4.457657658,0.600000000,16.800000000,18.560000000,19.000000000,2.000000000,3.045045045,2.000000000,8.100000000,9.380000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,1.045045045,0.000000000,6.100000000,7.380000000,7.600000000,-0.000000000,3.412612613,0.600000000,10.800000000,11.380000000,11.600000000,22,-633.900000000,494.800000000,432.800000000
185,159,61.400000000,145.115094340,115.400000000,307.170000000,341.942000000,365.600000000,59.600000000,116.715723270,85.600000000,251.800000000,263.176000000,267.200000000,59.600000000,136.961006289,119.600000000,280.540000000,303.060000000,305.800000000,-177.000000000,-8.154088050,-2.000000000,43.020000000,52.398000000,53.800000000,-18.400000000,20.245283019,19.200000000,47.220000000,49.336000000,57.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-18.400000000,20.245283019,19.200000000,47.220000000,49.336000000,57.200000000,1,-1296.500000000,3219.000000000,1324.300000000
186,110,60.200000000,166.473636364,203.200000000,254.685000000,310.953000000,349.800000000,59.600000000,153.423636364,199.200000000,220.600000000,232.856000000,249.400000000,59.600000000,163.087272727,202.700000000,261.460000000,286.904000000,300.400000000,-132.800000000,-3.386363636,-0.650000000,48.290000000,56.776000000,59.700000000,-14.200000000,9.663636364,3.100000000,51.220000000,55.164000000,55.400000000,2.000000000,2.089090909,2.000000000,2.330000000,4.310000000,5.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.089090909,0.000000000,0.330000000,2.310000000,3.200000000,-14.200000000,9.574545455,3.000000000,51.220000000,55.164000000,55.400000000,0,-372.500000000,1063.000000000,798.100000000
187,215,61.400000000,198.032093023,207.900000000,278.970000000,305.902000000,324.900000000,59.600000000,175.442790698,204.800000000,239.060000000,247.632000000,251.400000000,60.800000000,190.208372093,217.400000000,269.200000000,275.204000000,277.800000000,-122.400000000,-7.823720930,-0.800000000,20.560000000,33.900000000,48.700000000,-2.000000000,14.765581395,12.800000000,39.460000000,55.544000000,57.200000000,2.000000000,3.702325581,2.000000000,10.460000000,11.000000000,11.200000000,2.000000000,2.076279070,2.000000000,2.120000000,4.172000000,4.800000000,0.000000000,1.626046512,0.000000000,8.260000000,8.800000000,9.200000000,-2.000000000,13.139534884,8.200000000,39.460000000,55.544000000,57.200000000,0,-1682.100000000,3174.600000000,1312.700000000
188,142,61.100000000,157.000000000,163.900000000,246.900000000,283.091000000,324.700000000,59.600000000,140.412676056,158.500000000,219.800000000,224.872000000,232.000000000,59.600000000,145.219718310,171.500000000,222.000000000,225.800000000,232.400000000,-139.300000000,-11.780281690,-6.450000000,17.730000000,23.572000000,23.900000000,-14.000000000,4.807042254,1.000000000,24.100000000,26.400000000,27.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-14.000000000,4.807042254,1.000000000,24.100000000,26.400000000,27.400000000,14,-1672.800000000,682.600000000,315.900000000
