start,goal,release_hour,count,v5_minus_historical_min,v5_minus_historical_mean,v5_minus_historical_median,v5_minus_historical_p95,v5_minus_historical_p99,v5_minus_historical_max,v5_minus_control_min,v5_minus_control_mean,v5_minus_control_median,v5_minus_control_p95,v5_minus_control_p99,v5_minus_control_max,v5_source_wait_min,v5_source_wait_mean,v5_source_wait_median,v5_source_wait_p95,v5_source_wait_p99,v5_source_wait_max,v5_above_historical_od_p95_count,v5_minus_historical_total_seconds,v5_minus_control_total_seconds,positive_v5_minus_historical_seconds
0,49,11,6,-73.100000000,-20.050000000,-14.300000000,7.050000000,10.290000000,11.100000000,0.000000000,10.766666667,14.400000000,19.550000000,20.870000000,21.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-120.300000000,64.600000000,11.100000000
0,49,12,20,-50.200000000,-13.580000000,-17.700000000,15.705000000,21.861000000,23.400000000,-2.200000000,14.490000000,9.900000000,46.000000000,52.080000000,53.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-271.600000000,289.800000000,73.700000000
0,49,13,33,-85.300000000,-22.272727273,-11.500000000,21.860000000,41.860000000,48.900000000,0.000000000,18.496969697,22.200000000,43.440000000,46.688000000,47.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-735.000000000,610.400000000,120.100000000
0,49,14,19,-53.000000000,-4.889473684,-5.100000000,26.920000000,54.424000000,61.300000000,0.000000000,22.694736842,23.000000000,41.020000000,46.924000000,48.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-92.900000000,431.200000000,145.300000000
0,49,15,26,-71.100000000,-18.150000000,-19.150000000,21.675000000,41.275000000,47.700000000,-0.800000000,20.369230769,16.800000000,46.450000000,54.850000000,57.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-471.900000000,529.600000000,124.000000000
0,49,16,8,-42.200000000,-11.087500000,-10.350000000,16.410000000,16.802000000,16.900000000,-0.600000000,15.900000000,9.000000000,40.130000000,42.426000000,43.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-88.700000000,127.200000000,32.400000000
0,49,17,11,-119.300000000,-29.590909091,-20.500000000,31.850000000,36.370000000,37.500000000,0.000000000,13.290909091,12.200000000,29.500000000,30.540000000,30.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-325.500000000,146.200000000,63.700000000
0,49,18,25,-59.400000000,-21.788000000,-20.200000000,21.940000000,25.712000000,26.000000000,-0.000000000,16.504000000,15.400000000,40.040000000,43.944000000,45.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-544.700000000,412.600000000,65.400000000
0,49,20,1,-29.300000000,-29.300000000,-29.300000000,-29.300000000,-29.300000000,-29.300000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-29.300000000,0.000000000,0.000000000
0,49,21,24,-105.800000000,-18.679166667,-6.600000000,5.320000000,7.178000000,7.500000000,0.000000000,1.225000000,0.000000000,7.800000000,9.324000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-448.300000000,29.400000000,14.500000000
0,49,22,11,-42.200000000,-17.245454545,-21.400000000,-0.700000000,-0.220000000,-0.100000000,-0.000000000,0.127272727,0.000000000,0.700000000,0.940000000,1.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-189.700000000,1.400000000,0.000000000
0,50,5,122,-137.800000000,-22.311475410,-15.600000000,-0.320000000,0.753000000,5.100000000,-1.000000000,0.436065574,0.000000000,2.380000000,3.558000000,5.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-2722.000000000,53.200000000,6.300000000
0,50,6,230,-143.000000000,-31.439565217,-26.900000000,-0.700000000,2.671000000,3.900000000,-1.200000000,0.572173913,0.400000000,2.600000000,4.742000000,5.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-7231.100000000,131.600000000,17.600000000
0,50,7,247,-126.900000000,-29.368016194,-26.900000000,-0.700000000,2.364000000,3.500000000,-2.200000000,0.892307692,0.400000000,4.340000000,7.464000000,11.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-7253.900000000,220.400000000,13.300000000
0,50,8,63,-160.700000000,-19.115873016,-15.600000000,-0.700000000,1.776000000,1.900000000,-2.000000000,0.155555556,0.000000000,1.180000000,1.800000000,1.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1204.300000000,9.800000000,3.600000000
0,50,9,36,-42.400000000,-17.544444444,-16.800000000,-0.050000000,0.620000000,0.900000000,-2.200000000,0.105555556,0.000000000,1.300000000,2.250000000,2.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-631.600000000,3.800000000,1.000000000
0,50,10,87,-132.300000000,-18.597701149,-17.900000000,-0.360000000,1.014000000,1.100000000,-1.000000000,0.262068966,0.000000000,1.600000000,1.884000000,2.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1618.000000000,22.800000000,3.500000000
0,50,11,27,-63.000000000,-14.807407407,-6.500000000,-0.700000000,0.484000000,0.900000000,-2.000000000,0.548148148,0.000000000,5.560000000,6.392000000,6.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-399.800000000,14.800000000,0.900000000
0,50,12,51,-42.400000000,-17.250980392,-21.200000000,0.600000000,1.100000000,1.500000000,-1.000000000,0.505882353,0.000000000,2.200000000,4.200000000,5.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-879.800000000,25.800000000,3.700000000
0,50,13,49,-134.800000000,-28.510204082,-26.900000000,-0.700000000,1.836000000,2.700000000,-2.000000000,0.261224490,0.200000000,1.720000000,3.640000000,4.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1397.000000000,12.800000000,3.600000000
0,50,14,51,-135.600000000,-21.074509804,-15.600000000,-0.700000000,-0.700000000,-0.700000000,-2.000000000,0.137254902,0.000000000,1.200000000,1.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1074.800000000,7.000000000,0.000000000
0,50,15,72,-132.800000000,-23.883333333,-18.600000000,1.200000000,4.429000000,4.500000000,-1.000000000,0.541666667,0.200000000,2.780000000,5.522000000,6.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1719.600000000,39.000000000,15.700000000
0,50,16,88,-89.600000000,-16.682954545,-15.750000000,0.445000000,1.456000000,2.500000000,-3.800000000,0.522727273,0.200000000,2.520000000,4.704000000,5.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1468.100000000,46.000000000,6.500000000
0,50,17,67,-134.800000000,-24.320895522,-26.900000000,0.900000000,1.304000000,1.700000000,-1.200000000,0.313432836,0.400000000,1.740000000,2.268000000,2.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1629.500000000,21.000000000,5.800000000
0,50,18,57,-72.600000000,-22.507017544,-25.900000000,-0.600000000,0.428000000,1.100000000,-2.400000000,0.263157895,0.200000000,1.480000000,2.400000000,2.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1282.900000000,15.000000000,1.100000000
0,50,19,70,-51.400000000,-16.670000000,-16.700000000,0.185000000,0.831000000,0.900000000,-2.200000000,0.414285714,0.000000000,2.200000000,3.248000000,3.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1166.900000000,29.000000000,2.800000000
0,50,20,27,-43.500000000,-13.303703704,-4.700000000,-0.140000000,0.988000000,1.300000000,-2.000000000,0.259259259,0.000000000,2.200000000,2.792000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-359.200000000,7.000000000,1.400000000
0,50,21,14,-33.800000000,-14.664285714,-15.500000000,0.940000000,2.188000000,2.500000000,-1.200000000,0.671428571,0.200000000,3.140000000,3.348000000,3.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-205.300000000,9.400000000,2.600000000
0,50,22,8,-4.700000000,-1.225000000,-0.700000000,-0.700000000,-0.700000000,-0.700000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-9.800000000,0.000000000,0.000000000
1,47,2,2,-28.900000000,-27.600000000,-27.600000000,-26.430000000,-26.326000000,-26.300000000,0.000000000,0.400000000,0.400000000,0.760000000,0.792000000,0.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-55.200000000,0.800000000,0.000000000
1,47,3,23,-49.100000000,-22.530434783,-25.500000000,-0.900000000,-0.120000000,0.100000000,-0.600000000,1.695652174,0.800000000,5.540000000,8.720000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-518.200000000,39.000000000,0.100000000
1,47,4,80,-65.800000000,-10.008750000,-9.950000000,28.555000000,41.996000000,48.000000000,0.000000000,17.825000000,15.800000000,45.640000000,49.704000000,51.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-800.700000000,1426.000000000,389.800000000
1,47,5,189,-70.300000000,34.137037037,32.100000000,113.780000000,161.876000000,170.900000000,-0.200000000,69.154497354,64.400000000,156.360000000,182.848000000,186.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,64,6451.900000000,13070.200000000,7600.500000000
1,47,6,151,92.000000000,343.956953642,356.700000000,472.450000000,491.500000000,506.100000000,192.800000000,384.237086093,400.200000000,506.400000000,516.500000000,518.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,151,51937.500000000,58019.800000000,51937.500000000
1,47,7,83,-91.400000000,68.562650602,-0.900000000,299.390000000,360.456000000,380.300000000,-0.600000000,109.400000000,16.400000000,353.200000000,383.160000000,384.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,29,5690.700000000,9080.200000000,7098.400000000
1,47,8,66,-75.100000000,-14.418181818,-11.950000000,25.575000000,33.480000000,35.300000000,0.000000000,18.857575758,17.900000000,40.150000000,47.410000000,47.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-951.600000000,1244.600000000,272.800000000
1,47,9,83,-75.600000000,-13.278313253,-10.000000000,27.160000000,34.670000000,35.900000000,-1.000000000,18.751807229,19.000000000,40.380000000,42.436000000,42.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1102.100000000,1556.400000000,388.100000000
1,47,10,61,-76.800000000,-16.772131148,-17.500000000,19.200000000,42.240000000,44.700000000,0.000000000,18.275409836,16.800000000,43.800000000,46.040000000,47.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1023.100000000,1114.800000000,306.700000000
1,47,11,64,-93.500000000,-21.584375000,-19.650000000,6.045000000,17.548000000,17.800000000,-1.200000000,15.284375000,16.600000000,34.610000000,37.088000000,38.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1381.400000000,978.200000000,61.000000000
1,47,12,79,-80.700000000,-17.263291139,-14.000000000,25.570000000,37.268000000,40.700000000,0.000000000,22.962025316,21.800000000,47.220000000,55.212000000,58.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1363.800000000,1814.000000000,332.900000000
1,47,13,72,-88.000000000,-22.090277778,-22.000000000,19.835000000,33.115000000,49.800000000,-0.400000000,16.402777778,16.700000000,40.940000000,44.232000000,44.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1590.500000000,1181.000000000,253.400000000
1,47,14,94,-81.400000000,-13.472340426,-9.450000000,28.170000000,39.148000000,45.100000000,-0.600000000,21.706382979,21.500000000,46.310000000,49.224000000,52.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1266.400000000,2040.400000000,487.700000000
1,47,15,86,-72.000000000,-18.559302326,-19.700000000,25.900000000,34.475000000,41.700000000,0.000000000,20.795348837,20.200000000,43.800000000,49.280000000,55.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1596.100000000,1788.400000000,353.900000000
1,47,16,114,-73.100000000,-16.721052632,-15.200000000,29.460000000,36.179000000,40.000000000,-0.200000000,18.324561404,18.300000000,40.000000000,45.548000000,48.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1906.200000000,2089.000000000,470.600000000
1,47,17,70,-91.000000000,-14.637142857,-17.550000000,26.325000000,46.003000000,60.700000000,-0.200000000,18.031428571,20.100000000,39.920000000,45.956000000,51.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1024.600000000,1262.200000000,350.100000000
1,47,18,86,-97.500000000,-20.711627907,-19.900000000,25.500000000,47.745000000,61.600000000,0.000000000,21.834883721,19.000000000,51.300000000,57.470000000,65.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1781.200000000,1877.800000000,427.700000000
1,47,19,25,-65.700000000,-28.860000000,-26.200000000,0.020000000,2.980000000,3.700000000,-0.600000000,3.560000000,2.200000000,10.360000000,12.168000000,12.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-721.500000000,89.000000000,4.400000000
1,47,20,41,-81.000000000,-26.975609756,-27.500000000,-0.900000000,0.820000000,1.900000000,-0.600000000,5.185365854,3.200000000,16.200000000,18.320000000,18.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1106.000000000,212.600000000,1.900000000
1,47,21,26,-66.000000000,-21.338461538,-25.050000000,0.900000000,1.850000000,2.100000000,0.000000000,1.123076923,0.600000000,3.950000000,5.200000000,5.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-554.800000000,29.200000000,3.500000000
1,47,22,2,-28.900000000,-14.900000000,-14.900000000,-2.300000000,-1.180000000,-0.900000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-29.800000000,0.000000000,0.000000000
