start,goal,release_hour,count,v5_minus_historical_min,v5_minus_historical_mean,v5_minus_historical_median,v5_minus_historical_p95,v5_minus_historical_p99,v5_minus_historical_max,v5_minus_control_min,v5_minus_control_mean,v5_minus_control_median,v5_minus_control_p95,v5_minus_control_p99,v5_minus_control_max,v5_source_wait_min,v5_source_wait_mean,v5_source_wait_median,v5_source_wait_p95,v5_source_wait_p99,v5_source_wait_max,v5_above_historical_od_p95_count,v5_minus_historical_total_seconds,v5_minus_control_total_seconds,positive_v5_minus_historical_seconds
1,49,5,9,-107.300000000,-56.733333333,-49.200000000,-5.300000000,-0.660000000,0.500000000,-14.200000000,0.888888889,0.400000000,12.440000000,18.648000000,20.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-510.600000000,8.000000000,0.500000000
1,49,6,20,-135.500000000,-53.520000000,-85.350000000,-13.905000000,375.139000000,472.400000000,-0.400000000,27.100000000,0.600000000,30.700000000,424.380000000,522.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,1,-1070.400000000,542.000000000,472.400000000
1,49,7,46,-144.900000000,-52.997826087,-59.550000000,-1.750000000,175.370000000,189.500000000,-17.400000000,12.069565217,0.400000000,6.650000000,280.910000000,297.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2,-2437.900000000,555.200000000,347.600000000
1,49,8,22,-105.100000000,-44.531818182,-43.200000000,-1.490000000,24.354000000,31.200000000,-14.200000000,1.145454545,0.000000000,3.180000000,26.426000000,32.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-979.700000000,25.200000000,31.200000000
1,49,9,19,-129.500000000,-57.005263158,-56.700000000,-15.600000000,-15.600000000,-15.600000000,-0.400000000,0.673684211,0.000000000,3.180000000,4.476000000,4.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1083.100000000,12.800000000,0.000000000
1,49,10,29,-140.300000000,-61.800000000,-61.800000000,-14.700000000,15.204000000,26.600000000,-15.200000000,1.365517241,0.000000000,17.560000000,44.104000000,50.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1792.200000000,39.600000000,26.600000000
1,49,11,6,-98.100000000,-60.500000000,-68.650000000,-22.675000000,-19.655000000,-18.900000000,0.000000000,1.233333333,0.700000000,2.950000000,2.990000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-363.000000000,7.400000000,0.000000000
1,49,12,25,-141.500000000,-56.892000000,-47.100000000,-6.580000000,-0.288000000,0.000000000,-18.000000000,-1.384000000,0.000000000,2.880000000,19.768000000,25.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1422.300000000,-34.600000000,0.000000000
1,49,13,40,-119.600000000,-53.967500000,-52.300000000,-15.480000000,-6.002000000,-1.400000000,-21.600000000,-0.910000000,0.100000000,3.430000000,21.324000000,32.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-2158.700000000,-36.400000000,0.000000000
1,49,14,22,-114.300000000,-58.390909091,-50.300000000,-15.915000000,-14.257000000,-13.900000000,-15.400000000,2.418181818,0.200000000,14.710000000,51.582000000,61.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1284.600000000,53.200000000,0.000000000
1,49,15,19,-94.200000000,-40.884210526,-39.300000000,-15.580000000,-15.436000000,-15.400000000,-14.200000000,0.094736842,0.000000000,4.640000000,20.768000000,24.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-776.800000000,1.800000000,0.000000000
1,49,16,5,-136.000000000,-61.860000000,-63.600000000,-8.460000000,-1.852000000,-0.200000000,0.200000000,0.600000000,0.400000000,1.120000000,1.184000000,1.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-309.300000000,3.000000000,0.000000000
1,49,17,9,-127.900000000,-76.466666667,-69.800000000,-54.340000000,-52.228000000,-51.700000000,-16.400000000,-1.533333333,0.400000000,0.880000000,1.136000000,1.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-688.200000000,-13.800000000,0.000000000
1,49,18,24,-122.300000000,-68.429166667,-67.600000000,-18.150000000,-13.059000000,-12.300000000,-15.400000000,2.766666667,0.500000000,21.430000000,25.234000000,26.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1642.300000000,66.400000000,0.000000000
1,49,20,2,-59.300000000,-54.500000000,-54.500000000,-50.180000000,-49.796000000,-49.700000000,-11.200000000,-5.600000000,-5.600000000,-0.560000000,-0.112000000,-0.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-109.000000000,-11.200000000,0.000000000
1,49,21,23,-86.600000000,-39.795652174,-41.400000000,-15.600000000,-1.248000000,2.800000000,-0.400000000,1.669565217,0.000000000,13.640000000,15.224000000,15.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-915.300000000,38.400000000,2.800000000
1,49,22,11,-109.000000000,-32.454545455,-25.600000000,-8.500000000,-2.820000000,-1.400000000,-15.800000000,-3.890909091,-0.000000000,0.700000000,0.940000000,1.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-357.000000000,-42.800000000,0.000000000
1,50,5,109,-128.400000000,-23.406422018,-21.300000000,-0.100000000,0.760000000,0.900000000,-0.800000000,0.583486239,0.200000000,2.600000000,4.488000000,4.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-2551.300000000,63.600000000,2.400000000
1,50,6,245,-109.400000000,-32.115510204,-28.700000000,0.860000000,2.812000000,3.100000000,-1.800000000,0.715102041,0.400000000,2.960000000,4.512000000,5.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-7868.300000000,175.200000000,26.500000000
1,50,7,245,-169.400000000,-29.791020408,-28.200000000,1.260000000,4.572000000,9.500000000,-1.400000000,1.170612245,0.600000000,3.960000000,9.496000000,12.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-7298.800000000,286.800000000,47.800000000
1,50,8,66,-124.800000000,-18.175757576,-15.700000000,-0.200000000,0.570000000,0.700000000,0.000000000,0.293939394,0.000000000,0.800000000,2.070000000,2.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1199.600000000,19.400000000,1.300000000
1,50,9,39,-97.800000000,-26.466666667,-27.400000000,0.530000000,1.048000000,1.200000000,-1.400000000,0.389743590,0.400000000,1.600000000,1.724000000,1.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1032.200000000,15.200000000,3.000000000
1,50,10,88,-79.800000000,-21.713636364,-23.100000000,-0.100000000,1.221000000,2.700000000,-1.400000000,0.413636364,0.400000000,1.800000000,2.730000000,3.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1910.800000000,36.400000000,3.800000000
1,50,11,30,-111.800000000,-21.880000000,-20.700000000,-0.590000000,1.488000000,2.300000000,-2.200000000,0.760000000,0.200000000,4.860000000,5.968000000,6.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-656.400000000,22.800000000,2.300000000
1,50,12,51,-58.700000000,-15.460784314,-12.100000000,2.600000000,3.500000000,4.100000000,-0.400000000,0.847058824,0.400000000,3.100000000,4.300000000,4.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-788.500000000,43.200000000,14.400000000
1,50,13,55,-113.400000000,-21.374545455,-22.700000000,0.700000000,2.280000000,3.900000000,-0.600000000,0.520000000,0.200000000,1.920000000,2.892000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1175.600000000,28.600000000,6.400000000
1,50,14,42,-85.200000000,-24.192857143,-23.150000000,-0.705000000,-0.700000000,-0.700000000,-0.600000000,0.242857143,0.000000000,1.200000000,1.436000000,1.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1016.100000000,10.200000000,0.000000000
1,50,15,63,-147.800000000,-26.006349206,-23.100000000,-0.700000000,0.804000000,1.300000000,-1.600000000,0.288888889,0.000000000,1.600000000,2.552000000,2.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1638.400000000,18.200000000,1.800000000
1,50,16,79,-53.700000000,-20.775949367,-23.100000000,-0.700000000,0.922000000,4.900000000,-1.000000000,0.630379747,0.000000000,3.240000000,5.688000000,6.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1641.300000000,49.800000000,4.900000000
1,50,17,65,-111.200000000,-27.500000000,-23.100000000,-0.540000000,1.132000000,1.900000000,-0.400000000,0.396923077,0.000000000,1.400000000,2.648000000,3.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1787.500000000,25.800000000,2.900000000
1,50,18,66,-100.600000000,-17.800000000,-2.450000000,0.800000000,1.310000000,1.700000000,-2.000000000,0.342424242,-0.000000000,2.100000000,2.200000000,2.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1174.800000000,22.600000000,5.600000000
1,50,19,66,-62.800000000,-21.004545455,-22.700000000,0.475000000,1.440000000,1.700000000,-1.400000000,0.636363636,0.400000000,2.300000000,3.270000000,3.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1386.300000000,42.000000000,4.500000000
1,50,20,27,-29.600000000,-10.844444444,-6.700000000,0.210000000,0.748000000,0.800000000,-0.000000000,0.718518519,0.200000000,3.020000000,3.348000000,3.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-292.800000000,19.400000000,1.400000000
1,50,21,18,-46.900000000,-16.027777778,-15.450000000,0.230000000,4.446000000,5.500000000,-2.000000000,0.622222222,-0.000000000,2.660000000,2.932000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-288.500000000,11.200000000,5.500000000
1,50,22,11,-28.300000000,-15.509090909,-23.100000000,-0.800000000,-0.800000000,-0.800000000,-0.000000000,0.181818182,-0.000000000,0.400000000,0.400000000,0.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-170.600000000,2.000000000,0.000000000
2,47,2,2,-27.800000000,-14.400000000,-14.400000000,-2.340000000,-1.268000000,-1.000000000,0.000000000,0.200000000,0.200000000,0.380000000,0.396000000,0.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-28.800000000,0.400000000,0.000000000
2,47,3,21,-45.100000000,-24.471428571,-28.000000000,-1.000000000,-0.840000000,-0.800000000,0.000000000,1.447619048,0.400000000,5.200000000,5.520000000,5.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-513.900000000,30.400000000,0.000000000
2,47,4,82,-53.900000000,-8.751219512,-10.300000000,31.365000000,49.490000000,50.300000000,-0.800000000,18.048780488,15.400000000,46.720000000,55.838000000,56.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-717.600000000,1480.000000000,434.500000000
2,47,5,179,-72.500000000,35.088826816,30.200000000,127.500000000,167.636000000,188.900000000,1.400000000,66.464804469,60.400000000,154.580000000,184.488000000,188.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,80,6280.900000000,11897.200000000,7368.200000000
2,47,6,152,116.600000000,362.365789474,382.250000000,487.905000000,509.421000000,511.200000000,186.400000000,391.943421053,416.000000000,506.960000000,514.482000000,527.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,152,55079.600000000,59575.400000000,55079.600000000
2,47,7,74,-86.800000000,51.070270270,-1.450000000,279.360000000,341.167000000,364.600000000,-0.600000000,76.475675676,14.100000000,298.980000000,362.668000000,383.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,17,3779.200000000,5659.200000000,4795.800000000
2,47,8,69,-66.800000000,-5.252173913,-2.600000000,21.600000000,49.316000000,50.200000000,-0.200000000,17.736231884,17.800000000,41.120000000,45.776000000,47.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-362.400000000,1223.800000000,389.200000000
2,47,9,95,-86.000000000,-10.598947368,-8.800000000,20.510000000,30.916000000,34.300000000,-0.000000000,18.814736842,20.000000000,40.220000000,43.600000000,43.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1006.900000000,1787.400000000,407.200000000
2,47,10,60,-74.500000000,-17.978333333,-21.800000000,33.060000000,39.208000000,44.400000000,-0.000000000,16.706666667,12.900000000,43.430000000,46.200000000,46.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1078.700000000,1002.400000000,247.200000000
2,47,11,59,-55.900000000,-12.822033898,-10.400000000,21.030000000,26.620000000,30.100000000,-1.000000000,16.732203390,17.400000000,32.920000000,38.704000000,39.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-756.500000000,987.200000000,212.300000000
2,47,12,78,-55.300000000,-4.908974359,-6.250000000,40.400000000,44.347000000,51.200000000,-0.000000000,23.220512821,20.800000000,45.890000000,58.336000000,60.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-382.900000000,1811.200000000,647.900000000
2,47,13,75,-115.800000000,-11.134666667,-8.900000000,27.980000000,29.744000000,33.000000000,-0.000000000,18.229333333,18.400000000,39.780000000,43.252000000,43.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-835.100000000,1367.200000000,333.100000000
2,47,14,83,-50.900000000,-7.204819277,-5.900000000,31.740000000,48.302000000,51.500000000,-0.000000000,21.771084337,20.000000000,47.940000000,51.016000000,52.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-598.000000000,1807.000000000,523.500000000
2,47,15,80,-76.400000000,-9.598750000,-6.600000000,23.000000000,40.535000000,51.200000000,-0.000000000,19.100000000,17.800000000,43.600000000,50.220000000,51.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-767.900000000,1528.000000000,413.700000000
2,47,16,100,-61.200000000,-9.628000000,-11.100000000,28.885000000,42.008000000,42.800000000,-0.000000000,18.318000000,19.300000000,43.230000000,46.206000000,46.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-962.800000000,1831.800000000,546.200000000
2,47,17,70,-76.000000000,-11.240000000,-10.800000000,24.800000000,45.560000000,56.600000000,-0.000000000,17.217142857,18.200000000,37.960000000,41.310000000,42.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-786.800000000,1205.200000000,291.400000000
2,47,18,83,-73.700000000,-8.681927711,-9.600000000,38.700000000,60.532000000,62.500000000,-0.000000000,23.253012048,22.000000000,53.800000000,61.484000000,64.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,1,-720.600000000,1930.000000000,625.100000000
2,47,19,30,-74.600000000,-19.353333333,-18.350000000,-0.095000000,1.465000000,1.900000000,-1.200000000,3.226666667,2.300000000,9.310000000,12.052000000,12.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-580.600000000,96.800000000,2.300000000
2,47,20,41,-73.800000000,-25.009756098,-27.300000000,0.000000000,5.240000000,7.000000000,-1.000000000,4.673170732,2.000000000,15.600000000,17.720000000,17.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1025.400000000,191.600000000,9.600000000
2,47,21,29,-53.700000000,-27.975862069,-29.000000000,-1.000000000,-1.000000000,-1.000000000,0.000000000,0.965517241,0.000000000,3.560000000,4.664000000,5.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-811.300000000,28.000000000,0.000000000
2,47,22,2,-29.000000000,-14.400000000,-14.400000000,-1.260000000,-0.092000000,0.200000000,0.000000000,0.200000000,0.200000000,0.380000000,0.396000000,0.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-28.800000000,0.400000000,0.200000000
2,49,5,6,-103.200000000,-58.133333333,-53.450000000,-26.225000000,-23.165000000,-22.400000000,-0.800000000,15.366666667,0.400000000,46.850000000,47.450000000,47.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-348.800000000,92.200000000,0.000000000
2,49,6,24,-126.900000000,41.800000000,-47.550000000,458.060000000,472.882000000,476.700000000,-15.200000000,103.833333333,0.800000000,516.290000000,531.042000000,534.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,5,1003.200000000,2492.000000000,2198.000000000
2,49,7,54,-163.800000000,-55.007407407,-55.100000000,-18.390000000,210.261000000,261.300000000,-15.400000000,10.881481481,0.400000000,10.720000000,274.342000000,294.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2,-2970.400000000,587.600000000,426.300000000
2,49,8,18,-103.700000000,-38.055555556,-39.700000000,-3.160000000,-0.712000000,-0.100000000,-17.600000000,0.111111111,0.500000000,20.340000000,22.788000000,23.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-685.000000000,2.000000000,0.000000000
2,49,9,13,-98.900000000,-55.946153846,-58.500000000,-21.260000000,-17.612000000,-16.700000000,-0.600000000,0.384615385,-0.000000000,2.160000000,4.272000000,4.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-727.300000000,5.000000000,0.000000000
2,49,10,30,-110.600000000,-51.926666667,-46.600000000,-23.730000000,-16.497000000,-13.800000000,-18.400000000,-1.013333333,-0.000000000,4.270000000,27.810000000,36.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1557.800000000,-30.400000000,0.000000000
2,49,11,8,-91.100000000,-52.075000000,-49.250000000,-25.390000000,-23.878000000,-23.500000000,-0.600000000,-0.025000000,-0.000000000,0.200000000,0.200000000,0.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-416.600000000,-0.200000000,0.000000000
2,49,12,24,-190.700000000,-56.416666667,-42.150000000,-15.595000000,-15.100000000,-15.100000000,-16.800000000,-0.075000000,0.000000000,2.770000000,3.416000000,3.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1354.000000000,-1.800000000,0.000000000
2,49,13,36,-148.100000000,-49.880555556,-47.950000000,-15.100000000,-0.345000000,7.600000000,-15.000000000,0.188888889,0.000000000,3.950000000,14.420000000,18.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1795.700000000,6.800000000,7.600000000
2,49,14,22,-136.200000000,-60.350000000,-59.400000000,-9.210000000,1.212000000,3.900000000,-0.600000000,4.327272727,0.500000000,40.190000000,42.990000000,43.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1327.700000000,95.200000000,3.900000000
2,49,15,24,-125.300000000,-59.754166667,-56.250000000,-10.870000000,-3.248000000,-1.500000000,-15.400000000,0.666666667,0.000000000,7.810000000,12.820000000,14.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1434.100000000,16.000000000,0.000000000
2,49,16,6,-64.700000000,-44.100000000,-41.150000000,-31.250000000,-29.770000000,-29.400000000,-0.400000000,1.466666667,0.100000000,6.550000000,8.190000000,8.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-264.600000000,8.800000000,0.000000000
2,49,17,9,-72.800000000,-50.733333333,-58.700000000,-30.220000000,-29.324000000,-29.100000000,-0.000000000,0.377777778,0.400000000,1.000000000,1.000000000,1.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-456.600000000,3.400000000,0.000000000
2,49,18,22,-189.900000000,-71.609090909,-58.450000000,-30.360000000,-27.393000000,-26.700000000,-1.000000000,1.054545455,0.100000000,2.350000000,13.934000000,17.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1575.400000000,23.200000000,0.000000000
2,49,20,3,-57.100000000,-32.966666667,-37.500000000,-7.620000000,-4.964000000,-4.300000000,0.000000000,1.333333333,0.400000000,3.280000000,3.536000000,3.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-98.900000000,4.000000000,0.000000000
2,49,21,22,-78.600000000,-37.340909091,-39.900000000,-14.730000000,-4.272000000,-1.500000000,-14.200000000,-0.472727273,0.000000000,0.970000000,1.158000000,1.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-821.500000000,-10.400000000,0.000000000
2,49,22,12,-71.100000000,-33.833333333,-29.500000000,-8.980000000,-2.996000000,-1.500000000,-15.800000000,2.366666667,0.200000000,14.200000000,14.200000000,14.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-406.000000000,28.400000000,0.000000000
2,50,5,121,-125.000000000,-15.275206612,-3.600000000,1.100000000,2.980000000,6.300000000,-1.000000000,0.380165289,0.000000000,1.800000000,3.360000000,5.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-1848.300000000,46.000000000,23.200000000
2,50,6,244,-124.800000000,-23.311475410,-21.900000000,0.770000000,2.200000000,5.100000000,-2.400000000,0.522950820,0.200000000,2.400000000,4.114000000,5.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-5688.000000000,127.600000000,26.300000000
2,50,7,245,-111.200000000,-19.431836735,-13.700000000,2.080000000,5.104000000,11.700000000,-0.800000000,0.958367347,0.400000000,4.520000000,9.304000000,11.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-4760.800000000,234.800000000,68.800000000
2,50,8,70,-104.900000000,-10.247142857,-0.900000000,0.955000000,2.700000000,2.700000000,-1.000000000,0.331428571,0.000000000,2.310000000,2.600000000,2.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0,-717.300000000,23.200000000,12.000000000
