task_id	tick	event	node	edge	position	detail
1	0	RELEASE	0	-1	-1	release_seconds=0.0
1	0	ENTER_EDGE	0	0	0	seed
1	0	MOVE	0	0	3	
1	1	NODE_SERVICE_START	2	0	3	arrival_tick=0;ready_tick=6;MAP_JUNCTION_THROUGH_EXCLUSIVE;map_through_seconds=1.0;basis=LEGACY_NODE_CONSTRAINT;upstream_edge=0
1	1	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=2
1	2	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=3
1	3	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=4
1	4	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=5
1	5	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=6
1	6	NODE_SERVICE_FINISH	2	0	3	
1	6	NODE_SERVICE_START	2	0	3	arrival_tick=0;ready_tick=16;INTERMEDIATE_FIXED_TRANSFER_DELAY;reconstructed_transfer_seconds=2.0;basis=HISTORICAL_OD_LOWER_ENVELOPE;upstream_edge=0
1	6	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=7
1	7	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=8
1	8	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=9
1	9	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=10
1	10	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=11
1	11	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=12
1	12	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=13
1	13	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=14
1	14	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=15
1	15	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=16
1	15	SELECT	2	2	3	free_flow_seconds=0.8;moving=0;stopped=0;eta_seconds=0.8;equal_score_candidates=1;nodes=2>3
1	16	NODE_SERVICE_FINISH	2	0	3	
1	16	TRANSFER	2	2	0	free_flow_seconds=0.8;moving=0;stopped=0;eta_seconds=0.8;equal_score_candidates=1;nodes=2>3
1	17	MOVE	2	2	1	
1	18	MOVE	2	2	2	
1	19	MOVE	2	2	3	
1	20	COMPLETE	3	-1	-1	
2	0	RELEASE	1	-1	-1	release_seconds=0.0
2	0	ENTER_EDGE	1	1	0	seed
2	0	MOVE	1	1	3	
2	1	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=1;entry_occupant_state=MOVING_ON_EDGE;retry_tick=2
2	2	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=1;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=3
2	3	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=1;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=4
2	4	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=1;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=5
2	5	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=1;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=6
2	6	NODE_SERVICE_START	2	1	3	arrival_tick=0;ready_tick=11;MAP_JUNCTION_THROUGH_EXCLUSIVE;map_through_seconds=1.0;basis=LEGACY_NODE_CONSTRAINT;upstream_edge=1
2	6	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=7
2	7	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=8
2	8	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=9
2	9	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=10
2	10	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=11
2	11	NODE_SERVICE_FINISH	2	1	3	
2	11	NODE_SERVICE_START	2	1	3	arrival_tick=0;ready_tick=21;INTERMEDIATE_FIXED_TRANSFER_DELAY;reconstructed_transfer_seconds=2.0;basis=HISTORICAL_OD_LOWER_ENVELOPE;upstream_edge=1
2	11	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=12
2	12	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=13
2	13	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=14
2	14	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=15
2	15	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=16
2	16	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=17
2	17	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=18
2	18	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=19
2	19	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=20
2	20	HOLD	2	-1	3	reason=RETAINED_BOUNDARY_TRANSFER;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=21
2	20	SELECT	2	2	3	free_flow_seconds=0.8;moving=0;stopped=0;eta_seconds=0.8;equal_score_candidates=1;nodes=2>3
2	21	NODE_SERVICE_FINISH	2	1	3	
2	21	TRANSFER	2	2	0	free_flow_seconds=0.8;moving=0;stopped=0;eta_seconds=0.8;equal_score_candidates=1;nodes=2>3
2	22	MOVE	2	2	1	
2	23	MOVE	2	2	2	
2	24	MOVE	2	2	3	
2	25	COMPLETE	3	-1	-1	
