event,count
released_segments,76112
entered_segments,76112
move_commits,61667566
stopped_ticks,48535807
holds,1711284942
entry_stopped_holds,1248215351
entry_moving_holds,274930849
local_fifo_conflict_holds,139602935
following_footprint_holds,38668842
junction_through_busy_holds,1198395
no_path_holds,0
route_decisions,1663823389
tied_route_decisions,7399
