cell_id,family,map,load_factor,speed_mps,scenario_index,seed,method,output_dir,spec_sha256,runner_sha256,cell_state,runner_status,normalized_status,error,full_population_complete,terminal_result_accepted,postprocessing_pending,TH,completion_rate,success_std_rate,success_paper_literal_rate,tht_D_min_seconds,tht_D_mean_seconds,tht_D_max_seconds,tht_native_min_seconds,tht_native_mean_seconds,tht_native_max_seconds,normalized_path,runner_status_path,workload_identity_sha256,raw_sha256,canonical_sha256,map_sha256,input_signature_sha256,raw_bag_count,segment_count,horizon_seconds,initial_failed_edge_count,affected_edge_count,affected_edges_json,fault_mapping_sha256,runner_status_sha256,normalized_sha256,binary_sha256,unfinished_raw_bag_count,completed_segment_count,active_inflight_grants_at_horizon,all_returned_native_fields_preserved,decision_trace_truncated,event_trace_truncated,full_lifecycle_trace_proof_claimed,merge_grant_lifecycle_complete,merge_grant_lifecycle_dropped_count,merge_grant_lifecycle_stored_count,merge_grant_structural_integrity_pass,native_active_state_integrity_pass,native_full_protocol_integrity_pass,pending_requests_at_horizon,short_history_is_full_path,terminal_state_quiescent,native_wall_seconds,orchestration_status,orchestration_record_path,orchestration_record_sha256,orchestration_wall_seconds,source_sha256,class_sha256
b_map2_2x_v1p5_s283303_q00_dh,base,map2,2.0,1.5,0,283303,FENG_DH_PAPER_SUITE_V6,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s283303_q00_dh,8ab21be457fbd621505f10b2e0b9ebdae4687244a11d5f7dc6ab4689b242688e,9c93676560b72984c630bd74c23a6e6f6e6114907a79977d06c1853d23f5d290,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s283303_q00_dh\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s283303_q00_dh\runner_status.json,06015af86cc1c86f075fcc05d5da91887f66fbe186fe08c2e8eed8968f67e9a9,417b8d93bc6bd435d8b8317842a7289c9fb425c84cfa20719d48d9899aca789b,edc74c13b5da3acc8265b1b5f96b42e7fb16482febf0bb0f763d666e85a39532,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,1f09961fa815610c40461e7824fd4175b6511e5ef6a698f007263ecd242543f0,57012,87204,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s283303_q00_tarau,base,map2,2.0,1.5,0,283303,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s283303_q00_tarau,c83cacd4f3a0082313ed951fa277740d9df65fd7e0781b413d9bcba67127adef,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s283303_q00_tarau\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s283303_q00_tarau\runner_status.json,06015af86cc1c86f075fcc05d5da91887f66fbe186fe08c2e8eed8968f67e9a9,417b8d93bc6bd435d8b8317842a7289c9fb425c84cfa20719d48d9899aca789b,edc74c13b5da3acc8265b1b5f96b42e7fb16482febf0bb0f763d666e85a39532,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,1f09961fa815610c40461e7824fd4175b6511e5ef6a698f007263ecd242543f0,57012,87204,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s308081_q00_g31,base,map2,2.0,1.5,0,308081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_g31,dd52e2899494fd6577a2b350066128e4e62a99e3171b32437eb898d0fe7e9b24,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_g31\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_g31\runner_status.json,fe28e2c5ff57045678f71cc90299e94d25f1b0f98489493e9035630953df4a49,389c5cc1027be5e9b74a10f73610a3b8b592e6faccbba3e6a4fe23db1e5b2e79,65a481ca5b06aa05f9d784a14f0ba21b4adb8a66d4b7f421c70cceda49d2ad7b,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,9a0bd72c9527d4109f2ca3e43d804754d093a4463813569c9cef0e3dd4c57bc2,57012,87202,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s308081_q00_hca,base,map2,2.0,1.5,0,308081,HCA_TIME_LABEL_REPAIR_V3,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_hca,f8df29c866def4efc10f54cfc8384d28437a4ac0669e9e99a87c59b7289b2c31,808e8605020dbb5459801643048f2b741849eb0f8c2c420253b27d8bc666873e,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_hca\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_hca\runner_status.json,fe28e2c5ff57045678f71cc90299e94d25f1b0f98489493e9035630953df4a49,389c5cc1027be5e9b74a10f73610a3b8b592e6faccbba3e6a4fe23db1e5b2e79,65a481ca5b06aa05f9d784a14f0ba21b4adb8a66d4b7f421c70cceda49d2ad7b,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,9a0bd72c9527d4109f2ca3e43d804754d093a4463813569c9cef0e3dd4c57bc2,57012,87202,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s308081_q00_dh,base,map2,2.0,1.5,0,308081,FENG_DH_PAPER_SUITE_V6,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_dh,267d87a911bc505ba2a4859114f5bd2dc91a46cf02ee25d9157e5dd1e615ba66,9c93676560b72984c630bd74c23a6e6f6e6114907a79977d06c1853d23f5d290,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_dh\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_dh\runner_status.json,fe28e2c5ff57045678f71cc90299e94d25f1b0f98489493e9035630953df4a49,389c5cc1027be5e9b74a10f73610a3b8b592e6faccbba3e6a4fe23db1e5b2e79,65a481ca5b06aa05f9d784a14f0ba21b4adb8a66d4b7f421c70cceda49d2ad7b,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,9a0bd72c9527d4109f2ca3e43d804754d093a4463813569c9cef0e3dd4c57bc2,57012,87202,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s308081_q00_tarau,base,map2,2.0,1.5,0,308081,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_tarau,03ba871161c91eded064c23b3d75f67769319332f912b6880c98d3ee78afd9fc,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_tarau\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s308081_q00_tarau\runner_status.json,fe28e2c5ff57045678f71cc90299e94d25f1b0f98489493e9035630953df4a49,389c5cc1027be5e9b74a10f73610a3b8b592e6faccbba3e6a4fe23db1e5b2e79,65a481ca5b06aa05f9d784a14f0ba21b4adb8a66d4b7f421c70cceda49d2ad7b,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,9a0bd72c9527d4109f2ca3e43d804754d093a4463813569c9cef0e3dd4c57bc2,57012,87202,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s333667_q00_g31,base,map2,2.0,1.5,0,333667,G31_S4_ADVERTISED_FAULT_REPAIR_V1,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_g31,ac2521f3fc5bc148bd4127e801ddfb71d8d22292a89b3e457397e6d5c55a2581,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_g31\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_g31\runner_status.json,1e7af99923d21570e5f4b9830bc0a4c94e92e3f85fe1617d26c50ee911faa734,cd5e919d0c3498c8d83ba9758a00517ce853bd505ac8d323c3ec3bb350d5cf66,6a3ef816003c8320f51c216b5fe267a673668424bff84968b85da6cbd75707aa,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,1234c59c33d062ae46fa6ed63cf20bc1e3e89d6e1f4a722b81d6be8693dd4a53,57012,87207,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s333667_q00_hca,base,map2,2.0,1.5,0,333667,HCA_TIME_LABEL_REPAIR_V3,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_hca,3536ad41deafb726f7c1a34eaa8b2109f12d453fdf44f0f5c70aee640c079cc5,808e8605020dbb5459801643048f2b741849eb0f8c2c420253b27d8bc666873e,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_hca\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_hca\runner_status.json,1e7af99923d21570e5f4b9830bc0a4c94e92e3f85fe1617d26c50ee911faa734,cd5e919d0c3498c8d83ba9758a00517ce853bd505ac8d323c3ec3bb350d5cf66,6a3ef816003c8320f51c216b5fe267a673668424bff84968b85da6cbd75707aa,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,1234c59c33d062ae46fa6ed63cf20bc1e3e89d6e1f4a722b81d6be8693dd4a53,57012,87207,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s333667_q00_dh,base,map2,2.0,1.5,0,333667,FENG_DH_PAPER_SUITE_V6,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_dh,75d8bfc7ac0dfa0e9fbbbfc83aa578c836a3132de6cf9da8356312fe7187a352,9c93676560b72984c630bd74c23a6e6f6e6114907a79977d06c1853d23f5d290,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_dh\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_dh\runner_status.json,1e7af99923d21570e5f4b9830bc0a4c94e92e3f85fe1617d26c50ee911faa734,cd5e919d0c3498c8d83ba9758a00517ce853bd505ac8d323c3ec3bb350d5cf66,6a3ef816003c8320f51c216b5fe267a673668424bff84968b85da6cbd75707aa,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,1234c59c33d062ae46fa6ed63cf20bc1e3e89d6e1f4a722b81d6be8693dd4a53,57012,87207,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v1p5_s333667_q00_tarau,base,map2,2.0,1.5,0,333667,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_tarau,e7dc2ede1789f6787c08fe689c93d0adef565deb16a337f8f2ac036b2c13d370,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_tarau\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v1p5_s333667_q00_tarau\runner_status.json,1e7af99923d21570e5f4b9830bc0a4c94e92e3f85fe1617d26c50ee911faa734,cd5e919d0c3498c8d83ba9758a00517ce853bd505ac8d323c3ec3bb350d5cf66,6a3ef816003c8320f51c216b5fe267a673668424bff84968b85da6cbd75707aa,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,1234c59c33d062ae46fa6ed63cf20bc1e3e89d6e1f4a722b81d6be8693dd4a53,57012,87207,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v2p5_s104729_q00_g31,base,map2,2.0,2.5,0,104729,G31_S4_ADVERTISED_FAULT_REPAIR_V1,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_g31,ac4202612a1611c93e2476bc04e827c0606b1dfa958b34e2f9e0351751b6ea42,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,57012,1.0,0.9978250192941837,0.42110432891321126,188.0009999999893,519.9260564340861,5286.379659999995,188.0009999999893,509.9978503351947,5243.129659999995,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_g31\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_g31\runner_status.json,907ad7e95271dd644f043988f38112298c9d9c794a36fcbe210e5f00cc854cf5,b7214d7d36b71d89927f16946887a4058f207c8cc44583e92349b2ae1790da7a,8d2a6bcb56ba0b8bb95330445a4cd3ac823a783ef7277d280deae05b6f52d436,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,497915d913f4dd1a330c7161f3b0e08cdea8a354d74be7366463bd5c4f36ec62,57012,87205,98259,0,0,[],NA,ca71314f2568043ebfe5eb347aeec3220dd1843325932fbfea24b6ef9e7040e0,7478b01fd4f227123b4dec15c0f7e23b74425ff376a4be25756fc58941a19031,38b07ddfbc661c5243ab62a4963d84514405a87b11afa41538a94a42d2665b20,0,87205,0,True,True,True,False,False,1381162,163773,True,True,False,0,False,True,68.09841490001418,REUSED_VERIFIED,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T100602Z_7f4c3837c1\cells\b_map2_2x_v2p5_s104729_q00_g31\status.json,428e3d219d16b3f3ded313f51d78596d7457994c843b1548d39be23d609a83c4,74.15451574325562,,
b_map2_2x_v2p5_s104729_q00_hca,base,map2,2.0,2.5,0,104729,HCA_TIME_LABEL_REPAIR_V3,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_hca,93c65941f4859267fd875b23f884cc15f7095f820fc35b3d318137f9949cef55,808e8605020dbb5459801643048f2b741849eb0f8c2c420253b27d8bc666873e,COMPLETE,complete,COMPLETE,NA,True,True,False,57012,1.0,0.633550831403915,0.32994808110573215,188.01467999999295,3882.7950155424473,24095.19598,188.0,245.378481723146,360.0,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_hca\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_hca\runner_status.json,907ad7e95271dd644f043988f38112298c9d9c794a36fcbe210e5f00cc854cf5,b7214d7d36b71d89927f16946887a4058f207c8cc44583e92349b2ae1790da7a,8d2a6bcb56ba0b8bb95330445a4cd3ac823a783ef7277d280deae05b6f52d436,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,497915d913f4dd1a330c7161f3b0e08cdea8a354d74be7366463bd5c4f36ec62,57012,87205,98259,0,0,[],NA,6cd278132d9a040cf35515ef35870a826051391f363b472bef423a447eb603b4,dcc4b6f15348327997151058711c718bab098a1cd4198db999f5ba11923ec6ec,,0,87205,,,,,,,,,,,,,,,344.76547169988044,REUSED_VERIFIED,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T100602Z_7f4c3837c1\cells\b_map2_2x_v2p5_s104729_q00_hca\status.json,c799c92bc7fba37e78a74d1ceae5d77c78830af1931c13c7f7c21dcd205bf60d,40.64468431472778,158ff68f987b8ad675770492e4b6b728947b0a6451c0ba418a024ccffc09d696,c9ced3952ef04ca2515979c936931f88da3dc43eee02a7daac9f582126a5310a
b_map2_2x_v2p5_s104729_q00_dh,base,map2,2.0,2.5,0,104729,FENG_DH_PAPER_SUITE_V6,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_dh,73bb48b17b3e62d77bb9ea087d950014e16c92dd91317eb50fb2788aa8e92718,f1879d989364e4f9b051d37c85f8458d0e16c5221e3340d529a42e84828de3d6,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,57012,1.0,0.47647863607661545,0.24859678664140883,206.40002000000095,5808.483098752999,12690.232590000014,204.39999999999418,5626.083508735003,11808.199999999997,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_dh\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_dh\runner_status.json,907ad7e95271dd644f043988f38112298c9d9c794a36fcbe210e5f00cc854cf5,b7214d7d36b71d89927f16946887a4058f207c8cc44583e92349b2ae1790da7a,8d2a6bcb56ba0b8bb95330445a4cd3ac823a783ef7277d280deae05b6f52d436,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,497915d913f4dd1a330c7161f3b0e08cdea8a354d74be7366463bd5c4f36ec62,57012,87205,98259,0,0,[],NA,b559d2e6ca0b5d25717a730d6045d0b2a7f4b0deb2432b14447ee0a61802fdf4,b55c95db0a241fc9c795afca7a83851664bae623d65749cd2c001fbcefe2e61b,,0,87205,,,,,,,,,,,,,,,521.5968940258026,REUSED_VERIFIED,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T100602Z_7f4c3837c1\cells\b_map2_2x_v2p5_s104729_q00_dh\status.json,443cad118e9fa8cba1f3160e918d5fca9040dea0dfa3e6bfe427a0b8ac6734cc,25.03984308242798,,
b_map2_2x_v2p5_s104729_q00_tarau,base,map2,2.0,2.5,0,104729,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_tarau,f877ee90a0486381b76bcd6c1a30fe3b780f6448da8815a1790398b1ad44d3ce,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,57012,1.0,1.0,0.4260506560022451,188.0009999999893,395.2658523389832,3192.6189399999967,188.0009999999893,385.3376462400918,3099.3689399999967,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_tarau\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s104729_q00_tarau\runner_status.json,907ad7e95271dd644f043988f38112298c9d9c794a36fcbe210e5f00cc854cf5,b7214d7d36b71d89927f16946887a4058f207c8cc44583e92349b2ae1790da7a,8d2a6bcb56ba0b8bb95330445a4cd3ac823a783ef7277d280deae05b6f52d436,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,497915d913f4dd1a330c7161f3b0e08cdea8a354d74be7366463bd5c4f36ec62,57012,87205,98259,0,0,[],NA,affa1f98ef2b9a9b82cb963b21a5cd8c8b7f1077d444bd79b014ebfaf6f02be4,5c93072f9a282126c2e7ca4984d7c6e2509a2437618ca4d7744446d347855776,38b07ddfbc661c5243ab62a4963d84514405a87b11afa41538a94a42d2665b20,0,87205,0,True,True,True,False,False,1391091,157124,True,True,False,0,False,True,60.28501390013844,REUSED_VERIFIED,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T100602Z_7f4c3837c1\cells\b_map2_2x_v2p5_s104729_q00_tarau\status.json,e7081e4f0dedb95bf573dace91d327eb9a2c1d9b729e09cbb231be5571d3c357,57.373016119003296,,
b_map2_2x_v2p5_s130363_q00_g31,base,map2,2.0,2.5,0,130363,G31_S4_ADVERTISED_FAULT_REPAIR_V1,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s130363_q00_g31,f635592a139bd2e21aca648798e32161d8bb164916f7eaf8d15ca98e866c38cf,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s130363_q00_g31\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s130363_q00_g31\runner_status.json,4a9fa87dd6c55a1e59491d74bcc564b7b993e210e92144facf124384fb4fdfbf,38348302013b1919a12314dc62fe78a016e912a4f935fc800ba54c18a3c0965c,756cf1fc87714ae257575f21581223045fd729ab06af94749311098e1b13d4eb,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,e76482785caccc5b5749c66d8bf3decafed583e87b583209c23a4c9427aae92b,57012,87203,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
b_map2_2x_v2p5_s130363_q00_hca,base,map2,2.0,2.5,0,130363,HCA_TIME_LABEL_REPAIR_V3,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s130363_q00_hca,a16108eade27710fbe2cd612ed2eda8a523d21f3f02baf9dae9480dc72cc0161,808e8605020dbb5459801643048f2b741849eb0f8c2c420253b27d8bc666873e,MISSING,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s130363_q00_hca\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_2x_v2p5_s130363_q00_hca\runner_status.json,4a9fa87dd6c55a1e59491d74bcc564b7b993e210e92144facf124384fb4fdfbf,38348302013b1919a12314dc62fe78a016e912a4f935fc800ba54c18a3c0965c,756cf1fc87714ae257575f21581223045fd729ab06af94749311098e1b13d4eb,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,e76482785caccc5b5749c66d8bf3decafed583e87b583209c23a4c9427aae92b,57012,87203,98259,0,0,[],NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
