event,count
released_segments,76109
entered_segments,75832
move_commits,59457412
stopped_ticks,56628744
holds,2598826579
entry_stopped_holds,1997560175
entry_moving_holds,359707550
local_fifo_conflict_holds,184930110
following_footprint_holds,45533773
junction_through_busy_holds,983164
no_path_holds,0
route_decisions,2543216828
tied_route_decisions,7001
