event,count
released_segments,87207
entered_segments,86432
move_commits,66052809
stopped_ticks,75234545
holds,3787512341
entry_stopped_holds,2918933786
entry_moving_holds,521102369
local_fifo_conflict_holds,272241641
following_footprint_holds,62964927
junction_through_busy_holds,1222715
no_path_holds,0
route_decisions,3713391030
tied_route_decisions,7311
