event,count
released_segments,43602
entered_segments,43602
move_commits,34900702
stopped_ticks,22332567
holds,121817866
entry_stopped_holds,77007368
entry_moving_holds,14629598
local_fifo_conflict_holds,7848333
following_footprint_holds,15859128
junction_through_busy_holds,386580
no_path_holds,0
route_decisions,100098965
tied_route_decisions,4411
