event,count
released_segments,87204
entered_segments,86429
move_commits,66059927
stopped_ticks,75253544
holds,3784152480
entry_stopped_holds,2916288206
entry_moving_holds,520639800
local_fifo_conflict_holds,271970930
following_footprint_holds,62981170
junction_through_busy_holds,1222537
no_path_holds,0
route_decisions,3710012449
tied_route_decisions,7408
