event,count
released_segments,76108
entered_segments,75831
move_commits,59449752
stopped_ticks,56652959
holds,2599834604
entry_stopped_holds,1998310390
entry_moving_holds,359857420
local_fifo_conflict_holds,185013835
following_footprint_holds,45555582
junction_through_busy_holds,987831
no_path_holds,0
route_decisions,2544200419
tied_route_decisions,7079
