event,count
released_segments,43601
entered_segments,43601
move_commits,34901970
stopped_ticks,22326255
holds,121663915
entry_stopped_holds,76891233
entry_moving_holds,14608518
local_fifo_conflict_holds,7837909
following_footprint_holds,15851682
junction_through_busy_holds,387623
no_path_holds,0
route_decisions,99951337
tied_route_decisions,4320
