event,count
released_segments,76107
entered_segments,76107
move_commits,49706270
stopped_ticks,7488949
holds,660972671
entry_stopped_holds,436071585
entry_moving_holds,144902874
local_fifo_conflict_holds,72509263
following_footprint_holds,3851299
junction_through_busy_holds,97442
no_path_holds,0
route_decisions,654065573
tied_route_decisions,1004
