event,count
released_segments,43602
entered_segments,43602
move_commits,28401066
stopped_ticks,3656084
holds,17362102
entry_stopped_holds,9074925
entry_moving_holds,3051634
local_fifo_conflict_holds,1579459
following_footprint_holds,1573487
junction_through_busy_holds,39626
no_path_holds,0
route_decisions,14041473
tied_route_decisions,633
