event,count
released_segments,87199
entered_segments,86912
move_commits,69089217
stopped_ticks,64197386
holds,2868896378
entry_stopped_holds,2108914968
entry_moving_holds,460786254
local_fifo_conflict_holds,234997770
following_footprint_holds,53205906
junction_through_busy_holds,1459471
no_path_holds,0
route_decisions,2805881610
tied_route_decisions,7934
