event,count
released_segments,400
entered_segments,400
move_commits,210120
stopped_ticks,24290
holds,29907
entry_stopped_holds,2648
entry_moving_holds,1664
local_fifo_conflict_holds,1305
following_footprint_holds,7687
junction_through_busy_holds,146
no_path_holds,0
route_decisions,8368
tied_route_decisions,0
