event,count
released_segments,43603
entered_segments,43603
move_commits,28378548
stopped_ticks,1872897
holds,2282929
entry_stopped_holds,243122
entry_moving_holds,112599
local_fifo_conflict_holds,54311
following_footprint_holds,361338
junction_through_busy_holds,49194
no_path_holds,0
route_decisions,746108
tied_route_decisions,578
