baseline,baseline_mean,bootstrap_ci_high,bootstrap_ci_low,load_factor,map,mean_delta_reference_minus_baseline,metric,missing_seed_count,missing_seeds,paired_seed_count,preferred_direction,reference,reference_loss_count,reference_mean,reference_win_count,status,tie_count
HCA_SEGMENT_IDENTITY_V1,0.0,0.0,0.0,1.0,map2,0.0,tardiness_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
HCA_SEGMENT_IDENTITY_V1,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
HCA_SEGMENT_IDENTITY_V1,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
HCA_SEGMENT_IDENTITY_V1,0.0,0.0,0.0,1.0,map2,0.0,tardiness_sum_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
HCA_SEGMENT_IDENTITY_V1,358.7,174.8374632999938,160.11049454999457,1.0,map2,167.39945799999367,tht_admission_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,526.0994579999937,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,237.0408089525012,0.19692806144447278,0.01820704980677441,1.0,map2,0.11060671642623561,tht_admission_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,7,237.15141566892748,3,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,188.0,0.0009999999892897904,0.0009999999892897904,1.0,map2,0.0009999999892897904,tht_admission_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,188.0009999999893,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,299.2,40.0315972499955,38.98994993749858,1.0,map2,39.526358499995055,tht_admission_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,338.72635849999506,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,330.7,71.41715495999358,69.46592213874305,1.0,map2,70.4638320999939,tht_admission_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,401.1638320999939,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,1649.9235660000008,-1021.7871270000069,-1074.606826025006,1.0,map2,-1047.6926150000072,tht_scheduled_release_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,602.2309509999938,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,341.8710767225496,-94.95363385695143,-97.39287451515675,1.0,map2,-96.09827240351339,tht_scheduled_release_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,245.77280431903623,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,187.0117670000014,0.9901099999879079,0.9876969999881112,1.0,map2,0.9892329999878712,tht_scheduled_release_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,188.0009999999893,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,864.27794125,-479.8417827624902,-502.31352759999106,1.0,map2,-490.1295469999953,tht_scheduled_release_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,374.1483942500046,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,1247.4574592000008,-776.232638937506,-812.7953033737557,1.0,map2,-794.7227331500068,tht_scheduled_release_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,452.734726049994,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,62964.054547,-91.68698502497602,-96.55482799997769,1.0,map2,-94.21266199997771,time_to_90_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,62869.84188500002,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,67287.754547,-0.6109537749793527,-3.824842174979894,1.0,map2,-2.1191289999798757,time_to_95_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,3,67285.63541800002,7,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,71124.354547,-0.28131299997621684,-4.870190999974147,1.0,map2,-2.3701909999741475,time_to_99_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,5,71121.98435600002,5,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,72767532.81305358,-2591642.9149237066,-2662561.181396499,1.0,map2,-2624980.6762084113,total_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,70142552.13684516,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,0.0,0.0,0.0,1.0,map2,0.0,unfinished_raw_bag_count,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,28506.0,0.0,0.0,1.0,map2,0.0,completed_raw_bag_count,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,28506.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1044.3989863523952,0.0,0.0,1.0,map2,0.0,completed_raw_bags_per_fixed_horizon_hour,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1044.3989863523952,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1.0,0.0,0.0,1.0,map2,0.0,completion_rate,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,missed_bag_count,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,missed_bag_rate,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,6489902.600000332,-500911.2453589286,-514926.7496602598,1.0,map2,-507705.09445928445,network_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,5982197.505541047,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1.0,0.0,0.0,1.0,map2,0.0,on_time_rate,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,28506.0,0.0,0.0,1.0,map2,0.0,on_time_raw_bag_count,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,28506.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1038.28,-503.345055550007,-521.576934350006,1.0,map2,-512.1805420000063,population_latency_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,526.0994579999937,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,292.2258359644,-54.62638019618248,-55.55526127990704,1.0,map2,-55.074420295472535,population_latency_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,237.15141566892748,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,613.8149999999999,-271.3158509312486,-279.14217956875825,1.0,map2,-275.08864150000494,population_latency_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,338.72635849999506,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,814.447,-408.33917864250634,-418.6732345012559,1.0,map2,-413.2831679000061,population_latency_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,401.1638320999939,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,65278867.75305299,-1117719.3186689848,-1119341.966095428,1.0,map2,-1118513.1217490002,source_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,64160354.63130398,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_sum_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1038.28,-503.3752889500069,-521.5061596500055,1.0,map2,-512.1805420000063,tht_admission_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,526.0994579999937,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,292.2258359643584,-54.62239151570718,-55.5618887397491,1.0,map2,-55.07442029543091,tht_admission_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,237.15141566892748,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,204.4,-16.399000000010716,-16.399000000010716,1.0,map2,-16.399000000010716,tht_admission_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,188.0009999999893,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,613.8149999999999,-271.16225800000433,-279.05829150000704,1.0,map2,-275.08864150000494,tht_admission_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,338.72635849999506,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,814.4470000000002,-408.28268560250586,-418.6886881937568,1.0,map2,-413.2831679000063,tht_admission_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,401.1638320999939,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1429.39722,-817.6064214750066,-837.9837126750051,1.0,map2,-827.1662690000063,tht_scheduled_release_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,602.2309509999938,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,341.2013777118151,-94.97551934339066,-95.9329440376182,1.0,map2,-95.42857339277884,tht_scheduled_release_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,245.77280431903623,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,206.40021500000003,-18.399020000010722,-18.39960500001072,1.0,map2,-18.39921500001072,tht_scheduled_release_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,188.0009999999893,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,706.68720575,-329.28912275625197,-335.9143568062459,1.0,map2,-332.53881149999535,tht_scheduled_release_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,374.1483942500046,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1030.6772617500005,-572.6375645712578,-583.1885248412558,1.0,map2,-577.9425357000067,tht_scheduled_release_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,452.734726049994,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,62943.154547,-71.90471794997698,-74.55065292497378,1.0,map2,-73.31266199997626,time_to_90_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,62869.84188500002,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,67310.394547,-24.16789899998694,-25.371870999978274,1.0,map2,-24.759128999982202,time_to_95_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,67285.63541800002,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,71143.414547,-19.074629999967875,-24.094629999970493,1.0,map2,-21.430190999970364,time_to_99_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,71121.98435600002,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,71768770.35305297,-1619101.638475464,-1633919.3948492743,1.0,map2,-1626218.2162078083,total_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,70142552.13684516,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,unfinished_raw_bag_count,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,28506.0,0.0,0.0,1.0,map2,0.0,completed_raw_bag_count,0,,10,higher,HCA_SEGMENT_IDENTITY_V1,0,28506.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1044.3989863523952,0.0,0.0,1.0,map2,0.0,completed_raw_bags_per_fixed_horizon_hour,0,,10,higher,HCA_SEGMENT_IDENTITY_V1,0,1044.3989863523952,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1.0,0.0,0.0,1.0,map2,0.0,completion_rate,0,,10,higher,HCA_SEGMENT_IDENTITY_V1,0,1.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,missed_bag_count,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,missed_bag_rate,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,6489902.600000332,-583309.3790003413,-592482.6115003508,1.0,map2,-587913.200000332,network_backlog_area_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,5901989.4,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1.0,0.0,0.0,1.0,map2,0.0,on_time_rate,0,,10,higher,HCA_SEGMENT_IDENTITY_V1,0,1.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,28506.0,0.0,0.0,1.0,map2,0.0,on_time_raw_bag_count,0,,10,higher,HCA_SEGMENT_IDENTITY_V1,0,28506.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1038.28,-674.46,-684.96,1.0,map2,-679.58,population_latency_max_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,358.7,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,292.2258359644,-54.81247693469488,-55.595377236498585,1.0,map2,-55.185027011898775,population_latency_mean_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,237.0408089525012,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,613.8149999999999,-311.009875,-318.425125,1.0,map2,-314.615,population_latency_p95_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,299.2,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,814.447,-478.907975,-488.687,1.0,map2,-483.747,population_latency_p99_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,330.7,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,65278867.75305299,1628489.7834404928,1558213.7332073569,1.0,map2,1590969.1614773334,source_backlog_area_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,10,66869836.914530315,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_max_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_mean_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p95_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p99_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_sum_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1038.28,-674.4,-684.94,1.0,map2,-679.58,tht_admission_max_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,358.7,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,292.2258359643584,-54.79779867396337,-55.58447000631446,1.0,map2,-55.18502701185715,tht_admission_mean_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,237.0408089525012,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,204.4,-16.400000000000006,-16.400000000000006,1.0,map2,-16.400000000000006,tht_admission_min_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,188.0,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,613.8149999999999,-310.87,-318.41024999999996,1.0,map2,-314.615,tht_admission_p95_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,299.2,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,814.4470000000002,-479.04797500000024,-488.64922500000023,1.0,map2,-483.7470000000002,tht_admission_p99_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,330.7,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1429.39722,248.45130760000134,196.8411916000006,1.0,map2,220.52634600000093,tht_scheduled_release_max_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,10,1649.9235660000008,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,341.2013777118151,1.982226987300883,-0.5017098154774828,1.0,map2,0.6696990107345527,tht_scheduled_release_mean_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,6,341.8710767225496,4,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,206.40021500000003,-19.386716999998832,-19.38951999999863,1.0,map2,-19.388447999998593,tht_scheduled_release_min_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,187.0117670000014,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,706.68720575,169.7305229124999,146.72787575000007,1.0,map2,157.59073549999994,tht_scheduled_release_p95_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,10,864.27794125,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1030.6772617500005,235.8146869125,197.67343019249986,1.0,map2,216.78019745000012,tht_scheduled_release_p99_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,10,1247.4574592000008,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,62943.154547,22.940000000003785,18.680000000001712,1.0,map2,20.900000000001455,time_to_90_percent_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,10,62964.054547,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,67310.394547,-20.70000000000291,-24.400000000002912,1.0,map2,-22.640000000002328,time_to_95_percent_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,67287.754547,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,71143.414547,-15.79949999999565,-21.919999999996797,1.0,map2,-19.059999999996215,time_to_99_percent_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,71124.354547,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,71768770.35305297,1034979.7395007119,967423.2940005132,1.0,map2,998762.4600006029,total_backlog_area_seconds,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,10,72767532.81305358,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,unfinished_raw_bag_count,0,,10,lower,HCA_SEGMENT_IDENTITY_V1,0,0.0,0,COMPLETE,10
HCA_SEGMENT_IDENTITY_V1,49765.0,0.0,0.0,1.75,map2,0.0,completed_raw_bag_count,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,49765.0,0,COMPLETE,10
HCA_SEGMENT_IDENTITY_V1,1823.2833633560288,0.0,0.0,1.75,map2,0.0,completed_raw_bags_per_fixed_horizon_hour,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1823.2833633560288,0,COMPLETE,10
HCA_SEGMENT_IDENTITY_V1,1.0,0.0,0.0,1.75,map2,0.0,completion_rate,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,COMPLETE,10
HCA_SEGMENT_IDENTITY_V1,9298.3,-9175.5975,-9384.7,1.75,map2,-9298.2,missed_bag_count,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.1,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,0.18684416758766204,-0.18443479352958908,-0.18858037777554507,1.75,map2,-0.18684215814327337,missed_bag_rate,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,2.0094443886287117e-06,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,10592939.8,1796418.9170112237,1737631.7044809884,1.75,map2,1766621.4861630828,network_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,12359561.286163082,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,0.813155832412338,0.18857831809504672,0.18441866773837035,1.75,map2,0.18684215814327337,on_time_rate,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,0.9999979905556113,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,40466.7,9383.8,9175.9925,1.75,map2,9298.2,on_time_raw_bag_count,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,49764.9,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,359.0,2905.1629950999936,2849.6366858249935,1.75,map2,2879.9827979999936,population_latency_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,3238.9827979999936,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,244.77759067617802,123.40826372145162,120.24425075027703,1.75,map2,121.96554047574591,population_latency_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,366.74313115192393,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,302.0,914.307346414988,879.4136798849901,1.75,map2,897.3550263999889,population_latency_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,1199.355026399989,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,333.7,2534.0472080609934,2482.156375236995,1.75,map2,2510.812477239994,population_latency_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,2844.512477239994,0,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,167809497.23333913,-55054841.49814736,-56215980.98883494,1.75,map2,-55695155.32388797,source_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,112114341.90945116,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,5660.1,-5542.553660925,-5766.0,1.75,map2,-5658.477803,tardiness_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,1.622196999999869,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,365.60135637496234,-357.07569910294234,-373.01450736895106,1.75,map2,-365.60132377781576,tardiness_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,3.259714658896552e-05,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,3131.3199999999983,-3086.497999999998,-3170.839999999999,1.75,map2,-3131.3199999999983,tardiness_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,3879.808,-3827.9080000000004,-3924.5192,1.75,map2,-3879.808,tardiness_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,10,COMPLETE,0
HCA_SEGMENT_IDENTITY_V1,18194151.5,-17762397.605303,-18560973.293357927,1.75,map2,-18194149.877803,tardiness_sum_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,1.622196999999869,10,COMPLETE,0
