scenario,policy_family,task_global_index,segment_id,task_id,source_line,teacher_family,teacher_planned,policy_planned,teacher_path,policy_path,teacher_path_length,policy_path_length,prefix_match_len,first_divergence_current,sipp_teacher_next,policy_next,divergence_reason,policy_decision_count,policy_terminal_reason,teacher_finish_time,policy_finish_time,finish_time_gap_vs_sipp,failure_motif,counterfactual_interpretation
legacy_first32,periodic_replanning_sipp,1,1:storage_in,1,3,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,8914.245453,8932.845453,18.600000000000364,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,2,2:storage_in,2,4,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,8939.800872,8942.845453,3.0445810000001075,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,3,3:storage_in,3,5,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,8929.000872,8957.845453,28.84458099999938,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,4,4:storage_in,4,6,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,9511.482986,9537.482986,26.0,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,5,5:storage_in,5,7,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,9522.282986,9547.482986,25.200000000000728,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,6,6:storage_in,6,8,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10108.221619999998,10127.62162,19.400000000001455,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,7,7:storage_in,7,9,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,10122.28213,10152.62162,30.339490000000296,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,8,8:storage_in,8,10,rolling_horizon_sipp,True,True,0 6 8 11 14 46 36 38 39 47,0 6 12 13 23 24 27 28 47,10,9,2,6,8,12,different_next_node,8,,10155.706479999999,10162.62162,6.915140000000974,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,9,9:storage_in,9,11,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10155.172939999997,10197.62162,42.44868000000315,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,10,10:storage_in,10,12,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10133.572939999998,10172.62162,39.048680000001696,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,11,11:storage_in,11,13,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,,,,path_prefix_match,9,,10144.372939999997,10187.62162,43.24868000000242,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,12,12:storage_in,12,14,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,,,,path_prefix_match,8,,10690.568600000002,10715.1686,24.599999999998545,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,13,13:storage_in,13,15,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10711.57885,10735.1686,23.589750000001004,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,14,14:storage_in,14,16,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10740.85953,10745.1686,4.309070000001157,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,15,15:storage_in,15,17,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 21 23 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10762.459529999998,10755.1686,-7.290929999997388,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,16,16:storage_in,16,18,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,10730.05953,10780.1686,50.10907000000043,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,17,17:storage_in,17,19,rolling_horizon_sipp,True,True,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,11,11,5,11,14,13,different_next_node,10,,10756.077819999999,10790.1686,34.09078000000227,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,18,18:storage_in,18,20,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,,,,path_prefix_match,8,,10751.659529999999,10770.1686,18.509070000001884,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,19,19:storage_in,19,21,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,,,,path_prefix_match,9,,10784.059529999997,10820.1686,36.10907000000407,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,20,20:storage_in,20,22,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,10773.259529999998,10800.1686,26.90907000000334,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,21,21:storage_in,21,23,rolling_horizon_sipp,True,True,2 9 10 15 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,10,11,2,9,10,7,different_next_node,10,,10770.877819999998,10810.1686,39.290780000003,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,22,22:storage_in,22,24,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10859.17765,10880.1686,20.99095000000125,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,23,23:storage_in,23,25,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,11297.445409999998,11316.84541,19.400000000001455,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,24,24:storage_in,24,26,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 17 18 22 24 27 28 47,8,9,2,16,21,17,different_next_node,8,,11325.01636,11331.84541,6.829050000000279,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,25,25:storage_in,25,27,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,11314.21636,11386.84541,72.62904999999955,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,26,26:storage_in,26,28,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,11357.416359999997,11366.84541,9.429050000002462,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,27,27:storage_in,27,29,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,11346.616359999998,11341.84541,-4.770949999998265,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,28,28:storage_in,28,30,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,11335.816359999999,11406.84541,71.029050000001,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,29,29:storage_in,29,31,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,,,,path_prefix_match,8,,11368.216359999997,11351.84541,-16.37094999999681,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,30,30:storage_in,30,32,rolling_horizon_sipp,True,True,5 19 25 26 43 15 14 46 36 38 39 47,5 19 18 22 24 27 28 47,12,8,2,19,25,18,different_next_node,7,,11362.944479999998,11396.84541,33.90093000000161,,policy completed under this diagnostic
legacy_first32,periodic_replanning_sipp,31,31:storage_in,31,33,rolling_horizon_sipp,True,True,1 7 8 11 14 46 36 38 39 47,1 7 8 11 13 23 24 27 28 47,10,10,4,11,14,13,different_next_node,9,,11348.144479999999,11376.84541,28.70093000000088,,policy completed under this diagnostic
legacy_first32,edge_score_event,0,0:storage_in,0,2,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,8316.845453,8316.845453,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,1,1:storage_in,1,3,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,8914.245453,8914.245453,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,2,2:storage_in,2,4,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,18,22,18,hold_when_sipp_moves,11,,8939.800872,8925.416298999999,-14.384573000001183,,policy completed under this diagnostic
legacy_first32,edge_score_event,3,3:storage_in,3,5,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,18,22,18,hold_when_sipp_moves,16,,8929.000872,8937.000872,8.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,4,4:storage_in,4,6,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,9511.482986,9511.482986,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,5,5:storage_in,5,7,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,18,22,18,hold_when_sipp_moves,13,,9522.282986,9523.015484,0.7324979999993957,,policy completed under this diagnostic
legacy_first32,edge_score_event,6,6:storage_in,6,8,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10108.221619999998,10108.221619999998,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,7,7:storage_in,7,9,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,10122.28213,10122.28213,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,8,8:storage_in,8,10,rolling_horizon_sipp,True,True,0 6 8 11 14 46 36 38 39 47,0 6 8 11 14 46 36 38 39 47,10,10,10,,,,path_prefix_match,9,,10155.706479999999,10155.706479999999,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,9,9:storage_in,9,11,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,22,24,22,hold_when_sipp_moves,9,,10155.172939999997,10133.73414,-21.438799999996263,,policy completed under this diagnostic
legacy_first32,edge_score_event,10,10:storage_in,10,12,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 26 43 15 14 46 36 38 39 47,8,13,4,18,22,18,hold_when_sipp_moves,19,,10133.572939999998,10173.572939999998,40.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,11,11:storage_in,11,13,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,27,28,27,hold_when_sipp_moves,15,,10144.372939999997,10145.439820000001,1.0668800000039482,,policy completed under this diagnostic
legacy_first32,edge_score_event,12,12:storage_in,12,14,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 8 11 14 46 36 38 39 47,9,10,2,6,12,8,different_next_node,9,,10690.568600000002,10716.7686,26.19999999999709,,policy completed under this diagnostic
legacy_first32,edge_score_event,13,13:storage_in,13,15,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10711.57885,10711.57885,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,14,14:storage_in,14,16,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 26 43 15 14 46 36 38 39 47,8,13,4,18,22,18,hold_when_sipp_moves,14,,10740.85953,10753.88828,13.02874999999949,,policy completed under this diagnostic
legacy_first32,edge_score_event,15,15:storage_in,15,17,rolling_horizon_sipp,True,False,3 16 21 23 24 27 28 47,3 16 17 18,8,4,2,16,21,17,different_next_node,8,no_safe_action,10762.459529999998,,,wrong_branch_vs_sipp,policy failed where rolling-horizon SIPP completed
legacy_first32,edge_score_event,16,16:storage_in,16,18,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,10730.05953,10730.05953,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,17,17:storage_in,17,19,rolling_horizon_sipp,True,False,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8,11,4,4,7,8,7,hold_when_sipp_moves,5,no_safe_action,10756.077819999999,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_first32,edge_score_event,18,18:storage_in,18,20,rolling_horizon_sipp,True,False,0 6 12 13 23 24 27 28 47,0 6 8 11 14 46,9,6,2,6,12,8,different_next_node,18,no_safe_action,10751.659529999999,,,wrong_branch_vs_sipp,policy failed where rolling-horizon SIPP completed
legacy_first32,edge_score_event,19,19:storage_in,19,21,rolling_horizon_sipp,True,False,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27,10,8,8,8,11,8,hold_when_sipp_moves,11,no_safe_action,10784.059529999997,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_first32,edge_score_event,20,20:storage_in,20,22,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,18,22,18,hold_when_sipp_moves,12,,10773.259529999998,10741.10327,-32.15625999999793,,policy completed under this diagnostic
legacy_first32,edge_score_event,21,21:storage_in,21,23,rolling_horizon_sipp,True,True,2 9 10 15 14 46 36 38 39 47,2 9 7 8 11 14 46 36 38 39 47,10,11,2,9,10,7,different_next_node,15,,10770.877819999998,10769.03977,-1.838049999998475,,policy completed under this diagnostic
legacy_first32,edge_score_event,22,22:storage_in,22,24,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10859.17765,10859.17765,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,23,23:storage_in,23,25,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,11297.445409999998,11297.445409999998,0.0,,policy completed under this diagnostic
legacy_first32,edge_score_event,24,24:storage_in,24,26,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 17 18 22 24 27 28 47,8,9,2,16,21,17,different_next_node,13,,11325.01636,11308.48296,-16.533400000000256,,policy completed under this diagnostic
legacy_first32,edge_score_event,25,25:storage_in,25,27,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18,8,3,3,18,22,,no_safe_action,3,no_safe_action,11314.21636,,,no_safe_action_at_divergence,policy failed where rolling-horizon SIPP completed
legacy_first32,edge_score_event,26,26:storage_in,26,28,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18,8,3,3,4,17,4,hold_when_sipp_moves,6,no_safe_action,11357.416359999997,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_first32,edge_score_event,27,27:storage_in,27,29,rolling_horizon_sipp,True,False,5 19 18 22 24 27 28 47,5 19 18 22 26 43 15 14 46,8,9,4,22,24,26,different_next_node,17,no_safe_action,11346.616359999998,,,wrong_branch_vs_sipp,policy failed where rolling-horizon SIPP completed
legacy_first32,edge_score_event,28,28:storage_in,28,30,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 26 43 15 14 46 36 38 39 47,9,14,5,18,22,18,hold_when_sipp_moves,18,,11335.816359999999,11360.14959,24.333230000002004,,policy completed under this diagnostic
legacy_first32,edge_score_event,29,29:storage_in,29,31,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 8 11 14 46 36 38 39 47,9,10,2,6,12,8,different_next_node,9,,11368.216359999997,11345.039819999998,-23.176539999998568,,policy completed under this diagnostic
legacy_first32,edge_score_event,30,30:storage_in,30,32,rolling_horizon_sipp,True,False,5 19 25 26 43 15 14 46 36 38 39 47,5 19 18,12,3,2,19,25,18,different_next_node,3,no_safe_action,11362.944479999998,,,wrong_branch_vs_sipp,policy failed where rolling-horizon SIPP completed
legacy_first32,edge_score_event,31,31:storage_in,31,33,rolling_horizon_sipp,True,True,1 7 8 11 14 46 36 38 39 47,1 7 8 11 13 23 24 27 28 47,10,10,4,8,11,8,hold_when_sipp_moves,10,,11348.144479999999,11327.144480000003,-20.999999999996362,,policy completed under this diagnostic
legacy_first32,fallback_event,0,0:storage_in,0,2,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 21 23 24 27 28 47,9,8,2,16,17,21,different_next_node,7,,8316.845453,8321.045452999999,4.199999999998909,,policy completed under this diagnostic
legacy_first32,fallback_event,1,1:storage_in,1,3,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,8914.245453,8914.245453,0.0,,policy completed under this diagnostic
legacy_first32,fallback_event,2,2:storage_in,2,4,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 26 43 15 14 46 36 38 39 47,8,13,4,18,22,18,hold_when_sipp_moves,14,,8939.800872,8956.416298999999,16.615426999998817,,policy completed under this diagnostic
legacy_first32,fallback_event,3,3:storage_in,3,5,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 21 23 24 27 28 47,9,8,2,16,17,21,different_next_node,7,,8929.000872,8933.200872,4.199999999998909,,policy completed under this diagnostic
legacy_first32,fallback_event,4,4:storage_in,4,6,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 21 23 24 27 28 47,9,8,2,16,17,21,different_next_node,7,,9511.482986,9515.682986,4.199999999998909,,policy completed under this diagnostic
legacy_first32,fallback_event,5,5:storage_in,5,7,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,24,27,24,hold_when_sipp_moves,17,,9522.282986,9527.015484,4.732497999999396,,policy completed under this diagnostic
legacy_first32,fallback_event,6,6:storage_in,6,8,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10108.221619999998,10108.221619999998,0.0,,policy completed under this diagnostic
legacy_first32,fallback_event,7,7:storage_in,7,9,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 21 23 24 27 28 47,9,8,2,16,17,21,different_next_node,7,,10122.28213,10126.482129999999,4.199999999998909,,policy completed under this diagnostic
legacy_first32,fallback_event,8,8:storage_in,8,10,rolling_horizon_sipp,True,False,0 6 8 11 14 46 36 38 39 47,0 6 12 13 23 24 27,10,7,2,6,8,12,different_next_node,8,no_safe_action,10155.706479999999,,,wrong_branch_vs_sipp,policy failed where rolling-horizon SIPP completed
legacy_first32,fallback_event,9,9:storage_in,9,11,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,27,28,27,hold_when_sipp_moves,13,,10155.172939999997,10137.73414,-17.438799999996263,,policy completed under this diagnostic
legacy_first32,fallback_event,10,10:storage_in,10,12,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 26 43 15 14 46 36 38 39 47,8,13,4,18,22,18,hold_when_sipp_moves,19,,10133.572939999998,10173.572939999998,40.0,,policy completed under this diagnostic
legacy_first32,fallback_event,11,11:storage_in,11,13,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,27,28,27,hold_when_sipp_moves,19,,10144.372939999997,10149.439820000001,5.066880000003948,,policy completed under this diagnostic
legacy_first32,fallback_event,12,12:storage_in,12,14,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,,,,path_prefix_match,8,,10690.568600000002,10690.568600000002,0.0,,policy completed under this diagnostic
legacy_first32,fallback_event,13,13:storage_in,13,15,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10711.57885,10711.57885,0.0,,policy completed under this diagnostic
legacy_first32,fallback_event,14,14:storage_in,14,16,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 26 43 15 14 46 36 38 39 47,8,13,4,18,22,18,hold_when_sipp_moves,14,,10740.85953,10753.88828,13.02874999999949,,policy completed under this diagnostic
legacy_first32,fallback_event,15,15:storage_in,15,17,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 21 23 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10762.459529999998,10729.045399999999,-33.414129999999204,,policy completed under this diagnostic
legacy_first32,fallback_event,16,16:storage_in,16,18,rolling_horizon_sipp,True,False,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24,9,6,6,24,27,,no_safe_action,6,no_safe_action,10730.05953,,,no_safe_action_at_divergence,policy failed where rolling-horizon SIPP completed
legacy_first32,fallback_event,17,17:storage_in,17,19,rolling_horizon_sipp,True,True,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,11,11,5,11,14,13,different_next_node,16,,10756.077819999999,10740.077820000002,-15.999999999996362,,policy completed under this diagnostic
legacy_first32,fallback_event,18,18:storage_in,18,20,rolling_horizon_sipp,True,False,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27,9,7,7,13,23,13,hold_when_sipp_moves,10,no_safe_action,10751.659529999999,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_first32,fallback_event,19,19:storage_in,19,21,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 14 46 36 38 39 47,10,10,4,8,11,8,hold_when_sipp_moves,19,,10784.059529999997,10768.811149999998,-15.248379999999088,,policy completed under this diagnostic
legacy_first32,fallback_event,20,20:storage_in,20,22,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 26 43 15 14 46 36 38 39 47,9,14,5,18,22,18,hold_when_sipp_moves,27,,10773.259529999998,10784.10327,10.843740000002072,,policy completed under this diagnostic
legacy_first32,fallback_event,21,21:storage_in,21,23,rolling_horizon_sipp,True,True,2 9 10 15 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,10,11,2,9,10,7,different_next_node,19,,10770.877819999998,10751.039770000003,-19.838049999994837,,policy completed under this diagnostic
legacy_first32,fallback_event,22,22:storage_in,22,24,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,10859.17765,10859.17765,0.0,,policy completed under this diagnostic
legacy_first32,fallback_event,23,23:storage_in,23,25,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,11297.445409999998,11297.445409999998,0.0,,policy completed under this diagnostic
legacy_first32,fallback_event,24,24:storage_in,24,26,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 21 23 24 27 28 47,8,8,8,27,28,27,hold_when_sipp_moves,8,,11325.01636,11308.682959999998,-16.333400000001348,,policy completed under this diagnostic
legacy_first32,fallback_event,25,25:storage_in,25,27,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18 22 24 27,8,6,6,27,28,27,hold_when_sipp_moves,9,no_safe_action,11314.21636,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_first32,fallback_event,26,26:storage_in,26,28,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18,8,3,3,4,17,4,hold_when_sipp_moves,6,no_safe_action,11357.416359999997,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_first32,fallback_event,27,27:storage_in,27,29,rolling_horizon_sipp,True,False,5 19 18 22 24 27 28 47,5 19 18,8,3,3,18,22,18,hold_when_sipp_moves,4,no_safe_action,11346.616359999998,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_first32,fallback_event,28,28:storage_in,28,30,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 26 43 15 14 46 36 38 39 47,9,14,5,18,22,18,hold_when_sipp_moves,14,,11335.816359999999,11356.14959,20.333230000002004,,policy completed under this diagnostic
legacy_first32,fallback_event,29,29:storage_in,29,31,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,27,28,27,hold_when_sipp_moves,9,,11368.216359999997,11319.839820000001,-48.37653999999566,,policy completed under this diagnostic
legacy_first32,fallback_event,30,30:storage_in,30,32,rolling_horizon_sipp,True,False,5 19 25 26 43 15 14 46 36 38 39 47,5 19 18,12,3,2,19,25,18,different_next_node,3,no_safe_action,11362.944479999998,,,wrong_branch_vs_sipp,policy failed where rolling-horizon SIPP completed
legacy_first32,fallback_event,31,31:storage_in,31,33,rolling_horizon_sipp,True,True,1 7 8 11 14 46 36 38 39 47,1 7 8 11 13 23 24 27 28 47,10,10,4,11,14,13,different_next_node,14,,11348.144479999999,11331.144480000003,-16.999999999996362,,policy completed under this diagnostic
legacy_first32,pibt_active_bag_replay,0,0:storage_in,0,2,rolling_horizon_sipp,True,False,3 16 17 18 22 24 27 28 47,3 16 21 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+711 more),9,775,2,16,17,21,different_next_node,1459,max_ticks,8316.845453,,,wrong_branch_vs_sipp,policy failed where rolling-horizon SIPP completed
legacy_first32,pibt_active_bag_replay,1,1:storage_in,1,3,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+631 more),8,695,7,28,47,29,different_next_node,1396,max_ticks,8914.245453,,,wrong_branch_vs_sipp,policy failed where rolling-horizon SIPP completed
