leg,source,release_time_block,row_count,mean_delta_total_seconds,mean_delta_source_wait_seconds,mean_delta_route_wait_inclusive_seconds,mean_coordination_residual_delta_seconds,mean_delta_network_seconds,s4_slower_fraction
direct,node_2,12,156,1.1756815384502168,0.0,2.8044507692231537,-1.6287692307729371,1.1756815384502168,0.38461538461538464
direct,node_2,13,180,0.5283550444337985,0.0,1.9263550444361803,-1.3980000000023816,0.5283550444337985,0.4666666666666667
direct,node_2,14,150,-5.584712813348645,0.0,-1.945379480013459,-3.6393333333351863,-5.584712813348645,0.3933333333333333
direct,node_2,15,178,5.627249308976491,0.0,8.510642567405698,-2.8833932584292077,5.627249308976491,0.5449438202247191
direct,node_2,16,196,-1.1411404183812808,0.0,1.1374718265219135,-2.2786122449031945,-1.1411404183812808,0.6020408163265306
direct,node_2,17,146,-4.2661967671399355,0.0,-0.8736762191910613,-3.3925205479488745,-4.2661967671399355,0.4794520547945205
direct,node_2,18,188,-3.5158579306096995,0.0,-1.052963882747482,-2.4628940478622177,-3.5158579306096995,0.4148936170212766
direct,node_2,19,124,5.94915169372243,0.0,7.526184427582672,-1.5770327338602417,5.94915169372243,0.4435483870967742
direct,node_2,20,58,-1.1049151205669,0.0,-1.0241560171293556,-0.08075910343754443,-1.1049151205669,0.3448275862068966
direct,node_2,21,76,1.8533072500573133,0.0,2.9092024737307693,-1.055895223673456,1.8533072500573133,0.5526315789473685
direct,node_2,22,44,1.229272136370789,0.0,2.18181809090443,-0.952545954533641,1.229272136370789,0.7954545454545454
direct,node_2,5,254,-13.58980877561363,0.0,-5.7004701929367805,-7.889338582676849,-13.58980877561363,0.4330708661417323
direct,node_2,6,536,76.1137701286793,21.934701492537314,69.2472178898718,-15.06814925372982,54.17906863614198,0.6809701492537313
direct,node_2,7,598,10.974761279024019,40.53344481605351,-6.419211965124168,-23.139471571905325,-29.55868353702949,0.31605351170568563
direct,node_2,8,176,4.96899635794092,0.0,5.553359994304091,-0.584363636363171,4.96899635794092,0.4602272727272727
direct,node_2,9,90,-2.6769069222299247,0.0,-1.7922402555603993,-0.8846666666695253,-2.6769069222299247,0.5222222222222223
direct,node_3,10,330,3.255457530291945,0.0,3.3789120757534516,-0.12345454546150657,3.255457530291945,0.5606060606060606
direct,node_3,11,276,13.651794710135288,0.0,13.147620797098474,0.5041739130368154,13.651794710135288,0.6739130434782609
direct,node_3,12,282,9.475517141822685,0.0,12.385573879418093,-2.9100567375954074,9.475517141822685,0.5531914893617021
direct,node_3,13,215,3.474058534871573,0.0,4.005081790692659,-0.531023255821086,3.474058534871573,0.5534883720930233
direct,node_3,14,255,-0.23078458040653654,0.0,2.2158428705807585,-2.446627450987295,-0.23078458040653654,0.5137254901960784
direct,node_3,15,222,5.248581333317905,0.0,6.706040792784103,-1.457459459466197,5.248581333317905,0.5
direct,node_3,16,232,-2.3450134138055514,0.0,-1.6202892758671217,-0.7247241379384298,-2.3450134138055514,0.4870689655172414
direct,node_3,17,236,-0.3166875000145302,0.0,0.9177531779586682,-1.2344406779731985,-0.3166875000145302,0.4788135593220339
direct,node_3,18,342,-1.3904376869134025,0.0,0.8835860411505692,-2.274023728063972,-1.3904376869134025,0.5058479532163743
direct,node_3,19,424,1.4295706133686834,0.0,2.194552179395959,-0.7649815660272752,1.4295706133686834,0.6132075471698113
direct,node_3,20,424,2.0455044363879664,0.0,1.798221865621908,0.24728257076605828,2.0455044363879664,0.6886792452830188
direct,node_3,21,194,1.9123046134333619,0.0,1.920614350535898,-0.008309737102536019,1.9123046134333619,0.7474226804123711
direct,node_3,22,2,0.001999500011152122,0.0,0.0,0.001999500011152122,0.001999500011152122,1.0
direct,node_3,4,16,-5.573040812510044,0.0,-4.037540812511452,-1.535499999998592,-5.573040812510044,0.3125
direct,node_3,5,316,-14.688107677235351,0.0,-5.102765905086097,-9.585341772149253,-14.688107677235351,0.2974683544303797
direct,node_3,6,586,13.205418377083712,0.0,27.16075626103955,-13.955337883955837,13.205418377083712,0.3703071672354949
direct,node_3,7,366,-51.11975434989118,0.0,-41.992792601260284,-9.1269617486309,-51.11975434989118,0.1092896174863388
direct,node_3,8,204,16.835771921554304,0.0,17.662203294102934,-0.82643137254863,16.835771921554304,0.5294117647058824
direct,node_3,9,188,2.2610214361600116,0.0,3.0047661170180637,-0.7437446808580523,2.2610214361600116,0.5851063829787234
direct,node_4,10,359,2.5578200194868055,0.0,3.4839537242294476,-0.9261337047426418,2.5578200194868055,0.3732590529247911
direct,node_4,11,307,9.072664758948871,0.0,9.904540980454135,-0.8318762215052635,9.072664758948871,0.4820846905537459
direct,node_4,12,300,3.6137674533117146,0.0,7.461100786651878,-3.847333333340163,3.6137674533117146,0.4
direct,node_4,13,216,-1.9563690000122396,0.0,-0.4842949259308861,-1.4720740740813536,-1.9563690000122396,0.3611111111111111
direct,node_4,14,288,-3.0478658889032633,0.0,0.4154118888815346,-3.463277777784798,-3.0478658889032633,0.3402777777777778
direct,node_4,15,226,1.5603685884807499,0.0,3.2203154911428333,-1.6599469026620834,1.5603685884807499,0.3141592920353982
direct,node_4,16,214,-0.6917160887949257,0.0,-0.24885627570375474,-0.44285981309117106,-0.6917160887949257,0.4532710280373832
direct,node_4,17,266,0.11699818043692867,0.0,1.8759004360830371,-1.7589022556461085,0.11699818043692867,0.3684210526315789
direct,node_4,18,378,-5.606509036776828,0.0,-1.469884597625991,-4.136624439150837,-5.606509036776828,0.3201058201058201
direct,node_4,19,400,2.0129760951629576,0.0,2.0034762376543584,0.009499857508599234,2.0129760951629576,0.43
direct,node_4,20,440,1.3725587023374828,0.0,1.6487407000567393,-0.27618199771925656,1.3725587023374828,0.5068181818181818
direct,node_4,21,204,1.3488084461128964,0.0,1.5801419755167159,-0.23133352940381954,1.3488084461128964,0.5441176470588235
direct,node_4,22,4,-2.248000999992655,0.0,-0.5500004999994417,-1.6980004999932135,-2.248000999992655,0.5
direct,node_4,4,16,-5.28553312500685,0.0,-2.737533125008895,-2.5479999999979555,-5.28553312500685,0.125
direct,node_4,5,326,-16.77399207977299,0.0,-4.958814165665486,-11.815177914107505,-16.77399207977299,0.2147239263803681
direct,node_4,6,597,22.325890244513587,0.0,40.37079141703909,-18.0449011725255,22.325890244513587,0.35343383584589616
direct,node_4,7,371,-59.50894145837893,0.0,-47.70069887078112,-11.808242587597814,-59.50894145837893,0.08355795148247978
direct,node_4,8,202,9.549473272262974,0.0,10.329651490084258,-0.7801782178212847,9.549473272262974,0.3910891089108911
direct,node_4,9,192,-1.9808346823014251,0.0,-0.5870013489612612,-1.393833333340164,-1.9808346823014251,0.4010416666666667
direct,node_5,10,316,-1.9568930886193985,0.0,-0.9918044810212358,-0.9650886075981626,-1.9568930886193985,0.3322784810126582
direct,node_5,11,272,-0.8143810882438094,0.0,0.2196483235244587,-1.034029411768268,-0.8143810882438094,0.3786764705882353
direct,node_5,12,300,1.0756058266475157,0.0,4.77693915998437,-3.701333333336855,1.0756058266475157,0.36333333333333334
direct,node_5,13,218,-2.9374858715711376,0.0,-0.807375779824741,-2.1301100917463964,-2.9374858715711376,0.25229357798165136
direct,node_5,14,266,-6.730376680466719,0.0,-4.0406473571546435,-2.6897293233120756,-6.730376680466719,0.2593984962406015
direct,node_5,15,222,-4.40840084686145,0.0,-2.157247693704883,-2.2511531531565674,-4.40840084686145,0.23873873873873874
direct,node_5,16,218,-1.7640797568901272,0.0,-0.702777004594073,-1.0613027522960543,-1.7640797568901272,0.3256880733944954
direct,node_5,17,248,-4.078080169368355,0.0,-2.563144685492819,-1.514935483875536,-4.078080169368355,0.27419354838709675
direct,node_5,18,368,-5.828608899224709,0.0,-2.868652007924479,-2.9599568913002297,-5.828608899224709,0.26902173913043476
direct,node_5,19,440,-0.29449913621739887,0.0,3.8103194660493913,-4.10481860226679,-0.29449913621739887,0.3704545454545455
direct,node_5,20,440,-2.5856230931186226,0.0,-1.0276226499428793,-1.5580004431757433,-2.5856230931186226,0.40454545454545454
direct,node_5,21,196,-2.667647418339083,0.0,-0.9298510663038356,-1.7377963520352473,-2.667647418339083,0.3979591836734694
direct,node_5,22,4,0.001999500011152122,0.0,0.0,0.001999500011152122,0.001999500011152122,1.0
direct,node_5,4,20,-3.9680255000053877,0.0,-3.8700255000061587,-0.09799999999922875,-3.9680255000053877,0.4
direct,node_5,5,342,-21.27204506434418,0.0,-7.155331614055269,-14.116713450288911,-21.27204506434418,0.16666666666666666
direct,node_5,6,582,10.695840902019498,0.0,27.58421890888883,-16.888378006869335,10.695840902019498,0.24914089347079038
direct,node_5,7,374,-31.09669254026509,0.0,-19.528104304973912,-11.568588235291175,-31.09669254026509,0.16310160427807488
direct,node_5,8,208,1.9572443557576837,0.0,3.798513586526199,-1.8412692307685155,1.9572443557576837,0.34134615384615385
direct,node_5,9,190,-3.2532812421125095,0.0,-1.4552812421090302,-1.7980000000034795,-3.2532812421125095,0.2894736842105263
direct,node_53,10,56,-2.0390853035779792,0.0,-1.858942446430904,-0.18014285714707512,-2.0390853035779792,0.5714285714285714
direct,node_53,11,48,-0.6188523333413892,0.0,-0.5083523333360063,-0.110500000005383,-0.6188523333413892,0.5416666666666666
direct,node_53,12,54,5.132530962954695,0.0,5.219419851849159,-0.08688888889446389,5.132530962954695,0.7407407407407407
direct,node_53,13,50,-1.6420125800064125,0.0,-1.4160125800027163,-0.2260000000036962,-1.6420125800064125,0.6
direct,node_53,14,44,1.4667523409030268,0.0,1.5874796136353821,-0.12072727273235531,1.4667523409030268,0.6136363636363636
direct,node_53,15,50,-1.8500134000073012,0.0,-1.732013400002179,-0.11800000000512227,-1.8500134000073012,0.72
direct,node_53,16,40,-0.5717573250074566,0.0,-0.39375732500320737,-0.17800000000424915,-0.5717573250074566,0.675
direct,node_53,17,46,3.8171966304240494,0.0,3.867370543473637,-0.050173913049587536,3.8171966304240494,0.782608695652174
direct,node_53,18,70,4.475554485818638,0.0,4.644983414382607,-0.16942892856397002,4.475554485818638,0.5571428571428572
direct,node_53,19,48,9.879045166929549,0.0,10.064545562754574,-0.185500395825026,9.879045166929549,0.4583333333333333
direct,node_53,20,48,-0.6480140832360727,0.0,-0.4000137082436292,-0.24800037499244354,-0.6480140832360727,0.5833333333333334
direct,node_53,21,38,1.0440993421495812,0.0,1.1526261316133681,-0.1085267894637869,1.0440993421495812,0.7894736842105263
direct,node_53,22,6,-0.06466783332143677,0.0,-0.0666673333325889,0.001999500011152122,-0.06466783332143677,0.6666666666666666
direct,node_53,4,2,-0.5980044999996608,0.0,-4.5000015234109014e-06,-0.5979999999981374,-0.5980044999996608,0.0
direct,node_53,5,64,-0.8574176718851163,0.0,-0.7187926718858648,-0.13862499999925149,-0.8574176718851163,0.4375
direct,node_53,6,114,67.16641646489508,0.039473684210526314,74.1652936578766,-7.038350877192052,67.12694278068454,0.7543859649122807
direct,node_53,7,102,-39.68352708845234,0.0,-14.428664343356264,-25.25486274509607,-39.68352708845234,0.2647058823529412
direct,node_53,8,44,23.000844068177518,0.0,23.094298613631427,-0.0934545454539065,23.000844068177518,0.7045454545454546
direct,node_53,9,30,-4.191349033341734,0.0,-4.013349033337485,-0.17800000000424915,-4.191349033341734,0.5666666666666667
storage_in,node_0,10,140,93.62908024283944,0.0,93.19993738570354,0.4291428571359055,93.62908024283944,0.9571428571428572
storage_in,node_0,11,136,126.90305010292843,0.0,126.71575598528837,0.18729411764006193,126.90305010292843,0.9705882352941176
storage_in,node_0,12,168,114.39327254759557,0.0,113.66746302379272,0.7258095238028632,114.39327254759557,0.9047619047619048
storage_in,node_0,13,168,85.23406677378765,0.0,84.90111439284217,0.3329523809454605,85.23406677378765,0.9285714285714286
storage_in,node_0,14,176,89.02579285793148,0.0,88.33288376702905,0.6929090909024208,89.02579285793148,0.9545454545454546
storage_in,node_0,15,140,78.76550158569434,0.0,78.32921587141536,0.4362857142789705,78.76550158569434,0.9285714285714286
storage_in,node_0,16,206,63.68665111648722,0.0,63.516689951445514,0.16996116504170344,63.68665111648722,0.8737864077669902
storage_in,node_0,17,132,108.49285186362276,0.0,107.66509428787172,0.827757575751038,108.49285186362276,0.9696969696969697
storage_in,node_0,18,186,103.23121751117553,0.0,102.10771245202751,1.1235050591480182,103.23121751117553,0.9516129032258065
storage_in,node_0,19,44,13.851971545649906,0.0,13.84997202291164,0.0019995227382671806,13.851971545649906,0.6818181818181818
storage_in,node_0,2,6,-0.7646676666666584,0.0,-0.7666676666670659,0.0020000000004074536,-0.7646676666666584,0.6666666666666666
storage_in,node_0,20,86,16.964766535049083,0.0,16.865092569922886,0.0996739651261948,16.964766535049083,0.7906976744186046
storage_in,node_0,21,58,4.867513655200912,0.0,4.86551415518976,0.001999500011152122,4.867513655200912,0.8793103448275862
storage_in,node_0,22,6,-0.1646686666451084,0.0,-0.16666816665626052,0.001999500011152122,-0.1646686666451084,0.8333333333333334
storage_in,node_0,3,46,2.5454669999955275,0.0,2.54346699999512,0.0020000000004074536,2.5454669999955275,0.5652173913043478
storage_in,node_0,4,158,64.4171351012486,0.0,63.758173075931694,0.6589620253169046,64.4171351012486,0.879746835443038
storage_in,node_0,5,354,217.2162972203048,0.0,213.5250316835811,3.691265536723705,217.2162972203048,0.903954802259887
storage_in,node_0,6,328,715.8422055609142,4.339939024390244,711.1935592194505,0.30870731707358484,711.502266536524,0.9969512195121951
storage_in,node_0,7,160,241.63218746860494,12.35,229.20143746860518,0.0807500000004211,229.28218746860503,0.9375
storage_in,node_0,8,162,141.0945132530629,0.0,139.83078485800073,1.2637283950621674,141.0945132530629,0.9753086419753086
storage_in,node_0,9,178,68.63254644941875,0.0,68.19459139324573,0.4379550561730212,68.63254644941875,0.9157303370786517
storage_in,node_1,10,122,90.8379981147356,0.0,89.21304729506927,1.6249508196663363,90.8379981147356,0.9672131147540983
storage_in,node_1,11,128,149.8140540156126,0.0,149.29642901561914,0.5176249999934726,149.8140540156126,0.9609375
storage_in,node_1,12,158,104.92248210124511,0.0,100.46478589871738,4.457696202527725,104.92248210124511,0.9050632911392406
storage_in,node_1,13,144,91.36442762498093,0.0,88.76520540276387,2.5992222222170716,91.36442762498093,0.8958333333333334
storage_in,node_1,14,188,104.16601848401943,0.0,100.30231635636417,3.86370212765526,104.16601848401943,0.9361702127659575
storage_in,node_1,15,172,83.38797289532772,0.0,81.21155429068199,2.1764186046457326,83.38797289532772,0.936046511627907
storage_in,node_1,16,228,67.79316645173627,0.0,65.28239452191691,2.5107719298193523,67.79316645173627,0.9342105263157895
storage_in,node_1,17,139,113.21272325897975,0.0,111.15316930215073,2.0595539568290246,113.21272325897975,0.920863309352518
storage_in,node_1,18,173,95.4753284166036,0.0,90.25945578653719,5.2158726300664275,95.4753284166036,0.8786127167630058
storage_in,node_1,19,50,25.741973860179133,0.0,25.73997422016895,0.001999640010180883,25.741973860179133,0.96
storage_in,node_1,2,4,0.20199799999909374,0.0,0.19999799999868628,0.0020000000004074536,0.20199799999909374,0.75
storage_in,node_1,20,82,27.087344048930568,0.0,27.085344463554154,0.0019995853764135617,27.087344048930568,0.9390243902439024
storage_in,node_1,21,52,7.207765980795767,0.0,7.205766423092707,0.0019995577030595788,7.207765980795767,0.9615384615384616
storage_in,node_1,22,4,0.001999500011152122,0.0,0.0,0.001999500011152122,0.001999500011152122,1.0
storage_in,node_1,3,46,6.267206652169238,0.0,6.265206652168988,0.0020000000002492807,6.267206652169238,0.782608695652174
storage_in,node_1,4,160,50.28819134373125,0.0,45.19869134373084,5.089500000000408,50.28819134373125,0.9375
storage_in,node_1,5,378,201.1468647274789,0.0,189.2718488544627,11.875015873016281,201.1468647274789,0.8835978835978836
storage_in,node_1,6,306,1608.2098237319697,526.1985294117648,1077.3360917058235,4.675202614379445,1082.011294320204,0.9934640522875817
storage_in,node_1,7,162,609.0447449257723,324.78395061728395,283.5797819628086,0.6810123456794198,284.2607943084884,0.9382716049382716
storage_in,node_1,8,132,128.7375248939149,0.0,125.56885822724786,3.1686666666670464,128.7375248939149,0.8863636363636364
storage_in,node_1,9,166,63.6344576807034,0.0,59.65655406624963,3.977903614453768,63.6344576807034,0.8554216867469879
storage_in,node_2,10,120,92.56985149164952,0.0,90.73451815832183,1.8353333333276776,92.56985149164952,0.9833333333333333
storage_in,node_2,11,118,148.57651579659526,0.0,148.20163444066966,0.3748813559255815,148.57651579659526,0.9830508474576272
storage_in,node_2,12,156,111.3464600833121,0.0,106.1265113653668,5.219948717945301,111.3464600833121,0.9038461538461539
storage_in,node_2,13,150,81.89026040664704,0.0,79.54159373998569,2.3486666666613503,81.89026040664704,0.9266666666666666
storage_in,node_2,14,165,113.21374875149402,0.0,109.87841541816535,3.33533333332867,113.21374875149402,0.9515151515151515
storage_in,node_2,15,161,73.03982009936088,0.0,69.89496295650852,3.144857142852353,73.03982009936088,0.9751552795031055
storage_in,node_2,16,200,69.00744247498343,0.0,66.69544247498878,2.3119999999946597,69.00744247498343,0.965
storage_in,node_2,17,140,108.45658477141801,0.0,106.7260133428523,1.7305714285657035,108.45658477141801,0.9214285714285714
storage_in,node_2,18,166,83.19076967511164,0.0,76.42973383775369,6.761035837357941,83.19076967511164,0.8734939759036144
storage_in,node_2,19,60,25.906976966821823,0.0,25.904977366812332,0.0019996000094882524,25.906976966821823,0.9166666666666666
storage_in,node_2,2,4,0.2019994999991468,0.0,0.19999949999873934,0.0020000000004074536,0.2019994999991468,1.0
storage_in,node_2,20,82,30.49709851235306,0.0,30.495098975757863,0.0019995365951993934,30.49709851235306,0.9146341463414634
storage_in,node_2,21,58,9.091653034498199,0.0,9.089653517245786,0.0019995172524118216,9.091653034498199,0.9827586206896551
storage_in,node_2,22,4,0.6019995000096969,0.0,0.5999999999985448,0.001999500011152122,0.6019995000096969,1.0
storage_in,node_2,3,42,6.673414666660565,0.0,6.671414666660331,0.0020000000002342163,6.673414666660565,0.8095238095238095
storage_in,node_2,4,164,56.104382975592074,0.0,52.07799273168923,4.0263902439028465,56.104382975592074,0.9512195121951219
storage_in,node_2,5,358,175.42940819549753,0.0,164.673218251363,10.756189944134476,175.42940819549753,0.9078212290502793
storage_in,node_2,6,306,1227.9583387090877,84.25490196078431,1134.1445740032036,9.558862745099045,1143.7034367483034,0.9836601307189542
storage_in,node_2,7,146,521.169012246425,131.24828767123287,385.7420122464246,4.178712328767874,389.92072457519225,0.9315068493150684
storage_in,node_2,8,138,129.05518763765957,0.0,125.86478184055775,3.190405797101804,129.05518763765957,0.9565217391304348
storage_in,node_2,9,190,67.78850948945562,0.0,65.23914106840809,2.5493684210475247,67.78850948945562,0.9210526315789473
storage_in,node_3,10,344,15.110241284868057,0.0,22.725101749991346,-7.614860465123287,15.110241284868057,0.5959302325581395
storage_in,node_3,11,265,39.077245411309846,0.0,45.49184918490182,-6.414603773591971,39.077245411309846,0.5924528301886792
storage_in,node_3,12,232,35.957758556019115,0.0,45.73420683188801,-9.7764482758689,35.957758556019115,0.5474137931034483
storage_in,node_3,13,250,17.037354847986833,0.0,25.03695484799365,-7.999600000006816,17.037354847986833,0.492
storage_in,node_3,14,236,17.847290487272094,0.0,28.416476927956726,-10.56918644068463,17.847290487272094,0.461864406779661
storage_in,node_3,15,246,9.645051178848762,0.0,18.916221910562964,-9.271170731714204,9.645051178848762,0.483739837398374
storage_in,node_3,16,294,10.75638124488347,0.0,17.9645853265229,-7.208204081639432,10.75638124488347,0.5714285714285714
storage_in,node_3,17,294,15.631558462576638,0.0,23.278538054420373,-7.646979591843737,15.631558462576638,0.564625850340136
storage_in,node_3,18,361,16.660956930986547,0.0,24.545383839569997,-7.88442690858345,16.660956930986547,0.592797783933518
storage_in,node_3,19,210,2.157225923895506,0.0,3.038083471504381,-0.8808575476088749,2.157225923895506,0.8476190476190476
storage_in,node_3,2,14,-0.22657264285745832,0.0,-0.22857264285786577,0.0020000000004074536,-0.22657264285745832,0.8571428571428571
storage_in,node_3,20,163,0.8203906933499387,0.0,1.8306610798426621,-1.0102703864927236,0.8203906933499387,0.7423312883435583
storage_in,node_3,21,42,5.428186023840681,0.0,5.526186452402077,-0.09800042856139564,5.428186023840681,0.8095238095238095
storage_in,node_3,3,56,-2.480151857146958,0.0,-1.967866142861632,-0.5122857142853263,-2.480151857146958,0.48214285714285715
storage_in,node_3,4,222,3.9479046531413187,0.0,12.49185059908604,-8.543945945944722,3.9479046531413187,0.34684684684684686
storage_in,node_3,5,412,3.0588446140575893,0.0,20.69859218687043,-17.639747572812844,3.0588446140575893,0.29854368932038833
storage_in,node_3,6,366,33.04541517754539,0.0,54.69259550541113,-21.647180327865737,33.04541517754539,0.34972677595628415
storage_in,node_3,7,176,-20.2812403864442,0.0,-7.383240386446335,-12.897999999997865,-20.2812403864442,0.23863636363636365
storage_in,node_3,8,220,56.14944975907712,0.0,63.57381339543949,-7.424363636362366,56.14944975907712,0.5409090909090909
storage_in,node_3,9,261,4.9674877279590675,0.0,13.721809567046206,-8.754321839087138,4.9674877279590675,0.47509578544061304
storage_in,node_4,10,314,-8.27908842358006,0.0,1.1775103025414586,-9.456598726121518,-8.27908842358006,0.37261146496815284
storage_in,node_4,11,234,15.807735999989978,0.0,26.80573599999685,-10.998000000006869,15.807735999989978,0.4017094017094017
storage_in,node_4,12,216,15.478345074061812,0.0,28.462456185179857,-12.984111111118047,15.478345074061812,0.44907407407407407
storage_in,node_4,13,248,-3.813361568559641,0.0,6.430606173382711,-10.243967741942352,-3.813361568559641,0.3467741935483871
storage_in,node_4,14,203,-2.2556776798169245,0.0,13.185672073884525,-15.44134975370145,-2.2556776798169245,0.2857142857142857
storage_in,node_4,15,241,-10.681229676360392,0.0,1.9142806970904602,-12.595510373450852,-10.681229676360392,0.3112033195020747
storage_in,node_4,16,308,-9.281320220793331,0.0,1.2166797792135373,-10.498000000006869,-9.281320220793331,0.24025974025974026
storage_in,node_4,17,270,-2.7311758222296634,0.0,9.244601955554982,-11.975777777784646,-2.7311758222296634,0.40370370370370373
storage_in,node_4,18,322,-5.17443770476611,0.0,5.174494080947173,-10.348931785713283,-5.17443770476611,0.3385093167701863
storage_in,node_4,19,236,-0.3352991058557764,0.0,0.7813451610854827,-1.116644266941259,-0.3352991058557764,0.5677966101694916
storage_in,node_4,2,8,0.15199937500005944,0.0,0.149999374999652,0.0020000000004074536,0.15199937500005944,1.0
storage_in,node_4,20,144,-0.9702336735317658,0.0,0.6319331597939405,-1.6021668333257064,-0.9702336735317658,0.5902777777777778
storage_in,node_4,21,34,3.9578775882670443,0.0,3.955877764730437,0.001999823536607437,3.9578775882670443,0.6176470588235294
storage_in,node_4,3,60,-3.014673466670229,0.0,-2.466673466670636,-0.5479999999995926,-3.014673466670229,0.43333333333333335
storage_in,node_4,4,220,-14.378040009101998,0.0,-2.8300400091034796,-11.547999999998519,-14.378040009101998,0.16363636363636364
storage_in,node_4,5,403,-11.827709719617244,0.0,10.115699709660326,-21.94340942927757,-11.827709719617244,0.17866004962779156
storage_in,node_4,6,355,27.576500971786995,0.0,54.34633195769913,-26.769830985912133,27.576500971786995,0.29014084507042254
