case_id,decision_id,runtime_bag_id,task_id,segment_id,event_time,scenario,scenario_observed,scale,flight_bank,load_level,fault_scenario,fixed_real_map_only,canonical_map_sha256,source_node,goal_node,junction_node,fault_bucket,reason_bucket,tail_bucket,why_hard,candidate_next_nodes,candidate_records,candidate_order_digest,model_prediction,model_score_semantics,model_margin,risk_gate_triggered,fallback_selected_next,selected_next,model_fallback_disagreement,decision_source,rule_reason,local_snapshot,short_history,full_astar_used,original_arrival_time,java_arrival_epoch,release_time,source_queue_delay_seconds,outcome_ref,stratum_id,stratum_total_count_before_dedupe,stratum_unique_total_count,stratum_quota,total_count,unique_total_count,quota,sample_weight,deterministic_repeat_count,semantic_fingerprint
g4irsf11-ce0139390c34f51dbd22,trace_fault_delayed:12661:4105,433,12661,12661:direct:g4irsf11_c2:trace_fault_delayed,38845.62085700396,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_43,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,4,49,37,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,"[""downstream_pressure"",""local_queue_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":38845.62085700396,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":38961.62085700396,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",f2a3c84ad2ba972cfe738a2a1bbf3d66037c477af0ca45f1b9ff9a02a75eed46,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":2,""message_age_seconds"":0.0,""next_available_time"":38729.62185700396}","[24,27,28,29,30,31,32,37]",false,38721.638250363096,38721,38721.638250363096,0.6382503630957217,trace_fault_delayed:12661:4105,25196f1446543fefff2a,12,12,12,12,12,12,1.0,1,ce0139390c34f51dbd22afe8e36aad5ddef01a222582def63700ca800ecb1ebe
g4irsf11-d7a1358aca68a1421047,trace_fault_delayed:24420:8069,856,24420,24420:direct:g4irsf11_c2:trace_fault_delayed,67233.02675052696,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_74,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,4,49,37,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,"[""downstream_pressure"",""local_queue_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":67233.02675052696,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":67349.02675052696,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",64ca7ccc5a8b7f4ac3236594cb23b9b57b06566cf4d165a350df0b8b9837cad1,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":2,""message_age_seconds"":0.0,""next_available_time"":67117.02775052696}","[24,27,28,29,30,31,32,37]",false,67077.55863306258,67077,67077.55863306258,0.558633062581066,trace_fault_delayed:24420:8069,25196f1446543fefff2a,12,12,12,12,12,12,1.0,1,d7a1358aca68a1421047e9fd44b01a85bade72ee26545bedd0eed468d15a4196
g4irsf11-efaf1b2f4ac85ca9ba60,trace_fault_delayed:25246:8444,891,25246,25246:direct:g4irsf11_c0:trace_fault_delayed,68989.5378529093,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_76,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,4,49,37,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,"[""downstream_pressure"",""local_queue_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":68989.5378529093,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":69105.5378529093,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",85c03d93d3b65c2f79b5c4fe0933ef41c635fcb701b86ff084ace204522d975a,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":4,""message_age_seconds"":0.0,""next_available_time"":68873.5388529093}","[24,27,28,29,30,31,32,37]",false,68561.5814023191,68561,68561.5814023191,0.5814023191051092,trace_fault_delayed:25246:8444,25196f1446543fefff2a,12,12,12,12,12,12,1.0,1,efaf1b2f4ac85ca9ba6014ec49befca59494d6d2a02870e4aad7e69be42e9e97
g4irsf11-f55dca89a5085c3e107f,trace_fault_delayed:13047:4268,443,13047,13047:direct:g4irsf11_c0:trace_fault_delayed,39864.5396528724,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_43,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,4,49,37,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,"[""downstream_pressure"",""local_queue_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":39864.5396528724,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":39980.5396528724,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",bc663d0ca020d8c4423d2f99166430205e39e87dba2429e297303fdb978c40ee,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":2,""message_age_seconds"":0.0,""next_available_time"":39748.5406528724}","[24,27,28,29,30,31,32,37]",false,39481.01743079284,39481,39481.01743079284,0.017430792839149944,trace_fault_delayed:13047:4268,25196f1446543fefff2a,12,12,12,12,12,12,1.0,1,f55dca89a5085c3e107fba7263aa3c43e976039e491b9ccb01842e72cf5cced8
g4irsf11-2da4e0f62f83f6269125,trace_highflow_2p5:20212:7213,771,20212,20212:storage_out:g4irsf11_c1:trace_highflow_2p5,61529.64724059422,trace_highflow_2p5,trace_highflow_2p5,2.5,release_15m_68,2.5,no_fault,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,50,42,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,"[""downstream_pressure"",""source_queue_delay"",""source_queue_long_backlog""]","[25,30]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":61529.64724059422,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":37.6,""target_next_available"":61533.64724059422,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":4.0,""two_hop_queue_pressure"":0},""model_score"":41.6,""next_node"":25,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":61532.447240594214,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":28.0,""target_next_available"":61542.847240594216,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":13.2,""two_hop_queue_pressure"":0},""model_score"":45.99999999999564,""next_node"":30,""shield_allowed"":false,""shield_reason"":""corridor_busy""}]",f4bed2fcfbced72282aec37e627719dc65d273fcba5c29b20e2d4260d8972198,25,lower_is_better_cost,4.399999999995636,false,,25,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":61519.248240594214}","[52,40,41,42]",false,57643.785464527784,57643,61501.52163452778,3858.5216345277804,trace_highflow_2p5:20212:7213,257ce8781d12a5ded4e8,6,6,6,6,6,6,1.0,1,2da4e0f62f83f626912541d361fc732d1d99e61fc178eecbbcb5efc5d98e82b9
g4irsf11-56c80e97b389739bc084,trace_highflow_2p5:2550:1569,179,2550,2550:storage_out:g4irsf11_c1:trace_highflow_2p5,24329.59063266641,trace_highflow_2p5,trace_highflow_2p5,2.5,release_15m_27,2.5,no_fault,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,50,42,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,"[""downstream_pressure"",""source_queue_delay"",""source_queue_long_backlog""]","[25,30]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":24329.59063266641,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":37.6,""target_next_available"":24333.59063266641,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":4.0,""two_hop_queue_pressure"":0},""model_score"":41.6,""next_node"":25,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":24332.39063266641,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":28.0,""target_next_available"":24342.790632666412,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":13.2,""two_hop_queue_pressure"":0},""model_score"":45.999999999999275,""next_node"":30,""shield_allowed"":false,""shield_reason"":""corridor_busy""}]",2891b67ea80b9da5e917bfebcfb364a7a817c65711317fa53bd09909922c1a69,25,lower_is_better_cost,4.399999999999274,false,,25,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":24319.19163266641}","[52,40,41,42]",false,20544.987322392517,20544,24300.976932392517,3756.9769323925175,trace_highflow_2p5:2550:1569,257ce8781d12a5ded4e8,6,6,6,6,6,6,1.0,1,56c80e97b389739bc0841ef22b773554d0b9e3a6a8412167064db7ae51ab1514
g4irsf11-5d5986881b42f9c4aeac,trace_highflow_2p5:11929:4297,453,11929,11929:storage_out:g4irsf11_c0:trace_highflow_2p5,39929.74741820959,trace_highflow_2p5,trace_highflow_2p5,2.5,release_15m_44,2.5,no_fault,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,50,42,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,"[""downstream_pressure"",""source_queue_delay"",""source_queue_long_backlog""]","[25,30]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":39929.74741820959,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":37.6,""target_next_available"":39933.74741820959,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":4.0,""two_hop_queue_pressure"":0},""model_score"":41.6,""next_node"":25,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":39932.547418209586,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":28.0,""target_next_available"":39942.94741820959,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":13.2,""two_hop_queue_pressure"":0},""model_score"":45.99999999999564,""next_node"":30,""shield_allowed"":false,""shield_reason"":""corridor_busy""}]",8f4a4d0ddd29b27b6c4afa2d1408d3a1c30b0586d567a28f7e4ef97173d3b578,25,lower_is_better_cost,4.399999999995636,false,,25,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":39919.348418209585}","[52,40,41,42]",false,37201.65241701477,37201,39901.79169701477,2700.7916970147708,trace_highflow_2p5:11929:4297,257ce8781d12a5ded4e8,6,6,6,6,6,6,1.0,1,5d5986881b42f9c4aeac6087e1cf4832d73d1773a010c54bc1744870e68b7e4d
g4irsf11-7296392920dd299ad8cb,trace_highflow_2p5:276:975,117,276,276:storage_out:g4irsf11_c1:trace_highflow_2p5,22229.569292771648,trace_highflow_2p5,trace_highflow_2p5,2.5,release_15m_24,2.5,no_fault,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,50,42,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,"[""downstream_pressure"",""source_queue_delay"",""source_queue_long_backlog""]","[25,30]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":22229.569292771648,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":37.6,""target_next_available"":22233.569292771648,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":4.0,""two_hop_queue_pressure"":0},""model_score"":41.6,""next_node"":25,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":22232.369292771647,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":28.0,""target_next_available"":22242.76929277165,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":13.2,""two_hop_queue_pressure"":0},""model_score"":45.999999999999275,""next_node"":30,""shield_allowed"":false,""shield_reason"":""corridor_busy""}]",078472bde9ac3ca92ac4d71192b5ceb2ef0c26664a4d58bb6dcfbbbdf566bbd6,25,lower_is_better_cost,4.399999999999274,false,,25,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":22219.170292771647}","[52,40,41,42]",false,15465.387540897991,15465,22201.953830897994,6736.953830897994,trace_highflow_2p5:276:975,257ce8781d12a5ded4e8,6,6,6,6,6,6,1.0,1,7296392920dd299ad8cb0d83077a826282059facf3741567368d571ef89e58b8
g4irsf11-df03123da099e71e9b73,trace_highflow_2p5:1898:1067,126,1898,1898:storage_out:g4irsf11_c2:trace_highflow_2p5,22529.60019666244,trace_highflow_2p5,trace_highflow_2p5,2.5,release_15m_25,2.5,no_fault,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,50,42,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,"[""downstream_pressure"",""source_queue_delay"",""source_queue_long_backlog""]","[25,30]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":22529.60019666244,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":37.6,""target_next_available"":22533.60019666244,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":4.0,""two_hop_queue_pressure"":0},""model_score"":41.6,""next_node"":25,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":22532.40019666244,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":28.0,""target_next_available"":22542.80019666244,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":13.2,""two_hop_queue_pressure"":0},""model_score"":45.999999999999275,""next_node"":30,""shield_allowed"":false,""shield_reason"":""corridor_busy""}]",40bb373adb02606ae760bbd93e4b1407290bb50cb6958d6edb6cdead3e9469f6,25,lower_is_better_cost,4.399999999999274,false,,25,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":22519.201196662438}","[52,40,41,42]",false,19684.93869676141,19684,22501.51870676141,2817.5187067614097,trace_highflow_2p5:1898:1067,257ce8781d12a5ded4e8,6,6,6,6,6,6,1.0,1,df03123da099e71e9b733b9e863c64dac552fb15fbcad4be8d0d3221dd5699e5
g4irsf11-f8329508fcdde1f4a123,trace_highflow_2p5:1422:849,103,1422,1422:storage_out:g4irsf11_c2:trace_highflow_2p5,21929.50231068303,trace_highflow_2p5,trace_highflow_2p5,2.5,release_15m_24,2.5,no_fault,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,50,42,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,"[""downstream_pressure"",""source_queue_delay"",""source_queue_long_backlog""]","[25,30]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":21929.50231068303,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":37.6,""target_next_available"":21933.50231068303,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":4.0,""two_hop_queue_pressure"":0},""model_score"":41.6,""next_node"":25,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":21932.30231068303,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":28.0,""target_next_available"":21942.70231068303,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":13.2,""two_hop_queue_pressure"":0},""model_score"":45.999999999999275,""next_node"":30,""shield_allowed"":false,""shield_reason"":""corridor_busy""}]",c0dc1bdef3a7ea5fc4ee1595dac32b72ed1ff3350e764fc3c653e0772fff0d11,25,lower_is_better_cost,4.399999999999274,false,,25,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":21919.10331068303}","[52,40,41,42]",false,18886.375828282544,18886,21901.283558282543,3015.283558282543,trace_highflow_2p5:1422:849,257ce8781d12a5ded4e8,6,6,6,6,6,6,1.0,1,f8329508fcdde1f4a123ac9e1c42406257d43b35a8de5d03536330a5da90186f
g4irsf11-1a4fe9e2a9a716df5e7f,trace_fault_delayed:19687:6590,691,19687,19687:direct:g4irsf11_c2:trace_fault_delayed,56750.69402493707,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_62,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,5,49,37,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":56750.69402493707,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":56866.69402493707,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",c0810143c57b7b529ca405f4bdde7038079b48b96c6696c97eee4adbaba83c55,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":56634.695024937064}","[24,27,28,29,30,31,32,37]",false,56478.393324003075,56478,56478.393324003075,0.3933240030746674,trace_fault_delayed:19687:6590,25c1c7e2153ebd8be920,15,15,15,15,15,15,1.0,1,1a4fe9e2a9a716df5e7f12fbc81deea61cc7a10b482f16159ec82561552869bf
g4irsf11-33322e5ef9b3cd637573,trace_fault_delayed:2055:445,51,2055,2055:direct:g4irsf11_c2:trace_fault_delayed,19993.446869710708,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_22,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,5,49,37,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":19993.446869710708,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":20109.446869710708,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",64db499eec4151542454d725925ecd95a3914aa05846fb6d7b549a45cdd9a12a,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":19877.447869710708}","[24,27,28,29,30,31,32,37]",false,19856.995242084813,19856,19856.995242084813,0.9952420848130714,trace_fault_delayed:2055:445,25c1c7e2153ebd8be920,15,15,15,15,15,15,1.0,1,33322e5ef9b3cd63757355a3957bac23e8db7071f0fc2842694a43cd4a5ac2bf
g4irsf11-3945f251cc7717112c75,trace_fault_delayed:26918:9034,956,26918,26918:direct:g4irsf11_c2:trace_fault_delayed,73183.15397822384,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_81,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,5,49,37,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":73183.15397822384,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":73299.15397822384,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",06f63a83c0502d1c237b10480eaa7fd322c3267a979d78b2116f2da705548fe0,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":73067.15497822384}","[24,27,28,29,30,31,32,37]",false,73070.21561140002,73070,73070.21561140002,0.21561140002449974,trace_fault_delayed:26918:9034,25c1c7e2153ebd8be920,15,15,15,15,15,15,1.0,1,3945f251cc7717112c755fde16341fd521038b51d2cd1ce4c2ce26a9d6b00f54
g4irsf11-421f1fbd846c905c0488,trace_fault_delayed:5156:1330,150,5156,5156:direct:g4irsf11_c2:trace_fault_delayed,23643.892037448102,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_26,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,5,49,37,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":23643.892037448102,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":23759.892037448102,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",71f4fd47e87312b9a6e9c3eb660847016af84b2c387dcff7731be5185b94a7b5,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":23527.893037448102}","[24,27,28,29,30,31,32,37]",false,23529.777854270575,23529,23529.777854270575,0.7778542705746077,trace_fault_delayed:5156:1330,25c1c7e2153ebd8be920,15,15,15,15,15,15,1.0,1,421f1fbd846c905c048885dc56bbef9accef5d66356c719a1bdbea1601dad8dd
g4irsf11-66ce9a18448b46354f91,trace_fault_delayed:6221:1876,192,6221,6221:direct:g4irsf11_c2:trace_fault_delayed,25378.630161297537,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_27,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,5,49,37,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":25378.630161297537,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":25494.630161297537,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",f139cd696e677fea27c883e94f50885461e1f334dea7c70bd60ededf1976465c,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":25262.631161297537}","[24,27,28,29,30,31,32,37]",false,24759.005815011482,24759,24759.005815011482,0.005815011481900001,trace_fault_delayed:6221:1876,25c1c7e2153ebd8be920,15,15,15,15,15,15,1.0,1,66ce9a18448b46354f918dfa926cbbfb19e80c1faf6044f86450c2710081fe4d
g4irsf11-7a82609776a61d76543d,trace_fault_delayed:11693:3784,398,11693,11693:direct:g4irsf11_c1:trace_fault_delayed,36861.601886556775,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_40,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,5,49,37,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":36861.601886556775,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":36977.601886556775,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",195a228e571cbe1be76825846b149b812ba91bf4fa5d49dcbd72747e60578275,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":36745.60288655677}","[24,27,28,29,30,31,32,37]",false,36733.327691202525,36733,36733.327691202525,0.3276912025248748,trace_fault_delayed:11693:3784,25c1c7e2153ebd8be920,15,15,15,15,15,15,1.0,1,7a82609776a61d76543d481269cce97d06b0780553f4525b53105d89ef88914a
g4irsf11-82c7dc4103d9c4128fab,trace_fault_delayed:9534:3039,320,9534,9534:direct:g4irsf11_c1:trace_fault_delayed,31240.637416697413,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_34,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,5,49,37,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[49],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":31240.637416697413,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":0.0,""target_next_available"":31356.637416697413,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":116.0,""two_hop_queue_pressure"":0},""model_score"":118.0,""next_node"":49,""shield_allowed"":true,""shield_reason"":""allowed""}]",9383f7a81ef34f290301b38f3f433d986c73445113380d7890c6e0c8d236c8bc,49,lower_is_better_cost,999.0,false,,49,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":31124.638416697413}","[24,27,28,29,30,31,32,37]",false,31124.827232744807,31124,31124.827232744807,0.827232744806679,trace_fault_delayed:9534:3039,25c1c7e2153ebd8be920,15,15,15,15,15,15,1.0,1,82c7dc4103d9c4128fab3a121347940043c325f4d34ac63cd4418345c2f94932
