case_id,decision_id,runtime_bag_id,task_id,segment_id,event_time,scenario,scenario_observed,scale,flight_bank,load_level,fault_scenario,fixed_real_map_only,canonical_map_sha256,source_node,goal_node,junction_node,fault_bucket,reason_bucket,tail_bucket,why_hard,candidate_next_nodes,candidate_records,candidate_order_digest,model_prediction,model_score_semantics,model_margin,risk_gate_triggered,fallback_selected_next,selected_next,model_fallback_disagreement,decision_source,rule_reason,local_snapshot,short_history,full_astar_used,original_arrival_time,java_arrival_epoch,release_time,source_queue_delay_seconds,outcome_ref,stratum_id,stratum_total_count_before_dedupe,stratum_unique_total_count,stratum_quota,total_count,unique_total_count,quota,sample_weight,deterministic_repeat_count,semantic_fingerprint
g4irsf11-06ebb9a88efdab37ad03,trace_fault_delayed:7647:2311,250,7647,7647:direct:g4irsf11_c0:trace_fault_delayed,26715.663768369253,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_29,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,4,49,29,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[30],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":26715.663768369253,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":22.0,""target_next_available"":26718.063768369255,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":2.4,""two_hop_queue_pressure"":0},""model_score"":26.4,""next_node"":30,""shield_allowed"":true,""shield_reason"":""allowed""}]",28ddc2fc008ac3dcdf6bd3349c6d1d562a6203827a050f167859acb0ba4a9e30,30,lower_is_better_cost,999.0,false,,30,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":26713.264768369252}","[4,17,18,22,24,27,28,29]",false,26666.24953791114,26666,26666.24953791114,0.24953791113875923,trace_fault_delayed:7647:2311,577321cbaa7e575caa7c,2,2,2,2,2,2,1.0,1,06ebb9a88efdab37ad0386c4615313b4edec4e96666bb504bab6ac9421c49bc3
g4irsf11-98b5e4429835420ba3b9,trace_fault_delayed:25145:8340,885,25145,25145:direct:g4irsf11_c0:trace_fault_delayed,68431.7167558663,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_75,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,4,49,29,fault_scenario_inactive_here,downstream_pressure,body,"[""downstream_pressure""]",[30],"[{""features"":{""advertised_fault"":false,""corridor_next_available"":68431.7167558663,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":22.0,""target_next_available"":68434.1167558663,""target_queue_length"":0,""target_scheduled_incoming"":1,""travel_time"":2.4,""two_hop_queue_pressure"":0},""model_score"":26.4,""next_node"":30,""shield_allowed"":true,""shield_reason"":""allowed""}]",917d6ef0ddd1ae52e50eb15f028296b8965ed59bc54689252b0440e89cf7cdd6,30,lower_is_better_cost,999.0,false,,30,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":1.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":68409.20482905122}","[4,17,18,22,24,27,28,29]",false,68383.1157558663,68383,68383.1157558663,0.11575586629624013,trace_fault_delayed:25145:8340,577321cbaa7e575caa7c,2,2,2,2,2,2,1.0,1,98b5e4429835420ba3b91817b1210ab19d7f23f302f55e52bba1b280b94aa848
g4irsf11-02fde22b84a562c3dc0c,trace_fault_delayed:15252:5784,608,15252,15252:storage_out:g4irsf11_c0:trace_fault_delayed,50711.66673453582,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_56,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":50711.66673453582,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":50713.26673453582,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":0},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":50711.66673453582,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":50727.66673453582,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",efeffe20f2c4e924b1d7999a9c2593ffe8d6661399dcbe5bb87653dee465a08b,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":50615.91510586048}","[52,29,30,31]",false,45136.69882453582,45136,50700.665734535825,5564.665734535825,trace_fault_delayed:15252:5784,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,02fde22b84a562c3dc0c234256c08a499d4560e360a3eca5a9a66a86cf3c2d57
g4irsf11-0ac9059722e7e23b0c56,trace_fault_delayed:8634:3069,325,8634,8634:storage_out:g4irsf11_c0:trace_fault_delayed,31511.223572726663,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_35,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":31511.223572726663,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":31512.823572726662,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":0},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":31511.223572726663,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":31527.223572726663,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",9c5463359e133061135b46aa255a5dadeeec4786c990a522085ebdf982dd2279,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":31178.629232744806}","[52,29,30,31]",false,28659.427162726664,28659,31500.222572726663,2841.222572726663,trace_fault_delayed:8634:3069,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,0ac9059722e7e23b0c569f3c567df3b3a9f8e2ed0f43a761551fff350a018649
g4irsf11-1945d4e7088c31487c50,trace_fault_delayed:21976:7892,840,21976,21976:storage_out:g4irsf11_c0:trace_fault_delayed,66012.32164145078,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_73,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":66012.32164145078,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":66013.92164145078,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":0},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":66012.32164145078,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":66028.32164145078,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",790b77d876526531e8df92d3298959a4cc14cac65b3a377925cdd93bb0bdb2d3,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":65885.23861048157}","[52,29,30,31]",false,61661.94808145077,61661,66001.32064145077,4340.320641450773,trace_fault_delayed:21976:7892,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,1945d4e7088c31487c5084893efd3e0e9a5fa4c362f661fc3783c3a1ac6ac6af
g4irsf11-24b3e03894b3ff409913,trace_fault_delayed:12139:5247,549,12139,12139:storage_out:g4irsf11_c2:trace_fault_delayed,46511.49694480211,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_51,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":46511.49694480211,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":46513.096944802106,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":0},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":46511.49694480211,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":46527.49694480211,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",a9a23279ff8505c41d5ce5817e71d0f97061a2ac0e4aef86e1d30c0abaff98c1,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":46211.21518529539}","[52,29,30,31]",false,37656.37540480211,37656,46500.49594480211,8844.49594480211,trace_fault_delayed:12139:5247,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,24b3e03894b3ff409913fcc7fdb58e20b92194610cbbe45d4d326e1d4c7dd5c7
g4irsf11-2eaa76973c14bc3da3f1,trace_fault_delayed:26365:9541,1010,26365,26365:storage_out:g4irsf11_c2:trace_fault_delayed,77412.68146790094,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_86,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":77412.68146790094,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":77414.28146790095,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":0},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":77412.68146790094,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":77428.68146790094,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",986b91be5b166b29c6c390a3312f2c29a8dfc6133770ef857278f383f0303d5a,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":77135.98597844744}","[52,29,30,31]",false,71338.78840790094,71338,77401.68046790094,6063.6804679009365,trace_fault_delayed:26365:9541,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,2eaa76973c14bc3da3f153d6daf6c8e9c3e94714c1fe5739d4f2e93a1de1b63f
g4irsf11-3161c884b5b692dfd39c,trace_fault_delayed:8753:3088,326,8753,8753:storage_out:g4irsf11_c0:trace_fault_delayed,31539.870341073125,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_35,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":31539.870341073125,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":31541.470341073124,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":0},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":31539.870341073125,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":31555.870341073125,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",658e6642698eb7ce8512593cbbb9e8c1064480d09946022d7ba798624a81cb3e,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":31515.321341073126}","[52,40,41,42,30,31]",false,28843.585931073125,28843,31500.569341073126,2657.5693410731255,trace_fault_delayed:8753:3088,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,3161c884b5b692dfd39c68d2f050b3a543e57a8e87bd80ca21f817f98c2c38c2
g4irsf11-3b29cdab9f913db5103d,trace_fault_delayed:18967:7564,801,18967,18967:storage_out:g4irsf11_c0:trace_fault_delayed,63311.19863900319,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_70,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":63311.19863900319,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":63312.79863900319,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":0},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":63311.19863900319,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":63327.19863900319,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",eaa9356f785c834cd1b9f3670c0b3830d75dd0bb46866e6eebdebacb01ca66d2,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":63090.76470289618}","[52,29,30,31]",false,54600.37274900319,54600,63300.19763900319,8700.197639003192,trace_fault_delayed:18967:7564,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,3b29cdab9f913db5103d895bef3eb4febcabaee78638ae34847a7fa84770840a
g4irsf11-3b988f45ffd8925bff30,trace_fault_delayed:8449:3074,327,8449,8449:storage_out:g4irsf11_c0:trace_fault_delayed,31515.320341073126,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_35,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":31515.320341073126,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":31516.920341073124,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":1},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":31515.320341073126,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":31531.320341073126,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",fa4ef26f1d862949bbe75bfed69bca4949b2816149b04dc4335a900c94b2b3c9,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":31511.224572726664}","[52,29,30,31]",false,28121.399818729395,28121,31501.156718729395,3380.156718729395,trace_fault_delayed:8449:3074,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,3b988f45ffd8925bff30cc45f924f11a6af7888e1fcc5fc87993a2ca19c94c30
g4irsf11-3c9ea1ac02c132ecad80,trace_fault_delayed:3595:1558,178,3595,3595:storage_out:g4irsf11_c2:trace_fault_delayed,24315.186735720144,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_27,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":24315.186735720144,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":24316.786735720143,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":1},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":24315.186735720144,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":24331.186735720144,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",8f6ed33a644ad779ce74992c72a3f1c2096f60aa1998d8c7f997582b88c3c87e,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":24311.045496720362}","[52,29,30,31]",false,21754.869305720145,21754,24300.435735720144,2546.4357357201443,trace_fault_delayed:3595:1558,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,3c9ea1ac02c132ecad804d0274c3fbf0262474bc519469b9623b2f3e5cb5656f
g4irsf11-4e407289a7c121aa9b44,trace_fault_delayed:4227:1919,214,4227,4227:storage_out:g4irsf11_c0:trace_fault_delayed,25540.05374390146,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_28,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":25540.05374390146,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":25541.653743901457,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":1},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":25540.05374390146,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":25556.05374390146,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",dd2fcd47a7ae27b78fcccfb0b28610b457b0999f20272262a44661cd0b6cc669,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":25515.50474390146}","[52,40,41,42,30,31]",false,22499.32081390146,22499,25500.75274390146,3001.7527439014593,trace_fault_delayed:4227:1919,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,4e407289a7c121aa9b442b0f1e9c0d149648456dc83e1de2a6dd27e6c9c40284
g4irsf11-51420c5ce5f0ca21b105,trace_fault_delayed:22513:8062,860,22513,22513:storage_out:g4irsf11_c1:trace_fault_delayed,67212.09463792913,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_74,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":67212.09463792913,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":67213.69463792913,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":2},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":67212.09463792913,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":67228.09463792913,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",1e66c2c3659ee3612d39854963c91507ff6f0a206bcdb43d8f8e4c5398dc89d9,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":67172.15365669926}","[52,29,30,31]",false,62877.89758792913,62877,67201.09363792912,4324.093637929123,trace_fault_delayed:22513:8062,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,51420c5ce5f0ca21b105c29df91585a56bdac2f486cb483149fc4f96b2d43485
g4irsf11-6db572035d983929bcad,trace_fault_delayed:14351:5164,539,14351,14351:storage_out:g4irsf11_c1:trace_fault_delayed,45912.01211401667,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_51,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":45912.01211401667,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":45913.612114016665,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":0},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":45912.01211401667,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":45928.01211401667,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",1e90fbe64d8abc7482b09528da92e4884b22d4c122f0cd552bf9a11eea1797cd,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":45510.351765524305}","[52,29,30,31]",false,43061.240234016674,43061,45901.01111401667,2840.01111401667,trace_fault_delayed:14351:5164,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,6db572035d983929bcad4085e08a94dd5ef9b7b8ff78d972ebbc3df2412ba4d7
g4irsf11-7d619bebe3911f9745a3,trace_fault_delayed:9533:4442,465,9533,9533:storage_out:g4irsf11_c1:trace_fault_delayed,40511.25089986145,trace_fault_delayed,trace_fault_delayed,2.5,release_15m_45,2.5,single_delayed_30s,true,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,"[""source_queue_delay"",""source_queue_long_backlog""]","[32,43]","[{""features"":{""advertised_fault"":false,""corridor_next_available"":40511.25089986145,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":52.4,""target_next_available"":40512.85089986145,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":1.6,""two_hop_queue_pressure"":5},""model_score"":54.0,""next_node"":32,""shield_allowed"":true,""shield_reason"":""allowed""},{""features"":{""advertised_fault"":false,""corridor_next_available"":40511.25089986145,""fault_message_age_seconds"":0.0,""recent_visit_count"":0,""static_potential"":63.2,""target_next_available"":40527.25089986145,""target_queue_length"":0,""target_scheduled_incoming"":0,""travel_time"":16.0,""two_hop_queue_pressure"":0},""model_score"":79.2,""next_node"":43,""shield_allowed"":true,""shield_reason"":""allowed""}]",e36665cd0c60508aeb38742aebf8771f073e225d6521f5b1335b02d7856a3796,32,lower_is_better_cost,25.200000000000003,false,,32,false,local_static_potential,predicted_candidate_allowed,"{""downstream_pressure"":0.0,""faulted_outgoing_count"":0,""junction_queue_length"":1,""message_age_seconds"":0.0,""next_available_time"":40290.70033696039}","[52,29,30,31]",false,31123.700979861456,31123,40500.249899861454,9377.249899861454,trace_fault_delayed:9533:4442,57bfe7955154fcc67bc1,22,22,22,22,22,22,1.0,1,7d619bebe3911f9745a3c8f032435d2ea94d0e9e1eb61a03e4b773842152c50c
