source_file,schema,status,map,scale,policy,policy_label,potential,potential_label,dynamic,cell_id,release_mode,coordination_protocol,binary_sha256,workload_sha256,integrity_pass,population_segment_count,completed_segment_count,population_raw_bag_count,completed_raw_bag_count,completion_rate,full_population_complete,timing_status,population_latency_mean_seconds,population_latency_p95_seconds,population_latency_p99_seconds,population_latency_max_seconds,business_on_time_raw_bag_count,business_on_time_rate,business_missed_raw_bag_count,business_missed_rate,business_fixed_horizon_tardiness_sum_seconds,business_fixed_horizon_tardiness_mean_seconds,business_fixed_horizon_tardiness_p95_seconds,business_fixed_horizon_tardiness_p99_seconds,business_fixed_horizon_tardiness_max_seconds,business_time_to_90_percent_status,business_time_to_90_percent_elapsed_seconds,business_time_to_95_percent_status,business_time_to_95_percent_elapsed_seconds,business_time_to_99_percent_status,business_time_to_99_percent_elapsed_seconds,business_raw_total_backlog_area_seconds,business_raw_total_backlog_area_legacy_seconds,business_raw_total_backlog_area_status,business_raw_total_backlog_area_method,business_raw_total_backlog_peak,business_raw_total_backlog_end,business_raw_source_backlog_area_seconds,business_raw_source_backlog_area_legacy_seconds,business_raw_source_backlog_area_status,business_raw_source_backlog_area_method,business_raw_source_backlog_peak,business_raw_source_backlog_end,business_raw_network_backlog_area_seconds,business_raw_network_backlog_area_legacy_seconds,business_raw_network_backlog_area_status,business_raw_network_backlog_area_method,business_raw_network_backlog_peak,business_raw_network_backlog_end,pre_feasibility_component_raw_argmin_counterfactual_scope,pre_feasibility_component_raw_argmin_change_count_total,wall_seconds,cpu_seconds
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P1D1\map2_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,2,s4,G31_S4_NEUTRAL_FIFO,sa,H_SA,full,P1D1,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,56872,0.9975443766224654,140,0.002455623377534577,80813.36267999971,1.4174798758156129,0.0,0.0,1813.7543399999959,REACHED,64388.355547000014,REACHED,67648.30883700002,REACHED,71581.36215700001,144731644.5163578,144731644.5163578,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4544,0,128401492.54339544,128401492.54339544,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4128,0,16330151.97296015,16330151.97296015,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,1540,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,5897,51.72635850007646,50.515625
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P1D0\map2_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,2,s4,G31_S4_NEUTRAL_FIFO,sa,H_SA,off,P1D0,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,56186,0.9855118220725462,826,0.014488177927453827,479827.9436699978,8.416262254788426,0.0,213.4078611999977,3422.850939999993,REACHED,64388.756587000025,REACHED,67647.30883700002,REACHED,71582.36215700001,149935820.28990874,149935820.28990874,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4685,0,128401492.54339544,128401492.54339544,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4128,0,21534327.746510047,21534327.746510047,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2390,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,12099,57.59729900001548,55.890625
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\cie_dh\FREE_FLOW\nanning_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,ff,H_FF,full,CIE_DH_COMMON_EXECUTOR_FREE_FLOW,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,f167648ca524770b48465c66eaa7a548390f31e35815fb9c73accff68520c3a1,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,287.2633348417914,484.69225000003826,541.4240500000027,709.1149999999834,18470,0.6479337683294745,10036,0.35206623167052553,91066707.81100002,3194.65052308286,27473.838000000032,44637.115400000024,48770.253000000026,REACHED,68134.85654700002,REACHED,71972.38754700002,REACHED,75441.38754700002,193227973.644054,193227973.644054,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3604,0,187667476.0110529,187667476.0110529,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3477,0,5560497.63300015,5560497.63300015,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,162,0,NOT_REPORTED,,43.098197099985555,41.96875
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\cie_dh\SERVICE_AWARE\nanning_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,sa,H_SA,full,CIE_DH_COMMON_EXECUTOR_SERVICE_AWARE,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,f167648ca524770b48465c66eaa7a548390f31e35815fb9c73accff68520c3a1,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,280.7070798428449,469.97774999999547,525.4961000000205,794.5310000000027,18470,0.6479337683294745,10036,0.35206623167052553,91026479.21600004,3193.239290535327,27466.624000000025,44635.867100000025,48767.01300000002,REACHED,68123.99954700003,REACHED,71969.49954700003,REACHED,75440.69954700003,193089148.2950543,193089148.2950543,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3602,0,187667481.3200529,187667481.3200529,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3477,0,5421666.9750001,5421666.9750001,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,159,0,NOT_REPORTED,,39.68051510001533,38.296875
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P0D1\nanning_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,1,s4,G31_S4_NEUTRAL_FIFO,ff,H_FF,full,P0D1,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,f167648ca524770b48465c66eaa7a548390f31e35815fb9c73accff68520c3a1,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,287.5359826001572,486.769500000024,562.8508499999958,822.1449999999895,18469,0.6478986879955098,10037,0.35210131200449024,91073000.141,3194.8712601206767,27474.518000000025,44639.32500000002,48778.513000000035,REACHED,68131.455547,REACHED,71970.50754700002,REACHED,75442.50754700002,193226096.65405282,193226096.65405282,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3605,0,187667484.15805292,187667484.15805292,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3477,0,5558612.496000069,5558612.496000069,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,161,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,41576,39.94279160001315,39.109375
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P0D0\nanning_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,1,s4,G31_S4_NEUTRAL_FIFO,ff,H_FF,off,P0D0,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,f167648ca524770b48465c66eaa7a548390f31e35815fb9c73accff68520c3a1,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,293.4793240721262,508.2669999999962,592.0926500000022,929.9949999999881,18464,0.6477232863256858,10042,0.35227671367431423,91119960.27299999,3196.518637234266,27473.76300000002,44639.165000000015,48875.09200000002,REACHED,68136.155547,REACHED,71970.50754700002,REACHED,75442.50754700002,193372699.9670549,193372699.9670549,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3606,0,187667478.87905294,187667478.87905294,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3477,0,5705221.08800006,5705221.08800006,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,166,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,68993,42.39325219998136,40.890625
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P1D1\nanning_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,1,s4,G31_S4_NEUTRAL_FIFO,sa,H_SA,full,P1D1,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,f167648ca524770b48465c66eaa7a548390f31e35815fb9c73accff68520c3a1,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,282.9330630393633,475.3385000000035,553.4658999999936,812.6979999999967,18476,0.6481442503332632,10030,0.35185574966673683,91043461.685,3193.8350412193927,27468.405000000013,44637.26660000002,48771.23500000003,REACHED,68122.20754700001,REACHED,71970.50754700002,REACHED,75441.98754700001,193131527.8630521,193131527.8630521,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3601,0,187667492.24105293,187667492.24105293,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3477,0,5464035.622000018,5464035.622000018,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,161,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,46264,37.74919589981437,36.84375
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P1D0\nanning_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,1,s4,G31_S4_NEUTRAL_FIFO,sa,H_SA,off,P1D0,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,f167648ca524770b48465c66eaa7a548390f31e35815fb9c73accff68520c3a1,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,281.7237447204141,473.15199999998913,552.3691999999978,808.585000000021,18476,0.6481442503332632,10030,0.35185574966673683,91024915.16700003,3193.1844231740697,27465.151000000016,44635.99820000002,48770.08600000004,REACHED,68123.99954700003,REACHED,71968.69954700003,REACHED,75440.69954700003,193096488.9780527,193096488.9780527,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3600,0,187667486.34105298,187667486.34105298,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,3477,0,5429002.637000075,5429002.637000075,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,159,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,57077,37.389833400025964,36.40625
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\cie_dh\FREE_FLOW\nanning_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,ff,H_FF,full,CIE_DH_COMMON_EXECUTOR_FREE_FLOW,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,True,87206,79352,57012,49158,0.8622395285203115,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,16548,0.2902546832245843,40464,0.7097453167754157,783540143.7116802,13743.424958108471,48459.0,62859.0,72507.63509000003,NOT_REACHED,,NOT_REACHED,,NOT_REACHED,,1035128922.2161188,1035127524.9109794,EXACT_LEGACY_TAIL_CORRECTED_V1,LEGACY_PLUS_EXACT_FIXED_HORIZON_TAIL_V1,19359,7854,131823358.0149361,131823358.0149361,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4224,0,903305564.2011836,903304166.8960441,EXACT_LEGACY_TAIL_CORRECTED_V1,LEGACY_PLUS_EXACT_FIXED_HORIZON_TAIL_V1,18369,7854,NOT_REPORTED,,1834.7636458999477,1777.828125
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\cie_dh\SERVICE_AWARE\nanning_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,sa,H_SA,full,CIE_DH_COMMON_EXECUTOR_SERVICE_AWARE,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,True,87206,79232,57012,49038,0.8601347084824248,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,16525,0.2898512593839893,40487,0.7101487406160107,774571556.9964303,13586.114449526947,48459.0,63142.49999999991,73640.59609000005,NOT_REACHED,,NOT_REACHED,,NOT_REACHED,,1026376929.1334544,1026372479.6414547,EXACT_LEGACY_TAIL_CORRECTED_V1,LEGACY_PLUS_EXACT_FIXED_HORIZON_TAIL_V1,19118,7974,131827647.86139618,131827647.86139618,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4224,0,894549281.272055,894544831.7800553,EXACT_LEGACY_TAIL_CORRECTED_V1,LEGACY_PLUS_EXACT_FIXED_HORIZON_TAIL_V1,18116,7974,NOT_REPORTED,,1665.0662710999604,1615.8125
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P0D1\nanning_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,2,s4,G31_S4_NEUTRAL_FIFO,ff,H_FF,full,P0D1,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,20910,0.36676489160176806,36102,0.6332351083982319,554348897.9897621,9723.372237244124,32739.016913999985,45664.96001000027,57100.470000000234,REACHED,80297.27854700018,REACHED,84532.3235470003,REACHED,88715.83554700024,795977770.9665155,795977770.9665155,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,15577,0,131850598.12503569,131850598.12503569,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4224,0,664127172.8414876,664127172.8414876,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,14242,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,351524,645.0556719999295,626.78125
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P0D0\nanning_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,2,s4,G31_S4_NEUTRAL_FIFO,ff,H_FF,off,P0D0,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,True,87206,77602,57012,47864,0.8395425524450992,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,20482,0.35925770013330527,36530,0.6407422998666947,840569408.4080302,14743.727783765351,31957.604340000027,46209.0,54325.33814000002,NOT_REACHED,,NOT_REACHED,,NOT_REACHED,,1082925620.8866007,1082914516.495321,EXACT_LEGACY_TAIL_CORRECTED_V1,LEGACY_PLUS_EXACT_FIXED_HORIZON_TAIL_V1,19189,9148,131928090.59562597,131928090.59562597,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4224,0,950997530.2909713,950986425.8996915,EXACT_LEGACY_TAIL_CORRECTED_V1,LEGACY_PLUS_EXACT_FIXED_HORIZON_TAIL_V1,18117,9148,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,264738,991.771461199969,963.1875
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P1D1\nanning_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,2,s4,G31_S4_NEUTRAL_FIFO,sa,H_SA,full,P1D1,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,20963,0.3676945204518347,36049,0.6323054795481653,537025170.3447227,9419.511161592696,32344.402479000004,44561.11580450032,56178.49648000028,REACHED,79869.45102700024,REACHED,83579.20402700039,REACHED,87670.88302700038,777998375.2454278,777998375.2454278,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,15268,0,131850528.28696586,131850528.28696586,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4224,0,646147846.958463,646147846.958463,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,13848,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,344109,636.0805051000789,619.90625
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P1D0\nanning_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,nanning,2,s4,G31_S4_NEUTRAL_FIFO,sa,H_SA,off,P1D0,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,20334,0.3566617554199116,36678,0.6433382445800884,536049213.24784446,9402.392711145802,30137.39375299999,42428.05032000058,52956.43000000059,REACHED,79952.72454700044,REACHED,84232.62454700058,REACHED,88383.99654700058,782179082.166447,782179082.166447,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,15324,0,131879092.12854575,131879092.12854575,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4224,0,650299990.0379113,650299990.0379113,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,14040,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,372820,640.5782092001755,623.203125
