source_file,schema,status,map,scale,policy,policy_label,potential,potential_label,dynamic,cell_id,release_mode,coordination_protocol,binary_sha256,workload_sha256,integrity_pass,population_segment_count,completed_segment_count,population_raw_bag_count,completed_raw_bag_count,completion_rate,full_population_complete,timing_status,population_latency_mean_seconds,population_latency_p95_seconds,population_latency_p99_seconds,population_latency_max_seconds,business_on_time_raw_bag_count,business_on_time_rate,business_missed_raw_bag_count,business_missed_rate,business_fixed_horizon_tardiness_sum_seconds,business_fixed_horizon_tardiness_mean_seconds,business_fixed_horizon_tardiness_p95_seconds,business_fixed_horizon_tardiness_p99_seconds,business_fixed_horizon_tardiness_max_seconds,business_time_to_90_percent_status,business_time_to_90_percent_elapsed_seconds,business_time_to_95_percent_status,business_time_to_95_percent_elapsed_seconds,business_time_to_99_percent_status,business_time_to_99_percent_elapsed_seconds,business_raw_total_backlog_area_seconds,business_raw_total_backlog_area_legacy_seconds,business_raw_total_backlog_area_status,business_raw_total_backlog_area_method,business_raw_total_backlog_peak,business_raw_total_backlog_end,business_raw_source_backlog_area_seconds,business_raw_source_backlog_area_legacy_seconds,business_raw_source_backlog_area_status,business_raw_source_backlog_area_method,business_raw_source_backlog_peak,business_raw_source_backlog_end,business_raw_network_backlog_area_seconds,business_raw_network_backlog_area_legacy_seconds,business_raw_network_backlog_area_status,business_raw_network_backlog_area_method,business_raw_network_backlog_peak,business_raw_network_backlog_end,pre_feasibility_component_raw_argmin_counterfactual_scope,pre_feasibility_component_raw_argmin_change_count_total,wall_seconds,cpu_seconds
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\cie_dh\FREE_FLOW\map2_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,ff,H_FF,full,CIE_DH_COMMON_EXECUTOR_FREE_FLOW,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,210.88389998596932,247.20199999999022,256.4019999999946,275.80199999999604,28506,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,REACHED,62931.55554700001,REACHED,67287.15554700002,REACHED,71125.75554700002,72138252.86905265,72138252.86905265,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2368,0,66873538.213052414,66873538.213052414,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2193,0,5264714.655999996,5264714.655999996,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,237,0,NOT_REPORTED,,20.32325919996947,19.75
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\cie_dh\SERVICE_AWARE\map2_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,sa,H_SA,full,CIE_DH_COMMON_EXECUTOR_SERVICE_AWARE,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,210.88763604153664,247.20199999999022,256.4019999999946,275.80199999999604,28506,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,REACHED,62931.55554700001,REACHED,67287.15554700002,REACHED,71121.55554700003,72137549.5690524,72137549.5690524,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2368,0,66873538.213052414,66873538.213052414,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2193,0,5264011.355999992,5264011.355999992,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,237,0,NOT_REPORTED,,20.252293600002304,19.75
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P0D1\map2_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,1,s4,G31_S4_NEUTRAL_FIFO,ff,H_FF,full,P0D1,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,211.0255105241015,247.60199999999168,260.80199999999604,292.60199999999895,28506,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,REACHED,62931.55554700001,REACHED,67287.15554700002,REACHED,71125.75554700002,72127680.61905217,72127680.61905217,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2368,0,66873538.213052414,66873538.213052414,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2193,0,5254142.406000009,5254142.406000009,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,236,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,1203,19.814828500151634,19.3125
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P0D0\map2_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,1,s4,G31_S4_NEUTRAL_FIFO,ff,H_FF,off,P0D0,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,211.24893892513984,247.80199999999604,262.00200000001496,298.20199999999386,28506,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,REACHED,62931.55554700001,REACHED,67287.15554700002,REACHED,71125.75554700002,72131131.1190526,72131131.1190526,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2368,0,66873538.213052414,66873538.213052414,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2193,0,5257592.906000005,5257592.906000005,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,236,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,1297,20.15154940006323,19.46875
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P1D1\map2_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,1,s4,G31_S4_NEUTRAL_FIFO,sa,H_SA,full,P1D1,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,210.54564663579737,247.20199999999022,254.00199999999677,278.20199999999386,28506,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,REACHED,62931.55554700001,REACHED,67287.15554700002,REACHED,71121.55554700003,72126064.21905242,72126064.21905242,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2368,0,66873538.213052414,66873538.213052414,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2193,0,5252526.006000014,5252526.006000014,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,236,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,810,19.723351000109687,19.15625
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P1D0\map2_1x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,1,s4,G31_S4_NEUTRAL_FIFO,sa,H_SA,off,P1D0,same_hca,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,True,43603,43603,28506,28506,1.0,True,FULL_POPULATION_RAW_BAG_TIMING,210.76714912650107,247.20200000003388,259.2019999999937,292.60199999999895,28506,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,REACHED,62931.55554700001,REACHED,67287.15554700002,REACHED,71121.55554700003,72123120.76905225,72123120.76905225,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2368,0,66873538.213052414,66873538.213052414,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2193,0,5249582.556000022,5249582.556000022,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,236,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,1224,19.878644799813628,19.453125
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\cie_dh\FREE_FLOW\map2_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,ff,H_FF,full,CIE_DH_COMMON_EXECUTOR_FREE_FLOW,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,57012,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,REACHED,64387.355547000014,REACHED,67649.24225700003,REACHED,71581.57159700002,145494843.5395882,145494843.5395882,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4534,0,128401492.54339544,128401492.54339544,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4128,0,17093350.99619003,17093350.99619003,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,1722,0,NOT_REPORTED,,51.00188390002586,49.625
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\cie_dh\SERVICE_AWARE\map2_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,sa,H_SA,full,CIE_DH_COMMON_EXECUTOR_SERVICE_AWARE,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,57012,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,REACHED,64387.355547000014,REACHED,67651.30883700003,REACHED,71581.57159700002,144855929.33032614,144855929.33032614,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4503,0,128401492.54339544,128401492.54339544,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4128,0,16454436.786930108,16454436.786930108,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,1619,0,NOT_REPORTED,,49.97621240001172,48.71875
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P0D1\map2_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,2,s4,G31_S4_NEUTRAL_FIFO,ff,H_FF,full,P0D1,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,55849,0.9796007857994808,1163,0.020399214200519156,940632.390869996,16.49884920490416,0.0,596.2100651999957,3346.0218200000018,REACHED,64388.756587000025,REACHED,67648.30883700002,REACHED,71584.16224700003,152412239.18331724,152412239.18331724,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4760,0,128401492.54339544,128401492.54339544,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4128,0,24010746.639920186,24010746.639920186,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2607,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,8366,61.0998108999338,59.625
C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\potential_factorial\s4\P0D0\map2_2x.json,czr005.cie_potential_factorial.single_cell.v1,COMPLETE,map2,2,s4,G31_S4_NEUTRAL_FIFO,ff,H_FF,off,P0D0,canonical,neutral_fifo,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,True,87206,87206,57012,57012,1.0,True,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,55641,0.9759524310671438,1371,0.0240475689328562,1054311.0548499958,18.49279195344832,0.0,709.8817574999965,3513.569330000002,REACHED,64388.756587000025,REACHED,67648.30883700002,REACHED,71585.42891700003,153429271.01676735,153429271.01676735,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4788,0,128401492.54339544,128401492.54339544,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4128,0,25027778.473370235,25027778.473370235,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,2644,0,same_state_pre_feasibility_raw_scorer;full_mask15_vs_one_term_removed,11572,59.33420129981823,58.375
