case,task_offset,window_size,fault_edges,python_planned,cpp_planned,planned_match,python_unplanned,cpp_unplanned,unplanned_match,python_steps,cpp_decision_count,decision_match,python_mean_travel_time,cpp_mean_travel_time,mean_travel_abs_diff,mean_travel_match,python_conflicts,cpp_conflicts,conflict_match,python_truncated,strict_parity_pass
offset_0_none,0,24,none,20,20,True,4,4,True,302,302,True,57.75999999999949,57.75999999999949,0.0,True,0,0,True,False,True
offset_8_alt_route_16_17,8,24,16->17,17,17,True,7,7,True,428,428,True,62.81176470588167,62.81176470588167,0.0,True,0,0,True,False,True
offset_16_goal_exit_28_47,16,24,28->47,10,10,True,14,14,True,1285,1285,True,123.66000000000022,123.66000000000022,0.0,True,0,0,True,False,True
offset_32_branch_6_8,32,24,6->8,18,18,True,6,6,True,410,410,True,70.9111111111112,70.9111111111112,0.0,True,0,0,True,False,True
offset_10_none,10,24,none,16,16,True,8,8,True,352,352,True,63.71249999999941,63.71249999999941,0.0,True,0,0,True,False,True
offset_35_alt_route_16_17,35,24,16->17,20,20,True,4,4,True,408,408,True,69.7099999999995,69.7099999999995,0.0,True,0,0,True,False,True
offset_87_goal_exit_28_47,87,24,28->47,13,13,True,11,11,True,850,850,True,107.73846153846142,107.73846153846142,0.0,True,0,0,True,False,True
offset_99_branch_6_8,99,24,6->8,24,24,True,0,0,True,392,392,True,73.74999999999893,73.74999999999893,0.0,True,0,0,True,False,True
