variant,scenario,context,tick_seconds,max_retry_delay_seconds,max_tasks,planned,unplanned,node_window_conflicts,diagnostic_edge_overlap_only,diagnostic_merge_overlap_only,edge_capacity_model,edge_overlap_counted_as_primary,legacy_path_match_count,legacy_path_mismatch_count,inserted_wait_task_count,g3j_no_path_recovered_count,g3j_no_path_remaining_count,total_retry_attempts,g3j_retry_attempts,mean_recovery_delay_seconds,max_recovery_delay_seconds,g4a_pilot_candidate,decision,teacher_route_source
java_retry_tick_1s_max_delay_60s,legacy_offset64_merge32,merge_window,1,60,32,32,0,0,186,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,55,0,1.411936,2.39552,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_60s,ALL,aggregate,1,60,144,144,0,0,556,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,192,0,1.572467,2.39552,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_1s_max_delay_300s,legacy_first16,no_fault,1,300,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_300s,legacy_first16_buffer2,buffer_capacity,1,300,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_300s,legacy_first32,no_fault,1,300,32,32,0,0,90,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,34,0,1.89353,1.89353,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_300s,legacy_offset32_static16,static_fault,1,300,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_300s,legacy_offset64_repair32,repair_window,1,300,32,32,0,0,186,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,55,0,1.411936,2.39552,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_300s,legacy_offset64_merge32,merge_window,1,300,32,32,0,0,186,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,55,0,1.411936,2.39552,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_300s,ALL,aggregate,1,300,144,144,0,0,556,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,192,0,1.572467,2.39552,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_1s_max_delay_900s,legacy_first16,no_fault,1,900,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_900s,legacy_first16_buffer2,buffer_capacity,1,900,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_900s,legacy_first32,no_fault,1,900,32,32,0,0,90,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,34,0,1.89353,1.89353,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_900s,legacy_offset32_static16,static_fault,1,900,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_900s,legacy_offset64_repair32,repair_window,1,900,32,32,0,0,186,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,55,0,1.411936,2.39552,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_900s,legacy_offset64_merge32,merge_window,1,900,32,32,0,0,186,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,55,0,1.411936,2.39552,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_900s,ALL,aggregate,1,900,144,144,0,0,556,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,192,0,1.572467,2.39552,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_1s_until_deadline,legacy_first16,no_fault,1,until_deadline,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_until_deadline,legacy_first16_buffer2,buffer_capacity,1,until_deadline,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_until_deadline,legacy_first32,no_fault,1,until_deadline,32,32,0,0,90,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,34,0,1.89353,1.89353,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_until_deadline,legacy_offset32_static16,static_fault,1,until_deadline,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_until_deadline,legacy_offset64_repair32,repair_window,1,until_deadline,32,32,0,0,186,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,55,0,1.411936,2.39552,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_until_deadline,legacy_offset64_merge32,merge_window,1,until_deadline,32,32,0,0,186,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,55,0,1.411936,2.39552,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_until_deadline,ALL,aggregate,1,until_deadline,144,144,0,0,556,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,192,0,1.572467,2.39552,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_2s_max_delay_60s,legacy_first16,no_fault,2,60,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_60s,legacy_first16_buffer2,buffer_capacity,2,60,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_60s,legacy_first32,no_fault,2,60,32,32,0,0,90,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,33,0,1.89353,1.89353,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_60s,legacy_offset32_static16,static_fault,2,60,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_60s,legacy_offset64_repair32,repair_window,2,60,32,32,0,0,177,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,52,0,1.771501,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_60s,legacy_offset64_merge32,merge_window,2,60,32,32,0,0,177,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,52,0,1.771501,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_60s,ALL,aggregate,2,60,144,144,0,0,538,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,185,0,1.812177,2.83534,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_2s_max_delay_300s,legacy_first16,no_fault,2,300,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_300s,legacy_first16_buffer2,buffer_capacity,2,300,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_300s,legacy_first32,no_fault,2,300,32,32,0,0,90,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,33,0,1.89353,1.89353,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_300s,legacy_offset32_static16,static_fault,2,300,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_300s,legacy_offset64_repair32,repair_window,2,300,32,32,0,0,177,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,52,0,1.771501,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_300s,legacy_offset64_merge32,merge_window,2,300,32,32,0,0,177,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,52,0,1.771501,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_300s,ALL,aggregate,2,300,144,144,0,0,538,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,185,0,1.812177,2.83534,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_2s_max_delay_900s,legacy_first16,no_fault,2,900,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_900s,legacy_first16_buffer2,buffer_capacity,2,900,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_900s,legacy_first32,no_fault,2,900,32,32,0,0,90,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,33,0,1.89353,1.89353,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_900s,legacy_offset32_static16,static_fault,2,900,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_900s,legacy_offset64_repair32,repair_window,2,900,32,32,0,0,177,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,52,0,1.771501,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_900s,legacy_offset64_merge32,merge_window,2,900,32,32,0,0,177,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,52,0,1.771501,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_max_delay_900s,ALL,aggregate,2,900,144,144,0,0,538,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,185,0,1.812177,2.83534,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_2s_until_deadline,legacy_first16,no_fault,2,until_deadline,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_until_deadline,legacy_first16_buffer2,buffer_capacity,2,until_deadline,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_until_deadline,legacy_first32,no_fault,2,until_deadline,32,32,0,0,90,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,33,0,1.89353,1.89353,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_until_deadline,legacy_offset32_static16,static_fault,2,until_deadline,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_until_deadline,legacy_offset64_repair32,repair_window,2,until_deadline,32,32,0,0,177,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,52,0,1.771501,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_until_deadline,legacy_offset64_merge32,merge_window,2,until_deadline,32,32,0,0,177,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,52,0,1.771501,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_2s_until_deadline,ALL,aggregate,2,until_deadline,144,144,0,0,538,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,185,0,1.812177,2.83534,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_5s_max_delay_60s,legacy_first16,no_fault,5,60,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_60s,legacy_first16_buffer2,buffer_capacity,5,60,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_60s,legacy_first32,no_fault,5,60,32,32,0,0,89,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,34,0,2.70468,2.70468,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_60s,legacy_offset32_static16,static_fault,5,60,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_60s,legacy_offset64_repair32,repair_window,5,60,32,32,0,0,178,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,47,0,1.835522,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_60s,legacy_offset64_merge32,merge_window,5,60,32,32,0,0,178,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,47,0,1.835522,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_60s,ALL,aggregate,5,60,144,144,0,0,539,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,176,0,2.125241,2.83534,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_5s_max_delay_300s,legacy_first16,no_fault,5,300,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_300s,legacy_first16_buffer2,buffer_capacity,5,300,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_300s,legacy_first32,no_fault,5,300,32,32,0,0,89,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,34,0,2.70468,2.70468,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_300s,legacy_offset32_static16,static_fault,5,300,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_300s,legacy_offset64_repair32,repair_window,5,300,32,32,0,0,178,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,47,0,1.835522,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_300s,legacy_offset64_merge32,merge_window,5,300,32,32,0,0,178,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,47,0,1.835522,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_300s,ALL,aggregate,5,300,144,144,0,0,539,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,176,0,2.125241,2.83534,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_5s_max_delay_900s,legacy_first16,no_fault,5,900,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_900s,legacy_first16_buffer2,buffer_capacity,5,900,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_900s,legacy_first32,no_fault,5,900,32,32,0,0,89,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,34,0,2.70468,2.70468,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_900s,legacy_offset32_static16,static_fault,5,900,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_900s,legacy_offset64_repair32,repair_window,5,900,32,32,0,0,178,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,47,0,1.835522,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_900s,legacy_offset64_merge32,merge_window,5,900,32,32,0,0,178,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,47,0,1.835522,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_max_delay_900s,ALL,aggregate,5,900,144,144,0,0,539,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,176,0,2.125241,2.83534,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
java_retry_tick_5s_until_deadline,legacy_first16,no_fault,5,until_deadline,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_until_deadline,legacy_first16_buffer2,buffer_capacity,5,until_deadline,16,16,0,0,28,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_until_deadline,legacy_first32,no_fault,5,until_deadline,32,32,0,0,89,0,not_applied_original_cie_node_window_primary,False,32,0,0,1,0,34,0,2.70468,2.70468,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_until_deadline,legacy_offset32_static16,static_fault,5,until_deadline,16,16,0,0,38,0,not_applied_original_cie_node_window_primary,False,16,0,0,0,0,16,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_until_deadline,legacy_offset64_repair32,repair_window,5,until_deadline,32,32,0,0,178,0,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,47,0,1.835522,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_until_deadline,legacy_offset64_merge32,merge_window,5,until_deadline,32,32,0,0,178,34,not_applied_original_cie_node_window_primary,False,32,0,0,8,0,47,0,1.835522,2.83534,False,scenario_row,original_cie_legacy_astar
java_retry_tick_5s_until_deadline,ALL,aggregate,5,until_deadline,144,144,0,0,539,34,not_applied_original_cie_node_window_primary,False,144,0,0,17,0,176,0,2.125241,2.83534,True,g4a_pilot_dataset_candidate,original_cie_legacy_astar
