schema,evaluation_scope,case_id,event_count,terminal_state,terminal_action,terminal_reason,stale_generation_rejection_count,revoked_token_count,repair_expected,repair_reentry_count,repair_once,old_token_rejection_tested,old_token_rejected,pibt_prepared_batch_size,pibt_aborted_commit_size,pibt_successful_commit_size,second_atomic_consume_rejected,atomic_all_or_none,unsafe_entry_count,used_full_astar_count,audit_sequence_contiguous,message_generation_gap,event_trace,contract_pass
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,no_fault,1,F2_NORMAL,MOVE_ONE_EDGE,f2_default,0,0,False,0,True,False,True,0,0,0,True,True,0,0,True,0,F2_NORMAL/MOVE_ONE_EDGE/f2_default,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,physical_shield,1,FAULT_RECOVERY,FAULT_HOLD,physical_fault_active,0,0,False,0,True,False,True,0,0,0,True,True,0,0,True,0,FAULT_RECOVERY/FAULT_HOLD/physical_fault_active,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,delayed_message,4,FAULT_RECOVERY,FAULT_HOLD,stale_node_generation_rejected,2,2,False,0,True,True,True,0,0,0,True,True,0,0,True,0,F2_NORMAL/MOVE_ONE_EDGE/f2_default -> FAULT_RECOVERY/FAULT_HOLD/stale_physical_fault_generation_rejected -> F2_NORMAL/MOVE_ONE_EDGE/f2_default -> FAULT_RECOVERY/FAULT_HOLD/stale_node_generation_rejected,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,dropped_message,4,F2_NORMAL,MOVE_ONE_EDGE,f2_default,0,2,True,1,True,True,True,0,0,0,True,True,0,0,True,2,F2_NORMAL/MOVE_ONE_EDGE/f2_default -> FAULT_RECOVERY/FAULT_HOLD/physical_fault_active -> F2_NORMAL/MOVE_ONE_EDGE/fault_repair_reentry_f2 -> F2_NORMAL/MOVE_ONE_EDGE/f2_default,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,repair_reopen,3,F2_NORMAL,MOVE_ONE_EDGE,f2_default,0,1,True,1,True,False,True,0,0,0,True,True,0,0,True,0,FAULT_RECOVERY/FAULT_HOLD/physical_fault_active -> F2_NORMAL/MOVE_ONE_EDGE/fault_repair_reentry_f2 -> F2_NORMAL/MOVE_ONE_EDGE/f2_default,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,i4_hold_fault,4,F2_NORMAL,MOVE_ONE_EDGE,i4_node_generation_opportunity_consumed_f2_preserved,0,2,True,1,True,True,True,0,0,0,True,True,0,0,True,0,I4_SELECTIVE_HOLD/HOLD_ONE_NATURAL_OPPORTUNITY/i4_high_confidence_risk_pass -> FAULT_RECOVERY/FAULT_HOLD/physical_fault_active -> F2_NORMAL/MOVE_ONE_EDGE/fault_repair_reentry_f2 -> F2_NORMAL/MOVE_ONE_EDGE/i4_node_generation_opportunity_consumed_f2_preserved,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,i3_prepare_fault,4,F2_NORMAL,MOVE_ONE_EDGE,i3_segment_override_consumed_f2_preserved,0,2,True,1,True,True,True,0,0,0,True,True,0,0,True,0,I3_RARE_OVERRIDE/MOVE_ONE_EDGE/i3_high_confidence_legal_risk_pass -> FAULT_RECOVERY/FAULT_HOLD/physical_fault_active -> F2_NORMAL/MOVE_ONE_EDGE/fault_repair_reentry_f2 -> F2_NORMAL/MOVE_ONE_EDGE/i3_segment_override_consumed_f2_preserved,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,pibt_transaction_fault,4,PIBT_RECOVERY,ATOMIC_ONE_STEP_BATCH,pibt_strict_applicable_atomic_batch,0,2,True,1,True,True,True,2,0,2,True,True,0,0,True,0,PIBT_RECOVERY/ATOMIC_ONE_STEP_BATCH/pibt_strict_applicable_atomic_batch -> FAULT_RECOVERY/FAULT_HOLD/physical_fault_active -> F2_NORMAL/MOVE_ONE_EDGE/fault_repair_reentry_f2 -> PIBT_RECOVERY/ATOMIC_ONE_STEP_BATCH/pibt_strict_applicable_atomic_batch,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,full_astar_request_forbidden,1,SAFE_HOLD,SAFE_HOLD,full_astar_fallback_forbidden,0,0,False,0,True,False,True,0,0,0,True,True,0,0,True,0,SAFE_HOLD/SAFE_HOLD/full_astar_fallback_forbidden,True
