scenario,task_id,segment_id,start,goal,path,decision_index,current_node,selected_next_node,candidate_next_nodes,selected_direct_faulted,selected_dead_end_depth2,selected_dead_end_depth3,safe_alternatives_depth3,fault_edge,uses_teacher_path_or_future_schedule
static_fault_18_22,28585,28585:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28585,28585:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57091,57091:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57091,57091:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85597,85597:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85597,85597:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114103,114103:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114103,114103:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142609,142609:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142609,142609:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171115,171115:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171115,171115:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199621,199621:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199621,199621:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,81,81:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,81,81:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,28587,28587:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,28587,28587:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,57093,57093:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,57093,57093:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,85599,85599:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,85599,85599:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,114105,114105:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,114105,114105:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,142611,142611:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,142611,142611:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,171117,171117:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,171117,171117:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,199623,199623:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,199623,199623:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,82,82:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,82,82:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28588,28588:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28588,28588:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57094,57094:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57094,57094:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85600,85600:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85600,85600:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114106,114106:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114106,114106:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142612,142612:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142612,142612:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171118,171118:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171118,171118:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199624,199624:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199624,199624:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171119,171119:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,171119,171119:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,171119,171119:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199625,199625:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,199625,199625:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,199625,199625:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,84,84:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,84,84:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28590,28590:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28590,28590:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57096,57096:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57096,57096:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85602,85602:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85602,85602:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114108,114108:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114108,114108:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142614,142614:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142614,142614:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171120,171120:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171120,171120:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199626,199626:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199626,199626:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,89,89:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,89,89:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28595,28595:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28595,28595:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57101,57101:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57101,57101:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85607,85607:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85607,85607:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114113,114113:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114113,114113:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142619,142619:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142619,142619:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171125,171125:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171125,171125:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199631,199631:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199631,199631:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,91,91:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,91,91:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28597,28597:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28597,28597:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57103,57103:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57103,57103:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85609,85609:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85609,85609:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114115,114115:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114115,114115:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142621,142621:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142621,142621:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171127,171127:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171127,171127:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199633,199633:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199633,199633:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,98,98:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,98,98:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28604,28604:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28604,28604:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57110,57110:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57110,57110:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85616,85616:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85616,85616:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114122,114122:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114122,114122:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142628,142628:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142628,142628:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171134,171134:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171134,171134:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199640,199640:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199640,199640:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,118,118:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,118,118:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,28624,28624:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,28624,28624:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,57130,57130:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,57130,57130:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,85636,85636:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,85636,85636:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,114142,114142:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,114142,114142:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,142648,142648:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,142648,142648:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,171154,171154:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,171154,171154:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,199660,199660:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,199660,199660:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,119,119:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,119,119:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,119,119:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28625,28625:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,28625,28625:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,28625,28625:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57131,57131:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,57131,57131:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,57131,57131:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85637,85637:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,85637,85637:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,85637,85637:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114143,114143:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,114143,114143:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,114143,114143:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142649,142649:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,142649,142649:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,142649,142649:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171155,171155:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,171155,171155:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,171155,171155:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199661,199661:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,199661,199661:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,199661,199661:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,120,120:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,120,120:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28626,28626:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28626,28626:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57132,57132:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57132,57132:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85638,85638:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85638,85638:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114144,114144:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114144,114144:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142650,142650:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142650,142650:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171156,171156:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171156,171156:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199662,199662:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199662,199662:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85639,85639:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,85639,85639:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,114145,114145:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,114145,114145:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,142651,142651:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,142651,142651:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,171157,171157:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,171157,171157:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,199663,199663:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,199663,199663:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,124,124:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,124,124:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28630,28630:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28630,28630:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57136,57136:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57136,57136:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85642,85642:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
