scenario,context,replay_variant,label_taxonomy,label_role,count,share
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,MOVE_NOW_LEGACY,primary_g4a,148,0.5826771653543307
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,SIPP_REPAIR_MOVE,auxiliary_or_exclusion,5,0.01968503937007874
legacy_offset64_merge32,merge_group,g3c_baseline_reproduction,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,22,0.06832298136645963
legacy_offset64_merge32,merge_group,g3c_baseline_reproduction,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,18,0.055900621118012424
legacy_offset64_merge32,merge_group,g3c_baseline_reproduction,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,99,0.30745341614906835
legacy_offset64_merge32,merge_group,g3c_baseline_reproduction,LEGACY_NO_PATH,auxiliary_or_exclusion,19,0.059006211180124224
legacy_offset64_merge32,merge_group,g3c_baseline_reproduction,MOVE_NOW_LEGACY,primary_g4a,164,0.5093167701863354
legacy_offset64_merge32,merge_group,wait_fixed_hold_1s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,22,0.06832298136645963
legacy_offset64_merge32,merge_group,wait_fixed_hold_1s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,117,0.36335403726708076
legacy_offset64_merge32,merge_group,wait_fixed_hold_1s,LEGACY_NO_PATH,auxiliary_or_exclusion,19,0.059006211180124224
legacy_offset64_merge32,merge_group,wait_fixed_hold_1s,MOVE_NOW_LEGACY,primary_g4a,164,0.5093167701863354
legacy_offset64_merge32,merge_group,wait_fixed_hold_2s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,20,0.07434944237918216
legacy_offset64_merge32,merge_group,wait_fixed_hold_2s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,67,0.24907063197026022
legacy_offset64_merge32,merge_group,wait_fixed_hold_2s,LEGACY_NO_PATH,auxiliary_or_exclusion,17,0.06319702602230483
legacy_offset64_merge32,merge_group,wait_fixed_hold_2s,MOVE_NOW_LEGACY,primary_g4a,165,0.6133828996282528
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,8,0.027210884353741496
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,58,0.19727891156462585
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,46,0.1564625850340136
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,MOVE_NOW_LEGACY,primary_g4a,182,0.6190476190476191
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,14,0.05405405405405406
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,35,0.13513513513513514
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,21,0.08108108108108109
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,LEGACY_NO_PATH,auxiliary_or_exclusion,52,0.20077220077220076
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,MOVE_NOW_LEGACY,primary_g4a,137,0.528957528957529
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,18,0.05309734513274336
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,15,0.04424778761061947
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,99,0.2920353982300885
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,LEGACY_NO_PATH,auxiliary_or_exclusion,16,0.0471976401179941
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,MOVE_NOW_LEGACY,primary_g4a,184,0.5427728613569321
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,REROUTE_NOW_LEGACY,primary_g4a,7,0.02064896755162242
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,16,0.050793650793650794
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,8,0.025396825396825397
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,91,0.28888888888888886
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,LEGACY_NO_PATH,auxiliary_or_exclusion,19,0.06031746031746032
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,MOVE_NOW_LEGACY,primary_g4a,181,0.5746031746031746
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,14,0.04745762711864407
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,11,0.03728813559322034
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,69,0.23389830508474577
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,LEGACY_NO_PATH,auxiliary_or_exclusion,19,0.06440677966101695
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,MOVE_NOW_LEGACY,primary_g4a,182,0.6169491525423729
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,22,0.06748466257668712
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,14,0.04294478527607362
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,101,0.3098159509202454
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,LEGACY_NO_PATH,auxiliary_or_exclusion,13,0.03987730061349693
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,MOVE_NOW_LEGACY,primary_g4a,176,0.5398773006134969
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,12,0.045627376425855515
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,FALLBACK_SAFE_MOVE,auxiliary_or_exclusion,2,0.0076045627376425855
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,36,0.13688212927756654
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,17,0.06463878326996197
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,LEGACY_NO_PATH,auxiliary_or_exclusion,50,0.19011406844106463
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,MOVE_NOW_LEGACY,primary_g4a,145,0.5513307984790875
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,SIPP_REPAIR_MOVE,auxiliary_or_exclusion,1,0.0038022813688212928
