schema,row_type,candidate_id,candidate_role,control_role,repeat_index,slice_type,slice_id,slice_definition,execution_status,gate_status,blocker,selected_raw_bag_count,complete_raw_bag_count,selected_segment_count,completed_segment_count,failed_segment_count,completion_rate,original_entry_mean_minutes,original_entry_median_seconds,original_entry_p95_seconds,original_entry_p99_seconds,original_entry_max_seconds,scheduled_dwell_mean_minutes,source_wait_mean_minutes,network_time_mean_minutes,decision_sensitive_mean_minutes,path_edge_count_mean,edge_travel_time_mean_seconds,loop_detour_time_mean_seconds,loop_count,deadline_miss_raw_bag_count,delta_vs_v2_safe_seconds_per_bag,delta_vs_f2_seconds_per_bag,delta_vs_h0_seconds_per_bag,strict_win_vs_v2_safe,strict_win_vs_f2,conflict_count,unsafe_entry_count,runtime_full_astar_calls,global_reservation_scan_count,future_routes_stored,unresolved_deadlock_count,event_limit_reached,time_limit_reached,reservation_depth,pibt_applicability_count,pibt_attempt_count,pibt_commit_count,pibt_rollback_count,pibt_backtrack_count,pibt_handoff_count,pibt_max_observed_depth,model_confidence_status,shield_rejection_count,physical_interlock_rejection_count,physical_fault_edge_entry_violation_count,fault_event_count,fault_policy_enabled,physical_interlock_bypass,two_step_reservation_count,max_edges_selected_per_arrive,max_edges_selected_per_bag_per_decision,priority_teacher_input_count,priority_future_route_input_count,priority_global_scan_count,scorer_teacher_input_count,scorer_future_route_input_count,scorer_future_schedule_input_count,scorer_runtime_global_scan_count,scorer_posthoc_input_count,priority_mode,deterministic_repeat_count,independent_statistical_sample_count,runtime_deterministic_sha256,legacy_runtime_projection_sha256,bags_sha256,junction_state_sha256,algorithm_summary_sha256,trace_context_sha256,segment_result_sha256,slice_projection_sha256,repeat_result_file_sha256,binary_sha256,source_bundle_sha256,repository_base_head,map_raw_sha256,task_raw_sha256,input_selection_sha256,archive_reused,wall_seconds,evidence_path,evidence_file_sha256,alias_of,fresh_h0_original_entry_mean_minutes,comparison_eligible
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H0_F2_FROZEN,frozen F2 control,,1,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q0,,,ccb017518d2d00b6d3290882380cf90e62402a2892bb2b485823f5a8deefe937,c27b2c14a9f78d3b0aba028748e8a13c918ef04e4b391d04164214ba2eb168de,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,4da96d17e7c19493cadf13be0a3ef9271fc9e7a6b30d33a27f6972082de63635,ffc8052d34d3218c78cddcb6b42b78ad3cf84ad58ee21def07fda51743ca860f,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,c41659ed671fa34a99e2f7bb8ccaf9cd5c213c429d8b5a975c2cbfd731ef9cbe,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,11.010681500018109,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H0_F2_FROZEN,frozen F2 control,,2,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q0,,,ccb017518d2d00b6d3290882380cf90e62402a2892bb2b485823f5a8deefe937,43d31a664d158a04dfb17682d8152096278491eb541ea7db078eed6379693ce6,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,4da96d17e7c19493cadf13be0a3ef9271fc9e7a6b30d33a27f6972082de63635,ffc8052d34d3218c78cddcb6b42b78ad3cf84ad58ee21def07fda51743ca860f,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,b64c94b0f1e4342276ad899a67279a41493691103cbcec1c79eadefc33ed6830,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,11.380214000004344,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H0_F2_FROZEN,frozen F2 control,,3,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q0,,,ccb017518d2d00b6d3290882380cf90e62402a2892bb2b485823f5a8deefe937,e4fc292ccde07ae5995897eddefadd1c78e401c951f9336f1448ca1cd83c74e1,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,4da96d17e7c19493cadf13be0a3ef9271fc9e7a6b30d33a27f6972082de63635,ffc8052d34d3218c78cddcb6b42b78ad3cf84ad58ee21def07fda51743ca860f,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,35b2d977cd3b77cb582c4f33b2c04ca76160c83166091a4d903ba54e1538a6c0,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,10.654586400021799,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H0_F2_FROZEN,frozen F2 control,,4,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q0,,,ccb017518d2d00b6d3290882380cf90e62402a2892bb2b485823f5a8deefe937,f676e3c5f58e1e160a0c8aff42d51dfa0acea6322543cf0db94bc24c5148c56d,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,4da96d17e7c19493cadf13be0a3ef9271fc9e7a6b30d33a27f6972082de63635,ffc8052d34d3218c78cddcb6b42b78ad3cf84ad58ee21def07fda51743ca860f,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,af79e4de0e52f5c90d321616784187154e1ff4b722c01c2f06e587abf2f5d465,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,10.275325099995825,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H0_F2_FROZEN,frozen F2 control,,5,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q0,,,ccb017518d2d00b6d3290882380cf90e62402a2892bb2b485823f5a8deefe937,5f8133d833f64cd9c33637490b648105542fa09150113a2e8bb87d542e30b64f,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,4da96d17e7c19493cadf13be0a3ef9271fc9e7a6b30d33a27f6972082de63635,ffc8052d34d3218c78cddcb6b42b78ad3cf84ad58ee21def07fda51743ca860f,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,9beb094eb61fb1768f37650beeb4e9ce35bd05bcd7b1d84381425b1cba1d77cb,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,10.679753199976403,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_SUMMARY,H0_F2_FROZEN,frozen F2 control,,,,,,EXECUTED,PASS,,28506,28506,,,,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,1.1347038098698192,0.0,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,ccb017518d2d00b6d3290882380cf90e62402a2892bb2b485823f5a8deefe937,,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,4da96d17e7c19493cadf13be0a3ef9271fc9e7a6b30d33a27f6972082de63635,ffc8052d34d3218c78cddcb6b42b78ad3cf84ad58ee21def07fda51743ca860f,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,,,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H1_Q1_THESIS_NO_LEARNING,best no-new-learning candidate,,1,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q1,,,7241a9605441b0c067ee673956361c272cab340272cebde4d92f2f0bd92a435d,d6b197f8837cfe968dee1e5f10a34ec1e3c6132a576e54bbe996baa67676056b,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,67d5099c24d783a3d7b9205e6d20f5b11e35d57b7070cf4b5aabde818a1f2458,f5010e1cf4d536347c7d330e90a5882771647751c4b8729feb99e971f9eb87ec,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,b132e20621a9a8845f96c59ab40000b490ecf190ba4db281f6440331402b0db2,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,11.195675099967048,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H1_Q1_THESIS_NO_LEARNING,best no-new-learning candidate,,2,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q1,,,7241a9605441b0c067ee673956361c272cab340272cebde4d92f2f0bd92a435d,a24f01919faef375f84c303f8f07682046dd3c3da2d93ab3d0cc006237d696e0,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,67d5099c24d783a3d7b9205e6d20f5b11e35d57b7070cf4b5aabde818a1f2458,f5010e1cf4d536347c7d330e90a5882771647751c4b8729feb99e971f9eb87ec,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,306970ce61823dd8ca91703cb05cd7f6dfae613301a883e7ba1d5b6bc870bda3,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,10.94737269997131,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H1_Q1_THESIS_NO_LEARNING,best no-new-learning candidate,,3,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q1,,,7241a9605441b0c067ee673956361c272cab340272cebde4d92f2f0bd92a435d,b9edeb1c4cb9aed62703afe161c4070d88bb39088cef3272dd1031aa3148c42d,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,67d5099c24d783a3d7b9205e6d20f5b11e35d57b7070cf4b5aabde818a1f2458,f5010e1cf4d536347c7d330e90a5882771647751c4b8729feb99e971f9eb87ec,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,dc24c0a0371e5b6084c7aea33f13c9344f4b2ad453180032fdefacb3cb2a78a7,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,10.44173810002394,,,,,True
czr005.g4irsf13.original_scale_joint.v1,FINAL_REPEAT,H1_Q1_THESIS_NO_LEARNING,best no-new-learning candidate,,4,,,,EXECUTED,PASS,,28506,28506,43603,43603,0,1.0,41.514218717973414,2566.7931249999965,7349.348647499981,10789.015762999989,11861.554939999995,37.37100153432201,0.3627182289108726,3.7804989547405254,4.143217183651398,11.95572861853645,198.60992071844527,0.0,0,0,,,,,,0,0,0,0,0,0,False,False,1,191,199,8,0,183,1,1,NOT_EXPOSED_FOR_FROZEN_S1,54221,0,0,0,True,False,0,1,1,0,0,0,0,0,0,0,0,Q1,,,7241a9605441b0c067ee673956361c272cab340272cebde4d92f2f0bd92a435d,adb545a4b7f3903d40f640e72b59f5cf9b2aaf66083a70d0769ceeb53de36ffd,b958d6b77e263821fd902805834ad6332c30f368c53515468332323fe6c7a016,3adf79cf863ad9f80a916002de96dbe232da06045ebc5078be848343e19e4685,67d5099c24d783a3d7b9205e6d20f5b11e35d57b7070cf4b5aabde818a1f2458,f5010e1cf4d536347c7d330e90a5882771647751c4b8729feb99e971f9eb87ec,3f8e03930fefbb5db1588fd2f27603ded9ce890297ea8925abcbd179d1171edc,e8284ae8734e3f301e4a1927e29135e5084ee078d8784eb1e54350d30c302999,10a569b6bbd0bd4e62c185723a72d4da80aa31812ec029ea7e79b1883273d1a0,814b233016a51a755d6f568604fcb04ca81d781222416075cf2648ec087f1de7,95026955f7ff96f9894220b2c4fea17b1ed2270b39ca59bd9feded8e4b7423e3,a5d96e7e799a2f3f0591b5732b37749ea4a9f472,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,False,10.80931809998583,,,,,True
