segments,execution_semantics,canary_policy,promotion_authorized,selected_rule,status,evidence_mode,native_runtime_reexecuted,native_binary_sha256,frozen_scorer_sha256,rule_bundle_self_sha256,hard_gates_pass,off_hard_gates_pass,action_change_count,candidate_mean_minutes,off_mean_minutes,delta_seconds_per_raw_bag,source_wait_delta_seconds_per_raw_bag,network_delta_seconds_per_raw_bag,p95_delta_seconds,p99_delta_seconds,improved_segment_count,regressed_segment_count,unchanged_segment_count,denominator,interpretation
144,E4_batch_plus_destination_merge_request,H5_DIAGNOSTIC_ONLY,False,H0,PASS,NATIVE_RUNTIME_EXECUTED,True,c4389d2ce460a8c272d1d9e812f892452747c7a9e773d70b6ffa4141ef7f3402,4a058dee0bdd17e15f67d1943a551822847d0c066ac3cf03a5da71a07731bbca,865aabd4115b84361e2c73780a8c77f3fb464b0b41bc0c950b2ce05c0a99c96b,True,True,19,170.20703898912035,170.20703898912035,0.0,0.0,0.0,0.0,0.0,0,0,144,raw_bag_original_entry_time_tth,MEAN_TIE
512,E4_batch_plus_destination_merge_request,H5_DIAGNOSTIC_ONLY,False,H0,PASS,NATIVE_RUNTIME_EXECUTED,True,c4389d2ce460a8c272d1d9e812f892452747c7a9e773d70b6ffa4141ef7f3402,4a058dee0bdd17e15f67d1943a551822847d0c066ac3cf03a5da71a07731bbca,865aabd4115b84361e2c73780a8c77f3fb464b0b41bc0c950b2ce05c0a99c96b,True,True,102,146.94536557376298,146.94536557376298,0.0,0.0,0.0,0.0,0.0,0,0,512,raw_bag_original_entry_time_tth,MEAN_TIE
2048,E4_batch_plus_destination_merge_request,H5_DIAGNOSTIC_ONLY,False,H0,PASS,NATIVE_RUNTIME_EXECUTED,True,c4389d2ce460a8c272d1d9e812f892452747c7a9e773d70b6ffa4141ef7f3402,4a058dee0bdd17e15f67d1943a551822847d0c066ac3cf03a5da71a07731bbca,865aabd4115b84361e2c73780a8c77f3fb464b0b41bc0c950b2ce05c0a99c96b,True,True,515,105.22905494114926,105.22904004589297,0.0008937153771171324,0.0,0.0008937153772503592,0.0,0.0,1,5,2042,raw_bag_original_entry_time_tth,CANDIDATE_WORSE_MEAN
8192,E4_batch_plus_destination_merge_request,H5_DIAGNOSTIC_ONLY,False,H0,PASS,NATIVE_RUNTIME_EXECUTED,True,c4389d2ce460a8c272d1d9e812f892452747c7a9e773d70b6ffa4141ef7f3402,4a058dee0bdd17e15f67d1943a551822847d0c066ac3cf03a5da71a07731bbca,865aabd4115b84361e2c73780a8c77f3fb464b0b41bc0c950b2ce05c0a99c96b,True,True,1865,57.390967335351085,57.38945011471682,0.09103323805575769,0.14955083707635541,-0.058517599019971556,0.0,0.0,141,297,7754,raw_bag_original_entry_time_tth,CANDIDATE_WORSE_MEAN
