TH_completed_raw_bags,TH_definition,binary_sha256,canonical_id_OD_and_scheduled_D_match,canonical_segment_count,canonical_sha256,class_sha256,completed_raw_bag_count,completed_raw_bags_per_fixed_horizon_hour,completed_segments,completion_rate,control_reuse_provenance_tier,cpu_seconds,decision_count_definition,decision_requests,fixed_horizon_seconds,formal_timing_status,full_population_complete,historical_build_identity_limitation,historical_shared_D,hourly_rate_definition,hourly_rate_denominator_seconds,input_sha256,load_factor,map,map_sha256,method,missed_bag_count,missed_bag_rate,native_terminal_status,network_backlog_area_seconds,observed_lifecycle_count,on_time_rate,on_time_raw_bag_count,population_evidence_level,population_latency_max_seconds,population_latency_mean_seconds,population_latency_p95_seconds,population_latency_p99_seconds,primary_clock,primary_timing_definition,raw_bag_count,raw_entry_and_deadline_match,release_epoch_minus_canonical_D_max_seconds,release_epoch_minus_canonical_D_min_seconds,reporting_method,seed,segment_count,source_backlog_area_seconds,source_sha256,tardiness_max_seconds,tardiness_mean_seconds,tardiness_p95_seconds,tardiness_p99_seconds,tardiness_sum_seconds,terminal_accounting_residual,tht_admission_max_seconds,tht_admission_mean_seconds,tht_admission_min_seconds,tht_admission_p95_seconds,tht_admission_p99_seconds,tht_scheduled_release_max_seconds,tht_scheduled_release_mean_seconds,tht_scheduled_release_min_seconds,tht_scheduled_release_p95_seconds,tht_scheduled_release_p99_seconds,time_to_90_percent_seconds,time_to_95_percent_seconds,time_to_99_percent_seconds,total_backlog_area_seconds,unfinished_raw_bag_count,unreleased_segments_absent_from_native_lifecycle,wall_seconds,workload_identity_sha256
28506,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,,,,c1889c379e34f168c1cc06c44903753d163b60ae36225cf04996c86d769eb48b,a0a0c35bc2e3576c83f23a60f6a3cd807f3c66ae0ea24304924b9f7fe193b869,28506,1044.3989863523952,,1.0,,,LOGICAL_ROUTE_REQUESTS_INCLUDING_TICK_HOLD_RETRIES_NOT_SCORE_COMPUTATIONS,13988444,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,7337fc1c7cca646e1179c72ce88aef74f11d6c687ff7f36b91a57b323fbc7f95,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_DH_BOUNDARY_CLEARANCE_V5,0,0.0,COMPLETE,6477966.800000177,,1.0,28506,ALL_RAW_BAGS_ALL_SEGMENTS_COUNTERS_AND_IDENTITY_AUDITED_TRACE_0,1026.8,291.318199677,604.75,802.59,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,True,,,FENG_DH_BOUNDARY_CLEARANCE_V5,104729,43602,65278812.813053235,7deb321e34b9ebdd562eeac0c5293618df41441830789498b37ddb4bca1cccc7,0.0,0.0,0.0,0.0,0.0,,1026.8,291.3181996772609,204.4,604.75,802.5900000000003,1415.73722,340.2360349769522,206.40002,700.1260824999999,1016.0556545000001,62947.154547,67322.754547,71143.55454699999,71756779.61305274,0,,29.3853108,9bc5780d88bce1c1ac909dc438c09ced2a2cef6ee6443b4a92625a5cce12b406
28506.0,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,,c1889c379e34f168c1cc06c44903753d163b60ae36225cf04996c86d769eb48b,,28506.0,1044.3989863523952,,1.0,FROZEN_G31_B00_BINARY_AND_NATIVE_HASHES,30.265625,NATIVE_JUNCTION_DECISION_COUNT_NOT_DH_TICK_REQUESTS,336527,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,7337fc1c7cca646e1179c72ce88aef74f11d6c687ff7f36b91a57b323fbc7f95,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,5985255.999340004,,1.0,28506.0,ARCHIVED_NATIVE_AGGREGATE_AND_ORIGINAL_INTEGRITY_GATES_NO_RETAINED_PER_BAG_PAYLOAD,513.3808499999941,237.23628253104775,339.06922250001844,401.60047749999296,JAVA_RELEASE_DISTRIBUTION_USES_PROTECTED_CANONICAL_PASS_TIME,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,,,,G31_S4_NATIVE_SYSTEM,104729,43602,64162036.80464327,,0.0,0.0,0.0,0.0,0.0,,513.3808499999941,237.23628253104775,188.0009999999893,339.06922250001844,401.60047749999296,588.8808499999941,245.8608527969567,188.0009999999893,375.21008750002056,453.69776299999285,62876.243447000015,67299.70889700002,71125.43991700003,70147292.80398326,0,,31.049314999952912,9bc5780d88bce1c1ac909dc438c09ced2a2cef6ee6443b4a92625a5cce12b406
28506,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,,,,6b8e86ee8947a2398704fb47e12bc22c1265704ecd8dd0a54884cf112cd9541f,a0a0c35bc2e3576c83f23a60f6a3cd807f3c66ae0ea24304924b9f7fe193b869,28506,1044.3989863523952,,1.0,,,LOGICAL_ROUTE_REQUESTS_INCLUDING_TICK_HOLD_RETRIES_NOT_SCORE_COMPUTATIONS,14016269,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,6e350b2e70d667a20c51cc5332163cab9758545c8398e95e8a16c3664722158f,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_DH_BOUNDARY_CLEARANCE_V5,0,0.0,COMPLETE,6480367.000000382,,1.0,28506,ALL_RAW_BAGS_ALL_SEGMENTS_COUNTERS_AND_IDENTITY_AUDITED_TRACE_0,1029.8,291.454262261,606.2,805.18,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,True,,,FENG_DH_BOUNDARY_CLEARANCE_V5,130363,43602,65280906.81305282,7deb321e34b9ebdd562eeac0c5293618df41441830789498b37ddb4bca1cccc7,0.0,0.0,0.0,0.0,0.0,,1029.8,291.45426226057674,204.4,606.2,805.1800000000003,1419.13722,340.45513972682943,206.40002,699.3567674999999,1022.9253485000012,62938.354546999995,67312.154547,71131.55454699999,71761273.81305316,0,,29.8885774,a282e2ee0392c471c8dff6c6cfa2128296cae599477dd3f627b4bf1f6145acbf
28506.0,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,,6b8e86ee8947a2398704fb47e12bc22c1265704ecd8dd0a54884cf112cd9541f,,28506.0,1044.3989863523952,,1.0,FROZEN_G31_B00_BINARY_AND_NATIVE_HASHES,29.671875,NATIVE_JUNCTION_DECISION_COUNT_NOT_DH_TICK_REQUESTS,336541,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,6e350b2e70d667a20c51cc5332163cab9758545c8398e95e8a16c3664722158f,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,5981359.867050052,,1.0,28506.0,ARCHIVED_NATIVE_AGGREGATE_AND_ORIGINAL_INTEGRITY_GATES_NO_RETAINED_PER_BAG_PAYLOAD,526.5451799999973,237.04535045429193,337.6742774999939,399.65965199999914,JAVA_RELEASE_DISTRIBUTION_USES_PROTECTED_CANONICAL_PASS_TIME,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,,,,G31_S4_NATIVE_SYSTEM,130363,43602,64161655.575203374,,0.0,0.0,0.0,0.0,0.0,,526.5451799999973,237.04535045429193,188.0009999999893,337.6742774999939,399.65965199999914,603.0451799999973,245.66607942363174,188.0009999999893,373.7894199999955,451.72044399999254,62863.35993700003,67287.91400700001,71112.43991700003,70143015.44225354,0,,30.08706249995157,a282e2ee0392c471c8dff6c6cfa2128296cae599477dd3f627b4bf1f6145acbf
28506,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,,,,cf1634bfa3bf2df26aec405b4f347c6158e13497a4a940e906b91eb07c9ce13e,a0a0c35bc2e3576c83f23a60f6a3cd807f3c66ae0ea24304924b9f7fe193b869,28506,1044.3989863523952,,1.0,,,LOGICAL_ROUTE_REQUESTS_INCLUDING_TICK_HOLD_RETRIES_NOT_SCORE_COMPUTATIONS,14048654,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,73bf1b6a542788e1e4095ea458d4252dd317ad393802387b3ab0143c3f04f4d4,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_DH_BOUNDARY_CLEARANCE_V5,0,0.0,COMPLETE,6481210.600000452,,1.0,28506,ALL_RAW_BAGS_ALL_SEGMENTS_COUNTERS_AND_IDENTITY_AUDITED_TRACE_0,1035.8,291.622058514,608.8,811.79,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,True,,,FENG_DH_BOUNDARY_CLEARANCE_V5,155921,43599,65274639.213052996,7deb321e34b9ebdd562eeac0c5293618df41441830789498b37ddb4bca1cccc7,0.0,0.0,0.0,0.0,0.0,,1035.8,291.62205851399705,204.4,608.8,811.7900000000001,1419.33722,340.6186561795061,206.40002,703.07418,1027.6811875000012,62944.154547,67309.354547,71137.55454699999,71755849.81305318,0,,29.2525836,d6cb1265e54f96076644c97627f45e8d5622d3ad27bd1efe677e51d9c34b3f79
28506.0,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,,cf1634bfa3bf2df26aec405b4f347c6158e13497a4a940e906b91eb07c9ce13e,,28506.0,1044.3989863523952,,1.0,FROZEN_G31_B00_BINARY_AND_NATIVE_HASHES,29.984375,NATIVE_JUNCTION_DECISION_COUNT_NOT_DH_TICK_REQUESTS,336528,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,73bf1b6a542788e1e4095ea458d4252dd317ad393802387b3ab0143c3f04f4d4,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,5984079.905380058,,1.0,28506.0,ARCHIVED_NATIVE_AGGREGATE_AND_ORIGINAL_INTEGRITY_GATES_NO_RETAINED_PER_BAG_PAYLOAD,536.0569899999937,237.22892515645987,339.0558974999949,401.9644594999954,JAVA_RELEASE_DISTRIBUTION_USES_PROTECTED_CANONICAL_PASS_TIME,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,,,,G31_S4_NATIVE_SYSTEM,155921,43599,64155514.90620333,,0.0,0.0,0.0,0.0,0.0,,536.0569899999937,237.22892515645987,188.0009999999893,339.0558974999949,401.9644594999954,612.5569899999937,245.85032065214497,188.0009999999893,374.49845999999343,453.46551349999555,62869.80997700001,67283.17461700003,71119.43991700003,70139594.81158304,0,,30.466904500033706,d6cb1265e54f96076644c97627f45e8d5622d3ad27bd1efe677e51d9c34b3f79
28506,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,,,,65ef41fa3b2853107e906b3411657edbe3a1989e6db9bc02a79b22a285a61a20,a0a0c35bc2e3576c83f23a60f6a3cd807f3c66ae0ea24304924b9f7fe193b869,28506,1044.3989863523952,,1.0,,,LOGICAL_ROUTE_REQUESTS_INCLUDING_TICK_HOLD_RETRIES_NOT_SCORE_COMPUTATIONS,14083851,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,7d914ee7c171f8a6aa4f437885bd8b444938a76d1ddf7dfbea74acfe89356be6,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_DH_BOUNDARY_CLEARANCE_V5,0,0.0,COMPLETE,6484564.600000323,,1.0,28506,ALL_RAW_BAGS_ALL_SEGMENTS_COUNTERS_AND_IDENTITY_AUDITED_TRACE_0,1031.2,291.925720901,612.2,813.19,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,True,,,FENG_DH_BOUNDARY_CLEARANCE_V5,181081,43602,65279630.41305296,7deb321e34b9ebdd562eeac0c5293618df41441830789498b37ddb4bca1cccc7,0.0,0.0,0.0,0.0,0.0,,1031.2,291.925720900863,204.4,612.2,813.1900000000002,1429.93722,340.90550807033605,206.40002,704.4121025000001,1030.5978500000008,62941.354546999995,67318.754547,71138.55454699999,71764195.01305293,0,,29.5043617,38854ff2be25427cf23fdc522d7fe25f03931ab5cb987bca45d350a30c542ba7
28506.0,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,,65ef41fa3b2853107e906b3411657edbe3a1989e6db9bc02a79b22a285a61a20,,28506.0,1044.3989863523952,,1.0,FROZEN_G31_B00_BINARY_AND_NATIVE_HASHES,29.703125,NATIVE_JUNCTION_DECISION_COUNT_NOT_DH_TICK_REQUESTS,336492,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,7d914ee7c171f8a6aa4f437885bd8b444938a76d1ddf7dfbea74acfe89356be6,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,5984109.118620053,,1.0,28506.0,ARCHIVED_NATIVE_AGGREGATE_AND_ORIGINAL_INTEGRITY_GATES_NO_RETAINED_PER_BAG_PAYLOAD,545.2613599999931,237.25059064091937,339.05117749998135,403.12297749999425,JAVA_RELEASE_DISTRIBUTION_USES_PROTECTED_CANONICAL_PASS_TIME,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,,,,G31_S4_NATIVE_SYSTEM,181081,43602,64161043.13162253,,0.0,0.0,0.0,0.0,0.0,,545.2613599999931,237.25059064091937,188.0009999999893,339.05117749998135,403.12297749999425,622.7613599999931,245.8732665687942,188.0009999999893,373.89958499999284,453.7434959999963,62870.30993700003,67294.67118700001,71120.43991700003,70145152.25024359,0,,30.31880349991843,38854ff2be25427cf23fdc522d7fe25f03931ab5cb987bca45d350a30c542ba7
28506,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,,,,941887beeb6e5f9e1ffa8678cef2efc92772cd3f900be1a78dca33de4ec7053e,a0a0c35bc2e3576c83f23a60f6a3cd807f3c66ae0ea24304924b9f7fe193b869,28506,1044.3989863523952,,1.0,,,LOGICAL_ROUTE_REQUESTS_INCLUDING_TICK_HOLD_RETRIES_NOT_SCORE_COMPUTATIONS,14199655,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,0599356bdfd48cf6fc76836e07c01e5de4033a162f1263d8729c1dd24a94c8cf,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_DH_BOUNDARY_CLEARANCE_V5,0,0.0,COMPLETE,6497569.000000383,,1.0,28506,ALL_RAW_BAGS_ALL_SEGMENTS_COUNTERS_AND_IDENTITY_AUDITED_TRACE_0,1035.0,292.804195608,616.8,817.4,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,True,,,FENG_DH_BOUNDARY_CLEARANCE_V5,205759,43603,65282211.21305296,7deb321e34b9ebdd562eeac0c5293618df41441830789498b37ddb4bca1cccc7,0.0,0.0,0.0,0.0,0.0,,1035.0,292.8041956079422,204.4,616.8,817.4,1428.13722,341.7610963675367,206.40197,710.876045,1033.1353300000003,62943.55454699999,67311.754547,71152.354547,71779780.21305293,0,,29.5153107,5ecfaf3c3790ba2a8045a91fe40916d08721af6c335c93f670b5c645ef771a26
28506.0,COMPLETED_RAW_BAG_COUNT_BY_FIXED_ABSOLUTE_EPOCH_98259,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,,941887beeb6e5f9e1ffa8678cef2efc92772cd3f900be1a78dca33de4ec7053e,,28506.0,1044.3989863523952,,1.0,FROZEN_G31_B00_BINARY_AND_NATIVE_HASHES,29.640625,NATIVE_JUNCTION_DECISION_COUNT_NOT_DH_TICK_REQUESTS,336582,98259.0,FULL_POPULATION_RAW_BAG_TIMING,True,,False,COUNT_DIVIDED_BY_ABSOLUTE_CUTOFF_FROM_MODEL_TIME_ZERO_NOT_ACTIVE_WINDOW_DURATION,98259.0,0599356bdfd48cf6fc76836e07c01e5de4033a162f1263d8729c1dd24a94c8cf,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,5982844.318680058,,1.0,28506.0,ARCHIVED_NATIVE_AGGREGATE_AND_ORIGINAL_INTEGRITY_GATES_NO_RETAINED_PER_BAG_PAYLOAD,519.5353999999934,237.22574359363102,338.75360749999345,401.6402884999909,JAVA_RELEASE_DISTRIBUTION_USES_PROTECTED_CANONICAL_PASS_TIME,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_COMMON_CANONICAL_SCHEDULED_RELEASE,28506,,,,G31_S4_NATIVE_SYSTEM,205759,43603,64164236.34937299,,0.0,0.0,0.0,0.0,0.0,,519.5353999999934,237.22574359363102,188.0009999999893,338.75360749999345,401.6402884999909,594.0353999999934,245.84727690661774,188.0009999999893,374.53542749999724,451.6461304999962,62869.55997700001,67287.67118700001,71123.43991700003,70147080.6680532,0,,30.262947799870744,5ecfaf3c3790ba2a8045a91fe40916d08721af6c335c93f670b5c645ef771a26
