schema,evaluation_scope,tier,feature_stack,case_id,local_rule_enabled,safe_hold_credited,strict_pibt_enabled,local_rule_veto_applied,capability_credited_to_tier,supervisor_state,action,source,reason,selected_next_node,pibt_requested,pibt_request_source,pibt_applicable,prepared_batch_size,committed_batch_size,second_atomic_consume_rejected,atomic_all_or_none,unsafe_entry_count,used_full_astar_count,contract_pass
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T0,learned only,learned_i4_high_confidence,False,False,False,False,True,I4_SELECTIVE_HOLD,HOLD_ONE_NATURAL_OPPORTUNITY,I4_MODEL,i4_high_confidence_risk_pass,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T0,learned only,learned_i3_high_confidence,False,False,False,False,True,I3_RARE_OVERRIDE,MOVE_ONE_EDGE,I3_MODEL,i3_high_confidence_legal_risk_pass,12,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T0,learned only,local_rule_authorization_veto,False,False,False,False,True,I3_RARE_OVERRIDE,MOVE_ONE_EDGE,I3_MODEL,i3_high_confidence_legal_risk_pass,12,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T0,learned only,no_safe_f2,False,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T0,learned only,strict_local_blocker,False,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,LOCAL_BLOCKER,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T0,learned only,model_abstention_cannot_trigger_pibt,False,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_model_abstention_or_unknown_trigger_rejected,,True,MODEL_ABSTENTION,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T0,learned only,invalid_pibt_batch,False,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,LOCAL_BLOCKER,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T0,learned only,full_astar_request_forbidden,False,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,full_astar_fallback_forbidden,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T1,learned + local rule fallback (authorization veto -> F2),learned_i4_high_confidence,True,False,False,False,True,I4_SELECTIVE_HOLD,HOLD_ONE_NATURAL_OPPORTUNITY,I4_MODEL,i4_high_confidence_risk_pass,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T1,learned + local rule fallback (authorization veto -> F2),learned_i3_high_confidence,True,False,False,False,True,I3_RARE_OVERRIDE,MOVE_ONE_EDGE,I3_MODEL,i3_high_confidence_legal_risk_pass,12,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T1,learned + local rule fallback (authorization veto -> F2),local_rule_authorization_veto,True,False,False,True,True,F2_NORMAL,MOVE_ONE_EDGE,FROZEN_F2,i3_model_not_authorized_f2_preserved,11,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T1,learned + local rule fallback (authorization veto -> F2),no_safe_f2,True,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T1,learned + local rule fallback (authorization veto -> F2),strict_local_blocker,True,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,LOCAL_BLOCKER,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T1,learned + local rule fallback (authorization veto -> F2),model_abstention_cannot_trigger_pibt,True,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_model_abstention_or_unknown_trigger_rejected,,True,MODEL_ABSTENTION,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T1,learned + local rule fallback (authorization veto -> F2),invalid_pibt_batch,True,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,LOCAL_BLOCKER,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T1,learned + local rule fallback (authorization veto -> F2),full_astar_request_forbidden,True,False,False,False,False,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,full_astar_fallback_forbidden,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T2,learned + local rule fallback (authorization veto -> F2) + safe hold,learned_i4_high_confidence,True,True,False,False,True,I4_SELECTIVE_HOLD,HOLD_ONE_NATURAL_OPPORTUNITY,I4_MODEL,i4_high_confidence_risk_pass,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T2,learned + local rule fallback (authorization veto -> F2) + safe hold,learned_i3_high_confidence,True,True,False,False,True,I3_RARE_OVERRIDE,MOVE_ONE_EDGE,I3_MODEL,i3_high_confidence_legal_risk_pass,12,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T2,learned + local rule fallback (authorization veto -> F2) + safe hold,local_rule_authorization_veto,True,True,False,True,True,F2_NORMAL,MOVE_ONE_EDGE,FROZEN_F2,i3_model_not_authorized_f2_preserved,11,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T2,learned + local rule fallback (authorization veto -> F2) + safe hold,no_safe_f2,True,True,False,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T2,learned + local rule fallback (authorization veto -> F2) + safe hold,strict_local_blocker,True,True,False,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,LOCAL_BLOCKER,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T2,learned + local rule fallback (authorization veto -> F2) + safe hold,model_abstention_cannot_trigger_pibt,True,True,False,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_model_abstention_or_unknown_trigger_rejected,,True,MODEL_ABSTENTION,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T2,learned + local rule fallback (authorization veto -> F2) + safe hold,invalid_pibt_batch,True,True,False,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,LOCAL_BLOCKER,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T2,learned + local rule fallback (authorization veto -> F2) + safe hold,full_astar_request_forbidden,True,True,False,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,full_astar_fallback_forbidden,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T3,learned + local rule fallback (authorization veto -> F2) + strict PIBT + safe hold,learned_i4_high_confidence,True,True,True,False,True,I4_SELECTIVE_HOLD,HOLD_ONE_NATURAL_OPPORTUNITY,I4_MODEL,i4_high_confidence_risk_pass,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T3,learned + local rule fallback (authorization veto -> F2) + strict PIBT + safe hold,learned_i3_high_confidence,True,True,True,False,True,I3_RARE_OVERRIDE,MOVE_ONE_EDGE,I3_MODEL,i3_high_confidence_legal_risk_pass,12,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T3,learned + local rule fallback (authorization veto -> F2) + strict PIBT + safe hold,local_rule_authorization_veto,True,True,True,True,True,F2_NORMAL,MOVE_ONE_EDGE,FROZEN_F2,i3_model_not_authorized_f2_preserved,11,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T3,learned + local rule fallback (authorization veto -> F2) + strict PIBT + safe hold,no_safe_f2,True,True,True,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_not_requested_safe_hold,,False,NONE,False,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T3,learned + local rule fallback (authorization veto -> F2) + strict PIBT + safe hold,strict_local_blocker,True,True,True,False,True,PIBT_RECOVERY,ATOMIC_ONE_STEP_BATCH,STRICT_LOCAL_PIBT,pibt_strict_applicable_atomic_batch,,True,LOCAL_BLOCKER,True,2,2,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T3,learned + local rule fallback (authorization veto -> F2) + strict PIBT + safe hold,model_abstention_cannot_trigger_pibt,True,True,True,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_model_abstention_or_unknown_trigger_rejected,,True,MODEL_ABSTENTION,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T3,learned + local rule fallback (authorization veto -> F2) + strict PIBT + safe hold,invalid_pibt_batch,True,True,True,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,pibt_atomic_batch_validation_failed,,True,LOCAL_BLOCKER,True,0,0,True,True,0,0,True
czr005.g4irsf16.supervisor_contract_regression.v1,SUPERVISOR_CONTRACT_REGRESSION_NOT_FULL_CLOSED_LOOP_TTH,T3,learned + local rule fallback (authorization veto -> F2) + strict PIBT + safe hold,full_astar_request_forbidden,True,True,True,False,True,SAFE_HOLD,SAFE_HOLD,LOCAL_SAFETY,full_astar_fallback_forbidden,,False,NONE,False,0,0,True,True,0,0,True
