row_type,executor,start_node,goal_node,feng_path,common_path,path_match,origin_equal_score_candidate_count,feng_ideal_edge_seconds,common_edge_travel_seconds,edge_travel_difference_seconds,feng_edge_quantized_seconds,feng_path_node_service_seconds,feng_post_admission_node_service_seconds,feng_edge_plus_post_admission_node_service_quantized_seconds,feng_single_bag_tht_seconds,feng_quantization_bias_seconds,common_node_service_seconds,common_single_bag_tht_seconds,single_bag_mechanical_gap_common_minus_feng_seconds,empty_network_gate,metric_definition,status,raw_bag_count,completed_raw_bags,segment_count,completed_segments,tht_min_seconds,tht_mean_seconds,tht_p95_seconds,tht_p99_seconds,tht_max_seconds,artifact
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,0,6,0>6,0>6,True,1,3.2,3.2,0.0,3.2,2.0,0.0,3.2,3.2,0.0,0.001,3.2010000000009313,0.001000000000931145,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,15,5>19>25>26>43>15,5>19>25>26>43>15,True,1,23.6,23.6,0.0,23.6,14.0,12.0,35.6,35.6,0.0,4.0009999999999994,27.601000000024214,-7.998999999975787,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,18,5>19>18,5>19>18,True,1,4.4,4.4,0.0,4.4,5.0,3.0,7.4,7.4,0.0,1.001,5.400999999983469,-1.9990000000165313,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,19,5>19,5>19,True,1,1.6,1.6,0.0,1.6,2.0,0.0,1.6,1.6,0.0,0.001,1.6009999999951106,0.0009999999951104677,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,22,5>19>18>22,5>19>18>22,True,1,12.8,12.8,0.0,12.8,8.0,6.0,18.8,18.8,0.0,2.001,14.800999999977648,-3.9990000000223525,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,23,5>19>18>22>24>27>28>29>30>31>32>33>34>12>13>23,5>19>18>22>24>27>28>29>30>31>32>33>34>12>13>23,True,1,85.2,85.2,0.0,85.2,44.0,42.0,127.2,127.2,-0.0,14.001,99.20100000000093,-27.99899999999907,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,24,5>19>18>22>24,5>19>18>22>24,True,1,23.2,23.200000000000003,3.552713678800501e-15,23.2,11.0,9.0,32.2,32.2,0.0,3.001,26.200999999971827,-5.999000000028175,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,25,5>19>25,5>19>25,True,1,15.6,15.6,0.0,15.6,5.0,3.0,18.6,18.6,0.0,1.001,16.60099999999511,-1.9990000000048909,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,26,5>19>25>26,5>19>25>26,True,1,18.8,18.8,0.0,18.8,8.0,6.0,24.8,24.8,0.0,2.001,20.801000000006752,-3.9989999999932486,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,27,5>19>18>22>24>27,5>19>18>22>24>27,True,1,24.8,24.800000000000004,3.552713678800501e-15,24.8,14.0,12.0,36.8,36.8,0.0,4.0009999999999994,28.80099999997765,-7.999000000022349,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,28,5>19>18>22>24>27>28,5>19>18>22>24>27>28,True,1,35.6,35.60000000000001,7.105427357601002e-15,35.6,17.0,15.0,50.6,50.6,-0.0,5.0009999999999994,40.60099999996601,-9.999000000033995,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,29,5>19>18>22>24>27>28>29,5>19>18>22>24>27>28>29,True,1,40.8,40.80000000000001,1.4210854715202004e-14,40.8,20.0,18.0,58.8,58.8,-0.0,6.0009999999999994,46.80099999997765,-11.999000000022349,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,30,5>19>18>22>24>27>28>29>30,5>19>18>22>24>27>28>29>30,True,1,43.2,43.20000000000001,7.105427357601002e-15,43.2,23.0,21.0,64.2,64.2,-0.0,7.0009999999999994,50.20099999997183,-13.999000000028175,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,31,5>19>18>22>24>27>28>29>30>31,5>19>18>22>24>27>28>29>30>31,True,1,44.8,44.80000000000001,1.4210854715202004e-14,44.8,26.0,24.0,68.8,68.8,-0.0,8.001,52.80099999997765,-15.999000000022349,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,32,5>19>18>22>24>27>28>29>30>31>32,5>19>18>22>24>27>28>29>30>31>32,True,1,46.4,46.40000000000001,1.4210854715202004e-14,46.4,29.0,27.0,73.4,73.4,0.0,9.001,55.40099999998347,-17.999000000016537,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,33,5>19>18>22>24>27>28>29>30>31>32>33,5>19>18>22>24>27>28>29>30>31>32>33,True,1,57.6,57.60000000000001,7.105427357601002e-15,57.6,32.0,30.0,87.6,87.6,-0.0,10.001,67.60099999999511,-19.999000000004884,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,34,5>19>18>22>24>27>28>29>30>31>32>33>34,5>19>18>22>24>27>28>29>30>31>32>33>34,True,1,66.4,66.4,0.0,66.4,35.0,33.0,99.4,99.4,-0.0,11.001,77.40099999998347,-21.999000000016537,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,35,5>19>25>26>43>15>14>46>35,5>19>25>26>43>15>14>46>35,True,1,37.6,37.60000000000001,7.105427357601002e-15,37.6,23.0,21.0,58.6,58.6,-0.0,7.0009999999999994,44.601000000024214,-13.998999999975787,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,36,5>19>25>26>43>15>14>46>36,5>19>25>26>43>15>14>46>36,True,1,41.6,41.60000000000001,7.105427357601002e-15,41.6,23.0,21.0,62.6,62.6,-0.0,7.0009999999999994,48.601000000024214,-13.998999999975787,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,37,5>19>18>22>24>27>28>29>30>31>32>37,5>19>18>22>24>27>28>29>30>31>32>37,True,1,61.2,61.20000000000002,1.4210854715202004e-14,61.2,32.0,30.0,91.2,91.2,-0.0,10.001,71.20099999997183,-19.999000000028175,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,38,5>19>25>26>43>15>14>46>36>38,5>19>25>26>43>15>14>46>36>38,True,1,54.4,54.400000000000006,7.105427357601002e-15,54.4,26.0,24.0,78.4,78.4,0.0,8.001,62.40100000001257,-15.998999999987433,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,39,5>19>25>26>43>15>14>46>36>38>39,5>19>25>26>43>15>14>46>36>38>39,True,1,62.8,62.800000000000004,7.105427357601002e-15,62.8,29.0,27.0,89.8,89.8,0.0,9.001,71.80100000000675,-17.998999999993245,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,40,5>19>25>26>43>15>14>46>36>38>39>40,5>19>25>26>43>15>14>46>36>38>39>40,True,1,68.4,68.4,0.0,68.4,32.0,30.0,98.4,98.4,0.0,10.001,78.40100000001257,-19.998999999987433,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,41,5>19>25>26>43>15>14>46>36>38>39>40>41,5>19>25>26>43>15>14>46>36>38>39>40>41,True,1,70.0,70.0,0.0,70.0,35.0,33.0,103.0,103.0,0.0,11.001,81.0010000000184,-21.998999999981606,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,42,5>19>25>26>43>15>14>46>36>38>39>40>41>42,5>19>25>26>43>15>14>46>36>38>39>40>41>42,True,1,80.4,80.4,0.0,80.4,38.0,36.0,116.4,116.4,0.0,12.001,92.40100000001257,-23.998999999987433,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,43,5>19>25>26>43,5>19>25>26>43,True,1,20.4,20.400000000000002,3.552713678800501e-15,20.4,11.0,9.0,29.4,29.4,0.0,3.001,23.401000000012573,-5.998999999987426,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,44,5>19>25>26>43>15>14>46>36>44,5>19>25>26>43>15>14>46>36>44,True,1,49.2,49.20000000000001,7.105427357601002e-15,49.2,26.0,24.0,73.2,73.2,-0.0,8.001,57.201000000030035,-15.998999999969968,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,45,5>19>18>22>24>27>45,5>19>18>22>24>27>45,True,1,31.2,31.200000000000003,3.552713678800501e-15,31.2,17.0,15.0,46.2,46.2,0.0,5.0009999999999994,36.20099999997183,-9.999000000028175,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,46,5>19>25>26>43>15>14>46,5>19>25>26>43>15>14>46,True,1,26.8,26.800000000000004,3.552713678800501e-15,26.8,20.0,18.0,44.8,44.8,0.0,6.0009999999999994,32.801000000035856,-11.998999999964141,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,47,5>19>18>22>24>27>28>47,5>19>18>22>24>27>28>47,True,1,39.6,39.60000000000001,7.105427357601002e-15,39.6,20.0,18.0,57.6,57.6,-0.0,6.0009999999999994,45.60099999996601,-11.999000000033995,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,48,5>19>18>22>24>27>45>48,5>19>18>22>24>27>45>48,True,1,211.2,211.2,0.0,211.2,20.0,18.0,229.2,229.2,0.0,6.0009999999999994,217.20099999997183,-11.999000000028161,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,49,5>19>18>22>24>27>28>29>30>31>32>37>49,5>19>18>22>24>27>28>29>30>31>32>37>49,True,1,177.2,177.20000000000002,2.842170943040401e-14,177.2,35.0,33.0,210.2,210.2,0.0,11.001,188.20099999997183,-21.99900000002816,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,50,5>19>25>26>43>15>14>46>36>44>50,5>19>25>26>43>15>14>46>36>44>50,True,1,197.2,197.20000000000002,2.842170943040401e-14,197.2,29.0,27.0,224.2,224.2,0.0,9.001,206.20100000003004,-17.998999999969953,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,5,51,5>19>25>26>43>15>14>46>35>51,5>19>25>26>43>15>14>46>35>51,True,1,41.6,41.60000000000001,7.105427357601002e-15,41.6,26.0,24.0,65.6,65.6,0.0,8.001,49.601000000024214,-15.99899999997578,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,8,6>8,6>8,True,1,2.8,2.8,0.0,2.8,2.0,0.0,2.8,2.8,0.0,1.0,3.7999999999883585,0.9999999999883586,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,11,6>8>11,6>8>11,True,1,6.0,6.0,0.0,6.0,5.0,3.0,9.0,9.0,0.0,2.0,8.0,-1.0,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,12,6>12,6>12,True,1,10.0,10.0,0.0,10.0,2.0,0.0,10.0,10.0,0.0,1.0,11.0,1.0,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,13,6>12>13,6>12>13,True,1,14.0,14.0,0.0,14.0,5.0,3.0,17.0,17.0,0.0,2.0,16.0,-1.0,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,14,6>8>11>14,6>8>11>14,True,1,18.8,18.8,0.0,18.8,8.0,6.0,24.8,24.8,0.0,3.0,21.79999999998836,-3.0000000000116422,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,15,6>12>13>23>24>27>28>29>30>31>43>15,6>12>13>23>24>27>28>29>30>31>43>15,True,1,59.6,59.60000000000001,7.105427357601002e-15,59.6,32.0,30.0,89.6,89.6,0.0,11.0,70.60000000003492,-18.99999999996507,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,23,6>12>13>23,6>12>13>23,True,1,17.2,17.2,0.0,17.2,8.0,6.0,23.2,23.2,0.0,3.0,20.20000000001164,-2.9999999999883578,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,24,6>12>13>23>24,6>12>13>23>24,True,1,18.8,18.8,0.0,18.8,11.0,9.0,27.8,27.8,0.0,4.0,22.800000000017462,-4.999999999982538,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,25,6>8>11>14>46>36>38>39>40>41>42>25,6>8>11>14>46>36>38>39>40>41>42>25,True,1,78.0,78.0,0.0,78.0,32.0,30.0,108.0,108.0,0.0,11.0,88.9999999999709,-19.000000000029104,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,26,6>8>11>14>46>36>38>39>40>41>42>25>26,6>8>11>14>46>36>38>39>40>41>42>25>26,True,1,81.2,81.2,0.0,81.2,35.0,33.0,114.2,114.2,0.0,12.0,93.19999999998254,-21.000000000017465,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,27,6>12>13>23>24>27,6>12>13>23>24>27,True,1,20.4,20.400000000000002,3.552713678800501e-15,20.4,14.0,12.0,32.4,32.4,-0.0,5.0,25.400000000023283,-6.9999999999767155,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,28,6>12>13>23>24>27>28,6>12>13>23>24>27>28,True,1,31.2,31.200000000000003,3.552713678800501e-15,31.2,17.0,15.0,46.2,46.2,0.0,6.0,37.20000000001164,-8.999999999988361,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,29,6>12>13>23>24>27>28>29,6>12>13>23>24>27>28>29,True,1,36.4,36.400000000000006,7.105427357601002e-15,36.4,20.0,18.0,54.4,54.4,0.0,7.0,43.40000000002328,-10.999999999976716,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,30,6>12>13>23>24>27>28>29>30,6>12>13>23>24>27>28>29>30,True,1,38.8,38.800000000000004,7.105427357601002e-15,38.8,23.0,21.0,59.8,59.8,0.0,8.0,46.80000000001746,-12.999999999982535,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,31,6>12>13>23>24>27>28>29>30>31,6>12>13>23>24>27>28>29>30>31,True,1,40.4,40.400000000000006,7.105427357601002e-15,40.4,26.0,24.0,64.4,64.4,0.0,9.0,49.40000000002328,-14.999999999976723,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,32,6>12>13>23>24>27>28>29>30>31>32,6>12>13>23>24>27>28>29>30>31>32,True,1,42.0,42.00000000000001,7.105427357601002e-15,42.0,29.0,27.0,69.0,69.0,0.0,10.0,52.000000000029104,-16.999999999970896,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,33,6>12>13>23>24>27>28>29>30>31>32>33,6>12>13>23>24>27>28>29>30>31>32>33,True,1,53.2,53.2,0.0,53.2,32.0,30.0,83.2,83.2,-0.0,11.0,64.20000000004075,-18.999999999959257,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,34,6>12>13>23>24>27>28>29>30>31>32>33>34,6>12>13>23>24>27>28>29>30>31>32>33>34,True,1,62.0,62.0,0.0,62.0,35.0,33.0,95.0,95.0,-0.0,12.0,74.0000000000291,-20.999999999970896,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,35,6>8>11>14>46>35,6>8>11>14>46>35,True,1,31.2,31.200000000000003,3.552713678800501e-15,31.2,14.0,12.0,43.2,43.2,0.0,5.0,36.19999999998254,-7.000000000017465,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,36,6>8>11>14>46>36,6>8>11>14>46>36,True,1,35.2,35.2,0.0,35.2,14.0,12.0,47.2,47.2,0.0,5.0,40.19999999998254,-7.000000000017465,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,37,6>12>13>23>24>27>28>29>30>31>32>37,6>12>13>23>24>27>28>29>30>31>32>37,True,1,56.8,56.80000000000001,1.4210854715202004e-14,56.8,32.0,30.0,86.8,86.8,0.0,11.0,67.80000000001746,-18.999999999982535,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,38,6>8>11>14>46>36>38,6>8>11>14>46>36>38,True,1,48.0,48.0,0.0,48.0,17.0,15.0,63.0,63.0,0.0,6.0,53.999999999970896,-9.000000000029104,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,39,6>8>11>14>46>36>38>39,6>8>11>14>46>36>38>39,True,1,56.4,56.4,0.0,56.4,20.0,18.0,74.4,74.4,0.0,7.0,63.399999999965075,-11.00000000003493,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,40,6>8>11>14>46>36>38>39>40,6>8>11>14>46>36>38>39>40,True,1,62.0,62.0,0.0,62.0,23.0,21.0,83.0,83.0,0.0,8.0,69.9999999999709,-13.000000000029104,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,41,6>8>11>14>46>36>38>39>40>41,6>8>11>14>46>36>38>39>40>41,True,1,63.6,63.6,0.0,63.6,26.0,24.0,87.6,87.6,0.0,9.0,72.59999999997672,-15.000000000023277,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,42,6>8>11>14>46>36>38>39>40>41>42,6>8>11>14>46>36>38>39>40>41>42,True,1,74.0,74.0,0.0,74.0,29.0,27.0,101.0,101.0,0.0,10.0,83.9999999999709,-17.000000000029104,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,43,6>12>13>23>24>27>28>29>30>31>43,6>12>13>23>24>27>28>29>30>31>43,True,1,56.4,56.400000000000006,7.105427357601002e-15,56.4,29.0,27.0,83.4,83.4,0.0,10.0,66.40000000002328,-16.999999999976723,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,44,6>8>11>14>46>36>44,6>8>11>14>46>36>44,True,1,42.8,42.800000000000004,7.105427357601002e-15,42.8,17.0,15.0,57.8,57.8,0.0,6.0,48.79999999998836,-9.000000000011639,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,45,6>12>13>23>24>27>45,6>12>13>23>24>27>45,True,1,26.8,26.800000000000004,3.552713678800501e-15,26.8,17.0,15.0,41.8,41.8,0.0,6.0,32.80000000001746,-8.999999999982535,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,46,6>8>11>14>46,6>8>11>14>46,True,1,20.4,20.400000000000002,3.552713678800501e-15,20.4,11.0,9.0,29.4,29.4,0.0,4.0,24.39999999999418,-5.000000000005819,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,47,6>12>13>23>24>27>28>47,6>12>13>23>24>27>28>47,True,1,35.2,35.2,0.0,35.2,20.0,18.0,53.2,53.2,0.0,7.0,42.20000000001164,-10.999999999988361,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,48,6>12>13>23>24>27>45>48,6>12>13>23>24>27>45>48,True,1,206.8,206.8,0.0,206.8,20.0,18.0,224.8,224.8,0.0,7.0,213.80000000001746,-10.999999999982549,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,49,6>12>13>23>24>27>28>29>30>31>32>37>49,6>12>13>23>24>27>28>29>30>31>32>37>49,True,1,172.8,172.8,0.0,172.8,35.0,33.0,205.8,205.8,0.0,12.0,184.80000000001746,-20.99999999998255,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,50,6>8>11>14>46>36>44>50,6>8>11>14>46>36>44>50,True,1,190.8,190.8,0.0,190.8,20.0,18.0,208.8,208.8,0.0,7.0,197.79999999998836,-11.000000000011653,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,6,51,6>8>11>14>46>35>51,6>8>11>14>46>35>51,True,1,35.2,35.2,0.0,35.2,17.0,15.0,50.2,50.2,0.0,6.0,41.199999999953434,-9.000000000046569,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
OD_SINGLE_BAG,PAIRED_STATIC_FREE_FLOW,7,8,7>8,7>8,True,1,1.6,1.6,0.0,1.6,2.0,0.0,1.6,1.6,0.0,1.0,2.599999999976717,0.9999999999767168,True,one bag per reachable ordered OD; releases separated by 1000s; Feng is 0.2s position lattice; common is continuous event time,,,,,,,,,,,
