target_key,descriptor_id,kind,clone_group_id,event_ordinal,horizon,pair_status,eligible_causal_label,exclusion_reason,action_changed,same_state_start,certificate_valid,signed_label,delta_completion_mean_seconds,direct_affected_runtime_bag_ids,realized_affected_runtime_bag_ids,externality_runtime_bag_ids,sampling_stratum_id,N_h,n_h,pi_h,analysis_weight
18af3873c8eee9951cacb2a3fff7848f649249bdedbaf47c5acf5bd2ea413517:H_bag,18af3873c8eee9951cacb2a3fff7848f649249bdedbaf47c5acf5bd2ea413517,I1,71a57dcf77b29fe5c3fc0641ec772499dfc770e12d998394d4ddf650647dc371,242357,H_bag,SCREENING_FALSE_POSITIVE,false,NOT_APPLICABLE_ACTION_PRECONDITION_FAILED,false,true,false,,,,,,I1|BODY|NO_DIVERGENCE|HIGH,38421,57,0.001483563676114625,674.0526315789473
45e26c5ff2a54cfb31812ea6dfcacebd32ec2753dc1bb495a68daabf5d3cfade:H_bag,45e26c5ff2a54cfb31812ea6dfcacebd32ec2753dc1bb495a68daabf5d3cfade,I1,9df20dedc939fd6b92a294e16740f2809364ed778f7870df6d08ea1fbbdffbeb,571883,H_bag,SCREENING_FALSE_POSITIVE,false,NOT_APPLICABLE_ACTION_PRECONDITION_FAILED,false,true,false,,,,,,I1|BODY|NO_DIVERGENCE|HIGH,38421,57,0.001483563676114625,674.0526315789473
b221b4da5614de11b109f2804842e9cf7cc12338fa4794f44d73ce680ca9fa18:H_bag,b221b4da5614de11b109f2804842e9cf7cc12338fa4794f44d73ce680ca9fa18,I1,9bb4b6f81bc1f823a70f5e564f1fcfb5c302626704f1d25ed03e9ad71f6c84c1,639849,H_bag,SCREENING_FALSE_POSITIVE,false,NOT_APPLICABLE_ACTION_PRECONDITION_FAILED,false,true,false,,,,,,I1|BODY|NO_DIVERGENCE|HIGH,38421,57,0.001483563676114625,674.0526315789473
ebafec772329bdc0d4edcefb67ad9a28ac012525d94ac16a3b652f361d733d68:H_bag,ebafec772329bdc0d4edcefb67ad9a28ac012525d94ac16a3b652f361d733d68,I1,eb36851bdcd5146fec534b8fc66e7a7db758de22b46b42ae14fbd8c910c6d469,684808,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,"[3971,3973]",,,I1|BODY|NO_DIVERGENCE|HIGH,38421,57,0.001483563676114625,674.0526315789473
f061ea969e74faf3279d6477d4731278b898863b03b335f03d1f1cbc40b75af2:H_bag,f061ea969e74faf3279d6477d4731278b898863b03b335f03d1f1cbc40b75af2,I1,128b137be914698f2b6441d9c8680f879820ca6666cf5acb9b0972e24015f189,895674,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,"[5348,5355]",,,I1|BODY|NO_DIVERGENCE|HIGH,38421,57,0.001483563676114625,674.0526315789473
28d516e069eb8659ab9e1eab3686d3603666eb849a8c7b9abf2ac923cda11104:H_bag,28d516e069eb8659ab9e1eab3686d3603666eb849a8c7b9abf2ac923cda11104,I1,5bb7548fe2292e036a2ed78f4a86a1cdf6f68e1bb24f5d5cf47199ca92e8871b,1081503,H_bag,SCREENING_FALSE_POSITIVE,false,NOT_APPLICABLE_ACTION_PRECONDITION_FAILED,false,true,false,,,,,,I1|BODY|NO_DIVERGENCE|HIGH,38421,57,0.001483563676114625,674.0526315789473
882cedaced865f4214f5aa03827f6c52a5029b707d078be7985d2de746eeb962:H_bag,882cedaced865f4214f5aa03827f6c52a5029b707d078be7985d2de746eeb962,I1,4ffa7f729ab5574b59b1e700ad96ac09fa91565b0a0061c662a6aa4501e5e646,1120858,H_bag,SCREENING_FALSE_POSITIVE,false,NOT_APPLICABLE_ACTION_PRECONDITION_FAILED,false,true,false,,,,,,I1|BODY|DIVERGENCE|HIGH,2288,4,0.0017482517482517485,571.9999999999999
1c3fa099f913eeb6c4e4e62c8935af7d8a03140db8295283a18bc0989ff11dc7:H_bag,1c3fa099f913eeb6c4e4e62c8935af7d8a03140db8295283a18bc0989ff11dc7,I1,bd3a422653f745417abd57aa15ddb2cba1fc14568d4e9bc81181e0ad108957a2,1229818,H_bag,SCREENING_FALSE_POSITIVE,false,NOT_APPLICABLE_ACTION_PRECONDITION_FAILED,false,true,false,,,,,,I1|BODY|NO_DIVERGENCE|HIGH,38421,57,0.001483563676114625,674.0526315789473
9f7cebac99859af460d838c65c54aad5d0084d93557d4fb0881d4b24ffe5bfbc:H_bag,9f7cebac99859af460d838c65c54aad5d0084d93557d4fb0881d4b24ffe5bfbc,I1,7e3aa054043adf3db1fcb53758dfd7b62c3584ad75f68ec7238d24b212684e61,1282701,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,"[7970,7972]",,,I1|BODY|DIVERGENCE|HIGH,2288,4,0.0017482517482517485,571.9999999999999
754a252b12db509493f9dc279f5a18308e5e69069f585926ecdec730ddec0b20:H_bag,754a252b12db509493f9dc279f5a18308e5e69069f585926ecdec730ddec0b20,I1,4839ccc90868398ba927debf6e25938fa5311b265742186ecbaa4a99d69c1e7b,1304078,H_bag,SCREENING_FALSE_POSITIVE,false,NOT_APPLICABLE_ACTION_PRECONDITION_FAILED,false,true,false,,,,,,I1|TAIL|NO_DIVERGENCE|HIGH,896,2,0.002232142857142857,448.0
