comparison_kind,map,scale,policy,policy_label,metric,metric_label,preferred_direction,comparison_status,missing_cells,ff_off,sa_off,ff_full,sa_full,potential_main_effect_sa_minus_ff,dynamic_main_effect_full_minus_off,interaction_difference_in_differences,adaptation_contrast_sa_minus_ff
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_missed_rate,fixed-denominator missed rate,lower,COMPLETE,,0.013646249912299124,0.0047709254192099815,0.012383357889567126,0.006630183119343269,-0.0073142496316565,0.00029818283870064466,0.003122149722865286,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,COMPLETE,,279094.33899999893,71691.0359999998,283804.50299999904,165000.58899999957,-163103.6084999993,49009.858499999944,88599.38899999968,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,COMPLETE,,9.790722619799302,2.514945485161012,9.955956745948187,5.788275766505282,-5.721729057040598,1.7192822037465767,3.108096155195385,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,COMPLETE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,COMPLETE,,208.9934999999966,0.0,146.94599999999744,0.0,-177.96974999999702,-31.02374999999958,62.04749999999916,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,COMPLETE,,3046.6509999999944,2968.6509999999944,2930.001000000004,2771.201000000001,-118.40000000000146,-157.049999999992,-80.80000000000291,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,COMPLETE,,63258.65554700003,63143.75554700002,63229.355547000014,63161.75554700002,-91.25,-5.650000000008731,47.30000000001746,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,COMPLETE,,67299.15554700002,67299.15554700002,67299.15554700002,67299.15554700002,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,COMPLETE,,71140.35554700001,71129.55554700003,71140.35554700001,71129.55554700003,-10.799999999988358,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,COMPLETE,,77208567.41905305,75176947.5690522,76857416.21905257,75592747.66905193,-1648144.200000748,32324.44999963045,766951.3000002056,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,COMPLETE,,2536,2471,2518,2489,-47.0,0.0,36.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,COMPLETE,,66873538.213052414,66873538.213052414,66873538.213052414,66873538.213052414,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,COMPLETE,,2193,2193,2193,2193,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,COMPLETE,,10335029.205999888,8303409.3559999615,9983878.006000012,8719209.456000026,-1648144.1999999564,32324.45000009425,766951.2999999411,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,COMPLETE,,829,642,803,675,-157.5,3.5,59.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,COMPLETE,,6441,5527,2948,3326,-268.0,-2847.0,1292.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,wall_seconds,wall time (s),lower is compute only,COMPLETE,,33.64509810018353,36.9047908000648,33.07998250005767,38.71494289999828,4.44732654991094,0.6225182499038056,2.3752677000593394,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,cpu_seconds,CPU time (s),lower is compute only,COMPLETE,,32.859375,35.75,32.390625,37.609375,4.0546875,0.6953125,2.328125,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_segment_count,completed segments,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_raw_bag_count,completed raw bags,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completion_rate,raw-bag completion rate,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_mean_seconds,population latency mean (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p95_seconds,population latency P95 (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p99_seconds,population latency P99 (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_max_seconds,population latency max (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_rate,fixed-denominator on-time rate,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_missed_raw_bag_count,fixed-denominator missed raw bags,lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_missed_rate,fixed-denominator missed rate,lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,wall_seconds,wall time (s),lower is compute only,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,cpu_seconds,CPU time (s),lower is compute only,MISSING_CELLS,ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,completed_segment_count,completed segments,higher,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,completed_raw_bag_count,completed raw bags,higher,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,completion_rate,raw-bag completion rate,higher,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_mean_seconds,population latency mean (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_p95_seconds,population latency P95 (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_p99_seconds,population latency P99 (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_max_seconds,population latency max (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_on_time_rate,fixed-denominator on-time rate,higher,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_missed_raw_bag_count,fixed-denominator missed raw bags,lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_missed_rate,fixed-denominator missed rate,lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,wall_seconds,wall time (s),lower is compute only,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,cpu_seconds,CPU time (s),lower is compute only,MISSING_CELLS,ff/off;sa/off;ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_segment_count,completed segments,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_raw_bag_count,completed raw bags,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completion_rate,raw-bag completion rate,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_mean_seconds,population latency mean (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p95_seconds,population latency P95 (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p99_seconds,population latency P99 (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_max_seconds,population latency max (s),lower,MISSING_CELLS,ff/full;sa/full,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,MISSING_CELLS,ff/full;sa/full,,,,,,,,
