scale,scorer,status,requested_bags,released_bags,completed_bags,failed_bags,current_backlog,completion_fraction,event_total,simulated_time,native_wall_seconds,native_process_cpu_seconds,native_cpu_to_wall_ratio,rss_sample_mb,events_per_wall_second,releases_per_wall_second,completions_per_wall_second,backlog_change_per_wall_second,simulated_seconds_per_wall_second,merge_retries_per_wall_second,duplicate_wakeups_per_wall_second,coalesced_events_per_wall_second,dominant_event_type,dominant_event_ratio,preliminary_attribution
1,S4,COMPLETE,43603,43603,43603,0,0,1.0,4857316,82121.40200000002,20.398092200048268,20.171875,0.988909884423028,1231.359375,238125.99493929662,2137.6018684677197,2137.6018684677197,0.0,4025.9354254612936,0.0,5750.537788025217,5750.537788025217,congestion_beacon_update,0.4074190355332039,MIXED_EVENT_LOAD_NO_SINGLE_COUNTER_DOMINATES
2,S4,COMPLETE,87206,87206,87206,0,0,1.0,11388415,82159.40200000002,54.472363500040956,53.953125,0.9904678544003224,1661.78125,209067.75965378183,1600.9219060218386,1600.9219060218386,0.0,1508.2767980122296,0.0,11997.349812065868,11997.349812065868,congestion_beacon_update,0.4057362679530031,MIXED_EVENT_LOAD_NO_SINGLE_COUNTER_DOMINATES
4,S4,BOUNDED_PROGRESS,174412,42566,27872,0,14694,0.1598055179689471,5767168,28381.402,60.82800480001606,59.3125,0.9750854100015515,454.2734375,96895.52733043046,715.1612396842095,468.28393723813105,246.8773024460784,476.8425184019147,0.0,6564.308532386866,6564.308532386866,congestion_beacon_update,0.39263777299360797,MIXED_EVENT_LOAD_NO_SINGLE_COUNTER_DOMINATES
