run_id,status,speed_mps,policy,raw_bag_count,processed_segment_count,planned_segments,failed_segments,segment_success_rate,complete_bag_count,bag_success_rate,min_bag_tth_minutes,mean_bag_tth_minutes,max_bag_tth_minutes,node_window_conflicts,runtime_full_cie_astar_calls,elapsed_seconds,python_wall_seconds,map_artifact,map_sha256,notes
noastar_speed_1.5,PASS,1.5,model_plus_pibt_lite,28506,43603,43603,0,1,28506,1,5.08888889,6.20058693,11.02778004,0,0,4.5446912,5.1438634,C:\PROGRAMING\czr005\artifacts\maps\g4irsf6\map2_speed_1_5.json,caf1328e92ce0d432dd70793b43aa84202cca304f75c4659bbd1a729d956ff40,Temporary speed-specific map artifact; real main map unchanged.
noastar_speed_2.0,PASS,2,model_plus_pibt_lite,28506,43603,43603,0,1,28506,1,3.86666667,4.81150548,8.83537835,0,0,4.5168233,5.1049742,C:\PROGRAMING\czr005\artifacts\maps\g4irsf6\map2_speed_2.json,4712f7fbe549f0bee2f33f3c57c4ef6bb069c4d5bed45f5fad29f7941751eac1,Temporary speed-specific map artifact; real main map unchanged.
noastar_speed_2.5,PASS,2.5,model_plus_pibt_lite,28506,43603,43603,0,1,28506,1,3.13333333,3.97610989,7.79666907,0,0,4.5307256,5.1737764,C:\PROGRAMING\czr005\artifacts\maps\g4irsf6\map2_speed_2_5.json,62f9e16ea86935b3891e792f181e97b1b53bb75fb5c749d492e8d0f8b8cbbf0a,Temporary speed-specific map artifact; real main map unchanged.
noastar_speed_3.0,PASS,3,model_plus_pibt_lite,28506,43603,43603,0,1,28506,1,2.63888889,3.41830918,7.13889147,0,0,4.6484348,5.2476032,C:\PROGRAMING\czr005\artifacts\maps\g4irsf6\map2_speed_3.json,45f5fced46d6ba516bcb8b9324ce75358cc8dbb149293b40f191d60cfaa35838,Temporary speed-specific map artifact; real main map unchanged.
