workers,effective_workers,repeat,planned_job_count,completed_job_count,native_pair_complete_count,scheduled_job_count,resumed_job_count,retry_count,failure_count,fresh_full_plan_timing,wall_seconds,cpu_seconds,cpu_utilization,groups_per_hour,segments_per_hour,pair_segment_replicas,speedup_vs_p1,efficiency,max_worker_rss_mb,io_write_bytes,merge_seconds,semantic_equal_to_p1
1,1,1,8,8,8,8,0,0,0,True,105.69891539996024,99.125,0.9378052709899167,272.4720484692015,1116045.5105298494,32768,1.0,1.0,79.26953125,134119,0.010917100007645786,True
2,2,1,8,8,8,8,0,0,0,True,56.72567720001098,106.75,0.9409319136341605,507.70658759089133,2079566.182772291,32768,1.8633345711726432,0.9316672855863216,78.984375,134148,0.01289590005762875,True
4,4,1,8,8,8,8,0,0,0,True,32.139197399956174,120.859375,0.9401244024233537,896.1020289834391,3670433.9107161667,32768,3.288785158029627,0.8221962895074068,79.0390625,134132,0.011249499977566302,True
8,8,1,8,8,8,8,0,0,0,True,20.145238600089215,149.421875,0.9271537928032922,1429.6182126069461,5855716.198838051,32768,5.246843559325832,0.655855444915729,78.75390625,134129,0.012637599953450263,True
1,1,2,8,8,8,8,0,0,0,True,104.35172379994765,97.421875,0.9335914295653339,275.98969093421385,1130453.77406654,32768,1.0,1.0,79.18359375,134131,0.010644300025887787,True
2,2,2,8,8,8,8,0,0,0,True,53.089612400042824,99.890625,0.9407737265748,542.4790029165248,2221993.9959460855,32768,1.965577051375562,0.982788525687781,79.19921875,134139,0.010110100032761693,True
4,4,2,8,8,8,8,0,0,0,True,31.332570599974133,117.75,0.9395175511078017,919.1713111475053,3764925.690460182,32768,3.3304552356145907,0.8326138089036477,78.8203125,134137,0.011365800048224628,True
8,8,2,8,8,8,8,0,0,0,True,19.59511230001226,145.390625,0.9274674136462402,1469.7542713231594,6020113.495339661,32768,5.325395547739849,0.6656744434674812,78.98046875,134143,0.010556200053542852,True
