schema,run_id,arm,mode,family,workload,scale,execution_mode,repeat,order_index,bounded_wall_seconds,status,evidence_status,not_measured_reason,release_csv,artifact_label,artifact_mode,artifact_path,workload_descriptor,safety,g25_counters,committed_mutations_by_branch,error,segments_requested,segments_released,segments_completed,segments_failed,current_backlog,raw_bags_completed,processed_attempt_count,processed_attempt_min_seconds,processed_attempt_mean_seconds,processed_attempt_median_seconds,processed_attempt_p95_seconds,processed_attempt_p99_seconds,processed_attempt_max_seconds,java_release_mean_seconds,original_entry_mean_seconds,deadline_miss_count,route_evaluations,eligible_candidates,proposals,committed_mutations,fallbacks,fairness_fallbacks,fault_fallbacks,event_count,events_per_completed_segment,max_junction_queue_length,max_source_queue_length,wall_seconds,cpu_seconds,safety_pass
czr005.g4irsf25.native_campaign.v1,scale_1x_r0_00_S4,S4,off,BASELINE,scale_1x,1,full,0,0,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,S4,off,NOT_APPLICABLE,"{""protocol"": ""g4irsf10_distribution_preserving_fixed_map_resample"", ""release_semantics"": ""exact_hca_release_epoch"", ""scale"": 1, ""segments"": 43603, ""topology_changed"": false, ""tth_denominator"": ""java_release_time_tth""}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 0, ""eligible_candidates"": 0, ""fairness_fallbacks"": 0, ""fallbacks"": 0, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 0, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 0, ""route_evaluations"": 0, ""runtime_global_scans"": 0, ""same_actions"": 0, ""supported_candidates"": 0, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}",{},,43603,43603,43603,0,0,28506,28506,188.00199999998586,210.76973465235392,201.4019999999946,247.20399999998335,254.00400000001446,407.403999999995,210.76973465235392,2557.459498116046,0,0,0,0,0,0,0,0,3995959,91.64412999105566,19,1,19.558775300043635,19.203125,True
czr005.g4irsf25.native_campaign.v1,scale_1x_r0_01_T0,T0,t0,THRESHOLD,scale_1x,1,full,0,1,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,SCREEN_GATE_FAILED:ZERO_MUTATIONS,artifacts/datasets/g4irsf24_release_compact.csv,T0,t0,artifacts/policies/g4irsf25_t0_threshold.json,NOT_MEASURED,{},{},{},,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED
czr005.g4irsf25.native_campaign.v1,scale_1x_r0_02_L1,L1,l1,LEARNING,scale_1x,1,full,0,2,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L1,l1,artifacts/policies/g4irsf25_clcr_l1.json,"{""protocol"": ""g4irsf10_distribution_preserving_fixed_map_resample"", ""release_semantics"": ""exact_hca_release_epoch"", ""scale"": 1, ""segments"": 43603, ""topology_changed"": false, ""tth_denominator"": ""java_release_time_tth""}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 6543, ""eligible_candidates"": 32436, ""fairness_fallbacks"": 0, ""fallbacks"": 372026, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 362351, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 6543, ""route_evaluations"": 378569, ""runtime_global_scans"": 0, ""same_actions"": 9675, ""supported_candidates"": 32436, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""19"": 3728, ""6"": 1368, ""9"": 1447}",,43603,43603,43603,0,0,28506,28506,188.00199999998586,216.69094422226794,205.40199999999822,272.6019999999917,275.4039999999968,295.45399999999427,216.69094422226794,2563.38070768596,0,378569,32436,6543,6543,372026,0,0,4205009,96.43852487214183,11,1,21.37554109998746,21.078125,True
czr005.g4irsf25.native_campaign.v1,scale_1x_r0_03_L2,L2,l2,LEARNING,scale_1x,1,full,0,3,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L2,l2,artifacts/policies/g4irsf25_clcr_l2.json,"{""protocol"": ""g4irsf10_distribution_preserving_fixed_map_resample"", ""release_semantics"": ""exact_hca_release_epoch"", ""scale"": 1, ""segments"": 43603, ""topology_changed"": false, ""tth_denominator"": ""java_release_time_tth""}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 9709, ""eligible_candidates"": 32412, ""fairness_fallbacks"": 151, ""fallbacks"": 363190, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 356702, ""online_bias_updates"": 0, ""ood_fallbacks"": 1, ""proposals"": 9718, ""route_evaluations"": 372908, ""runtime_global_scans"": 0, ""same_actions"": 6336, ""supported_candidates"": 32411, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""16"": 2407, ""19"": 3510, ""6"": 2398, ""9"": 1394}",,43603,43603,43603,0,0,28506,28506,188.00199999998586,215.48596632287894,204.60199999999531,261.6039999999957,275.00399999999354,298.6519999999946,215.48596632287894,2562.1757297865706,0,372908,32412,9718,9709,363190,151,0,4109236,94.24204756553448,12,1,20.201479499985,19.765625,True
czr005.g4irsf25.native_campaign.v1,scale_1x_r1_00_L2,L2,l2,LEARNING,scale_1x,1,full,1,0,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L2,l2,artifacts/policies/g4irsf25_clcr_l2.json,"{""protocol"": ""g4irsf10_distribution_preserving_fixed_map_resample"", ""release_semantics"": ""exact_hca_release_epoch"", ""scale"": 1, ""segments"": 43603, ""topology_changed"": false, ""tth_denominator"": ""java_release_time_tth""}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 9709, ""eligible_candidates"": 32412, ""fairness_fallbacks"": 151, ""fallbacks"": 363190, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 356702, ""online_bias_updates"": 0, ""ood_fallbacks"": 1, ""proposals"": 9718, ""route_evaluations"": 372908, ""runtime_global_scans"": 0, ""same_actions"": 6336, ""supported_candidates"": 32411, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""16"": 2407, ""19"": 3510, ""6"": 2398, ""9"": 1394}",,43603,43603,43603,0,0,28506,28506,188.00199999998586,215.48596632287894,204.60199999999531,261.6039999999957,275.00399999999354,298.6519999999946,215.48596632287894,2562.1757297865706,0,372908,32412,9718,9709,363190,151,0,4109236,94.24204756553448,12,1,19.579422499984503,19.234375,True
czr005.g4irsf25.native_campaign.v1,scale_1x_r1_01_L1,L1,l1,LEARNING,scale_1x,1,full,1,1,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L1,l1,artifacts/policies/g4irsf25_clcr_l1.json,"{""protocol"": ""g4irsf10_distribution_preserving_fixed_map_resample"", ""release_semantics"": ""exact_hca_release_epoch"", ""scale"": 1, ""segments"": 43603, ""topology_changed"": false, ""tth_denominator"": ""java_release_time_tth""}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 6543, ""eligible_candidates"": 32436, ""fairness_fallbacks"": 0, ""fallbacks"": 372026, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 362351, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 6543, ""route_evaluations"": 378569, ""runtime_global_scans"": 0, ""same_actions"": 9675, ""supported_candidates"": 32436, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""19"": 3728, ""6"": 1368, ""9"": 1447}",,43603,43603,43603,0,0,28506,28506,188.00199999998586,216.69094422226794,205.40199999999822,272.6019999999917,275.4039999999968,295.45399999999427,216.69094422226794,2563.38070768596,0,378569,32436,6543,6543,372026,0,0,4205009,96.43852487214183,11,1,20.012477300013416,19.65625,True
czr005.g4irsf25.native_campaign.v1,scale_1x_r1_02_T0,T0,t0,THRESHOLD,scale_1x,1,full,1,2,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,SCREEN_GATE_FAILED:ZERO_MUTATIONS,artifacts/datasets/g4irsf24_release_compact.csv,T0,t0,artifacts/policies/g4irsf25_t0_threshold.json,NOT_MEASURED,{},{},{},,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED
czr005.g4irsf25.native_campaign.v1,scale_1x_r1_03_S4,S4,off,BASELINE,scale_1x,1,full,1,3,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,S4,off,NOT_APPLICABLE,"{""protocol"": ""g4irsf10_distribution_preserving_fixed_map_resample"", ""release_semantics"": ""exact_hca_release_epoch"", ""scale"": 1, ""segments"": 43603, ""topology_changed"": false, ""tth_denominator"": ""java_release_time_tth""}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 0, ""eligible_candidates"": 0, ""fairness_fallbacks"": 0, ""fallbacks"": 0, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 0, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 0, ""route_evaluations"": 0, ""runtime_global_scans"": 0, ""same_actions"": 0, ""supported_candidates"": 0, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}",{},,43603,43603,43603,0,0,28506,28506,188.00199999998586,210.76973465235392,201.4019999999946,247.20399999998335,254.00400000001446,407.403999999995,210.76973465235392,2557.459498116046,0,0,0,0,0,0,0,0,3995959,91.64412999105566,19,1,19.253895099973306,18.8125,True
czr005.g4irsf25.native_campaign.v1,scale_2x_r0_00_T0,T0,t0,THRESHOLD,scale_2x,2,full,0,0,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,SCREEN_GATE_FAILED:ZERO_MUTATIONS,artifacts/datasets/g4irsf24_release_compact.csv,T0,t0,artifacts/policies/g4irsf25_t0_threshold.json,NOT_MEASURED,{},{},{},,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED
czr005.g4irsf25.native_campaign.v1,scale_2x_r0_01_L1,L1,l1,LEARNING,scale_2x,2,full,0,1,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L1,l1,artifacts/policies/g4irsf25_clcr_l1.json,"{""protocol"": ""g4irsf10_distribution_preserving_fixed_map_resample"", ""scale"": 2, ""segments"": 87206, ""topology_changed"": false, ""tth_denominator"": ""java_release_time_tth""}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 15888, ""eligible_candidates"": 133602, ""fairness_fallbacks"": 1858, ""fallbacks"": 1326748, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 1, ""non_corridor_fallbacks"": 1291894, ""online_bias_updates"": 0, ""ood_fallbacks"": 10691, ""proposals"": 31947, ""route_evaluations"": 1358695, ""runtime_global_scans"": 0, ""same_actions"": 22304, ""supported_candidates"": 112880, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""16"": 2436, ""19"": 7419, ""6"": 3024, ""9"": 3009}",,87206,87206,87206,0,0,57012,57012,188.00199999998586,275.62693752192524,232.60199999999168,463.202899999996,1076.6484999999898,5369.603999999996,378.9540704062303,2728.498042016848,0,1358695,133602,31947,15888,1326748,1858,0,9515422,109.11430406164713,32,1354,57.20843280002009,55.8125,True
