policy,window_name,task_id,segment_id,goal_reached,failed_reason,steps,wait_events,wait_seconds,source_wait_seconds,loop_count,nonprogress_steps,learner_path,teacher_path
model_only_no_astar,g4d_offset2048_1024_high_density,2128,2128:direct,True,,12,2,5.174083,0,0,2,"[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]","[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2129,2129:storage_in,True,,8,2,7.174084,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2131,2131:storage_in,True,,9,1,4.030011,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2132,2132:direct,True,,7,1,5.140342,0,0,1,"[4, 17, 18, 22, 24, 27, 45, 48]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2135,2135:storage_in,True,,8,1,4.140343,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 12, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2136,2136:storage_in,True,,7,1,1.748074,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2138,2138:storage_in,True,,7,1,1.552671,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2143,2143:direct,True,,8,1,0.875311,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2145,2145:storage_in,True,,7,1,1.577511,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2149,2149:storage_in,True,,9,1,0.437851,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2152,2152:storage_in,True,,7,1,0.293352,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2153,2153:storage_in,True,,7,1,1.693353,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2154,2154:direct,True,,8,1,0.893891,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2160,2160:storage_in,True,,7,1,1.412451,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2162,2162:storage_in,True,,7,1,2.451831,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2163,2163:storage_in,True,,7,1,1.732582,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2165,2165:storage_in,True,,7,2,3.659961,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2166,2166:storage_in,True,,7,2,3.161652,0,0,2,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2168,2168:storage_in,True,,7,2,2.586933,0,0,2,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2169,2169:direct,True,,12,1,2.960804,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2167,2167:storage_in,True,,8,2,4.431235,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2170,2170:storage_in,True,,7,2,3.601106,0,0,2,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2171,2171:storage_in,True,,7,2,3.031237,0,0,2,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2172,2172:storage_in,True,,7,1,2.972668,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2173,2173:storage_in,True,,7,1,2.161749,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2178,2178:storage_in,True,,7,1,1.453291,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2179,2179:storage_in,True,,7,1,0.090802,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2183,2183:storage_in,True,,7,1,0.201571,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2184,2184:storage_in,True,,7,1,0.002712,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2193,2193:direct,True,,8,1,1.887011,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2195,2195:direct,True,,8,1,0.887012,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2201,2201:storage_in,True,,7,1,0.063061,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2214,2214:direct,True,,8,1,1.882251,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2215,2215:direct,True,,8,1,0.262252,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2226,2226:storage_in,True,,7,1,1.994291,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2237,2237:direct,True,,8,1,0.008051,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2259,2259:storage_in,True,,8,1,1.541681,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2267,2267:direct,True,,8,1,1.844391,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2269,2269:direct,True,,9,1,1.526552,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 38, 37, 49]","[1, 7, 8, 11, 14, 46, 36, 38, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2274,2274:storage_in,True,,8,1,0.393721,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2275,2275:storage_in,True,,7,1,1.826521,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2282,2282:storage_in,True,,9,1,3.307851,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2281,2281:storage_in,True,,7,2,5.037112,0,0,2,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2280,2280:storage_in,True,,7,1,5.907793,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2285,2285:storage_in,True,,7,3,5.612094,0,0,3,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2286,2286:direct,True,,7,2,7.812095,0,0,2,"[5, 19, 18, 22, 24, 27, 45, 48]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2283,2283:direct,True,,7,2,7.327986,0,0,2,"[4, 17, 18, 22, 24, 27, 45, 48]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2287,2287:direct,True,,12,1,1.527987,0,0,1,"[3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]","[3, 16, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2290,2290:storage_in,True,,7,1,0.323678,0,0,1,"[3, 16, 21, 23, 24, 27, 28, 47]","[3, 16, 17, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2292,2292:direct,True,,12,1,6.701189,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2293,2293:direct,True,,7,2,5.5078,0,0,2,"[53, 20, 21, 23, 24, 27, 45, 48]","[53, 20, 21, 23, 24, 27, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2296,2296:storage_in,True,,7,1,6.436861,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2294,2294:storage_in,True,,8,2,6.907802,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2298,2298:storage_in,True,,7,1,6.907803,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2303,2303:direct,True,,12,1,0.637434,0,0,1,"[3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]","[3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2297,2297:direct,True,,8,1,0.800001,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2302,2302:storage_in,True,,7,1,8.319431,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2305,2305:storage_in,True,,7,1,0.922282,0,0,1,"[3, 16, 21, 23, 24, 27, 28, 47]","[3, 16, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2309,2309:storage_in,True,,7,1,6.955143,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2311,2311:direct,True,,12,1,6.526314,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2300,2300:storage_in,True,,7,1,6.141995,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2315,2315:storage_in,True,,7,1,7.326316,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2312,2312:direct,True,,8,1,1.929261,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2316,2316:direct,True,,11,1,0.007985,0,0,1,"[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]","[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2320,2320:storage_in,True,,7,1,5.742397,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2319,2319:direct,True,,8,1,1.511752,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2314,2314:direct,True,,8,1,1.329263,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2323,2323:storage_in,True,,7,1,5.105381,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2326,2326:storage_in,True,,7,1,4.416992,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2325,2325:storage_in,True,,8,1,4.676593,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2328,2328:storage_in,True,,7,1,3.639834,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2329,2329:direct,True,,8,1,1.754491,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2331,2331:direct,True,,8,1,1.607932,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2307,2307:storage_in,True,,7,1,1.276595,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2332,2332:direct,True,,9,1,1.591253,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 38, 37, 49]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2338,2338:direct,True,,8,1,3.563081,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2327,2327:direct,True,,8,1,3.280402,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2336,2336:direct,True,,8,1,2.280403,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2317,2317:storage_in,True,,7,1,1.816821,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2341,2341:storage_in,True,,8,2,1.987702,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2318,2318:storage_in,True,,7,1,1.000011,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2348,2348:direct,True,,7,1,2.656522,0,0,1,"[5, 19, 18, 22, 24, 27, 45, 48]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2345,2345:storage_in,True,,7,2,1.350023,0,0,2,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2346,2346:direct,True,,8,1,0.233151,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 44, 50]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2347,2347:storage_in,True,,7,2,2.618941,0,0,2,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2352,2352:direct,True,,7,1,1.210982,0,0,1,"[4, 17, 18, 22, 24, 27, 45, 48]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2350,2350:direct,True,,8,1,0.849991,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 14, 46, 36, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2354,2354:storage_in,True,,7,1,0.937103,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2355,2355:direct,True,,13,1,3.519991,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]","[0, 6, 12, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2356,2356:direct,True,,7,1,3.659452,0,0,1,"[5, 19, 18, 22, 24, 27, 45, 48]","[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2358,2358:storage_in,True,,7,1,2.218003,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2367,2367:storage_in,True,,7,2,4.872871,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2368,2368:storage_in,True,,7,2,3.968612,0,0,2,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2369,2369:storage_in,True,,7,2,5.768613,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2370,2370:direct,True,,8,1,1.399361,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2373,2373:direct,True,,8,1,1.250852,0,0,1,"[1, 7, 8, 11, 14, 46, 36, 44, 50]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 44, 50]"
model_only_no_astar,g4d_offset2048_1024_high_density,2371,2371:direct,True,,9,1,1.243293,0,0,1,"[0, 6, 8, 11, 14, 46, 36, 38, 37, 49]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2375,2375:direct,True,,12,1,1.739524,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]"
model_only_no_astar,g4d_offset2048_1024_high_density,2376,2376:direct,True,,7,2,3.090615,0,0,2,"[5, 19, 18, 22, 24, 27, 45, 48]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2378,2378:storage_in,True,,7,2,4.174541,0,0,2,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2383,2383:storage_in,True,,9,1,2.083281,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2384,2384:storage_in,True,,7,1,6.064852,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2379,2379:storage_in,True,,8,3,7.010003,0,0,3,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2382,2382:storage_in,True,,7,3,5.800711,0,0,3,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2388,2388:storage_in,True,,7,1,6.105102,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2390,2390:storage_in,True,,7,1,5.627013,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2389,2389:storage_in,True,,7,2,7.000714,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2399,2399:storage_in,True,,9,1,0.873671,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2401,2401:direct,True,,7,1,5.080171,0,0,1,"[4, 17, 18, 22, 24, 27, 45, 48]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2400,2400:storage_in,True,,9,2,1.206322,0,0,2,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2402,2402:storage_in,True,,7,1,5.806323,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2404,2404:storage_in,True,,7,3,4.622341,0,0,3,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2406,2406:storage_in,True,,7,1,3.031772,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2407,2407:storage_in,True,,8,1,1.242993,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 12, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2408,2408:direct,True,,7,1,0.036824,0,0,1,"[5, 19, 18, 22, 24, 27, 45, 48]","[5, 19, 18, 22, 24, 27, 45, 48]"
model_only_no_astar,g4d_offset2048_1024_high_density,2409,2409:storage_in,True,,7,1,0.209041,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_offset2048_1024_high_density,2413,2413:storage_in,True,,10,1,1.089831,0,0,1,"[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
