candidate_id,family,tier,selection_id,selected_segment_count,selected_raw_bag_count,selection_sha256,cohort_sha256,scorer,pibt,control,resolved_priority,framework,preference,diagnostic_only,execution_status,gate_status,promotion_status,early_reject_reasons,blocker,original_entry_mean_minutes,original_entry_p95_seconds,original_entry_p99_seconds,source_wait_mean_minutes,network_time_mean_minutes,complete_raw_bag_count,completed_segment_count,completion_rate,conflict_count,unsafe_entry_count,runtime_full_astar_calls,global_reservation_scan_count,future_routes_stored,unresolved_deadlock_count,event_limit_reached,time_limit_reached,reservation_depth,credit_issued_count,credit_consumed_count,credit_expired_count,credit_local_hold_count,selective_credit_trigger_count,selective_credit_low_load_bypass_count,selective_credit_merge_trigger_count,selective_credit_contention_trigger_count,priority_teacher_input_count,priority_future_route_input_count,priority_global_scan_count,pibt_applicability_count,pibt_attempt_count,pibt_prepare_count,pibt_validate_count,pibt_commit_count,pibt_rollback_count,pibt_backtrack_count,pibt_wait_for_cycle_count,pibt_handoff_count,pibt_max_observed_depth,pibt_state_read_count,pibt_message_count,pibt_decision_latency_seconds,pibt_preference_candidate_count,pibt_preference_unique_exit_penalty_count,pibt_preference_wait_cycle_penalty_count,pibt_preference_backtrack_penalty_count,pibt_preference_regret_prior_hit_count,decision_latency_us_p50,decision_latency_us_p95,decision_latency_us_p99,runtime_deterministic_sha256,result_file_sha256,cache_key,attempt_id
C_Q0,priority,motif,real_map2_dense_merge_window_v1,96,96,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,7fb06e1fef14e2ce3744bdd336d8136be1db5bf3976ed9079ade4d5108b3f03a,S1_frozen_g4e_legal_local_adapter,P2,C0,Q0,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,1.4763796388888377,204.00199999999313,205.2953364999992,0.0,1.4763796388888377,96,96,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,11.2,16.2,16.951999999999998,43a87608703f4a7949320426c46bd967ee1aab0568def0b5e3e28ab1a40dec13,655aba9eef09a11cf21189f10ca679ad5f5c5c71f607cf27baa66611b23bc42b,562448fba64a670d9f8e201280086351a1fcc537a98adc6f31370250aa9560ae,1785129139453112400-LAPTOP-M3GASC4G-37948
C_Q0,priority,144,canonical_first_144_segments,144,72,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,3d8f81aa8c202aaa5bf21aa85b768f7da3f6de64523682e80365bab8a34a5d44,S1_frozen_g4e_legal_local_adapter,P2,C0,Q0,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,170.2065503131944,11436.12360435,11543.1381596,0.021238425925925928,3.7370758449073818,72,144,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,11.2,16.4,21.61199999999999,3f42402affc8a55353fc5b4c3af5e33f9816b1703f63dacdfdaa1fd09b0e2a4b,5a691c9fc40815a863697eedb1addce2155dbc02db3192f8846eacb1d400b9d0,c4914585eb0e7187494d23b836f59404fb5ba8b157e3193b64c075f75caca7e5,1785129148769165300-LAPTOP-M3GASC4G-37948
C_Q0,priority,512,canonical_first_512_segments,512,256,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,896abc54086eedf66c85642f55a34cd840df6fb50ff8d4c3ea07ef179b2730a5,S1_frozen_g4e_legal_local_adapter,P2,C0,Q0,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,146.9392175288411,11175.843132499998,11752.4073765,0.05211588541666667,3.8066273606770533,256,512,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,9.1,16.2,17.442000000000007,e9a582f3359207fa4858a80d030587c8c27ce640d698b9f5eb88a8854a0c3371,b3046e96b5f6fd64d0cf4b60d040359b8c4a4c5d0d751587b1f5e1f8a14b7c55,67250993ca7cdaee73a62bdb3330c5380ac3c54907b12421202edd1d3dd32e67,1785129159386733500-LAPTOP-M3GASC4G-37948
C_Q0,priority,2048,canonical_first_2048_segments,2048,1047,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,d1f6d7b81a33a305e1e3aa05c3f1fecdb35311382f73aeb441dfb9624aa45f7b,S1_frozen_g4e_legal_local_adapter,P2,C0,Q0,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,105.2098333453199,10876.219158999997,11450.6729738,0.27899156319643426,3.9747081329193987,1047,2048,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,10.5,16.5,18.038000000000103,fea32faf938a99e2aa92ad68eadc06419453b8ea612bf5247179ce46b1ad80d7,083c4fe44a9bc3c01206a5461ca039c4228a7bd2997b5708eac8b96fa1fe927a,d959d3df0150dd784cff4f0a61cc82a5f3ea2e5f75f258954a870bb92f0d0d09,1785129167599897000-LAPTOP-M3GASC4G-37948
C_Q0,priority,8192,canonical_first_8192_segments,8192,4898,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,1df50671e23800809f00eb8a2372850737a67824ed6b13e55021bf6877dc6a46,S1_frozen_g4e_legal_local_adapter,P2,C0,Q0,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,57.326232792272286,9527.676140999993,11014.033238099995,0.5866493126446168,3.9850262115488624,4898,8192,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,187,191,4,20,4,0,183,0,1,1,,,,0,0,0,0,0,9.7,16.5,18.7,38f0da3b8610bf85f852e1ca6b0ea2e9b340ed91a5b03266f0f2ec80358d3765,0312485f643020d1eeb70025be028f57e5f02a774fd66643b6f87378ba299db3,a9e5ed5e90e68ec484f7b89b5b958f06f8700d2c019cfeeeb085446e2dbed55d,1785129177769521100-LAPTOP-M3GASC4G-37948
C_Q0,priority,full,canonical_first_43603_segments,43603,28506,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,6eacd336812fb71261db48debd3e1f96129479f8b84d478b8fb2661bacd654f6,,,,Q0,,,,NOT_RUN,NOT_EVALUATED,NOT_AUTHORIZED,,TIER_NOT_RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C_Q1,priority,motif,real_map2_dense_merge_window_v1,96,96,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,7fb06e1fef14e2ce3744bdd336d8136be1db5bf3976ed9079ade4d5108b3f03a,S1_frozen_g4e_legal_local_adapter,P2,C0,Q1,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,1.4763796388888377,204.00199999999313,205.2953364999992,0.0,1.4763796388888377,96,96,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,11.5,17.1,20.71199999999999,a522a1a418c131a473ca46b41e066e82e88168e3ed4d77fb671ec9ce4813b1a8,55b892e4605356f0e65f8a6c49fc35cf7b45999e3945765349c1d43b5bb016d3,a8ede2b4241e2090c45ce10e9991c7ad7698df86faaff822759356595d28148a,1785129140183477600-LAPTOP-M3GASC4G-37948
C_Q1,priority,144,canonical_first_144_segments,144,72,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,3d8f81aa8c202aaa5bf21aa85b768f7da3f6de64523682e80365bab8a34a5d44,S1_frozen_g4e_legal_local_adapter,P2,C0,Q1,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,170.2065503131944,11436.12360435,11543.1381596,0.021238425925925928,3.7370758449073818,72,144,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,10.8,15.900000000000002,17.323999999999977,071bce0605ba9b53b2ae8a21b6e716e56d287d8acc51634c8efa6a798a7aa4a3,b420d839214306bc5441d5011a381365891ecacf9b371a3bf5c555e6a526cf70,f774c07afe7cad02a0dabe5fa2927bdf7d73d02bc6b2acaf0aeb944f7ccf1499,1785129149486426400-LAPTOP-M3GASC4G-37948
C_Q1,priority,512,canonical_first_512_segments,512,256,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,896abc54086eedf66c85642f55a34cd840df6fb50ff8d4c3ea07ef179b2730a5,S1_frozen_g4e_legal_local_adapter,P2,C0,Q1,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,146.9392175288411,11175.843132499998,11752.4073765,0.05211588541666667,3.8066273606770533,256,512,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,10.7,16.4,20.54200000000001,d0c6e686a041f8205e63e1a4dceea98f1f3746e4d70201a0cfe45f83a46590c8,0a7e9d5b12e83e5988db703c061a3c0cb9ae89b42791e2ef50ca1e988395f1cb,5ceda65432cc91d91d235cc666ada049accf6913afa253edcd89af4b0b48ce52,1785129160025741400-LAPTOP-M3GASC4G-37948
C_Q1,priority,2048,canonical_first_2048_segments,2048,1047,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,d1f6d7b81a33a305e1e3aa05c3f1fecdb35311382f73aeb441dfb9624aa45f7b,S1_frozen_g4e_legal_local_adapter,P2,C0,Q1,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,105.2098333453199,10876.219158999997,11450.6729738,0.27899156319643426,3.9747081329193987,1047,2048,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,11.3,16.9,20.6380000000001,dd789964caaf4bcabc71e0e2041dc31025260c14c164915635a8e57d49e53c84,bcf05d405aba2e31e9cb57447c9d26e1fe51a9846154fd7f509ffc0cbcdfd23b,d7151a6937399440ba55e4c01e18abbb4a3c48dc985d80a560cf335ce64a66d7,1785129168918943500-LAPTOP-M3GASC4G-37948
C_Q1,priority,8192,canonical_first_8192_segments,8192,4898,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,1df50671e23800809f00eb8a2372850737a67824ed6b13e55021bf6877dc6a46,S1_frozen_g4e_legal_local_adapter,P2,C0,Q1,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,57.326232792272286,9527.676140999993,11014.033238099995,0.5866493126446168,3.9850262115488624,4898,8192,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,187,191,4,20,4,0,183,0,1,1,,,,0,0,0,0,0,9.9,16.7,19.7,9ea1d6abaed22b0fddbabd219956996ad66e096824bf5dff1ae029b42ababe2d,29b9f4c292ba35112d9f9814a8d4a40b3fcdb869c5e885323bf59a807eea7e9b,a0e809834a4d86eb39d2fab903f86ccbf1c61205283480967d6f99d448e11b06,1785129181302913700-LAPTOP-M3GASC4G-37948
C_Q1,priority,full,canonical_first_43603_segments,43603,28506,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,6eacd336812fb71261db48debd3e1f96129479f8b84d478b8fb2661bacd654f6,,,,Q1,,,,NOT_RUN,NOT_EVALUATED,NOT_AUTHORIZED,,TIER_NOT_RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C_Q2,priority,motif,real_map2_dense_merge_window_v1,96,96,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,7fb06e1fef14e2ce3744bdd336d8136be1db5bf3976ed9079ade4d5108b3f03a,S1_frozen_g4e_legal_local_adapter,P2,C0,Q2,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,1.4763796388888377,204.00199999999313,205.2953364999992,0.0,1.4763796388888377,96,96,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,11.2,16.4,17.6,3bc3017ce09160796c39ac028f487b412eb196a6e99fac9f4d21430aea7ee732,90f23b7246723d8be0e8829d6ba45d7edb1f5f0a6fa1e338fcdaf7214022c82d,2759ffc119c378eca20d552e0938e80115e6a159c826d1a0d2e2dff539402d0b,1785129140880852600-LAPTOP-M3GASC4G-37948
C_Q2,priority,144,canonical_first_144_segments,144,72,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,3d8f81aa8c202aaa5bf21aa85b768f7da3f6de64523682e80365bab8a34a5d44,S1_frozen_g4e_legal_local_adapter,P2,C0,Q2,event_loop_one_step,current,False,EXECUTED,PASS,ELIGIBLE_FOR_NEXT_TIER,,,170.2065503131944,11436.12360435,11543.1381596,0.021238425925925928,3.7370758449073818,72,144,1.0,0,0,0,0,0,0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,9.3,15.7,17.1,41d02152f140fad5182d52c1370a8b0267035af85aefc90c2765b8dee7a8dc51,edc7efba0f1abe83f84e02e2e158b2a4fe7ea4d44526354bd22d6ea9367babc7,ac1f2c1966b05d30f657dd1953003f521e15857178c2f23121fb93c6c1fca2b5,1785129150148720000-LAPTOP-M3GASC4G-37948
