target_key,descriptor_id,kind,clone_group_id,event_ordinal,horizon,pair_status,eligible_causal_label,exclusion_reason,action_changed,same_state_start,certificate_valid,signed_label,delta_completion_mean_seconds,direct_affected_runtime_bag_ids,realized_affected_runtime_bag_ids,externality_runtime_bag_ids,sampling_stratum_id,N_h,n_h,pi_h,analysis_weight
cc510240a22ab136f9ffe9534883e7e2953efc1424363e3003aa2cadc2229c1e:H_bag,cc510240a22ab136f9ffe9534883e7e2953efc1424363e3003aa2cadc2229c1e,I3,af3980534b18d37ccd3f7f226656db6bbda985b01a299f1e992df8df52c4360a,4752,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,75.60000000000218,[78],,,I3|TAIL|NO_DIVERGENCE|LOW,78,1,0.01282051282051282,78.0
b6155c65451c0ebcac047af650af7f982c9803cbf36405817012b02847bca2d0:H_bag,b6155c65451c0ebcac047af650af7f982c9803cbf36405817012b02847bca2d0,I4,04484b19a7b3ca5ce39e85b2f6e036ece9f47c3a7fa88347ebd6f9c80aca4c6b,163514,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,1.0,[2238],,,I4|TAIL|NO_DIVERGENCE|HIGH,13582,4,0.0002945074363127669,3395.5
4b30e3a792ae1dff3812947effd21f85f3d5cb6ea16de11a5cf3f6704cfab31f:H_bag,4b30e3a792ae1dff3812947effd21f85f3d5cb6ea16de11a5cf3f6704cfab31f,I4,14dac79561809f6e8028113971f537ae4c8bc6adde4167e77d9a1b903c49e3ae,248565,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,[3502],,,I4|BODY|DIVERGENCE|HIGH,30514,4,0.0001310873697319263,7628.500000000001
f50bc7ca20a9d860897da568b14a7cd444061e2dcb6abccc15ac15a777e5a5e6:H_bag,f50bc7ca20a9d860897da568b14a7cd444061e2dcb6abccc15ac15a777e5a5e6,I3,6956a36a66fd6d0f90373ddbd034038c46854deff9ad2b087bbc067d77d0b2a8,302878,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,75.5999999999949,[4100],,,I3|BODY|NO_DIVERGENCE|HIGH,170143,53,0.00031150267715980085,3210.245283018868
e841c756331ebbd701bbe13e27d0112caef4875922218c213eb048f3068d8123:H_bag,e841c756331ebbd701bbe13e27d0112caef4875922218c213eb048f3068d8123,I4,1a41e33029fb9ba9f6695ba12b0346395d9518c6ae82e4cafed70d3e617fac73,320816,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,[4361],,,I4|BODY|NO_DIVERGENCE|HIGH,471856,52,0.00011020311281407888,9074.153846153846
c4d66c024a798b84dbc43749360e12e2811ce69afdf1406d64aff117b93999cf:H_bag,c4d66c024a798b84dbc43749360e12e2811ce69afdf1406d64aff117b93999cf,I4,e332fcd348671dd2afe9d7bf3526aa51193287b37a913ecae0b4d294ea534415,334673,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,0.24935999999797787,[4477],,,I4|BODY|NO_DIVERGENCE|HIGH,471856,52,0.00011020311281407888,9074.153846153846
670900a522e48eec03b7e5d77f9c03c8a2137c444f46857ecbe0bef0f933d54d:H_bag,670900a522e48eec03b7e5d77f9c03c8a2137c444f46857ecbe0bef0f933d54d,I3,13aaff442106663f16cfbcc4555663597e06a25d04fd9fd198f421dd23d7071f,360177,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,24.100000000002183,[4710],,,I3|BODY|NO_DIVERGENCE|HIGH,170143,53,0.00031150267715980085,3210.245283018868
57b497030e6d990cfcf74dcb395b7dcd348d8bc3918fa42355b57bca45b4a234:H_bag,57b497030e6d990cfcf74dcb395b7dcd348d8bc3918fa42355b57bca45b4a234,I3,c194989342df7d81a25858d507e5857b8d3ee3066de9f98643671bafc4172c0a,360321,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,BENEFICIAL,-69.19017999999414,[4712],,,I3|TAIL|NO_DIVERGENCE|HIGH,4196,4,0.0009532888465204957,1049.0
40f04983d7562627efe756cb9bfec3292b8cc63c9744ff276966f501809e7e08:H_bag,40f04983d7562627efe756cb9bfec3292b8cc63c9744ff276966f501809e7e08,I3,9ac2f184f7cd051cfa63d4953cfa46b1017846317a3522e2e5ec5295eb5498b8,372887,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,[909],,,I3|BODY|NO_DIVERGENCE|HIGH,170143,53,0.00031150267715980085,3210.245283018868
004086ae6c54a0290647cc59e24c6ebefc596a58e0775edaca61f6bef3ed367c:H_bag,004086ae6c54a0290647cc59e24c6ebefc596a58e0775edaca61f6bef3ed367c,I3,369ec330a5094d6ecaafb82fdf5fb98a052d692727f1ae6e26eae5deaddf1332,376331,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,77.67513999999937,[1137],,,I3|BODY|NO_DIVERGENCE|HIGH,170143,53,0.00031150267715980085,3210.245283018868
