group_id,event_ordinal,runtime_bag_id,time_block,pressure_bin,execution_observed,execution_status,action_applied,guard_abstain,guard_abstain_reason,effect_evidence_complete,system_safe,system_beneficial,fair_system_beneficial,system_beneficial_but_costly,system_beneficial_but_unfair,benefit_fairness_label,raw_bag_mean_delta_seconds,raw_bag_p95_delta_seconds,raw_bag_p99_delta_seconds,raw_bag_max_delta_seconds,deadline_miss_delta,individual_direct_cost_seconds,individual_direct_nonregressing,individual_direct_beneficial,deadline_headroom_evidence_complete,deadline_headroom_failure_reason,baseline_priority_slack_seconds,baseline_travel_time_seconds,baseline_static_potential_seconds,baseline_target_availability_wait_seconds,deadline_headroom_seconds,treatment_current_bag_evidence_complete,treatment_current_bag_failure_reason,treatment_current_bag_completed,treatment_current_bag_failed,treatment_current_bag_finish_time_seconds,treatment_current_bag_deadline_seconds,treatment_current_bag_before_deadline,individual_fair_evidence_complete,individual_cost_within_headroom,individual_fair,strict_no_delay
dec7b305c64f6046a3cceb4abfa67d30c81b77679f5e99b2beaccc68f97c9bdb|e413549f46f06fba860ce026ac9e659098335a3cd48c99e7f82d98e71d7b840a|480571,480571,4612,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,-0.00014032133577757122,0.0,0.0,0.0,0,136.40000000000146,False,False,True,,9382.429260706002,3.6,36.8,0.0,9342.029260706002,True,,True,False,20200.402,29400.030260706,True,True,True,True,False
e157cd5d0eaab43b2af6a30c7d9d0b04ef3d39f62731edbfc8ef8dd80b272860|c1d4ccd26942adaa8ca0779e6ca3409560b31ef48195765177d7671be5767132|480882,480882,4615,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,-0.0006244299451907409,0.0,0.0,0.0,0,135.40000000000146,False,False,True,,9680.419260706,3.6,36.8,0.0,9640.019260706,True,,True,False,20201.402,29700.020260706,True,True,True,True,False
7c3c2e4305220caca5985b2e5910858a0547847f26add486d49a78bb454bd420|466d58b8c131ee7a97bcce3292bcec6a47988898e73ed2dfa83d166fb9cfc96f|481053,481053,4617,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,-0.0006314460118517218,0.0,0.0,0.0,0,127.79999999999927,False,False,True,,9679.429260706002,3.6,36.8,0.0,9639.029260706002,True,,True,False,20201.402,29700.030260706,True,True,True,True,False
5c92a353b88370e4803df29da75ceb5c57de4b75375cccb8c1ffbf9551eddb3c|f9779d7475802c50812b8a7243184a85780e5ca945a29354327679fb4239bbb6|483825,483825,4643,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,-0.0005086648423002771,0.0,0.0,0.0,0,6.0,False,False,True,,6364.4192607059995,3.6,36.8,0.0,6324.019260705999,True,,True,False,20088.001999999997,26400.020260706,True,True,True,True,False
ee8d21cca6b5122b0ca9ff15d24e8c25cb390911bf332d69dfac1bbabfadb6d8|3ff395b8d961bd32a415750a30bd03f8edc927a48b6c7b0cbae38518f309e8b3|484041,484041,4647,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,-0.0005016487756392962,0.0,0.0,0.0,0,6.0,False,False,True,,6363.4292607060015,3.6,36.8,0.0,6323.029260706001,True,,True,False,20089.001999999997,26400.030260706,True,True,True,True,False
9f1e07b7b101b72759e40b26d74c834ed4165714ef00df2c1fb6749c851851f1|f3442e2a8ebd21bf80c4fda555163e5b0bd34c0495d9ee6d02c97ad38ca3ae14|484236,484236,4648,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.0011330947870646924,0.0,0.0,0.0,0,6.0,False,False,True,,5162.4192607059995,3.6,36.8,0.0,5122.019260705999,True,,True,False,20090.001999999997,25200.020260706,True,True,True,True,False
a2fdd7d1be8e760b089be2a3d078f9a5d817c71c234263e72ff5e409261c9b7b|04eb1dd64016fe8906de76b16520866ee9d4d2c8df072bc4182f5198341d7474|484441,484441,4653,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.0011330947870646924,0.0,0.0,0.0,0,6.0,False,False,True,,5161.4292607060015,3.6,36.8,0.0,5121.029260706001,True,,True,False,20091.001999999997,25200.030260706,True,True,True,True,False
1891c4ed51d1ce7b6625ddf908ad8af603769fea56db1270762781226767d17d|89851b97b781b798242f64a5f822d36dcbccdb5830efe30c5680974ec9623907|593976,593976,5647,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.006350417456957302,-0.8099999999949432,0.0,0.0,0,7.600000000002183,False,False,True,,3953.4192607059995,3.6,32.4,0.0,3917.4192607059995,True,,True,False,20872.202,24600.020260706,True,True,True,True,False
316be255913d367693b1800bed98df997822a946ad74462c7b4ed1d37b2c84a7|4a80d25e9f957096bf352892e745d2d1c321ef4cc0c88c321f3f145bcf991d69|594171,594171,5650,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.013021819967917736,0.0,0.0,0.0,0,13.600000000002183,False,False,True,,3952.4292607060015,3.6,32.4,0.0,3916.4292607060015,True,,True,False,20879.202,24600.030260706,True,True,True,True,False
a24aac37328c4adb3773e6161294077d21bac2a32faca40e989dbba99dc0a1fc|7f256b159f171a8394ec40d045feaadb208df148e0c3c1f54da5ac6e1b0c641f|595852,595852,5672,22,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.013063916369588924,-0.8099999999949432,0.0,0.0,0,-8.19999999999709,True,True,True,,4243.4192607059995,3.6,62.4,0.0,4177.4192607059995,True,,True,False,20850.201999999997,24900.020260706,True,True,True,True,True
732151e8eeb7d4768c3b9f338bff51df22d116fb15a85a414eaf58a101cf3d9b|126c776d07165224bc61c8db74c8c721693933eeeea54db16195309c70a68bb5|596059,596059,5675,22,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,True,True,False,False,SYSTEM_BENEFICIAL_FAIR_STRICT_NO_DELAY,-5.27531923105343,-54.432499999992615,-9.378499999995256,142.40000000000146,0,-5.799999999995634,True,True,True,,4242.4292607060015,3.6,62.4,0.0,4176.4292607060015,True,,True,False,20857.201999999997,24900.030260706,True,True,True,True,True
9c121097577b9cbccb638cbc904ae6de94a36624526827171bef1ac97fb985f1|536ecd126da40c0c902bc6e68f067f55179bfc9a72df38047efcf977eae67579|597377,597377,5688,22,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.0,0.0,0.0,0.0,0,4.0,False,False,True,,5136.4192607059995,3.6,36.8,0.0,5096.019260705999,True,,True,False,20714.602,25800.020260706,True,True,True,True,False
4f4bf748f550f9c617f04ddc98f5b027da3e12f6343322e0c61907901e2b4012|6551e5f0ef6a558decead8fb545920a859df4cf99cfca5c21f91f398a8deee35|597600,597600,5691,22,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,-1.6663158532992384e-05,0.0,0.0,0.0,0,17.0,False,False,True,,5135.4292607060015,3.6,36.8,0.0,5095.029260706001,True,,True,False,20729.602,25800.030260706,True,True,True,True,False
25b35586c7356bc3938f7632138a729ada6708d5d0878b6c31c1bb6457ea8965|4ed0b34adef2e73af142e2cbf474665e1790debf5d41502353aad3e168cd6786|599497,599497,5703,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.007563320002930141,0.0,0.0,0.0,0,91.0,False,False,True,,8126.4192607059995,3.6,36.8,0.0,8086.019260705999,True,,True,False,20814.602,28800.020260706,True,True,True,True,False
cad343165af4c5c82a10ba32c4b8f901914846a12634334681c34b275a49cb7f|d2448bcd6cc060a097851f1676fe95ae81987071351bdc5867c5837a2a3de56d|599793,599793,5707,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.007563320003356466,0.0,0.0,0.0,0,89.0,False,False,True,,8124.9292607060015,3.6,36.8,0.0,8084.529260706001,True,,True,False,20813.602,28800.030260706,True,True,True,True,False
61dc67967b7bbcbf8a3f6725465c61794618e292d239aaba4f0337ca152ac400|d6ac8927f06db95e5ac99f400bf0e31c190760323e05ee15d8aca0171b35c9fd|600510,600510,5716,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.02902546832345365,-0.8099999999949432,0.0,0.0,0,22.999999999996362,False,False,True,,4221.4192607059995,3.6,32.4,0.0,4185.4192607059995,True,,True,False,20920.201999999997,24900.020260706,True,True,True,True,False
f699ee51f53c14c04fca687a29b69aaffbecd1e8f4acdf519d8e3d438f0aba7b|496be6697c4752b7557a58b412a7d658a3e8f7d2d849b9a850093837f2384ead|600711,600711,5719,22,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,False,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.021190275732294594,0.02750000000014552,0.0,0.0,0,20.0,False,False,True,,4220.4292607060015,3.6,32.4,0.0,4184.4292607060015,True,,True,False,20918.202,24900.030260706,True,True,True,True,False
b6979681b441a150f8011955abd4872764ff334c1778d449cb87886218cb9d3c|66bdf6cc9656950de12b34844bc6fab0aeb646d55a9a30a14de07e2e6449ebc1|602910,602910,5741,22,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.0,0.0,0.0,0.0,0,21.399999999997817,False,False,True,,5111.4192607059995,3.6,36.8,0.0,5071.019260705999,True,,True,False,20757.001999999997,25800.020260706,True,True,True,True,False
4a078fdd23dce5cee0ef443cbf4e2ed761000c8292e69e6f4424b1858654e908|5e55a38c17f0b0ac3aeb79bff1c68cbb65180ba64b14d8ba70f3ccd60359fcdc|603095,603095,5745,22,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.0,0.0,0.0,0.0,0,18.399999999997817,False,False,True,,5110.4292607060015,3.6,36.8,0.0,5070.029260706001,True,,True,False,20757.001999999997,25800.030260706,True,True,True,True,False
4714ab58fc6b9a0ac29f0c647369ac2cdf379130935ac330ad7b33203b80ed7f|187fe1d9c1c12750f8401ad4f51852ec64ebd45e8bf17797de6c10cb817e0027|604467,604467,5755,22,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.0,0.0,0.0,0.0,0,14.399999999997817,False,False,True,,5104.4192607059995,3.6,36.8,0.0,5064.019260705999,True,,True,False,20757.001999999997,25800.020260706,True,True,True,True,False
927617a3870a5b693b67a4154a5adbd40ab954683047bd4ca56d4949a4cdbf0f|0ce668f7472c75d566c0bd64cdc994d73e9f58f6ca6215e8baa082331e793d1a|604657,604657,5759,22,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.0,0.0,0.0,0.0,0,13.399999999997817,False,False,True,,5103.4292607060015,3.6,36.8,0.0,5063.029260706001,True,,True,False,20757.001999999997,25800.030260706,True,True,True,True,False
c6393e2c29b9b0c11da756fb181a4cfea85b5f59b1e0a235829d779d9e12f490|e97be8edcfa78a6eebe5395e846a870f312cc42d97c68d8e4a5ffee5ac6057fc|607198,607198,5783,23,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,False,False,False,False,NOT_SYSTEM_BENEFICIAL,0.0012321967309958382,-0.8099999999949432,0.0,0.0,0,6.600000000002183,False,False,True,,3892.4192607059995,3.6,62.4,0.0,3826.4192607059995,True,,True,False,20903.201999999997,24600.020260706,True,True,True,True,False
65b64b6ae0b5bb7eeaaacd7346e89ba3d3230ac104489614b0e0110acc362009|4acc601ae0872692f4153c76762e59c479efcc57e467beb07792e31587405a62|607435,607435,5787,23,q24_31,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,True,True,True,True,False,SYSTEM_BENEFICIAL_BUT_COSTLY_WITHIN_HEADROOM_FAIR,-0.025061390584113497,-0.8099999999949432,0.0,0.0,0,6.600000000002183,False,False,True,,3891.4292607060015,3.6,62.4,0.0,3825.4292607060015,True,,True,False,20904.201999999997,24600.030260706,True,True,True,True,False
a58fb6782b1d4cfbd71934683c5527e0f1859cc21393b461be225c052c636c49|f96a9cb761c205547fad9f11b0aa8c4789d7cd8396792558dc0a4ed3d871ca0b|613962,613962,5846,23,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,False,False,False,False,False,NOT_SYSTEM_BENEFICIAL,-7.016066234655227e-06,2.07499999999618,0.0,0.0,0,17.100000000002183,False,False,True,,6265.4192607059995,3.6,36.8,0.0,6225.019260705999,True,,True,False,20798.102,27000.020260706,True,True,True,True,False
418e6e7008b431b99287820ee563c339533b8d8ae2bf5f630cd967aa4b5ee298|3c232ae45fe38e0f2aab4b0e250be8bb07e920230c06def9dbbdeba8ae7afca4|614210,614210,5849,23,q16_23,True,ACTION_CHANGED_HORIZON_COMPLETE,True,False,,True,False,False,False,False,False,NOT_SYSTEM_BENEFICIAL,4.263256414560601e-13,2.07499999999618,0.0,0.0,0,16.100000000002183,False,False,True,,6264.4292607060015,3.6,36.8,0.0,6224.029260706001,True,,True,False,20798.102,27000.030260706,True,True,True,True,False
