generation_id,input_identity_sha256,stage,candidate_id,candidate_role,evidence_scope,status,execution_status,original_entry_mean_minutes,delta_vs_v2_safe_seconds_per_bag,strict_win_vs_v2_safe,learning_contribution_proven,fault_regression_pass,promotion_status,row_sha256
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,M,V2_COMPARATOR,frozen v2-safe comparator,INHERITED_FROZEN_REFERENCE,REFERENCE_ONLY,NOT_RERUN_G4IRSF14,41.49530698780892,0.0,false,false,,REFERENCE_NOT_CANDIDATE,40e7189298c93c3e81f6c784e3d7c0797f209b2f72a721223e582379e8cfe65f
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,M,M0_F2,frozen G4IRSF13 F2 deployment control,INHERITED_FROZEN_REFERENCE,HISTORICAL_ONLY_PASS_REFERENCE,NOT_RERUN_G4IRSF14,41.514218717973414,1.1347038098698192,false,false,,KEEP_FROZEN_CONTROL,de83ae45d7426ad70697b3894df7043f3d89980a1fca76f388313d8b3ccc6ac6
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,M,M1_RULE,best eligible Stage F rule,NO_EXECUTION,NOT_RUN,NOT_RUN,,,,,,PARTIAL_WITH_EXPLICIT_BLOCKER,3d606f280ea2a9eac281cac43ed4c34335502cc8ca9e990fc46ff7ca357d0423
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,M,M2_LEARNED_MERGE,learned merge ranker,NO_EXECUTION,NOT_RUN,NOT_RUN,,,,,,PARTIAL_WITH_EXPLICIT_BLOCKER,40614cfe0730afed7732d394a57cabf344c2687531c074884b4fd5469ca1622f
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,M,M3_LEARNED_STACK,learned merge route admission plus P2 shield,NO_EXECUTION,NOT_RUN,NOT_RUN,,,,,,PARTIAL_WITH_EXPLICIT_BLOCKER,96920b20590ef8833733e6ec2f5ae058eefaf452adf662cba2dfda6ed9d4e253
