scenario,scenario_context,segment_id,task_id,task_global_index,source_line,failure_motif,is_g2_failed_task,is_g2_first_divergence,current,goal,ready_time,teacher_next,teacher_next_in_candidate,teacher_next_in_safe_mask,teacher_next_block_reason,candidate_count,safe_candidate_count,candidate_next_nodes,safe_next_nodes,executed_next,executed_kind,oracle_reason,edge_pressure_15s,node_pressure_15s,edge_pressure_30s,node_pressure_30s,edge_pressure_60s,node_pressure_60s,blocked_reasons_summary
legacy_offset64_repair32,repair_window,68:storage_in,68,68,70,no_safe_action_at_divergence,True,False,5,47,12480.10318,19,True,True,,2,2,19 5,19 5,19,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,69:storage_in,69,69,71,no_safe_action_at_divergence,True,False,3,47,12482.66742,16,True,True,,2,2,16 3,16 3,16,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,68:storage_in,68,68,70,no_safe_action_at_divergence,True,False,19,47,12482.70318,18,True,True,,3,3,18 25 19,18 25 19,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,False,17,47,12483.03655,18,True,False,edge_capacity;node_reservation,2,1,18 17,17,17,hold,edge_score,0,1,0,1,0,1,18:edge_capacity;node_reservation
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,False,17,47,12484.03655,18,True,False,node_reservation,2,1,18 17,17,17,hold,edge_score,0,1,0,1,0,1,18:node_reservation
legacy_offset64_repair32,repair_window,70:storage_in,70,70,72,hold_when_sipp_moves,True,False,2,47,12484.10648,9,True,True,,2,2,9 2,9 2,9,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,False,17,47,12485.03655,18,True,True,,2,2,18 17,18 17,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,69:storage_in,69,69,71,no_safe_action_at_divergence,True,False,16,47,12485.26742,17,True,True,,3,3,17 21 16,17 21 16,17,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,True,4,47,12485.3062,17,True,False,node_reservation,2,1,17 4,4,4,hold,edge_score,0,0,0,0,0,0,17:node_reservation
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,4,47,12486.3062,17,True,True,,2,2,17 4,17 4,17,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,68:storage_in,68,68,70,no_safe_action_at_divergence,True,True,18,47,12486.50318,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,72:storage_in,72,72,74,repair_window_branch_gap,True,False,0,47,12486.60448,6,True,True,,2,2,6 0,6 0,6,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,False,18,47,12487.636550000001,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,5,47,12487.97299,19,True,True,,2,2,19 5,19 5,19,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,False,18,47,12488.636550000001,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,70:storage_in,70,70,72,hold_when_sipp_moves,True,False,9,47,12488.70648,7,True,True,,3,3,7 10 9,7 10 9,7,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,False,18,47,12489.636550000001,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,69:storage_in,69,69,71,no_safe_action_at_divergence,True,False,17,47,12489.86742,18,True,True,,2,1,18 17,18,18,move,edge_score,0,0,0,0,0,0,17:node_reservation
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,19,47,12490.57299,18,True,True,,3,3,18 25 19,18 25 19,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,False,18,47,12490.636550000001,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,72:storage_in,72,72,74,repair_window_branch_gap,True,True,6,47,12490.80448,12,True,True,,3,3,8 12 6,8 12 6,8,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,17,47,12490.906200000001,18,True,False,edge_capacity;node_reservation,2,1,18 17,17,17,hold,edge_score,0,1,0,1,0,1,18:edge_capacity;node_reservation
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,17,47,12491.906200000001,18,True,False,node_reservation,2,1,18 17,17,17,hold,edge_score,0,1,0,1,0,1,18:node_reservation
legacy_offset64_repair32,repair_window,69:storage_in,69,69,71,no_safe_action_at_divergence,True,True,18,47,12492.46742,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,70:storage_in,70,70,72,hold_when_sipp_moves,True,True,7,47,12492.50648,8,True,False,node_reservation,2,1,8 7,7,7,hold,edge_score,0,2,0,2,0,2,8:node_reservation
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,17,47,12492.906200000001,18,True,True,,2,2,18 17,18 17,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,70:storage_in,70,70,72,hold_when_sipp_moves,True,False,7,47,12493.50648,8,True,True,,2,1,8 7,8,8,move,edge_score,0,0,0,0,0,0,7:node_reservation
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,18,47,12494.37299,22,True,True,,2,1,22 18,22,22,move,edge_score,0,0,0,0,0,0,18:node_reservation
legacy_offset64_repair32,repair_window,72:storage_in,72,72,74,repair_window_branch_gap,True,False,8,47,12494.60448,,False,False,current_not_on_teacher_path,2,1,11 8,11,11,move,edge_score,0,0,0,0,0,0,8:node_reservation
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,18,47,12495.506200000002,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,70:storage_in,70,70,72,hold_when_sipp_moves,True,False,8,47,12496.10648,11,True,False,edge_capacity,2,0,11 8,,8,none,edge_score,,,,,,,11:edge_capacity|8:node_reservation
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,18,47,12496.506200000002,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,18,47,12497.506200000002,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,18,47,12498.506200000002,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,2,0,2,0,2,22:edge_capacity
legacy_offset64_repair32,repair_window,72:storage_in,72,72,74,repair_window_branch_gap,True,False,11,47,12498.80448,,False,False,current_not_on_teacher_path,3,1,13 14 11,11,11,hold,edge_score,0,2,0,2,0,2,13:edge_capacity|14:edge_capacity
legacy_offset64_repair32,repair_window,71:storage_in,71,71,73,hold_when_sipp_moves,True,False,18,47,12499.506200000002,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,72:storage_in,72,72,74,repair_window_branch_gap,True,False,11,47,12499.80448,,False,False,current_not_on_teacher_path,3,1,13 14 11,11,11,hold,edge_score,0,2,0,2,0,2,13:edge_capacity|14:edge_capacity
legacy_offset64_repair32,repair_window,72:storage_in,72,72,74,repair_window_branch_gap,True,False,11,47,12500.80448,,False,False,current_not_on_teacher_path,3,0,13 14 11,,11,none,edge_score,,,,,,,13:edge_capacity|14:edge_capacity|11:node_reservation
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,True,22,47,12503.77299,24,True,False,edge_capacity,3,2,24 26 22,26 22,26,move,edge_score,0,0,0,0,0,0,24:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,26,47,12511.572989999999,,False,False,current_not_on_teacher_path,2,2,43 26,43 26,43,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,43,47,12514.17299,,False,False,current_not_on_teacher_path,2,2,15 43,15 43,15,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,15,47,12518.37299,,False,False,current_not_on_teacher_path,2,2,14 15,14 15,14,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,14,47,12520.97299,,False,False,current_not_on_teacher_path,2,2,46 14,46 14,46,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12523.57299,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12524.57299,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12525.57299,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12526.57299,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12527.57299,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12528.57299,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12529.57299,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12530.57299,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,2,0,2,0,2,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,73:storage_in,73,73,75,repair_window_branch_gap,True,False,46,47,12531.57299,,False,False,current_not_on_teacher_path,3,0,35 36 46,,46,none,edge_score,,,,,,,35:unreachable_goal|36:edge_capacity|46:node_reservation
legacy_offset64_repair32,repair_window,81:storage_in,81,81,83,hold_when_sipp_moves,True,False,5,47,13051.84528,19,True,True,,2,2,19 5,19 5,19,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,81:storage_in,81,81,83,hold_when_sipp_moves,True,False,19,47,13054.44528,18,True,True,,3,3,18 25 19,18 25 19,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,83:storage_in,83,83,85,no_safe_action_at_divergence,True,False,3,47,13057.28828,16,True,True,,2,2,16 3,16 3,16,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,81:storage_in,81,81,83,hold_when_sipp_moves,True,True,18,47,13058.24528,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,81:storage_in,81,81,83,hold_when_sipp_moves,True,False,18,47,13059.24528,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,True,4,47,13059.8454,17,True,False,edge_capacity,2,1,17 4,4,4,hold,edge_score,0,0,0,0,0,0,17:edge_capacity
legacy_offset64_repair32,repair_window,83:storage_in,83,83,85,no_safe_action_at_divergence,True,False,16,47,13059.888280000001,17,True,True,,3,3,17 21 16,17 21 16,17,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,1,47,13060.10649,7,True,True,,2,2,7 1,7 1,7,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,81:storage_in,81,81,83,hold_when_sipp_moves,True,False,18,47,13060.24528,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,False,4,47,13060.8454,17,True,False,node_reservation,2,1,17 4,4,4,hold,edge_score,0,1,0,1,0,1,17:node_reservation
legacy_offset64_repair32,repair_window,81:storage_in,81,81,83,hold_when_sipp_moves,True,False,18,47,13061.24528,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,False,4,47,13061.8454,17,True,True,,2,2,17 4,17 4,17,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,81:storage_in,81,81,83,hold_when_sipp_moves,True,False,18,47,13062.24528,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,2,0,2,0,2,22:edge_capacity
legacy_offset64_repair32,repair_window,86:storage_in,86,86,88,repair_window_branch_gap,True,False,5,47,13062.51217,19,True,True,,2,2,19 5,19 5,19,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,81:storage_in,81,81,83,hold_when_sipp_moves,True,False,18,47,13063.24528,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,83:storage_in,83,83,85,no_safe_action_at_divergence,True,False,17,47,13064.488280000001,18,True,True,,2,1,18 17,18,18,move,edge_score,0,0,0,0,0,0,17:node_reservation
legacy_offset64_repair32,repair_window,86:storage_in,86,86,88,repair_window_branch_gap,True,True,19,47,13065.11217,25,True,True,,3,3,18 25 19,18 25 19,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,3,47,13065.17869,16,True,True,,2,2,16 3,16 3,16,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,88:storage_in,88,88,90,repair_window_branch_gap,True,False,2,47,13065.43983,9,True,True,,2,2,9 2,9 2,9,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,7,47,13065.90649,8,True,True,,2,2,8 7,8 7,8,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,False,17,47,13066.4454,18,True,False,node_reservation,2,1,18 17,17,17,hold,edge_score,0,1,0,1,0,1,18:node_reservation
legacy_offset64_repair32,repair_window,83:storage_in,83,83,85,no_safe_action_at_divergence,True,True,18,47,13067.088280000002,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,False,17,47,13067.4454,18,True,True,,2,2,18 17,18 17,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,True,16,47,13067.778690000001,21,True,True,,3,3,17 21 16,17 21 16,17,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,89:storage_in,89,89,91,hold_when_sipp_moves,True,True,4,47,13067.84538,17,True,False,node_reservation,2,1,17 4,4,4,hold,edge_score,0,0,0,0,0,0,17:node_reservation
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,8,47,13068.50649,11,True,True,,2,2,11 8,11 8,11,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,89:storage_in,89,89,91,hold_when_sipp_moves,True,False,4,47,13068.84538,17,True,True,,2,2,17 4,17 4,17,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,86:storage_in,86,86,88,repair_window_branch_gap,True,False,18,47,13068.91217,,False,False,current_not_on_teacher_path,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,True,4,47,13069.4367,17,True,False,edge_capacity;node_reservation,2,1,17 4,4,4,hold,edge_score,0,0,0,0,0,0,17:edge_capacity;node_reservation
legacy_offset64_repair32,repair_window,88:storage_in,88,88,90,repair_window_branch_gap,True,True,9,47,13070.03983,10,True,True,,3,3,7 10 9,7 10 9,7,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,False,18,47,13070.0454,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,False,4,47,13070.4367,17,True,False,edge_capacity,2,1,17 4,4,4,hold,edge_score,0,1,0,1,0,1,17:edge_capacity
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,False,18,47,13071.0454,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,False,4,47,13071.4367,17,True,False,edge_capacity,2,1,17 4,4,4,hold,edge_score,0,1,0,1,0,1,17:edge_capacity
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,False,18,47,13072.0454,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,17,47,13072.378690000001,,False,False,current_not_on_teacher_path,2,1,18 17,18,18,move,edge_score,0,0,0,0,0,0,17:node_reservation
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,False,4,47,13072.4367,17,True,False,edge_capacity,2,1,17 4,4,4,hold,edge_score,0,1,0,1,0,1,17:edge_capacity
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,True,11,47,13072.70649,13,True,False,edge_capacity,3,1,13 14 11,11,11,hold,edge_score,0,1,0,1,0,1,13:edge_capacity|14:edge_capacity
legacy_offset64_repair32,repair_window,84:storage_in,84,84,86,hold_when_sipp_moves,True,False,18,47,13073.0454,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,False,4,47,13073.4367,17,True,True,,2,2,17 4,17 4,17,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,89:storage_in,89,89,91,hold_when_sipp_moves,True,False,17,47,13073.445380000001,18,True,False,edge_capacity,2,1,18 17,17,17,hold,edge_score,0,2,0,2,0,2,18:edge_capacity
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,11,47,13073.70649,13,True,False,edge_capacity,3,1,13 14 11,11,11,hold,edge_score,0,1,0,1,0,1,13:edge_capacity|14:edge_capacity
legacy_offset64_repair32,repair_window,88:storage_in,88,88,90,repair_window_branch_gap,True,False,7,47,13073.839829999999,,False,False,current_not_on_teacher_path,2,1,8 7,7,7,hold,edge_score,0,2,0,2,0,2,8:node_reservation
legacy_offset64_repair32,repair_window,89:storage_in,89,89,91,hold_when_sipp_moves,True,False,17,47,13074.445380000001,18,True,True,,2,2,18 17,18 17,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,11,47,13074.70649,13,True,False,edge_capacity,3,1,13 14 11,11,11,hold,edge_score,0,1,0,1,0,1,13:edge_capacity|14:edge_capacity
legacy_offset64_repair32,repair_window,88:storage_in,88,88,90,repair_window_branch_gap,True,False,7,47,13074.839829999999,,False,False,current_not_on_teacher_path,2,2,8 7,8 7,8,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,18,47,13074.978690000002,,False,False,current_not_on_teacher_path,2,2,22 18,22 18,22,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,11,47,13075.70649,13,True,False,edge_capacity,3,2,13 14 11,14 11,14,move,edge_score,0,0,0,0,0,0,13:edge_capacity
legacy_offset64_repair32,repair_window,89:storage_in,89,89,91,hold_when_sipp_moves,True,False,18,47,13077.045380000001,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,1,0,1,0,1,22:edge_capacity
legacy_offset64_repair32,repair_window,88:storage_in,88,88,90,repair_window_branch_gap,True,False,8,47,13077.43983,,False,False,current_not_on_teacher_path,2,1,11 8,8,8,hold,edge_score,0,2,0,2,0,2,11:edge_capacity
legacy_offset64_repair32,repair_window,94:storage_in,94,94,96,repair_window_branch_gap,True,False,5,47,13077.44086,19,True,True,,2,2,19 5,19 5,19,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,False,17,47,13078.0367,18,True,True,,2,2,18 17,18 17,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,89:storage_in,89,89,91,hold_when_sipp_moves,True,False,18,47,13078.045380000001,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,2,0,2,0,2,22:edge_capacity
legacy_offset64_repair32,repair_window,88:storage_in,88,88,90,repair_window_branch_gap,True,False,8,47,13078.43983,,False,False,current_not_on_teacher_path,2,0,11 8,,8,none,edge_score,,,,,,,11:edge_capacity|8:node_reservation
legacy_offset64_repair32,repair_window,89:storage_in,89,89,91,hold_when_sipp_moves,True,False,18,47,13079.045380000001,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,94:storage_in,94,94,96,repair_window_branch_gap,True,True,19,47,13080.040860000001,25,True,True,,3,3,18 25 19,18 25 19,18,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,False,18,47,13080.636700000001,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,2,0,2,0,2,22:edge_capacity
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,False,18,47,13081.636700000001,22,True,False,edge_capacity,2,1,22 18,18,18,hold,edge_score,0,2,0,2,0,2,22:edge_capacity
legacy_offset64_repair32,repair_window,91:storage_in,91,91,93,hold_when_sipp_moves,True,False,18,47,13082.636700000001,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_offset64_repair32,repair_window,94:storage_in,94,94,96,repair_window_branch_gap,True,False,18,47,13083.84086,,False,False,current_not_on_teacher_path,2,2,22 18,22 18,22,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,22,47,13084.378690000001,,False,False,current_not_on_teacher_path,3,3,24 26 22,24 26 22,26,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,14,47,13089.50649,,False,False,current_not_on_teacher_path,2,2,46 14,46 14,46,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,46,47,13092.10649,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,2,0,2,0,2,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,26,47,13092.17869,,False,False,current_not_on_teacher_path,2,2,43 26,43 26,43,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,85:storage_in,85,85,87,hold_when_sipp_moves,True,False,46,47,13093.10649,,False,False,current_not_on_teacher_path,3,0,35 36 46,,46,none,edge_score,,,,,,,35:unreachable_goal|36:edge_capacity|46:node_reservation
legacy_offset64_repair32,repair_window,94:storage_in,94,94,96,repair_window_branch_gap,True,False,22,47,13093.24086,,False,False,current_not_on_teacher_path,3,3,24 26 22,24 26 22,24,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,43,47,13094.778690000001,,False,False,current_not_on_teacher_path,2,2,15 43,15 43,15,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,15,47,13098.978690000002,,False,False,current_not_on_teacher_path,2,2,14 15,14 15,14,move,edge_score,0,1,0,1,0,1,
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,14,47,13101.578690000002,,False,False,current_not_on_teacher_path,2,1,46 14,46,46,move,edge_score,0,0,0,0,0,0,14:node_reservation
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,46,47,13104.178690000002,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,2,0,2,0,2,35:unreachable_goal|36:edge_capacity
legacy_offset64_repair32,repair_window,94:storage_in,94,94,96,repair_window_branch_gap,True,False,24,47,13104.64086,,False,False,current_not_on_teacher_path,2,2,27 24,27 24,27,move,edge_score,0,0,0,0,0,0,
legacy_offset64_repair32,repair_window,87:storage_in,87,87,89,repair_window_branch_gap,True,False,46,47,13105.178690000002,,False,False,current_not_on_teacher_path,3,0,35 36 46,,46,none,edge_score,,,,,,,35:unreachable_goal|36:edge_capacity|46:node_reservation
legacy_offset64_repair32,repair_window,94:storage_in,94,94,96,repair_window_branch_gap,True,False,27,47,13107.24086,,False,False,current_not_on_teacher_path,3,1,28 45 27,27,27,hold,edge_score,0,1,0,1,0,1,28:edge_capacity|45:unreachable_goal
