decision_id,runtime_bag_id,task_id,segment_id,source_node,goal_node,original_arrival_time,java_arrival_epoch,release_time,source_queue_delay_seconds,raw_arrival_to_release_delta_seconds,source_queue_rank,mapping_source
trace_highflow_4p0:2818:612,73,2818,2818:storage_in:g4irsf11_c0:trace_highflow_4p0,53,47,20867.33226708336,20867,20867.33226708336,0.33226708335860167,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2774:613,72,2774,2774:direct:g4irsf11_c2:trace_highflow_4p0,3,49,20836.61767532374,20836,20836.61767532374,0.6176753237414232,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2774:614,72,2774,2774:direct:g4irsf11_c2:trace_highflow_4p0,3,49,20836.61767532374,20836,20836.61767532374,0.6176753237414232,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2818:615,73,2818,2818:storage_in:g4irsf11_c0:trace_highflow_4p0,53,47,20867.33226708336,20867,20867.33226708336,0.33226708335860167,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2774:616,72,2774,2774:direct:g4irsf11_c2:trace_highflow_4p0,3,49,20836.61767532374,20836,20836.61767532374,0.6176753237414232,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2818:617,73,2818,2818:storage_in:g4irsf11_c0:trace_highflow_4p0,53,47,20867.33226708336,20867,20867.33226708336,0.33226708335860167,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2774:618,72,2774,2774:direct:g4irsf11_c2:trace_highflow_4p0,3,49,20836.61767532374,20836,20836.61767532374,0.6176753237414232,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2818:619,73,2818,2818:storage_in:g4irsf11_c0:trace_highflow_4p0,53,47,20867.33226708336,20867,20867.33226708336,0.33226708335860167,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2860:620,74,2860,2860:storage_in:g4irsf11_c2:trace_highflow_4p0,3,47,20906.309240312235,20906,20906.309240312235,0.3092403122354881,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2860:621,74,2860,2860:storage_in:g4irsf11_c2:trace_highflow_4p0,3,47,20906.309240312235,20906,20906.309240312235,0.3092403122354881,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2818:622,73,2818,2818:storage_in:g4irsf11_c0:trace_highflow_4p0,53,47,20867.33226708336,20867,20867.33226708336,0.33226708335860167,0.0,0,g4irsf7_original_pass_time->pass_time
trace_highflow_4p0:2774:623,72,2774,2774:direct:g4irsf11_c2:trace_highflow_4p0,3,49,20836.61767532374,20836,20836.61767532374,0.6176753237414232,0.0,0,g4irsf7_original_pass_time->pass_time
