segments,scenario_id,arm_id,status,telemetry_mode,telemetry_enabled,hard_safety_pass,fault_validation_target,fault_required_gate,fault_informative_fault_exposure,fault_pending_competition_observed,fault_inflight_exact_lease_recovery_observed,fault_fault_and_repair_events_observed,fault_no_outstanding_merge_request_at_end,fault_pass,fault_mean_tth_delta_vs_no_fault_seconds,fault_event_count,repair_event_count,fault_affected_bag_count,fault_affected_completed_count,merge_grant_inflight_fault_generation_recovery_count,merge_grant_outstanding_request_count,pending_peak,mean_tth_seconds,p95_tth_seconds,events_per_raw_bag
8192,inflight_exact_lease_repair,J0_F2_EAGER,COMPLETE,evidence_trace,True,True,inflight_exact_lease,control_fault_safety,True,False,True,True,True,True,0.0011637403017630277,1,1,3,3,1,0,1,3443.368170623311,9531.536286999997,199.5837076357697
8192,inflight_exact_lease_repair,J1_F2_JIT_FIFO,COMPLETE,evidence_trace,True,True,inflight_exact_lease,inflight_exact_lease,True,True,True,True,True,True,0.00116159248727854,1,1,3,3,1,0,5,3439.2339550741085,9527.658799499992,181.17946100449163
8192,inflight_exact_lease_repair,J2_F2_JIT_FAIR_AGING_DEADLINE,COMPLETE,evidence_trace,True,True,inflight_exact_lease,inflight_exact_lease,True,True,True,True,True,True,0.0011615924863690452,1,1,3,3,1,0,7,3439.2840460438915,9527.676140999993,181.08044099632502
8192,pending_inflight_repair,J0_F2_EAGER,COMPLETE,evidence_trace,True,True,pending_wait,control_fault_safety,True,False,False,True,True,True,-0.010936725193914754,1,1,10,10,0,0,1,3443.3560701578153,9531.536286999997,199.59024091465903
8192,pending_inflight_repair,J1_F2_JIT_FIFO,COMPLETE,evidence_trace,True,True,pending_wait,pending_wait,True,True,False,True,True,True,0.00116159248727854,1,1,10,10,0,0,5,3439.2339550741085,9527.658799499992,181.19252756227033
8192,pending_inflight_repair,J2_F2_JIT_FAIR_AGING_DEADLINE,COMPLETE,evidence_trace,True,True,pending_wait,pending_wait,True,True,False,True,True,True,0.0011615924863690452,1,1,10,10,0,0,7,3439.2840460438915,9527.676140999993,181.08534095549203
