sample_id,window_name,context,window_size,task_id,segment_id,current_node,goal_node,candidate_next_nodes,teacher_next_node,time_slack,local_node_time_window_pressure,teacher_static_remaining_hops,teacher_second_best_gap,teacher_downstream_pressure_2hop,teacher_downstream_pressure_3hop,teacher_goal_direction_score,teacher_historical_risk
g4d_move_0000001,g4d_first144_no_fault,real_inputdata_window,144,0,0:storage_in,16,47,"[17, 21]",17,13929.554547,0,6,0,0,0,3.6,1
g4d_move_0000016,g4d_first144_no_fault,real_inputdata_window,144,2,2:storage_in,19,47,"[18, 25]",18,13321.583701,0,5,0,0,0,2.8,1
g4d_move_0000023,g4d_first144_no_fault,real_inputdata_window,144,3,3:storage_in,16,47,"[17, 21]",17,13317.399128,0,6,0,0,0,3.6,1
g4d_move_0000031,g4d_first144_no_fault,real_inputdata_window,144,4,4:storage_in,16,47,"[17, 21]",17,12734.917014,0,6,0,0,0,3.6,1
g4d_move_0000046,g4d_first144_no_fault,real_inputdata_window,144,6,6:storage_in,19,47,"[18, 25]",18,12134.77838,0,5,0,0,0,2.8,1
g4d_move_0000053,g4d_first144_no_fault,real_inputdata_window,144,7,7:storage_in,16,47,"[17, 21]",17,12124.11787,0,6,0,0,0,3.6,1
g4d_move_0000061,g4d_first144_no_fault,real_inputdata_window,144,8,8:storage_in,6,47,"[8, 12]",12,13311.69352,0,6,0,0,0,10,1
g4d_move_0000076,g4d_first144_no_fault,real_inputdata_window,144,10,10:storage_in,19,47,"[18, 25]",18,12109.42706,0,5,0,0,0,2.8,1
g4d_move_0000085,g4d_first144_no_fault,real_inputdata_window,144,11,11:storage_in,11,47,"[13, 14]",13,13297.96018,0,5,0,0,0,11.2,1
g4d_move_0000092,g4d_first144_no_fault,real_inputdata_window,144,12,12:storage_in,6,47,"[8, 12]",12,13350.6314,0,6,0,0,0,10,1
g4d_move_0000107,g4d_first144_no_fault,real_inputdata_window,144,14,14:storage_in,19,47,"[18, 25]",18,11524.11172,0,5,0,0,0,2.8,1
g4d_move_0000114,g4d_first144_no_fault,real_inputdata_window,144,15,15:storage_in,16,47,"[17, 21]",17,13321.5546,0,6,0,0,0,3.6,1
g4d_move_0000122,g4d_first144_no_fault,real_inputdata_window,144,16,16:storage_in,16,47,"[17, 21]",17,11516.34047,0,6,0,0,0,3.6,1
g4d_move_0000133,g4d_first144_no_fault,real_inputdata_window,144,17,17:storage_in,11,47,"[13, 14]",13,13303.32218,0,5,0,0,0,11.2,1
g4d_move_0000141,g4d_first144_no_fault,real_inputdata_window,144,18,18:storage_in,6,47,"[8, 12]",12,13309.8,0,6,0,0,0,10,1
g4d_move_0000151,g4d_first144_no_fault,real_inputdata_window,144,19,19:storage_in,11,47,"[13, 14]",13,14200.58885,0,5,0,0,0,11.2,1
g4d_move_0000158,g4d_first144_no_fault,real_inputdata_window,144,20,20:storage_in,16,47,"[17, 21]",21,13909.29673,0,5,5.2,0,0,17.6,0
g4d_move_0000168,g4d_first144_no_fault,real_inputdata_window,144,21,21:storage_in,11,47,"[13, 14]",14,13895.36023,0,5,22,0,0,-9.2,0
g4d_move_0000182,g4d_first144_no_fault,real_inputdata_window,144,23,23:storage_in,19,47,"[18, 25]",18,13345.55459,0,5,0,0,0,2.8,1
g4d_move_0000189,g4d_first144_no_fault,real_inputdata_window,144,24,24:storage_in,16,47,"[17, 21]",17,13642.91704,0,6,0,0,0,3.6,1
g4d_move_0000211,g4d_first144_no_fault,real_inputdata_window,144,27,27:storage_in,19,47,"[18, 25]",25,10926.88797,0,9,27.2,0,0,-13.2,0
g4d_move_0000222,g4d_first144_no_fault,real_inputdata_window,144,28,28:storage_in,16,47,"[17, 21]",17,10924.25041,0,6,0,0,0,3.6,1
g4d_move_0000230,g4d_first144_no_fault,real_inputdata_window,144,29,29:storage_in,6,47,"[8, 12]",12,13322.36018,0,6,0,0,0,10,1
g4d_move_0000238,g4d_first144_no_fault,real_inputdata_window,144,30,30:storage_in,19,47,"[18, 25]",18,13322.73254,0,5,0,0,0,2.8,1
g4d_move_0000247,g4d_first144_no_fault,real_inputdata_window,144,31,31:storage_in,11,47,"[13, 14]",13,13311.25552,0,5,0,0,0,11.2,1
g4d_move_0000257,g4d_first144_no_fault,real_inputdata_window,144,32,32:storage_in,11,47,"[13, 14]",13,13306.02685,0,5,0,0,0,11.2,1
g4d_move_0000265,g4d_first144_no_fault,real_inputdata_window,144,33,33:storage_in,6,47,"[8, 12]",12,13613.8,0,6,0,0,0,10,1
g4d_move_0000273,g4d_first144_no_fault,real_inputdata_window,144,34,34:storage_in,16,47,"[17, 21]",21,10914.76039,0,5,5.2,0,0,17.6,0
g4d_move_0000294,g4d_first144_no_fault,real_inputdata_window,144,36,36:storage_in,11,47,"[13, 14]",14,12100.81219,0,5,22,0,0,-9.2,0
g4d_move_0000301,g4d_first144_no_fault,real_inputdata_window,144,37,37:storage_in,19,47,"[18, 25]",18,13309.39916,0,5,0,0,0,2.8,1
g4d_move_0000311,g4d_first144_no_fault,real_inputdata_window,144,38,38:storage_in,11,47,"[13, 14]",13,13595.54551,0,5,0,0,0,11.2,1
g4d_move_0000318,g4d_first144_no_fault,real_inputdata_window,144,39,39:storage_in,16,47,"[17, 21]",17,13606.62576,0,6,0,0,0,3.6,1
g4d_move_0000326,g4d_first144_no_fault,real_inputdata_window,144,40,40:storage_in,6,47,"[8, 12]",12,12103.65556,0,6,0,0,0,10,1
g4d_move_0000336,g4d_first144_no_fault,real_inputdata_window,144,41,41:storage_in,11,47,"[13, 14]",13,12142.1934,0,5,0,0,0,11.2,1
g4d_move_0000350,g4d_first144_no_fault,real_inputdata_window,144,43,43:storage_in,19,47,"[18, 25]",18,12132.25038,0,5,0,0,0,2.8,1
g4d_move_0000357,g4d_first144_no_fault,real_inputdata_window,144,44,44:storage_in,16,47,"[17, 21]",17,10329.4511,0,6,0,0,0,3.6,1
g4d_move_0000367,g4d_first144_no_fault,real_inputdata_window,144,45,45:storage_in,11,47,"[13, 14]",13,13016.58885,0,5,0,0,0,11.2,1
g4d_move_0000384,g4d_first144_no_fault,real_inputdata_window,144,47,47:storage_in,11,47,"[13, 14]",13,12706.21219,0,5,0,0,0,11.2,1
g4d_move_0000399,g4d_first144_no_fault,real_inputdata_window,144,49,49:storage_in,6,47,"[8, 12]",12,12112.8,0,6,0,0,0,10,1
g4d_move_0000409,g4d_first144_no_fault,real_inputdata_window,144,50,50:storage_in,11,47,"[13, 14]",13,12103.4789,0,5,0,0,0,11.2,1
g4d_move_0000416,g4d_first144_no_fault,real_inputdata_window,144,51,51:storage_in,19,47,"[18, 25]",25,12712.06582,0,9,27.2,0,0,-13.2,0
g4d_move_0000430,g4d_first144_no_fault,real_inputdata_window,144,52,52:storage_in,11,47,"[13, 14]",13,13298.19551,0,5,0,0,0,11.2,1
g4d_move_0000437,g4d_first144_no_fault,real_inputdata_window,144,53,53:storage_in,16,47,"[17, 21]",17,13309.42704,0,6,0,0,0,3.6,1
g4d_move_0000446,g4d_first144_no_fault,real_inputdata_window,144,54,54:storage_in,6,47,"[8, 12]",12,13305.8,0,6,0,0,0,10,1
g4d_move_0000454,g4d_first144_no_fault,real_inputdata_window,144,55,55:storage_in,6,47,"[8, 12]",12,12989.5455,0,6,0,0,0,10,1
g4d_move_0000469,g4d_first144_no_fault,real_inputdata_window,144,57,57:storage_in,19,47,"[18, 25]",18,9748.25035,0,5,0,0,0,2.8,1
g4d_move_0000476,g4d_first144_no_fault,real_inputdata_window,144,58,58:storage_in,16,47,"[17, 21]",17,12137.44505,0,6,0,0,0,3.6,1
g4d_move_0000486,g4d_first144_no_fault,real_inputdata_window,144,59,59:storage_in,11,47,"[13, 14]",13,12124.62685,0,5,0,0,0,11.2,1
g4d_move_0000500,g4d_first144_no_fault,real_inputdata_window,144,61,61:storage_in,19,47,"[18, 25]",25,12428.06589,0,9,27.2,0,0,-13.2,0
g4d_move_0000511,g4d_first144_no_fault,real_inputdata_window,144,62,62:storage_in,19,47,"[18, 25]",18,12426.77836,0,5,0,0,0,2.8,1
g4d_move_0000521,g4d_first144_no_fault,real_inputdata_window,144,63,63:storage_in,11,47,"[13, 14]",13,12413.98884,0,5,0,0,0,11.2,1
g4d_move_0000528,g4d_first144_no_fault,real_inputdata_window,144,64,64:storage_in,16,47,"[17, 21]",21,12122.76023,0,5,5.2,0,0,17.6,0
g4d_move_0000535,g4d_first144_no_fault,real_inputdata_window,144,65,65:storage_in,6,47,"[8, 12]",12,12419.86223,0,6,0,0,0,10,1
g4d_move_0000557,g4d_first144_no_fault,real_inputdata_window,144,67,67:storage_in,11,47,"[13, 14]",14,13908.81218,0,5,22,0,0,-9.2,0
g4d_move_0000564,g4d_first144_no_fault,real_inputdata_window,144,68,68:storage_in,19,47,"[18, 25]",18,12117.29682,0,5,0,0,0,2.8,1
g4d_move_0000571,g4d_first144_no_fault,real_inputdata_window,144,69,69:storage_in,16,47,"[17, 21]",17,12414.73258,0,6,0,0,0,3.6,1
g4d_move_0000582,g4d_first144_no_fault,real_inputdata_window,144,70,70:storage_in,11,47,"[13, 14]",13,10900.69352,0,5,0,0,0,11.2,1
g4d_move_0000597,g4d_first144_no_fault,real_inputdata_window,144,73,73:storage_in,19,47,"[18, 25]",25,9709.42701,0,9,27.2,0,0,-13.2,0
g4d_move_0000609,g4d_first144_no_fault,real_inputdata_window,144,72,72:storage_in,6,47,"[8, 12]",12,10906.8,0,6,0,0,0,10,1
g4d_move_0000619,g4d_first144_no_fault,real_inputdata_window,144,74,74:storage_in,11,47,"[13, 14]",13,12097.96018,0,5,0,0,0,11.2,1
g4d_move_0000626,g4d_first144_no_fault,real_inputdata_window,144,75,75:storage_in,16,47,"[17, 21]",21,10906.62583,0,5,5.2,0,0,17.6,0
g4d_move_0000636,g4d_first144_no_fault,real_inputdata_window,144,76,76:storage_in,11,47,"[13, 14]",14,12092.87859,0,5,22,0,0,-9.2,0
g4d_move_0000643,g4d_first144_no_fault,real_inputdata_window,144,77,77:storage_in,16,47,"[17, 21]",17,11977.39919,0,6,0,0,0,3.6,1
g4d_move_0000654,g4d_first144_no_fault,real_inputdata_window,144,78,78:storage_in,11,47,"[13, 14]",13,10937.15006,0,5,0,0,0,11.2,1
g4d_move_0000669,g4d_first144_no_fault,real_inputdata_window,144,80,80:storage_in,6,47,"[8, 12]",12,13343.95472,0,6,0,0,0,10,1
g4d_move_0000677,g4d_first144_no_fault,real_inputdata_window,144,81,81:storage_in,19,47,"[18, 25]",25,13345.55472,0,9,27.2,0,0,-13.2,0
g4d_move_0000695,g4d_first144_no_fault,real_inputdata_window,144,83,83:storage_in,16,47,"[17, 21]",17,9140.11172,0,6,0,0,0,3.6,1
g4d_move_0000705,g4d_first144_no_fault,real_inputdata_window,144,85,85:storage_in,11,47,"[13, 14]",13,10927.29351,0,5,0,0,0,11.2,1
g4d_move_0000720,g4d_first144_no_fault,real_inputdata_window,144,86,86:storage_in,19,47,"[18, 25]",25,13334.88783,0,9,27.2,0,0,-13.2,0
g4d_move_0000731,g4d_first144_no_fault,real_inputdata_window,144,87,87:storage_in,16,47,"[17, 21]",17,11232.22131,0,6,0,0,0,3.6,1
g4d_move_0000742,g4d_first144_no_fault,real_inputdata_window,144,88,88:storage_in,11,47,"[13, 14]",13,12119.36017,0,5,0,0,0,11.2,1
g4d_move_0000758,g4d_first144_no_fault,real_inputdata_window,144,90,90:storage_in,6,47,"[8, 12]",8,12125.8,0,7,3.2,0,0,-0.4,0
g4d_move_0000760,g4d_first144_no_fault,real_inputdata_window,144,90,90:storage_in,11,47,"[13, 14]",14,12117.8,0,5,22,0,0,-9.2,0
g4d_move_0000782,g4d_first144_no_fault,real_inputdata_window,144,92,92:storage_in,11,47,"[13, 14]",13,13915.90484,0,5,0,0,0,11.2,1
g4d_move_0000792,g4d_first144_no_fault,real_inputdata_window,144,93,93:storage_in,11,47,"[13, 14]",13,13608.87884,0,5,0,0,0,11.2,1
g4d_move_0000799,g4d_first144_no_fault,real_inputdata_window,144,94,94:storage_in,19,47,"[18, 25]",18,12119.95914,0,5,0,0,0,2.8,1
g4d_move_0000807,g4d_first144_no_fault,real_inputdata_window,144,95,95:storage_in,6,47,"[8, 12]",12,11516.8,0,6,0,0,0,10,1
g4d_move_0000815,g4d_first144_no_fault,real_inputdata_window,144,96,96:storage_in,16,47,"[17, 21]",21,12117.39925,0,5,5.2,0,0,17.6,0
g4d_move_0000824,g4d_first144_no_fault,real_inputdata_window,144,97,97:storage_in,11,47,"[13, 14]",13,10905.92218,0,5,0,0,0,11.2,1
g4d_move_0000846,g4d_first144_no_fault,real_inputdata_window,144,99,99:storage_in,11,47,"[13, 14]",13,13300.69356,0,5,0,0,0,11.2,1
g4d_move_0000853,g4d_first144_no_fault,real_inputdata_window,144,100,100:storage_in,19,47,"[18, 25]",18,13611.96349,0,5,0,0,1,2.8,1
g4d_move_0000866,g4d_first144_no_fault,real_inputdata_window,144,101,101:storage_in,6,47,"[8, 12]",8,13307.69243,0,7,3.2,0,0,-0.4,0
g4d_move_0000868,g4d_first144_no_fault,real_inputdata_window,144,101,101:storage_in,11,47,"[13, 14]",14,13299.69243,0,5,22,0,0,-9.2,0
g4d_move_0000875,g4d_first144_no_fault,real_inputdata_window,144,102,102:storage_in,16,47,"[17, 21]",21,11509.29243,0,5,5.2,0,0,17.6,0
g4d_move_0000885,g4d_first144_no_fault,real_inputdata_window,144,103,103:storage_in,11,47,"[13, 14]",13,11794.4,0,5,0,0,0,11.2,1
g4d_move_0000894,g4d_first144_no_fault,real_inputdata_window,144,104,104:storage_in,11,47,"[13, 14]",13,11483.9655,0,5,0,0,0,11.2,1
g4d_move_0000904,g4d_first144_no_fault,real_inputdata_window,144,105,105:storage_in,11,47,"[13, 14]",13,13462.72779,0,5,0,0,0,11.2,1
g4d_move_0000995,g4d_first144_no_fault,real_inputdata_window,144,118,118:storage_in,19,47,"[18, 25]",18,10956.22115,0,5,0,0,0,2.8,1
g4d_move_0001002,g4d_first144_no_fault,real_inputdata_window,144,119,119:storage_in,16,47,"[17, 21]",17,11248.25034,0,6,0,0,0,3.6,1
g4d_move_0001018,g4d_first144_no_fault,real_inputdata_window,144,121,121:storage_in,19,47,"[18, 25]",25,8542.91701,0,9,27.2,0,0,-13.2,0
g4d_move_0001029,g4d_first144_no_fault,real_inputdata_window,144,122,122:storage_in,16,47,"[17, 21]",17,8540.25041,0,6,0,0,0,3.6,1
g4d_move_0001038,g4d_first144_no_fault,real_inputdata_window,144,123,123:storage_in,6,47,"[8, 12]",8,13334.8,0,7,3.2,0,0,-0.4,0
g4d_move_0001040,g4d_first144_no_fault,real_inputdata_window,144,123,123:storage_in,11,47,"[13, 14]",14,13326.8,0,5,22,0,0,-9.2,0
g4d_move_0001063,g4d_first144_no_fault,real_inputdata_window,144,126,126:storage_in,19,47,"[18, 25]",25,13334.91709,0,9,27.2,0,0,-13.2,0
g4d_move_0001076,g4d_first144_no_fault,real_inputdata_window,144,127,127:storage_in,11,47,"[13, 14]",13,12724.58884,0,5,0,0,0,11.2,1
g4d_move_0001083,g4d_first144_no_fault,real_inputdata_window,144,128,128:storage_in,19,47,"[18, 25]",25,8533.42709,0,9,27.2,0,0,-13.2,0
g4d_move_0001094,g4d_first144_no_fault,real_inputdata_window,144,129,129:storage_in,16,47,"[17, 21]",17,8532.22127,0,6,0,0,0,3.6,1
g4d_move_0001102,g4d_first144_no_fault,real_inputdata_window,144,130,130:storage_in,16,47,"[17, 21]",17,12130.73249,0,6,0,0,0,3.6,1
g4d_move_0001121,g4d_first144_no_fault,real_inputdata_window,144,133,133:storage_in,11,47,"[13, 14]",13,9714.1955,0,5,0,0,0,11.2,1
g4d_move_0001136,g4d_first144_no_fault,real_inputdata_window,144,134,134:storage_in,19,47,"[18, 25]",25,12125.42712,0,9,27.2,0,0,-13.2,0
g4d_move_0001148,g4d_first144_no_fault,real_inputdata_window,144,135,135:storage_in,6,47,"[8, 12]",12,10921.8,0,6,0,0,0,10,1
g4d_move_0001156,g4d_first144_no_fault,real_inputdata_window,144,136,136:storage_in,16,47,"[17, 21]",21,11222.6257,0,5,5.2,0,0,17.6,0
g4d_move_0001165,g4d_first144_no_fault,real_inputdata_window,144,137,137:storage_in,11,47,"[13, 14]",13,10911.25551,0,5,0,0,0,11.2,1
g4d_move_0001187,g4d_first144_no_fault,real_inputdata_window,144,139,139:storage_in,11,47,"[13, 14]",13,13306.20284,0,5,0,0,0,11.2,1
g4d_move_0001195,g4d_first144_no_fault,real_inputdata_window,144,140,140:storage_in,6,47,"[8, 12]",8,9713.02583,0,7,3.2,0,0,-0.4,0
g4d_move_0001197,g4d_first144_no_fault,real_inputdata_window,144,140,140:storage_in,11,47,"[13, 14]",14,9705.02583,0,5,22,0,0,-9.2,0
g4d_move_0001204,g4d_first144_no_fault,real_inputdata_window,144,141,141:storage_in,19,47,"[18, 25]",25,13314.62583,0,9,27.2,0,0,-13.2,0
g4d_move_0001215,g4d_first144_no_fault,real_inputdata_window,144,142,142:storage_in,16,47,"[17, 21]",17,11212.06584,0,6,0,0,0,3.6,1
g4d_move_0001225,g4d_first144_no_fault,real_inputdata_window,144,143,143:storage_in,11,47,"[13, 14]",13,11200.62684,0,5,0,0,0,11.2,1
g4d_move_0001232,g4d_first256_no_fault,real_inputdata_window,256,0,0:storage_in,16,47,"[17, 21]",17,13929.554547,0,6,0,0,0,3.6,1
g4d_move_0001247,g4d_first256_no_fault,real_inputdata_window,256,2,2:storage_in,19,47,"[18, 25]",18,13321.583701,0,5,0,0,0,2.8,1
g4d_move_0001254,g4d_first256_no_fault,real_inputdata_window,256,3,3:storage_in,16,47,"[17, 21]",17,13317.399128,0,6,0,0,0,3.6,1
g4d_move_0001262,g4d_first256_no_fault,real_inputdata_window,256,4,4:storage_in,16,47,"[17, 21]",17,12734.917014,0,6,0,0,0,3.6,1
g4d_move_0001277,g4d_first256_no_fault,real_inputdata_window,256,6,6:storage_in,19,47,"[18, 25]",18,12134.77838,0,5,0,0,0,2.8,1
g4d_move_0001284,g4d_first256_no_fault,real_inputdata_window,256,7,7:storage_in,16,47,"[17, 21]",17,12124.11787,0,6,0,0,0,3.6,1
g4d_move_0001292,g4d_first256_no_fault,real_inputdata_window,256,8,8:storage_in,6,47,"[8, 12]",12,13311.69352,0,6,0,0,0,10,1
g4d_move_0001307,g4d_first256_no_fault,real_inputdata_window,256,10,10:storage_in,19,47,"[18, 25]",18,12109.42706,0,5,0,0,0,2.8,1
g4d_move_0001316,g4d_first256_no_fault,real_inputdata_window,256,11,11:storage_in,11,47,"[13, 14]",13,13297.96018,0,5,0,0,0,11.2,1
g4d_move_0001323,g4d_first256_no_fault,real_inputdata_window,256,12,12:storage_in,6,47,"[8, 12]",12,13350.6314,0,6,0,0,0,10,1
g4d_move_0001338,g4d_first256_no_fault,real_inputdata_window,256,14,14:storage_in,19,47,"[18, 25]",18,11524.11172,0,5,0,0,0,2.8,1
g4d_move_0001345,g4d_first256_no_fault,real_inputdata_window,256,15,15:storage_in,16,47,"[17, 21]",17,13321.5546,0,6,0,0,0,3.6,1
g4d_move_0001353,g4d_first256_no_fault,real_inputdata_window,256,16,16:storage_in,16,47,"[17, 21]",17,11516.34047,0,6,0,0,0,3.6,1
g4d_move_0001364,g4d_first256_no_fault,real_inputdata_window,256,17,17:storage_in,11,47,"[13, 14]",13,13303.32218,0,5,0,0,0,11.2,1
g4d_move_0001372,g4d_first256_no_fault,real_inputdata_window,256,18,18:storage_in,6,47,"[8, 12]",12,13309.8,0,6,0,0,0,10,1
g4d_move_0001382,g4d_first256_no_fault,real_inputdata_window,256,19,19:storage_in,11,47,"[13, 14]",13,14200.58885,0,5,0,0,0,11.2,1
g4d_move_0001389,g4d_first256_no_fault,real_inputdata_window,256,20,20:storage_in,16,47,"[17, 21]",21,13909.29673,0,5,5.2,0,0,17.6,0
g4d_move_0001399,g4d_first256_no_fault,real_inputdata_window,256,21,21:storage_in,11,47,"[13, 14]",14,13895.36023,0,5,22,0,0,-9.2,0
g4d_move_0001413,g4d_first256_no_fault,real_inputdata_window,256,23,23:storage_in,19,47,"[18, 25]",18,13345.55459,0,5,0,0,0,2.8,1
g4d_move_0001420,g4d_first256_no_fault,real_inputdata_window,256,24,24:storage_in,16,47,"[17, 21]",17,13642.91704,0,6,0,0,0,3.6,1
g4d_move_0001442,g4d_first256_no_fault,real_inputdata_window,256,27,27:storage_in,19,47,"[18, 25]",25,10926.88797,0,9,27.2,0,0,-13.2,0
g4d_move_0001453,g4d_first256_no_fault,real_inputdata_window,256,28,28:storage_in,16,47,"[17, 21]",17,10924.25041,0,6,0,0,0,3.6,1
g4d_move_0001461,g4d_first256_no_fault,real_inputdata_window,256,29,29:storage_in,6,47,"[8, 12]",12,13322.36018,0,6,0,0,0,10,1
g4d_move_0001469,g4d_first256_no_fault,real_inputdata_window,256,30,30:storage_in,19,47,"[18, 25]",18,13322.73254,0,5,0,0,0,2.8,1
g4d_move_0001478,g4d_first256_no_fault,real_inputdata_window,256,31,31:storage_in,11,47,"[13, 14]",13,13311.25552,0,5,0,0,0,11.2,1
g4d_move_0001488,g4d_first256_no_fault,real_inputdata_window,256,32,32:storage_in,11,47,"[13, 14]",13,13306.02685,0,5,0,0,0,11.2,1
g4d_move_0001496,g4d_first256_no_fault,real_inputdata_window,256,33,33:storage_in,6,47,"[8, 12]",12,13613.8,0,6,0,0,0,10,1
g4d_move_0001504,g4d_first256_no_fault,real_inputdata_window,256,34,34:storage_in,16,47,"[17, 21]",21,10914.76039,0,5,5.2,0,0,17.6,0
g4d_move_0001525,g4d_first256_no_fault,real_inputdata_window,256,36,36:storage_in,11,47,"[13, 14]",14,12100.81219,0,5,22,0,0,-9.2,0
g4d_move_0001532,g4d_first256_no_fault,real_inputdata_window,256,37,37:storage_in,19,47,"[18, 25]",18,13309.39916,0,5,0,0,0,2.8,1
g4d_move_0001542,g4d_first256_no_fault,real_inputdata_window,256,38,38:storage_in,11,47,"[13, 14]",13,13595.54551,0,5,0,0,0,11.2,1
g4d_move_0001549,g4d_first256_no_fault,real_inputdata_window,256,39,39:storage_in,16,47,"[17, 21]",17,13606.62576,0,6,0,0,0,3.6,1
g4d_move_0001557,g4d_first256_no_fault,real_inputdata_window,256,40,40:storage_in,6,47,"[8, 12]",12,12103.65556,0,6,0,0,0,10,1
g4d_move_0001567,g4d_first256_no_fault,real_inputdata_window,256,41,41:storage_in,11,47,"[13, 14]",13,12142.1934,0,5,0,0,0,11.2,1
g4d_move_0001581,g4d_first256_no_fault,real_inputdata_window,256,43,43:storage_in,19,47,"[18, 25]",18,12132.25038,0,5,0,0,0,2.8,1
g4d_move_0001588,g4d_first256_no_fault,real_inputdata_window,256,44,44:storage_in,16,47,"[17, 21]",17,10329.4511,0,6,0,0,0,3.6,1
g4d_move_0001598,g4d_first256_no_fault,real_inputdata_window,256,45,45:storage_in,11,47,"[13, 14]",13,13016.58885,0,5,0,0,0,11.2,1
g4d_move_0001615,g4d_first256_no_fault,real_inputdata_window,256,47,47:storage_in,11,47,"[13, 14]",13,12706.21219,0,5,0,0,0,11.2,1
g4d_move_0001630,g4d_first256_no_fault,real_inputdata_window,256,49,49:storage_in,6,47,"[8, 12]",12,12112.8,0,6,0,0,0,10,1
g4d_move_0001640,g4d_first256_no_fault,real_inputdata_window,256,50,50:storage_in,11,47,"[13, 14]",13,12103.4789,0,5,0,0,0,11.2,1
g4d_move_0001647,g4d_first256_no_fault,real_inputdata_window,256,51,51:storage_in,19,47,"[18, 25]",25,12712.06582,0,9,27.2,0,0,-13.2,0
g4d_move_0001661,g4d_first256_no_fault,real_inputdata_window,256,52,52:storage_in,11,47,"[13, 14]",13,13298.19551,0,5,0,0,0,11.2,1
g4d_move_0001668,g4d_first256_no_fault,real_inputdata_window,256,53,53:storage_in,16,47,"[17, 21]",17,13309.42704,0,6,0,0,0,3.6,1
g4d_move_0001677,g4d_first256_no_fault,real_inputdata_window,256,54,54:storage_in,6,47,"[8, 12]",12,13305.8,0,6,0,0,0,10,1
g4d_move_0001685,g4d_first256_no_fault,real_inputdata_window,256,55,55:storage_in,6,47,"[8, 12]",12,12989.5455,0,6,0,0,0,10,1
g4d_move_0001700,g4d_first256_no_fault,real_inputdata_window,256,57,57:storage_in,19,47,"[18, 25]",18,9748.25035,0,5,0,0,0,2.8,1
g4d_move_0001707,g4d_first256_no_fault,real_inputdata_window,256,58,58:storage_in,16,47,"[17, 21]",17,12137.44505,0,6,0,0,0,3.6,1
g4d_move_0001717,g4d_first256_no_fault,real_inputdata_window,256,59,59:storage_in,11,47,"[13, 14]",13,12124.62685,0,5,0,0,0,11.2,1
g4d_move_0001731,g4d_first256_no_fault,real_inputdata_window,256,61,61:storage_in,19,47,"[18, 25]",25,12428.06589,0,9,27.2,0,0,-13.2,0
g4d_move_0001742,g4d_first256_no_fault,real_inputdata_window,256,62,62:storage_in,19,47,"[18, 25]",18,12426.77836,0,5,0,0,0,2.8,1
g4d_move_0001752,g4d_first256_no_fault,real_inputdata_window,256,63,63:storage_in,11,47,"[13, 14]",13,12413.98884,0,5,0,0,0,11.2,1
g4d_move_0001759,g4d_first256_no_fault,real_inputdata_window,256,64,64:storage_in,16,47,"[17, 21]",21,12122.76023,0,5,5.2,0,0,17.6,0
g4d_move_0001766,g4d_first256_no_fault,real_inputdata_window,256,65,65:storage_in,6,47,"[8, 12]",12,12419.86223,0,6,0,0,0,10,1
g4d_move_0001788,g4d_first256_no_fault,real_inputdata_window,256,67,67:storage_in,11,47,"[13, 14]",14,13908.81218,0,5,22,0,0,-9.2,0
g4d_move_0001795,g4d_first256_no_fault,real_inputdata_window,256,68,68:storage_in,19,47,"[18, 25]",18,12117.29682,0,5,0,0,0,2.8,1
g4d_move_0001802,g4d_first256_no_fault,real_inputdata_window,256,69,69:storage_in,16,47,"[17, 21]",17,12414.73258,0,6,0,0,0,3.6,1
g4d_move_0001813,g4d_first256_no_fault,real_inputdata_window,256,70,70:storage_in,11,47,"[13, 14]",13,10900.69352,0,5,0,0,0,11.2,1
g4d_move_0001828,g4d_first256_no_fault,real_inputdata_window,256,73,73:storage_in,19,47,"[18, 25]",25,9709.42701,0,9,27.2,0,0,-13.2,0
g4d_move_0001840,g4d_first256_no_fault,real_inputdata_window,256,72,72:storage_in,6,47,"[8, 12]",12,10906.8,0,6,0,0,0,10,1
g4d_move_0001850,g4d_first256_no_fault,real_inputdata_window,256,74,74:storage_in,11,47,"[13, 14]",13,12097.96018,0,5,0,0,0,11.2,1
g4d_move_0001857,g4d_first256_no_fault,real_inputdata_window,256,75,75:storage_in,16,47,"[17, 21]",21,10906.62583,0,5,5.2,0,0,17.6,0
g4d_move_0001867,g4d_first256_no_fault,real_inputdata_window,256,76,76:storage_in,11,47,"[13, 14]",14,12092.87859,0,5,22,0,0,-9.2,0
g4d_move_0001874,g4d_first256_no_fault,real_inputdata_window,256,77,77:storage_in,16,47,"[17, 21]",17,11977.39919,0,6,0,0,0,3.6,1
g4d_move_0001885,g4d_first256_no_fault,real_inputdata_window,256,78,78:storage_in,11,47,"[13, 14]",13,10937.15006,0,5,0,0,0,11.2,1
g4d_move_0001900,g4d_first256_no_fault,real_inputdata_window,256,80,80:storage_in,6,47,"[8, 12]",12,13343.95472,0,6,0,0,0,10,1
g4d_move_0001908,g4d_first256_no_fault,real_inputdata_window,256,81,81:storage_in,19,47,"[18, 25]",25,13345.55472,0,9,27.2,0,0,-13.2,0
g4d_move_0001926,g4d_first256_no_fault,real_inputdata_window,256,83,83:storage_in,16,47,"[17, 21]",17,9140.11172,0,6,0,0,0,3.6,1
g4d_move_0001936,g4d_first256_no_fault,real_inputdata_window,256,85,85:storage_in,11,47,"[13, 14]",13,10927.29351,0,5,0,0,0,11.2,1
