sample_id,window_name,context,window_size,task_id,segment_id,current_node,goal_node,candidate_next_nodes,teacher_next_node,time_slack,local_node_time_window_pressure,teacher_static_remaining_hops,teacher_second_best_gap,teacher_downstream_pressure_2hop,teacher_downstream_pressure_3hop,teacher_goal_direction_score,teacher_historical_risk
g4d_move_0004650,g4d_first512_no_fault,real_inputdata_window,512,144,144:storage_in,11,47,"[13, 14]",13,11195.32219,0,5,0,0,0,11.2,1
g4d_move_0004660,g4d_first512_no_fault,real_inputdata_window,512,145,145:storage_in,11,47,"[13, 14]",13,12692.02905,0,5,0,0,0,11.2,1
g4d_move_0004667,g4d_first512_no_fault,real_inputdata_window,512,146,146:storage_in,6,47,"[8, 12]",12,11189.5455,0,6,0,0,0,10,1
g4d_move_0004682,g4d_first512_no_fault,real_inputdata_window,512,148,148:storage_in,6,47,"[8, 12]",12,10749.68384,0,6,0,0,0,10,1
g4d_move_0004718,g4d_first512_no_fault,real_inputdata_window,512,153,153:storage_in,19,47,"[18, 25]",18,10061.5546,0,5,0,0,0,2.8,1
g4d_move_0004725,g4d_first512_no_fault,real_inputdata_window,512,154,154:storage_in,16,47,"[17, 21]",17,13358.91697,0,6,0,0,0,3.6,1
g4d_move_0004740,g4d_first512_no_fault,real_inputdata_window,512,156,156:storage_in,19,47,"[18, 25]",18,7950.91697,0,5,0,0,0,2.8,1
g4d_move_0004747,g4d_first512_no_fault,real_inputdata_window,512,157,157:storage_in,6,47,"[8, 12]",12,9740.1334,0,6,0,0,0,10,1
g4d_move_0004755,g4d_first512_no_fault,real_inputdata_window,512,158,158:storage_in,16,47,"[17, 21]",17,7940.22128,0,6,0,0,0,3.6,1
g4d_move_0004765,g4d_first512_no_fault,real_inputdata_window,512,159,159:storage_in,11,47,"[13, 14]",13,9730.14551,0,5,0,0,0,11.2,1
g4d_move_0004774,g4d_first512_no_fault,real_inputdata_window,512,160,160:storage_in,11,47,"[13, 14]",13,13928.89807,0,5,0,0,0,11.2,1
g4d_move_0004784,g4d_first512_no_fault,real_inputdata_window,512,161,161:storage_in,11,47,"[13, 14]",13,13624.87884,0,5,0,0,0,11.2,1
g4d_move_0004805,g4d_first512_no_fault,real_inputdata_window,512,164,164:storage_in,19,47,"[18, 25]",18,12134.4,0,5,0,0,1,2.8,1
g4d_move_0004818,g4d_first512_no_fault,real_inputdata_window,512,163,163:storage_in,6,47,"[8, 12]",8,13631.82707,0,7,3.2,0,0,-0.4,0
g4d_move_0004820,g4d_first512_no_fault,real_inputdata_window,512,163,163:storage_in,11,47,"[13, 14]",13,13623.82707,0,5,0,0,0,11.2,1
g4d_move_0004828,g4d_first512_no_fault,real_inputdata_window,512,165,165:storage_in,19,47,"[18, 25]",18,10932.4,0,5,0,0,0,2.8,1
g4d_move_0004835,g4d_first512_no_fault,real_inputdata_window,512,166,166:storage_in,16,47,"[17, 21]",21,13332.11783,0,5,5.2,0,0,17.6,0
g4d_move_0004844,g4d_first512_no_fault,real_inputdata_window,512,167,167:storage_in,11,47,"[13, 14]",13,12421.25722,0,5,0,0,0,11.2,1
g4d_move_0004851,g4d_first512_no_fault,real_inputdata_window,512,168,168:storage_in,16,47,"[17, 21]",21,13330.63017,0,5,5.2,0,0,17.6,0
g4d_move_0004873,g4d_first512_no_fault,real_inputdata_window,512,170,170:storage_in,11,47,"[13, 14]",13,12116.35852,0,5,0,0,0,11.2,1
g4d_move_0004893,g4d_first512_no_fault,real_inputdata_window,512,172,172:storage_in,19,47,"[18, 25]",18,8825.42708,0,5,0,0,1,2.8,1
g4d_move_0004906,g4d_first512_no_fault,real_inputdata_window,512,173,173:storage_in,19,47,"[18, 25]",18,12424.4,0,5,0,0,1,2.8,1
g4d_move_0004918,g4d_first512_no_fault,real_inputdata_window,512,174,174:storage_in,16,47,"[17, 21]",17,10322.69194,0,6,0,0,0,3.6,1
g4d_move_0004927,g4d_first512_no_fault,real_inputdata_window,512,175,175:storage_in,6,47,"[8, 12]",12,14215.8,0,6,0,0,0,10,1
g4d_move_0004944,g4d_first512_no_fault,real_inputdata_window,512,177,177:storage_in,11,47,"[13, 14]",13,10606.14552,0,5,0,0,0,11.2,1
g4d_move_0004951,g4d_first512_no_fault,real_inputdata_window,512,178,178:storage_in,19,47,"[18, 25]",18,10914.73248,0,5,0,0,0,2.8,1
g4d_move_0004961,g4d_first512_no_fault,real_inputdata_window,512,179,179:storage_in,11,47,"[13, 14]",13,12400.86219,0,5,0,0,0,11.2,1
g4d_move_0004968,g4d_first512_no_fault,real_inputdata_window,512,180,180:storage_in,16,47,"[17, 21]",17,7911.96359,0,6,0,0,0,3.6,1
g4d_move_0004977,g4d_first512_no_fault,real_inputdata_window,512,181,181:storage_in,6,47,"[8, 12]",12,9708.8,0,6,0,0,0,10,1
g4d_move_0004987,g4d_first512_no_fault,real_inputdata_window,512,182,182:storage_in,11,47,"[13, 14]",13,10297.92218,0,5,0,0,0,11.2,1
g4d_move_0004997,g4d_first512_no_fault,real_inputdata_window,512,183,183:storage_in,11,47,"[13, 14]",13,14192.65552,0,5,0,0,0,11.2,1
g4d_move_0005004,g4d_first512_no_fault,real_inputdata_window,512,184,184:storage_in,16,47,"[17, 21]",17,12078.78451,0,6,0,0,0,3.6,1
g4d_move_0005019,g4d_first512_no_fault,real_inputdata_window,512,186,186:storage_in,6,47,"[8, 12]",8,10866.36018,0,7,3.2,0,0,-0.4,0
g4d_move_0005021,g4d_first512_no_fault,real_inputdata_window,512,186,186:storage_in,11,47,"[13, 14]",14,10858.36018,0,5,22,0,0,-9.2,0
g4d_move_0005030,g4d_first512_no_fault,real_inputdata_window,512,187,187:storage_in,11,47,"[13, 14]",13,13255.46219,0,5,0,0,0,11.2,1
g4d_move_0005040,g4d_first512_no_fault,real_inputdata_window,512,188,188:storage_in,11,47,"[13, 14]",13,12647.54551,0,5,0,0,0,11.2,1
g4d_move_0005047,g4d_first512_no_fault,real_inputdata_window,512,189,189:storage_in,6,47,"[8, 12]",12,10855.69352,0,6,0,0,0,10,1
g4d_move_0005057,g4d_first512_no_fault,real_inputdata_window,512,190,190:storage_in,11,47,"[13, 14]",13,12042.1289,0,5,0,0,0,11.2,1
g4d_move_0005067,g4d_first512_no_fault,real_inputdata_window,512,191,191:storage_in,11,47,"[13, 14]",13,11970.01645,0,5,0,0,0,11.2,1
g4d_move_0005151,g4d_first512_no_fault,real_inputdata_window,512,203,203:storage_in,19,47,"[18, 25]",18,12453.58373,0,5,0,0,0,2.8,1
g4d_move_0005158,g4d_first512_no_fault,real_inputdata_window,512,204,204:storage_in,16,47,"[17, 21]",17,9750.91705,0,6,0,0,0,3.6,1
g4d_move_0005174,g4d_first512_no_fault,real_inputdata_window,512,206,206:storage_in,19,47,"[18, 25]",18,7342.78443,0,5,0,0,0,2.8,1
g4d_move_0005184,g4d_first512_no_fault,real_inputdata_window,512,207,207:storage_in,11,47,"[13, 14]",13,14228.96473,0,5,0,0,0,11.2,1
g4d_move_0005191,g4d_first512_no_fault,real_inputdata_window,512,208,208:storage_in,16,47,"[17, 21]",17,7340.11187,0,6,0,0,0,3.6,1
g4d_move_0005199,g4d_first512_no_fault,real_inputdata_window,512,209,209:storage_in,6,47,"[8, 12]",12,13637.54556,0,6,0,0,0,10,1
g4d_move_0005207,g4d_first512_no_fault,real_inputdata_window,512,210,210:storage_in,19,47,"[18, 25]",25,8538.73248,0,9,27.2,0,0,-13.2,0
g4d_move_0005220,g4d_first512_no_fault,real_inputdata_window,512,212,212:storage_in,11,47,"[13, 14]",13,11526.57818,0,5,0,0,0,11.2,1
g4d_move_0005235,g4d_first512_no_fault,real_inputdata_window,512,213,213:storage_in,16,47,"[17, 21]",21,7336.06581,0,5,5.2,0,0,17.6,0
g4d_move_0005242,g4d_first512_no_fault,real_inputdata_window,512,214,214:storage_in,19,47,"[18, 25]",25,8234.77844,0,9,27.2,0,0,-13.2,0
g4d_move_0005268,g4d_first512_no_fault,real_inputdata_window,512,216,216:storage_in,11,47,"[13, 14]",13,12119.2517,0,5,0,0,0,11.2,1
g4d_move_0005275,g4d_first512_no_fault,real_inputdata_window,512,217,217:storage_in,19,47,"[18, 25]",18,13630.76022,0,5,0,0,0,2.8,1
g4d_move_0005282,g4d_first512_no_fault,real_inputdata_window,512,218,218:storage_in,16,47,"[17, 21]",17,7329.44498,0,6,0,0,0,3.6,1
g4d_move_0005290,g4d_first512_no_fault,real_inputdata_window,512,220,220:storage_in,16,47,"[17, 21]",21,12127.95924,0,5,5.2,0,0,17.6,0
g4d_move_0005298,g4d_first512_no_fault,real_inputdata_window,512,219,219:storage_in,6,47,"[8, 12]",8,10025.8,0,7,3.2,0,0,-0.4,0
g4d_move_0005300,g4d_first512_no_fault,real_inputdata_window,512,219,219:storage_in,11,47,"[13, 14]",14,10017.8,0,5,22,0,0,-9.2,0
g4d_move_0005309,g4d_first512_no_fault,real_inputdata_window,512,221,221:storage_in,11,47,"[13, 14]",13,12115.92286,0,5,0,0,0,11.2,1
g4d_move_0005331,g4d_first512_no_fault,real_inputdata_window,512,223,223:storage_in,11,47,"[13, 14]",13,10011.00572,0,5,0,0,0,11.2,1
g4d_move_0005338,g4d_first512_no_fault,real_inputdata_window,512,224,224:storage_in,19,47,"[18, 25]",18,10022.76043,0,5,0,0,0,2.8,1
g4d_move_0005345,g4d_first512_no_fault,real_inputdata_window,512,225,225:storage_in,19,47,"[18, 25]",18,7321.72709,0,5,0,0,1,2.8,1
g4d_move_0005357,g4d_first512_no_fault,real_inputdata_window,512,226,226:storage_in,16,47,"[17, 21]",21,10919.96358,0,5,5.2,0,0,17.6,0
g4d_move_0005376,g4d_first512_no_fault,real_inputdata_window,512,228,228:storage_in,19,47,"[18, 25]",18,10914.62576,0,5,0,0,0,2.8,1
g4d_move_0005383,g4d_first512_no_fault,real_inputdata_window,512,229,229:storage_in,6,47,"[8, 12]",12,8511.69352,0,6,0,0,0,10,1
g4d_move_0005391,g4d_first512_no_fault,real_inputdata_window,512,230,230:storage_in,16,47,"[17, 21]",17,9711.96356,0,6,0,0,0,3.6,1
g4d_move_0005401,g4d_first512_no_fault,real_inputdata_window,512,231,231:storage_in,11,47,"[13, 14]",13,9700.58885,0,5,0,0,0,11.2,1
g4d_move_0005424,g4d_first512_no_fault,real_inputdata_window,512,233,233:storage_in,11,47,"[13, 14]",13,9695.32218,0,5,0,0,0,11.2,1
g4d_move_0005432,g4d_first512_no_fault,real_inputdata_window,512,234,234:storage_in,6,47,"[8, 12]",12,8502.8,0,6,0,0,0,10,1
g4d_move_0005442,g4d_first512_no_fault,real_inputdata_window,512,235,235:storage_in,11,47,"[13, 14]",13,13592.81193,0,5,0,0,0,11.2,1
g4d_move_0005456,g4d_first512_no_fault,real_inputdata_window,512,237,237:storage_in,19,47,"[18, 25]",18,12062.91705,0,5,0,0,0,2.8,1
g4d_move_0005463,g4d_first512_no_fault,real_inputdata_window,512,238,238:storage_in,19,47,"[18, 25]",18,7255.9634,0,5,0,0,0,2.8,1
g4d_move_0005470,g4d_first512_no_fault,real_inputdata_window,512,239,239:storage_in,16,47,"[17, 21]",17,12053.39924,0,6,0,0,0,3.6,1
g4d_move_0005478,g4d_first512_no_fault,real_inputdata_window,512,240,240:storage_in,6,47,"[8, 12]",12,13199.48611,0,6,0,0,0,10,1
g4d_move_0005486,g4d_first512_no_fault,real_inputdata_window,512,241,241:storage_in,16,47,"[17, 21]",17,9590.72973,0,6,0,0,0,3.6,1
g4d_move_0005497,g4d_first512_no_fault,real_inputdata_window,512,242,242:storage_in,11,47,"[13, 14]",13,9559.75097,0,5,0,0,0,11.2,1
g4d_move_0005635,g4d_first512_no_fault,real_inputdata_window,512,261,261:storage_in,19,47,"[18, 25]",18,8858.78454,0,5,0,0,0,2.8,1
g4d_move_0005642,g4d_first512_no_fault,real_inputdata_window,512,262,262:storage_in,16,47,"[17, 21]",17,6756.11168,0,6,0,0,0,3.6,1
g4d_move_0005659,g4d_first512_no_fault,real_inputdata_window,512,264,264:storage_in,11,47,"[13, 14]",13,12734.41673,0,5,0,0,0,11.2,1
g4d_move_0005666,g4d_first512_no_fault,real_inputdata_window,512,265,265:storage_in,16,47,"[17, 21]",21,6743.06054,0,5,5.2,0,0,17.6,0
g4d_move_0005673,g4d_first512_no_fault,real_inputdata_window,512,266,266:storage_in,19,47,"[18, 25]",18,6742.85248,0,5,0,0,0,2.8,1
g4d_move_0005680,g4d_first512_no_fault,real_inputdata_window,512,267,267:storage_in,6,47,"[8, 12]",8,13941.02684,0,7,3.2,0,0,-0.4,0
g4d_move_0005682,g4d_first512_no_fault,real_inputdata_window,512,267,267:storage_in,11,47,"[13, 14]",14,13933.02684,0,5,22,0,0,-9.2,0
g4d_move_0005692,g4d_first512_no_fault,real_inputdata_window,512,268,268:storage_in,11,47,"[13, 14]",14,13628.96467,0,5,22,0,0,-9.2,0
g4d_move_0005714,g4d_first512_no_fault,real_inputdata_window,512,270,270:storage_in,11,47,"[13, 14]",13,13327.45121,0,5,0,0,0,11.2,1
g4d_move_0005721,g4d_first512_no_fault,real_inputdata_window,512,271,271:storage_in,16,47,"[17, 21]",17,6737.45121,0,6,0,0,0,3.6,1
g4d_move_0005732,g4d_first512_no_fault,real_inputdata_window,512,272,272:storage_in,11,47,"[13, 14]",13,7923.88722,0,5,0,0,0,11.2,1
g4d_move_0005739,g4d_first512_no_fault,real_inputdata_window,512,274,274:storage_in,19,47,"[18, 25]",25,10936.06593,0,9,27.2,0,0,-13.2,0
g4d_move_0005751,g4d_first512_no_fault,real_inputdata_window,512,273,273:storage_in,6,47,"[8, 12]",8,8533.8,0,7,3.2,0,0,-0.4,0
g4d_move_0005753,g4d_first512_no_fault,real_inputdata_window,512,273,273:storage_in,11,47,"[13, 14]",14,8525.8,0,5,22,0,0,-9.2,0
g4d_move_0005774,g4d_first512_no_fault,real_inputdata_window,512,276,276:storage_in,6,47,"[8, 12]",8,9430.8,0,7,3.2,0,0,-0.4,0
g4d_move_0005776,g4d_first512_no_fault,real_inputdata_window,512,276,276:storage_in,11,47,"[13, 14]",13,9422.8,0,5,0,0,0,11.2,1
g4d_move_0005783,g4d_first512_no_fault,real_inputdata_window,512,277,277:storage_in,19,47,"[18, 25]",25,6732.22139,0,9,27.2,0,0,-13.2,0
g4d_move_0005794,g4d_first512_no_fault,real_inputdata_window,512,279,279:storage_in,16,47,"[17, 21]",17,9730.73257,0,6,0,0,0,3.6,1
g4d_move_0005812,g4d_first512_no_fault,real_inputdata_window,512,280,280:storage_in,16,47,"[17, 21]",17,13329.45119,0,6,0,0,0,3.6,1
g4d_move_0005822,g4d_first512_no_fault,real_inputdata_window,512,282,282:storage_in,11,47,"[13, 14]",13,13016.62684,0,5,0,0,0,11.2,1
g4d_move_0005837,g4d_first512_no_fault,real_inputdata_window,512,283,283:storage_in,19,47,"[18, 25]",25,12125.29252,0,9,27.2,0,0,-13.2,0
g4d_move_0005858,g4d_first512_no_fault,real_inputdata_window,512,285,285:storage_in,11,47,"[13, 14]",13,8511.52885,0,5,0,0,0,11.2,1
g4d_move_0005865,g4d_first512_no_fault,real_inputdata_window,512,286,286:storage_in,16,47,"[17, 21]",17,7922.67955,0,6,0,0,0,3.6,1
g4d_move_0005874,g4d_first512_no_fault,real_inputdata_window,512,287,287:storage_in,6,47,"[8, 12]",12,13318.8,0,6,0,0,0,10,1
g4d_move_0005901,g4d_first512_no_fault,real_inputdata_window,512,290,290:storage_in,19,47,"[18, 25]",25,6716.3405,0,9,27.2,0,0,-13.2,0
g4d_move_0005914,g4d_first512_no_fault,real_inputdata_window,512,291,291:storage_in,11,47,"[13, 14]",13,9706.14525,0,5,0,0,0,11.2,1
g4d_move_0005921,g4d_first512_no_fault,real_inputdata_window,512,292,292:storage_in,19,47,"[18, 25]",18,9114.63004,0,5,0,0,0,2.8,1
g4d_move_0005928,g4d_first512_no_fault,real_inputdata_window,512,293,293:storage_in,16,47,"[17, 21]",17,13312.03564,0,6,0,0,0,3.6,1
g4d_move_0005939,g4d_first512_no_fault,real_inputdata_window,512,294,294:storage_in,11,47,"[13, 14]",13,13597.9889,0,5,0,0,0,11.2,1
g4d_move_0005947,g4d_first512_no_fault,real_inputdata_window,512,295,295:storage_in,6,47,"[8, 12]",12,11205.8,0,6,0,0,0,10,1
g4d_move_0005958,g4d_first512_no_fault,real_inputdata_window,512,296,296:storage_in,11,47,"[13, 14]",13,10896.4,0,5,0,0,0,11.2,1
g4d_move_0005968,g4d_first512_no_fault,real_inputdata_window,512,297,297:storage_in,11,47,"[13, 14]",13,10894.4,0,5,0,0,0,11.2,1
g4d_move_0005978,g4d_first512_no_fault,real_inputdata_window,512,298,298:storage_in,11,47,"[13, 14]",13,11486.69884,0,5,0,0,0,11.2,1
g4d_move_0005985,g4d_first512_no_fault,real_inputdata_window,512,299,299:storage_in,19,47,"[18, 25]",18,12097.4451,0,5,0,0,0,2.8,1
g4d_move_0005992,g4d_first512_no_fault,real_inputdata_window,512,300,300:storage_in,16,47,"[17, 21]",21,13294.88785,0,5,5.2,0,0,17.6,0
g4d_move_0005999,g4d_first512_no_fault,real_inputdata_window,512,301,301:storage_in,6,47,"[8, 12]",12,9392.22015,0,6,0,0,0,10,1
g4d_move_0006014,g4d_first512_no_fault,real_inputdata_window,512,303,303:storage_in,19,47,"[18, 25]",18,10884.11174,0,5,0,0,0,2.8,1
g4d_move_0006024,g4d_first512_no_fault,real_inputdata_window,512,304,304:storage_in,11,47,"[13, 14]",13,7871.32217,0,5,0,0,0,11.2,1
g4d_move_0006031,g4d_first512_no_fault,real_inputdata_window,512,305,305:storage_in,16,47,"[17, 21]",17,12081.58368,0,6,0,0,0,3.6,1
g4d_move_0006052,g4d_first512_no_fault,real_inputdata_window,512,307,307:storage_in,19,47,"[18, 25]",25,12076.22116,0,9,27.2,0,0,-13.2,0
g4d_move_0006063,g4d_first512_no_fault,real_inputdata_window,512,308,308:storage_in,6,47,"[8, 12]",8,13574.32217,0,7,3.2,0,0,-0.4,0
g4d_move_0006065,g4d_first512_no_fault,real_inputdata_window,512,308,308:storage_in,11,47,"[13, 14]",13,13566.32217,0,5,0,0,0,11.2,1
g4d_move_0006074,g4d_first512_no_fault,real_inputdata_window,512,309,309:storage_in,11,47,"[13, 14]",13,10862.57156,0,5,0,0,0,11.2,1
g4d_move_0006081,g4d_first512_no_fault,real_inputdata_window,512,310,310:storage_in,16,47,"[17, 21]",21,7570.77839,0,5,5.2,0,0,17.6,0
g4d_move_0006091,g4d_first512_no_fault,real_inputdata_window,512,311,311:storage_in,11,47,"[13, 14]",14,8457.69897,0,5,22,0,0,-9.2,0
g4d_move_0006111,g4d_first512_no_fault,real_inputdata_window,512,313,313:storage_in,6,47,"[8, 12]",12,12064.8,0,6,0,0,0,10,1
g4d_move_0006119,g4d_first512_no_fault,real_inputdata_window,512,314,314:storage_in,19,47,"[18, 25]",18,8465.58361,0,5,0,0,0,2.8,1
g4d_move_0006128,g4d_first512_no_fault,real_inputdata_window,512,315,315:storage_in,11,47,"[13, 14]",13,9655.38532,0,5,0,0,0,11.2,1
g4d_move_0006138,g4d_first512_no_fault,real_inputdata_window,512,316,316:storage_in,11,47,"[13, 14]",13,12350.1838,0,5,0,0,0,11.2,1
g4d_move_0006146,g4d_first512_no_fault,real_inputdata_window,512,317,317:storage_in,6,47,"[8, 12]",12,11157.8,0,6,0,0,0,10,1
g4d_move_0006156,g4d_first512_no_fault,real_inputdata_window,512,318,318:storage_in,11,47,"[13, 14]",13,12946.57151,0,5,0,0,0,11.2,1
g4d_move_0006178,g4d_first512_no_fault,real_inputdata_window,512,320,320:storage_in,11,47,"[13, 14]",13,12341.60477,0,5,0,0,0,11.2,1
g4d_move_0006185,g4d_first512_no_fault,real_inputdata_window,512,321,321:storage_in,19,47,"[18, 25]",18,11153.2968,0,5,0,0,0,2.8,1
g4d_move_0006192,g4d_first512_no_fault,real_inputdata_window,512,322,322:storage_in,6,47,"[8, 12]",12,10847.72888,0,6,0,0,0,10,1
g4d_move_0006200,g4d_first512_no_fault,real_inputdata_window,512,323,323:storage_in,16,47,"[17, 21]",17,10817.55456,0,6,0,0,0,3.6,1
g4d_move_0006210,g4d_first512_no_fault,real_inputdata_window,512,324,324:storage_in,11,47,"[13, 14]",13,11393.96019,0,5,0,0,0,11.2,1
g4d_move_0006220,g4d_first512_no_fault,real_inputdata_window,512,325,325:storage_in,11,47,"[13, 14]",13,8986.02684,0,5,0,0,0,11.2,1
g4d_move_0006227,g4d_first512_no_fault,real_inputdata_window,512,326,326:storage_in,16,47,"[17, 21]",17,6596.61031,0,6,0,0,0,3.6,1
g4d_move_0006249,g4d_first512_no_fault,real_inputdata_window,512,329,329:storage_in,6,47,"[8, 12]",12,13455.21495,0,6,0,0,0,10,1
g4d_move_0006257,g4d_first512_no_fault,real_inputdata_window,512,330,330:storage_in,19,47,"[18, 25]",18,9546.38398,0,5,0,0,0,2.8,1
g4d_move_0006266,g4d_first512_no_fault,real_inputdata_window,512,331,331:storage_in,11,47,"[13, 14]",13,13080.18387,0,5,0,0,0,11.2,1
g4d_move_0006581,g4d_first512_no_fault,real_inputdata_window,512,376,376:storage_in,19,47,"[18, 25]",18,6158.88795,0,5,0,0,0,2.8,1
g4d_move_0006588,g4d_first512_no_fault,real_inputdata_window,512,377,377:storage_in,16,47,"[17, 21]",17,6153.58361,0,6,0,0,0,3.6,1
g4d_move_0006605,g4d_first512_no_fault,real_inputdata_window,512,379,379:storage_in,11,47,"[13, 14]",13,7942.40006,0,5,0,0,0,11.2,1
g4d_move_0006612,g4d_first512_no_fault,real_inputdata_window,512,380,380:storage_in,16,47,"[17, 21]",21,10951.96335,0,5,5.2,0,0,17.6,0
g4d_move_0006634,g4d_first512_no_fault,real_inputdata_window,512,382,382:storage_in,11,47,"[13, 14]",13,8534.65722,0,5,0,0,0,11.2,1
g4d_move_0006645,g4d_first512_no_fault,real_inputdata_window,512,383,383:storage_in,11,47,"[13, 14]",13,12132.8,0,5,0,0,0,11.2,1
g4d_move_0006653,g4d_first512_no_fault,real_inputdata_window,512,384,384:storage_in,6,47,"[8, 12]",12,13041.34947,0,6,0,0,0,10,1
g4d_move_0006661,g4d_first512_no_fault,real_inputdata_window,512,385,385:storage_in,16,47,"[17, 21]",21,6142.94947,0,5,5.2,0,0,17.6,0
g4d_move_0006675,g4d_first512_no_fault,real_inputdata_window,512,387,387:storage_in,19,47,"[18, 25]",25,6141.39923,0,9,27.2,0,0,-13.2,0
g4d_move_0006686,g4d_first512_no_fault,real_inputdata_window,512,388,388:storage_in,19,47,"[18, 25]",25,11240.24923,0,9,27.2,0,0,-13.2,0
g4d_move_0006704,g4d_first512_no_fault,real_inputdata_window,512,390,390:storage_in,6,47,"[8, 12]",8,13635.87884,0,7,3.2,0,0,-0.4,0
g4d_move_0006706,g4d_first512_no_fault,real_inputdata_window,512,390,390:storage_in,11,47,"[13, 14]",13,13627.87884,0,5,0,0,0,11.2,1
g4d_move_0006713,g4d_first512_no_fault,real_inputdata_window,512,391,391:storage_in,16,47,"[17, 21]",21,6136.09373,0,5,5.2,0,0,17.6,0
g4d_move_0006720,g4d_first512_no_fault,real_inputdata_window,512,392,392:storage_in,16,47,"[17, 21]",21,13332.1654,0,5,5.2,0,0,17.6,0
g4d_move_0006741,g4d_first512_no_fault,real_inputdata_window,512,395,395:storage_in,19,47,"[18, 25]",25,7027.17099,0,9,27.2,0,0,-13.2,0
g4d_move_0006761,g4d_first512_no_fault,real_inputdata_window,512,397,397:storage_in,11,47,"[13, 14]",13,7316.62684,0,5,0,0,0,11.2,1
g4d_move_0006768,g4d_first512_no_fault,real_inputdata_window,512,398,398:storage_in,19,47,"[18, 25]",25,8825.42708,0,9,27.2,0,0,-13.2,0
g4d_move_0006779,g4d_first512_no_fault,real_inputdata_window,512,399,399:storage_in,19,47,"[18, 25]",25,10924.11785,0,9,27.2,0,0,-13.2,0
g4d_move_0006793,g4d_first512_no_fault,real_inputdata_window,512,400,400:storage_in,11,47,"[13, 14]",13,13311.32218,0,5,0,0,0,11.2,1
g4d_move_0006800,g4d_first512_no_fault,real_inputdata_window,512,401,401:storage_in,16,47,"[17, 21]",17,7322.73246,0,6,0,0,0,3.6,1
g4d_move_0006809,g4d_first512_no_fault,real_inputdata_window,512,402,402:storage_in,6,47,"[8, 12]",12,7318.8,0,6,0,0,0,10,1
g4d_move_0006825,g4d_first512_no_fault,real_inputdata_window,512,404,404:storage_in,16,47,"[17, 21]",17,6119.0605,0,6,0,0,0,3.6,1
g4d_move_0006835,g4d_first512_no_fault,real_inputdata_window,512,405,405:storage_in,11,47,"[13, 14]",13,7308.58884,0,5,0,0,0,11.2,1
g4d_move_0006842,g4d_first512_no_fault,real_inputdata_window,512,406,406:storage_in,19,47,"[18, 25]",25,10917.42701,0,9,27.2,0,0,-13.2,0
g4d_move_0006856,g4d_first512_no_fault,real_inputdata_window,512,407,407:storage_in,11,47,"[13, 14]",13,8503.53617,0,5,0,0,0,11.2,1
g4d_move_0006863,g4d_first512_no_fault,real_inputdata_window,512,408,408:storage_in,16,47,"[17, 21]",17,7314.62576,0,6,0,0,0,3.6,1
g4d_move_0006872,g4d_first512_no_fault,real_inputdata_window,512,409,409:storage_in,6,47,"[8, 12]",12,8510.8,0,6,0,0,0,10,1
g4d_move_0006895,g4d_first512_no_fault,real_inputdata_window,512,411,411:storage_in,11,47,"[13, 14]",13,8498.1251,0,5,0,0,0,11.2,1
g4d_move_0006902,g4d_first512_no_fault,real_inputdata_window,512,412,412:storage_in,16,47,"[17, 21]",17,6097.58374,0,6,0,0,0,3.6,1
g4d_move_0006921,g4d_first512_no_fault,real_inputdata_window,512,414,414:storage_in,11,47,"[13, 14]",13,10881.21222,0,5,0,0,0,11.2,1
g4d_move_0006937,g4d_first512_no_fault,real_inputdata_window,512,416,416:storage_in,11,47,"[13, 14]",13,8778.47884,0,5,0,0,0,11.2,1
g4d_move_0006944,g4d_first512_no_fault,real_inputdata_window,512,417,417:storage_in,19,47,"[18, 25]",25,13286.77852,0,9,27.2,0,0,-13.2,0
g4d_move_0006955,g4d_first512_no_fault,real_inputdata_window,512,418,418:storage_in,6,47,"[8, 12]",8,10282.52884,0,7,3.2,0,0,-0.4,0
g4d_move_0006957,g4d_first512_no_fault,real_inputdata_window,512,418,418:storage_in,11,47,"[13, 14]",13,10274.52884,0,5,0,0,0,11.2,1
g4d_move_0006964,g4d_first512_no_fault,real_inputdata_window,512,419,419:storage_in,16,47,"[17, 21]",21,8184.11776,0,5,5.2,0,0,17.6,0
g4d_move_0006973,g4d_first512_no_fault,real_inputdata_window,512,420,420:storage_in,11,47,"[13, 14]",13,12368.79551,0,5,0,0,0,11.2,1
g4d_move_0006987,g4d_first512_no_fault,real_inputdata_window,512,422,422:storage_in,19,47,"[18, 25]",25,9677.35861,0,9,27.2,0,0,-13.2,0
g4d_move_0006998,g4d_first512_no_fault,real_inputdata_window,512,423,423:storage_in,19,47,"[18, 25]",25,6976.1117,0,9,27.2,0,0,-13.2,0
g4d_move_0007012,g4d_first512_no_fault,real_inputdata_window,512,424,424:storage_in,11,47,"[13, 14]",13,12363.32217,0,5,0,0,0,11.2,1
g4d_move_0007019,g4d_first512_no_fault,real_inputdata_window,512,425,425:storage_in,16,47,"[17, 21]",17,6973.58369,0,6,0,0,0,3.6,1
g4d_move_0007047,g4d_first512_no_fault,real_inputdata_window,512,428,428:storage_in,16,47,"[17, 21]",17,9666.77821,0,6,0,0,0,3.6,1
g4d_move_0007055,g4d_first512_no_fault,real_inputdata_window,512,429,429:storage_in,19,47,"[18, 25]",18,6065.55452,0,5,0,0,0,2.8,1
