scenario,context,replay_variant,variant_mode,diagnostic_ablation,hybrid_repair,max_tasks,planned_count,unplanned_count,decision_count,legacy_route_next_labels,move_now_legacy_labels,hold_until_safe_labels,reroute_now_legacy_labels,legacy_no_path_labels,temporarily_blocked_labels,globally_unsafe_labels,fallback_safe_labels,sipp_repair_labels,abstain_labels,primary_g4a_label_count,primary_g4a_label_coverage,branch_decision_count,branch_effective_label_coverage,mean_wait_inserted,max_wait_inserted,mean_travel_time,p95_travel_time,p99_travel_time,late_count,max_lateness,makespan,node_reservation_conflicts,edge_reservation_conflicts,merge_group_conflicts,post_shield_conflicts,real_constraint_conflicts,label_taxonomy_distribution,block_reason_distribution
legacy_first16_buffer2,buffer_capacity,g3c_baseline_reproduction,baseline,False,False,16,14,2,168,168,117,0,0,0,47,2,0,0,2,117,0.6964285714285714,82,0.6463414634146342,1.0,1.0,50.17142857142816,57.349999999999994,57.87,0,0.0,10733.8454,0,0,0,0,0,ABSTAIN_NO_TEACHER:2;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NEXT_TEMPORARILY_BLOCKED:47;MOVE_NOW_LEGACY:117,edge_capacity:51
legacy_first16_buffer2,buffer_capacity,wait_fixed_hold_1s,fixed_hold,False,False,16,14,2,168,168,117,49,0,0,0,0,0,0,2,166,0.9880952380952381,82,0.975609756097561,1.0,1.0,50.17142857142816,57.349999999999994,57.87,0,0.0,10733.8454,0,0,0,0,0,ABSTAIN_NO_TEACHER:2;HOLD_UNTIL_SAFE_LEGACY_NEXT:49;MOVE_NOW_LEGACY:117,edge_capacity:51
legacy_first16_buffer2,buffer_capacity,wait_fixed_hold_2s,fixed_hold,False,False,16,14,2,145,145,117,26,0,0,0,0,0,0,2,143,0.9862068965517241,68,0.9705882352941176,2.0,2.0,50.3142857142853,58.08999999999905,58.81799999999981,0,0.0,10734.8454,0,0,0,0,0,ABSTAIN_NO_TEACHER:2;HOLD_UNTIL_SAFE_LEGACY_NEXT:26;MOVE_NOW_LEGACY:117,edge_capacity:28
legacy_first16_buffer2,buffer_capacity,wait_fixed_hold_5s,fixed_hold,False,False,16,15,1,137,134,118,16,0,3,0,0,0,0,0,134,0.9781021897810219,63,1.0,5.0,5.0,52.586666666666375,64.15999999999931,69.31199999999869,0,0.0,10734.8454,0,0,0,0,0,HOLD_UNTIL_SAFE_LEGACY_NEXT:16;LEGACY_NO_PATH:3;MOVE_NOW_LEGACY:118,edge_capacity:16;legacy_astar_no_path:3
legacy_first16_buffer2,buffer_capacity,jump_to_earliest_safe_time,jump,False,False,16,15,1,125,118,97,21,0,7,0,0,0,0,0,118,0.944,55,1.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,HOLD_UNTIL_SAFE_LEGACY_NEXT:21;LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97,edge_capacity:21;legacy_astar_no_path:7
legacy_first16_buffer2,buffer_capacity,reroute_from_current_legacy,reroute,False,False,16,15,1,171,171,135,0,4,0,30,1,0,0,1,139,0.8128654970760234,72,0.875,1.0,1.0,57.71999999999971,81.13999999999888,82.14799999999948,0,0.0,10753.88828,0,0,0,0,0,ABSTAIN_NO_TEACHER:1;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NEXT_TEMPORARILY_BLOCKED:30;MOVE_NOW_LEGACY:135;REROUTE_NOW_LEGACY:4,edge_capacity:36
legacy_first16_buffer2,buffer_capacity,ablation_edge_capacity_2,baseline,True,False,16,15,1,121,121,119,0,0,0,1,0,0,0,1,119,0.9834710743801653,57,0.9649122807017544,1.0,1.0,47.226666666666524,49.60000000000055,50.72000000000156,0,0.0,10724.8454,0,0,0,0,18,ABSTAIN_NO_TEACHER:1;LEGACY_NEXT_TEMPORARILY_BLOCKED:1;MOVE_NOW_LEGACY:119,edge_capacity:2
legacy_first16_buffer2,buffer_capacity,ablation_disable_edge_capacity,baseline,True,False,16,16,0,121,121,121,0,0,0,0,0,0,0,0,121,1.0,57,1.0,0.0,0.0,47.11249999999984,49.250000000000455,49.85000000000154,0,0.0,10724.8454,0,0,0,0,28,MOVE_NOW_LEGACY:121,none
legacy_first16_buffer2,buffer_capacity,ablation_disable_merge_group,baseline,True,False,16,14,2,168,168,117,0,0,0,47,2,0,0,2,117,0.6964285714285714,82,0.6463414634146342,1.0,1.0,50.17142857142816,57.349999999999994,57.87,0,0.0,10733.8454,0,0,0,0,0,ABSTAIN_NO_TEACHER:2;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NEXT_TEMPORARILY_BLOCKED:47;MOVE_NOW_LEGACY:117,edge_capacity:51
legacy_first16_buffer2,buffer_capacity,hybrid_legacy_wait_sipp_fallback,hybrid,False,True,16,15,1,125,118,97,21,0,7,0,0,0,0,0,118,0.944,55,1.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,HOLD_UNTIL_SAFE_LEGACY_NEXT:21;LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97,edge_capacity:21;legacy_astar_no_path:7
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,False,32,21,11,335,331,211,0,0,4,101,8,0,0,11,211,0.6298507462686567,169,0.514792899408284,1.0,1.0,51.11428571428552,59.0,65.08000000000175,0,0.0,11332.14959,0,0,0,0,0,ABSTAIN_NO_TEACHER:11;LEGACY_NEXT_GLOBALLY_UNSAFE:8;LEGACY_NEXT_TEMPORARILY_BLOCKED:101;LEGACY_NO_PATH:4;MOVE_NOW_LEGACY:211,edge_capacity:120;legacy_astar_no_path:4
legacy_first32,no_fault,wait_fixed_hold_1s,fixed_hold,False,False,32,21,11,335,331,211,109,0,4,0,0,0,0,11,320,0.9552238805970149,169,0.9585798816568047,1.0,1.0,51.11428571428552,59.0,65.08000000000175,0,0.0,11332.14959,0,0,0,0,0,ABSTAIN_NO_TEACHER:11;HOLD_UNTIL_SAFE_LEGACY_NEXT:109;LEGACY_NO_PATH:4;MOVE_NOW_LEGACY:211,edge_capacity:120;legacy_astar_no_path:4
legacy_first32,no_fault,wait_fixed_hold_2s,fixed_hold,False,False,32,21,11,282,279,210,59,0,3,0,0,0,0,10,269,0.9539007092198581,132,0.946969696969697,2.0,2.0,51.20952380952362,59.0,65.08000000000175,0,0.0,11332.14959,0,0,0,0,0,ABSTAIN_NO_TEACHER:10;HOLD_UNTIL_SAFE_LEGACY_NEXT:59;LEGACY_NO_PATH:3;MOVE_NOW_LEGACY:210,edge_capacity:69;legacy_astar_no_path:3
legacy_first32,no_fault,wait_fixed_hold_5s,fixed_hold,False,False,32,23,9,275,260,223,31,0,15,0,0,0,0,6,254,0.9236363636363636,114,0.956140350877193,5.0,5.0,54.79130434782604,76.18000000000083,77.42400000000194,0,0.0,11351.467460000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;HOLD_UNTIL_SAFE_LEGACY_NEXT:31;LEGACY_NO_PATH:15;MOVE_NOW_LEGACY:223,edge_capacity:37;legacy_astar_no_path:15
legacy_first32,no_fault,jump_to_earliest_safe_time,jump,False,False,32,23,9,246,225,177,41,0,21,0,2,0,0,5,218,0.8861788617886179,96,0.96875,2.9141351166659963,9.599999999998545,52.87863856521598,67.84184899999745,74.34137639999584,0,0.0,11330.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;HOLD_UNTIL_SAFE_LEGACY_NEXT:41;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NO_PATH:21;MOVE_NOW_LEGACY:177,edge_capacity:48;legacy_astar_no_path:21
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,False,32,25,7,356,354,250,0,8,2,85,4,0,0,7,258,0.7247191011235955,168,0.6666666666666666,1.0,1.0,60.78399999999987,85.0,93.36000000000001,0,0.0,11358.14959,0,0,0,0,0,ABSTAIN_NO_TEACHER:7;LEGACY_NEXT_GLOBALLY_UNSAFE:4;LEGACY_NEXT_TEMPORARILY_BLOCKED:85;LEGACY_NO_PATH:2;MOVE_NOW_LEGACY:250;REROUTE_NOW_LEGACY:8,edge_capacity:104;legacy_astar_no_path:2
legacy_first32,no_fault,ablation_edge_capacity_2,baseline,True,False,32,26,6,265,258,231,0,0,7,18,3,0,0,6,231,0.8716981132075472,123,0.8130081300813008,1.0,1.0,48.484615384615466,54.90000000000191,56.95000000000209,0,0.0,11327.144480000003,0,0,0,0,40,ABSTAIN_NO_TEACHER:6;LEGACY_NEXT_GLOBALLY_UNSAFE:3;LEGACY_NEXT_TEMPORARILY_BLOCKED:18;LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:231,edge_capacity:27;legacy_astar_no_path:7
legacy_first32,no_fault,ablation_disable_edge_capacity,baseline,True,False,32,32,0,255,249,249,0,0,6,0,0,0,0,0,249,0.9764705882352941,114,1.0,1.0,1.0,47.74375000000009,52.270000000001986,52.60000000000218,0,0.0,11326.144480000003,0,0,0,0,117,LEGACY_NO_PATH:6;MOVE_NOW_LEGACY:249,legacy_astar_no_path:6
legacy_first32,no_fault,ablation_disable_merge_group,baseline,True,False,32,21,11,335,331,211,0,0,4,101,8,0,0,11,211,0.6298507462686567,169,0.514792899408284,1.0,1.0,51.11428571428552,59.0,65.08000000000175,0,0.0,11332.14959,0,0,0,0,0,ABSTAIN_NO_TEACHER:11;LEGACY_NEXT_GLOBALLY_UNSAFE:8;LEGACY_NEXT_TEMPORARILY_BLOCKED:101;LEGACY_NO_PATH:4;MOVE_NOW_LEGACY:211,edge_capacity:120;legacy_astar_no_path:4
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,hybrid,False,True,32,23,9,246,223,175,41,0,21,0,2,0,2,5,216,0.8780487804878049,96,0.96875,2.9141351166659963,9.599999999998545,52.87863856521598,67.84184899999745,74.34137639999584,0,0.0,11330.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;HOLD_UNTIL_SAFE_LEGACY_NEXT:41;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NO_PATH:21;MOVE_NOW_LEGACY:175;SIPP_REPAIR_MOVE:2,edge_capacity:48;legacy_astar_no_path:23
legacy_offset32_static16,static_fault,g3c_baseline_reproduction,baseline,False,False,16,9,7,190,184,110,0,0,6,63,4,0,0,7,110,0.5789473684210527,103,0.36893203883495146,1.0,1.0,55.13333333333422,66.76000000000022,69.51199999999918,0,0.0,11940.187810000003,0,0,0,0,0,ABSTAIN_NO_TEACHER:7;LEGACY_NEXT_GLOBALLY_UNSAFE:4;LEGACY_NEXT_TEMPORARILY_BLOCKED:63;LEGACY_NO_PATH:6;MOVE_NOW_LEGACY:110,edge_capacity:74;legacy_astar_no_path:6
legacy_offset32_static16,static_fault,wait_fixed_hold_1s,fixed_hold,False,False,16,9,7,190,184,110,67,0,6,0,0,0,0,7,177,0.9315789473684211,103,0.941747572815534,1.0,1.0,55.13333333333422,66.76000000000022,69.51199999999918,0,0.0,11940.187810000003,0,0,0,0,0,ABSTAIN_NO_TEACHER:7;HOLD_UNTIL_SAFE_LEGACY_NEXT:67;LEGACY_NO_PATH:6;MOVE_NOW_LEGACY:110,edge_capacity:74;legacy_astar_no_path:6
legacy_offset32_static16,static_fault,wait_fixed_hold_2s,fixed_hold,False,False,16,9,7,160,157,111,39,0,3,0,0,0,0,7,150,0.9375,79,0.9113924050632911,2.0,2.0,55.73333333333398,68.9600000000002,72.35199999999917,0,0.0,11941.187810000003,0,0,0,0,0,ABSTAIN_NO_TEACHER:7;HOLD_UNTIL_SAFE_LEGACY_NEXT:39;LEGACY_NO_PATH:3;MOVE_NOW_LEGACY:111,edge_capacity:46;legacy_astar_no_path:3
legacy_offset32_static16,static_fault,wait_fixed_hold_5s,fixed_hold,False,False,16,11,5,162,143,113,28,0,19,0,0,0,0,2,141,0.8703703703703703,70,0.9714285714285714,5.0,5.0,64.47272727272767,87.60000000000218,91.60000000000218,0,0.0,11961.187810000003,0,0,0,0,0,ABSTAIN_NO_TEACHER:2;HOLD_UNTIL_SAFE_LEGACY_NEXT:28;LEGACY_NO_PATH:19;MOVE_NOW_LEGACY:113,edge_capacity:30;legacy_astar_no_path:19
legacy_offset32_static16,static_fault,jump_to_earliest_safe_time,jump,False,False,16,10,6,134,124,99,18,0,10,0,1,0,0,6,117,0.8731343283582089,48,0.8541666666666666,3.185999999999506,14.665369999998802,57.16606299999967,75.08947749999817,78.43036749999743,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;HOLD_UNTIL_SAFE_LEGACY_NEXT:18;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:99,edge_capacity:25;legacy_astar_no_path:10
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,False,16,12,4,193,188,126,0,4,5,53,1,0,0,4,130,0.6735751295336787,103,0.5145631067961165,1.0,1.0,63.0,82.84999999999854,85.04999999999853,0,0.0,11959.18781,0,0,0,0,0,ABSTAIN_NO_TEACHER:4;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NEXT_TEMPORARILY_BLOCKED:53;LEGACY_NO_PATH:5;MOVE_NOW_LEGACY:126;REROUTE_NOW_LEGACY:4,edge_capacity:62;legacy_astar_no_path:5
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,baseline,True,False,16,11,5,142,132,113,0,0,10,14,2,0,0,3,113,0.795774647887324,62,0.6935483870967742,1.0,1.0,49.654545454545854,56.400000000000546,58.63999999999924,0,0.0,11932.187810000003,0,0,0,0,14,ABSTAIN_NO_TEACHER:3;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NEXT_TEMPORARILY_BLOCKED:14;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:113,edge_capacity:19;legacy_astar_no_path:10
legacy_offset32_static16,static_fault,ablation_disable_edge_capacity,baseline,True,False,16,14,2,129,119,119,0,0,10,0,0,0,0,0,119,0.9224806201550387,49,1.0,1.0,1.0,49.28571428571455,53.19999999999891,53.19999999999891,0,0.0,11931.187810000003,0,0,0,0,41,LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:119,legacy_astar_no_path:10
legacy_offset32_static16,static_fault,ablation_disable_merge_group,baseline,True,False,16,9,7,190,184,110,0,0,6,63,4,0,0,7,110,0.5789473684210527,103,0.36893203883495146,1.0,1.0,55.13333333333422,66.76000000000022,69.51199999999918,0,0.0,11940.187810000003,0,0,0,0,0,ABSTAIN_NO_TEACHER:7;LEGACY_NEXT_GLOBALLY_UNSAFE:4;LEGACY_NEXT_TEMPORARILY_BLOCKED:63;LEGACY_NO_PATH:6;MOVE_NOW_LEGACY:110,edge_capacity:74;legacy_astar_no_path:6
legacy_offset32_static16,static_fault,hybrid_legacy_wait_sipp_fallback,hybrid,False,True,16,10,6,134,121,96,18,0,10,0,1,0,3,6,114,0.8507462686567164,48,0.8541666666666666,3.185999999999506,14.665369999998802,57.16606299999967,75.08947749999817,78.43036749999743,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;HOLD_UNTIL_SAFE_LEGACY_NEXT:18;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:96;SIPP_REPAIR_MOVE:3,edge_capacity:25;legacy_astar_no_path:13
legacy_offset64_repair32,repair_window,g3c_baseline_reproduction,baseline,False,False,32,10,22,326,313,176,0,0,13,101,14,0,0,22,176,0.5398773006134969,148,0.3783783783783784,1.0,1.0,52.84000000000069,64.70000000000218,65.42000000000218,0,0.0,13141.521160000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:22;LEGACY_NEXT_GLOBALLY_UNSAFE:14;LEGACY_NEXT_TEMPORARILY_BLOCKED:101;LEGACY_NO_PATH:13;MOVE_NOW_LEGACY:176,edge_capacity:137;legacy_astar_no_path:13
legacy_offset64_repair32,repair_window,wait_fixed_hold_1s,fixed_hold,False,False,32,10,22,326,313,176,115,0,13,0,0,0,0,22,291,0.8926380368098159,148,0.918918918918919,1.0,1.0,52.84000000000069,64.70000000000218,65.42000000000218,0,0.0,13141.521160000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:22;HOLD_UNTIL_SAFE_LEGACY_NEXT:115;LEGACY_NO_PATH:13;MOVE_NOW_LEGACY:176,edge_capacity:137;legacy_astar_no_path:13
legacy_offset64_repair32,repair_window,wait_fixed_hold_2s,fixed_hold,False,False,32,11,21,282,262,175,69,0,20,0,0,0,0,18,244,0.8652482269503546,118,0.923728813559322,2.0,2.0,55.61818181818258,72.80000000000109,77.44000000000197,0,0.0,13142.521160000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:18;HOLD_UNTIL_SAFE_LEGACY_NEXT:69;LEGACY_NO_PATH:20;MOVE_NOW_LEGACY:175,edge_capacity:87;legacy_astar_no_path:20
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,fixed_hold,False,False,32,14,18,296,252,192,51,0,44,0,0,0,0,9,243,0.8209459459459459,109,0.9357798165137615,5.0,5.0,70.0857142857146,100.68000000000129,105.25599999999996,0,0.0,13166.2454,0,0,0,0,0,ABSTAIN_NO_TEACHER:9;HOLD_UNTIL_SAFE_LEGACY_NEXT:51;LEGACY_NO_PATH:44;MOVE_NOW_LEGACY:192,edge_capacity:60;legacy_astar_no_path:44
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,jump,False,False,32,12,20,261,193,143,34,0,68,0,5,0,0,11,177,0.6781609195402298,72,0.8611111111111112,2.367842551020194,9.599999999998545,59.84054666666513,76.04945049999668,79.40625009999526,0,0.0,13149.682149999995,0,0,0,0,0,ABSTAIN_NO_TEACHER:11;HOLD_UNTIL_SAFE_LEGACY_NEXT:34;LEGACY_NEXT_GLOBALLY_UNSAFE:5;LEGACY_NO_PATH:68;MOVE_NOW_LEGACY:143,edge_capacity:50;legacy_astar_no_path:68
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,reroute,False,False,32,13,19,319,305,194,0,7,14,75,10,0,0,19,201,0.6300940438871473,136,0.5441176470588235,1.0,1.0,61.44615384615393,83.19999999999854,85.11999999999854,0,0.0,13163.04086,0,0,0,0,0,ABSTAIN_NO_TEACHER:19;LEGACY_NEXT_GLOBALLY_UNSAFE:10;LEGACY_NEXT_TEMPORARILY_BLOCKED:75;LEGACY_NO_PATH:14;MOVE_NOW_LEGACY:194;REROUTE_NOW_LEGACY:7,edge_capacity:111;legacy_astar_no_path:14
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,baseline,True,False,32,14,18,286,269,206,0,0,17,41,4,0,0,18,206,0.7202797202797203,111,0.6216216216216216,1.0,1.0,50.04285714285769,55.300000000002186,56.34000000000218,0,0.0,13130.521160000002,0,0,0,0,25,ABSTAIN_NO_TEACHER:18;LEGACY_NEXT_GLOBALLY_UNSAFE:4;LEGACY_NEXT_TEMPORARILY_BLOCKED:41;LEGACY_NO_PATH:17;MOVE_NOW_LEGACY:206,edge_capacity:63;legacy_astar_no_path:17
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,baseline,True,False,32,30,2,271,247,247,0,0,24,0,0,0,0,0,247,0.9114391143911439,107,1.0,1.0,1.0,48.87333333333372,52.60000000000218,53.02599999999986,0,0.0,13128.521160000002,0,0,0,0,240,LEGACY_NO_PATH:24;MOVE_NOW_LEGACY:247,legacy_astar_no_path:24
legacy_offset64_repair32,repair_window,ablation_disable_merge_group,baseline,True,False,32,10,22,326,313,176,0,0,13,101,14,0,0,22,176,0.5398773006134969,148,0.3783783783783784,1.0,1.0,52.84000000000069,64.70000000000218,65.42000000000218,0,0.0,13141.521160000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:22;LEGACY_NEXT_GLOBALLY_UNSAFE:14;LEGACY_NEXT_TEMPORARILY_BLOCKED:101;LEGACY_NO_PATH:13;MOVE_NOW_LEGACY:176,edge_capacity:137;legacy_astar_no_path:13
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,hybrid,False,True,32,14,18,254,190,148,32,0,59,0,1,2,5,7,180,0.7086614173228346,74,0.9459459459459459,2.7127893827159433,9.69800000000032,63.45434499999841,76.57590749999726,79.51154149999536,0,0.0,13149.682149999995,0,0,0,0,0,ABSTAIN_NO_TEACHER:7;FALLBACK_SAFE_MOVE:2;HOLD_UNTIL_SAFE_LEGACY_NEXT:32;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:59;MOVE_NOW_LEGACY:148;SIPP_REPAIR_MOVE:5,edge_capacity:42;legacy_astar_no_path:64
legacy_offset64_merge32,merge_group,g3c_baseline_reproduction,baseline,False,False,32,10,22,322,303,164,0,0,19,99,18,0,0,22,164,0.5093167701863354,121,0.4628099173553719,1.0,1.0,53.3600000000004,65.70000000000218,66.42000000000219,0,0.0,13142.521160000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:22;LEGACY_NEXT_GLOBALLY_UNSAFE:18;LEGACY_NEXT_TEMPORARILY_BLOCKED:99;LEGACY_NO_PATH:19;MOVE_NOW_LEGACY:164,edge_capacity:73;edge_capacity+merge_group:35;legacy_astar_no_path:19;merge_group:31
legacy_offset64_merge32,merge_group,wait_fixed_hold_1s,fixed_hold,False,False,32,10,22,322,303,164,117,0,19,0,0,0,0,22,281,0.8726708074534162,121,0.9338842975206612,1.0,1.0,53.3600000000004,65.70000000000218,66.42000000000219,0,0.0,13142.521160000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:22;HOLD_UNTIL_SAFE_LEGACY_NEXT:117;LEGACY_NO_PATH:19;MOVE_NOW_LEGACY:164,edge_capacity:73;edge_capacity+merge_group:35;legacy_astar_no_path:19;merge_group:31
legacy_offset64_merge32,merge_group,wait_fixed_hold_2s,fixed_hold,False,False,32,11,21,269,252,165,67,0,17,0,0,0,0,20,232,0.862453531598513,103,0.9320388349514563,2.0,2.0,56.83636363636387,74.80000000000109,79.44000000000197,0,0.0,13142.521160000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:20;HOLD_UNTIL_SAFE_LEGACY_NEXT:67;LEGACY_NO_PATH:17;MOVE_NOW_LEGACY:165,edge_capacity:51;edge_capacity+merge_group:19;legacy_astar_no_path:17;merge_group:17
