variant,scenario,planned,max_tasks,node_window_conflicts,edge_capacity_model,edge_overlap_counted_as_primary,legacy_path_match_count,legacy_path_mismatch_count,move_slice_count
java_retry_tick_1s_max_delay_60s,legacy_first16,16,16,0,not_applied_original_cie_node_window_primary,False,16,0,121
java_retry_tick_1s_max_delay_60s,legacy_first16_buffer2,16,16,0,not_applied_original_cie_node_window_primary,False,16,0,121
java_retry_tick_1s_max_delay_60s,legacy_first32,32,32,0,not_applied_original_cie_node_window_primary,False,32,0,252
java_retry_tick_1s_max_delay_60s,legacy_offset32_static16,16,16,0,not_applied_original_cie_node_window_primary,False,16,0,134
java_retry_tick_1s_max_delay_60s,legacy_offset64_repair32,32,32,0,not_applied_original_cie_node_window_primary,False,32,0,279
java_retry_tick_1s_max_delay_60s,legacy_offset64_merge32,32,32,0,not_applied_original_cie_node_window_primary,False,32,0,279
java_retry_tick_1s_max_delay_60s,ALL,144,144,0,not_applied_original_cie_node_window_primary,False,144,0,1186
