ablation_id,diagnostic_only,feature_count,removed_features,absolute_node_id_features,subset,decision_count,pair_count,pairwise_accuracy,listwise_top1,listwise_top2,high_confidence_wrong_rate,high_confidence_harmful_count,high_confidence_support,calibration_ece,positive_residual_precision,positive_residual_support,harmful_residual_recall,harmful_residual_support,risk_positive_support,risk_negative_support,f2_preserved_rate,risk_fallback_rate,risk_calibration_ece
full_no_node_id,False,29,,0,full_no_node_id,384,288,0.6597222222222222,0.7447916666666666,1.0,0.23054755043227665,80,347,0.1990029144543588,0.5771144278606966,201,0.0,85,85,299,0.4765625,0.0,0.22135416666666666
no_queue_pressure,False,20,downstream_pressure|goal_conditioned_differential|local_queue_length|service_weighted_pressure|target_goal_queue_length|target_goal_scheduled_incoming|target_queue_length|target_scheduled_incoming|two_hop_queue_pressure,0,no_queue_pressure,384,288,0.6458333333333334,0.734375,1.0,0.25984251968503935,99,381,0.228002708379839,0.5652173913043478,207,0.0,90,90,294,0.4609375,0.0,0.234375
no_timing,False,25,candidate_service_time|deadline_slack_seconds|local_calendar_wait_seconds|waiting_age_seconds,0,no_timing,384,288,0.6111111111111112,0.7083333333333334,1.0,0.2565597667638484,88,343,0.23634407560030268,0.539906103286385,213,0.0,98,98,286,0.4453125,0.0,0.2552083333333333
no_topology,False,23,candidate_in_degree|candidate_node_type_code|candidate_out_degree|goal_relative_progress|is_goal|merge_state,0,no_topology,384,288,0.6006944444444444,0.7005208333333334,1.0,0.27380952380952384,92,336,0.22892065209376433,0.5327102803738317,214,0.0,100,100,284,0.4427083333333333,0.0,0.2604166666666667
no_credit_fault,False,23,advertised_fault|fault_message_age_seconds|first_edge_credit_matches|first_edge_credit_required|first_edge_credit_slack_seconds|first_edge_credit_valid,0,no_credit_fault,384,288,0.6180555555555556,0.7135416666666666,1.0,0.2442528735632184,85,348,0.23245571443314764,0.5450236966824644,211,0.0,96,96,288,0.4505208333333333,0.0,0.25
no_storage_leg,False,28,storage_out,0,no_storage_leg,384,288,0.6180555555555556,0.7135416666666666,1.0,0.2442528735632184,85,348,0.23245571443314764,0.5450236966824644,211,0.0,96,96,288,0.4505208333333333,0.0,0.25
V4_feature_pruned,False,12,candidate_service_time|target_queue_length|target_goal_queue_length|service_weighted_pressure|recent_visit_count|advertised_fault|fault_message_age_seconds|first_edge_credit_matches|first_edge_credit_required|first_edge_credit_valid|first_edge_credit_slack_seconds|deadline_slack_seconds|waiting_age_seconds|candidate_out_degree|local_queue_length|downstream_pressure|storage_out,0,V4_feature_pruned,384,288,0.6770833333333334,0.7578125,1.0,0.2033898305084746,60,295,0.12777506274300285,0.5927835051546392,194,0.0,79,79,305,0.4947916666666667,0.0,0.20572916666666666
with_absolute_node_id_diagnostic,True,32,,3,with_absolute_node_id_diagnostic,384,288,0.6215277777777778,0.7161458333333334,1.0,0.2659279778393352,96,361,0.23407157413204482,0.5476190476190477,210,0.0,95,95,289,0.453125,0.0,0.24739583333333334
