schema,phase,case_id,candidate_id,framework_label,resource_label,scorer_label,pibt_label,control_label,resource_semantics_echo,scorer_mode_echo,pibt_mode_echo,pressure_mode_echo,admission_mode_echo,framework_mode_echo,pibt_max_depth_echo,max_events_echo,entry_headway_seconds_echo,pressure_weight_echo,pressure_age_weight_echo,pressure_distance_bias_echo,credit_validity_seconds_echo,credit_snapshot_max_age_seconds_echo,credit_capacity_per_edge_echo,credit_lifecycle_limit_echo,pibt_max_ready_bags_echo,pibt_max_local_resources_echo,pibt_max_candidates_per_bag_echo,legacy_pibt_lite_enabled_echo,fault_profile,size_segments,repeat_index,execution_status,gate_status,evidence_status,termination_reason,early_abort_status,blocker,summary_only,summary_only_contract_pass,decision_trace_stored_count,hold_trace_stored_count,input_order,prefix_selection,map_raw_sha256,map_semantic_sha256,source_raw_sha256,source_semantic_sha256,input_prefix_sha256,case_config_sha256,source_bundle_sha256,source_path_manifest_sha256,binary_sha256,loaded_cpp_binary_path,loaded_cpp_binary_sha256,binary_provenance_pass,executor_id,executor_source_sha256,deterministic_result_sha256,evidence_row_binding_sha256,repeat_consistency,primary_denominator,reported_mean_minutes,denominator_scope,selected_segment_count,selected_raw_bag_count,completed_segment_count,complete_raw_bag_count,failed_segment_count,completion_rate,comparison_eligible,original_entry_mean_minutes,original_entry_p95_seconds,original_entry_p99_seconds,java_release_mean_minutes,source_wait_mean_minutes,network_time_mean_minutes,total_system_time_mean_minutes,survivor_original_entry_mean_minutes,survivor_metric_comparison_allowed,v2_safe_original_entry_target_minutes,v2_safe_original_entry_gate,corrected_hca_original_entry_target_minutes,corrected_hca_original_entry_gate,matched_original_entry_performance_gate,processed_attempt_reference_minutes,processed_attempt_reference_comparable,processed_attempt_warning,conflict_count,unsafe_entry_count,runtime_full_astar_calls,global_reservation_scan_count,future_routes_stored,unresolved_deadlock_count,event_limit_reached,time_limit_reached,reservation_depth,local_queue_capacity,declared_max_events,max_edges_selected_per_bag_per_decision,max_edges_selected_per_arrive,max_actions_committed_per_pibt_batch,event_count,wall_seconds,peak_working_set_bytes,fault_affected_bag_count,fault_affected_completed_count,fault_policy_enabled_echo,sensor_loss_mode_used,fault_notification_drop_count,fault_physical_interlock_rejection_count,fault_physical_interlock_hold_count,fault_physical_interlock_reroute_count,fault_local_action_count,fault_local_hold_count,fault_reroute_count,fault_recovery_seconds_available,fault_recovery_seconds,repair_backlog_slope_available,repair_backlog_slope,unrecovered_window_seconds,fault_p95_delta_seconds,fault_p99_delta_seconds,credit_issued_count,credit_consumed_count,credit_expired_count,credit_fault_revocation_count,credit_generation_revocation_count,credit_local_hold_count,pibt_applicability_count,pibt_attempt_count,pibt_prepare_count,pibt_validate_count,pibt_commit_count,pibt_rollback_count,pibt_backtrack_count,pibt_wait_for_cycle_count,pibt_handoff_count,pibt_same_bag_fallback_count,route_change_count,route_oscillation_count,notes
czr005.g4irsf12.experiment_result.v4,F,F_p1,F_P1,,R3,S0,P1,C0,,,,,,,,,,,,,,,,,,,,,no_fault,8192,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,requires accepted prior tier and explicit 8192 authorization,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,5a69c3cc47cac4b0d1d78131a29f7834940d57868e809d1117d002a12b75902a,,,,,,,,,,,NOT_EVALUATED,original_entry_time_tth,,,8192,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P0-P4 runtime depth ablation for P1; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p2,F_P2,,R3,S0,P2,C0,,,,,,,,,,,,,,,,,,,,,no_fault,8192,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,requires accepted prior tier and explicit 8192 authorization,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,1e6a0b5f5a35d78eecede141839a63355c738752705f84bdb2b5a676d62eff9a,,,,,,,,,,,NOT_EVALUATED,original_entry_time_tth,,,8192,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P0-P4 runtime depth ablation for P2; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p3,F_P3,,R3,S0,P3,C0,,,,,,,,,,,,,,,,,,,,,no_fault,8192,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,requires accepted prior tier and explicit 8192 authorization,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,46b84b4bc8bc85c8e76ed52f44ff50437d2313a313ac03b7ca4a3b4070a12a90,,,,,,,,,,,NOT_EVALUATED,original_entry_time_tth,,,8192,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P0-P4 runtime depth ablation for P3; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p4,F_P4,,R3,S0,P4,C0,,,,,,,,,,,,,,,,,,,,,no_fault,8192,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,requires accepted prior tier and explicit 8192 authorization,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,a0e3c3f13f0c6863fd3f8663fccf7d7967005132c0529edd6b3a34de1aee81b9,,,,,,,,,,,NOT_EVALUATED,original_entry_time_tth,,,8192,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P0-P4 runtime depth ablation for P4; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p0,F_P0,,R3,S0,P0,C0,R3_java_node_window_compatible,S0_current_handwritten,P0,off,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,201eab217d6fb93bb91630cd5f4e521499f9dcc75c26c8f8b1572de31e0ba87c,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,373db310b956818240376de985a80f2aa485cc9cbc3a217ffe14259f99050427,4575ab26ef86ee065531793161cc806b1f16ac8eb60ab691a81d31a3cfe659e0,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.2098333453199,10876.219158999997,11450.6729738,4.253699696115833,0.27899156319643426,3.9747081329193987,105.2098333453199,105.2098333453199,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,184021,0.2431465,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P0-P4 runtime depth ablation for P0; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p0,F_P0,,R3,S0,P0,C0,R3_java_node_window_compatible,S0_current_handwritten,P0,off,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,201eab217d6fb93bb91630cd5f4e521499f9dcc75c26c8f8b1572de31e0ba87c,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,292921af4fc4922763dbe1accc12e56889baccf18c21e4a4932416ca9ae502f0,4480a9eea437abf3b11b3b716cce85bb1faee13928aeb2950be16d0c14d84e3d,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.327650257972564,9527.676140999993,11014.033238099995,4.573092989893765,0.5860444739349394,3.9870485159588256,57.327650257972564,57.327650257972564,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,772451,1.231756,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P0-P4 runtime depth ablation for P0; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p1,F_P1,,R3,S0,P1,C0,R3_java_node_window_compatible,S0_current_handwritten,P1,off,off,event_loop_one_step,1,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,NOT_APPLICABLE,EXECUTED_CONFIGURATION_NOT_APPLICABLE,DRAINED,,P1 did not exercise positive applicability/attempt/prepare/validate/commit audit counts; configuration is NOT_APPLICABLE to the bounded-local PIBT depth comparison | P1 did not execute a successful multi-bag atomic batch; configuration is NOT_APPLICABLE to the bounded-local PIBT depth comparison,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,5a69c3cc47cac4b0d1d78131a29f7834940d57868e809d1117d002a12b75902a,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,44a7f7fbc5216df6ed6405db496389367ca4b79030e5f459e4339b74af4fc8f2,109c5945e3ef6ee1ede9ce9f355db2fa4e4522427af8465be0920f4f95bc7da7,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.2098333453199,10876.219158999997,11450.6729738,4.253699696115833,0.27899156319643426,3.9747081329193987,105.2098333453199,105.2098333453199,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,184021,0.3123798,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P0-P4 runtime depth ablation for P1; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p2,F_P2,,R3,S0,P2,C0,R3_java_node_window_compatible,S0_current_handwritten,P2,off,off,event_loop_one_step,2,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,NOT_APPLICABLE,EXECUTED_CONFIGURATION_NOT_APPLICABLE,DRAINED,,P2 did not exercise positive applicability/attempt/prepare/validate/commit audit counts; configuration is NOT_APPLICABLE to the bounded-local PIBT depth comparison | P2 did not execute a successful multi-bag atomic batch; configuration is NOT_APPLICABLE to the bounded-local PIBT depth comparison,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,1e6a0b5f5a35d78eecede141839a63355c738752705f84bdb2b5a676d62eff9a,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,bd6e3111437688c0f5f578830c517e240ff42c91f093d48708ea3ffe1d898e5b,39132cb2cf92684e282c1b6737cf6524434fd830c56445f99e8b2afa8fe1dfc7,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.2098333453199,10876.219158999997,11450.6729738,4.253699696115833,0.27899156319643426,3.9747081329193987,105.2098333453199,105.2098333453199,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,184021,0.3073333,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P0-P4 runtime depth ablation for P2; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p3,F_P3,,R3,S0,P3,C0,R3_java_node_window_compatible,S0_current_handwritten,P3,off,off,event_loop_one_step,3,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,NOT_APPLICABLE,EXECUTED_CONFIGURATION_NOT_APPLICABLE,DRAINED,,P3 did not exercise positive applicability/attempt/prepare/validate/commit audit counts; configuration is NOT_APPLICABLE to the bounded-local PIBT depth comparison | P3 did not execute a successful multi-bag atomic batch; configuration is NOT_APPLICABLE to the bounded-local PIBT depth comparison,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,46b84b4bc8bc85c8e76ed52f44ff50437d2313a313ac03b7ca4a3b4070a12a90,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,7e83a25c83a09a08a99c83e1dac010a21664e3ea7df359d93e01746e5e9fe035,c1e7661b5ecfcda17fd6e4aee54890476585d994cb5ce200813842c8722f17c5,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.2098333453199,10876.219158999997,11450.6729738,4.253699696115833,0.27899156319643426,3.9747081329193987,105.2098333453199,105.2098333453199,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,184021,0.3100947,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P0-P4 runtime depth ablation for P3; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
czr005.g4irsf12.experiment_result.v4,F,F_p4,F_P4,,R3,S0,P4,C0,R3_java_node_window_compatible,S0_current_handwritten,P4,off,off,event_loop_one_step,4,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,NOT_APPLICABLE,EXECUTED_CONFIGURATION_NOT_APPLICABLE,DRAINED,,P4 did not exercise positive applicability/attempt/prepare/validate/commit audit counts; configuration is NOT_APPLICABLE to the bounded-local PIBT depth comparison | P4 did not execute a successful multi-bag atomic batch; configuration is NOT_APPLICABLE to the bounded-local PIBT depth comparison,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,a0e3c3f13f0c6863fd3f8663fccf7d7967005132c0529edd6b3a34de1aee81b9,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,be125cfaceeeb01316597b5295961b13d05b9d2b0be79b129aad6935145d6a28,43c51a3bb8759d02d725a6357c43041346342c006ade867e3988f5a716bc7186,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.2098333453199,10876.219158999997,11450.6729738,4.253699696115833,0.27899156319643426,3.9747081329193987,105.2098333453199,105.2098333453199,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,184021,0.3105431,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P0-P4 runtime depth ablation for P4; R3/S0 are planning anchors, local_queue_capacity=32 is sensitivity-only, and execution requires accepted E_S0 8192 evidence"
