arm,baseline_ref,baseline_artifact_status,current_artifact_status,baseline_diagnosis,current_diagnosis,repair_status,outcome_identity_match,baseline_completed_count,current_completed_count,baseline_failed_count,current_failed_count,baseline_event_count,current_event_count,baseline_decision_count,current_decision_count,current_time_limit_reached,current_event_limit_reached,current_merge_grant_final_active_unconsumed,current_merge_grant_outstanding_request_count,current_merge_grant_conservation_holds,current_merge_grant_active_bijection_holds,current_merge_grant_exact_slot_no_future_shift,baseline_binary_sha256,current_binary_sha256,current_workload_sha256,current_base_request_sha256,current_binary_matches_full_s4,current_workload_matches_full_s4,current_base_request_matches_full_s4,current_identity_matches_full_s4,current_wall_seconds,current_cpu_seconds,current_source_file
FULL_MINUS_I,4aeeda64cb7e9122c8d6e9e03705b03bafa62d8e,COMPLETE,COMPLETE,NO_FALSE_EXECUTION_GATE,NO_FALSE_EXECUTION_GATE,UNCHANGED_PASS,True,87206,87206,0,0,14853852,14853852,1114337,1114337,False,False,0,0,True,True,True,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,True,True,True,True,1897.637938800035,1789.296875,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_I\nanning_2x.json
FULL_MINUS_Q,4aeeda64cb7e9122c8d6e9e03705b03bafa62d8e,FAILED_INTEGRITY,COMPLETE,CONSISTENT_WITH_CROSS_BOUNDARY_FINALIZATION_CHECK,NO_FALSE_EXECUTION_GATE,REPAIRED_FIXED_HORIZON_TELEMETRY_IDENTITY,True,86118,86118,1088,1088,15035166,15035166,1175917,1175917,True,False,43,2,True,True,True,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,True,True,True,True,1308.3041139999405,1290.796875,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_Q\nanning_2x.json
FULL_MINUS_WS,4aeeda64cb7e9122c8d6e9e03705b03bafa62d8e,FAILED_INTEGRITY,COMPLETE,CONSISTENT_WITH_CROSS_BOUNDARY_FINALIZATION_CHECK,NO_FALSE_EXECUTION_GATE,REPAIRED_FIXED_HORIZON_TELEMETRY_IDENTITY,True,86253,86253,953,953,15335178,15335178,1176616,1176616,True,False,42,4,True,True,True,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,True,True,True,True,1296.121550100157,1277.125,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_WS\nanning_2x.json
FULL_S4,4aeeda64cb7e9122c8d6e9e03705b03bafa62d8e,COMPLETE,COMPLETE,NO_FALSE_EXECUTION_GATE,NO_FALSE_EXECUTION_GATE,UNCHANGED_PASS,True,87206,87206,0,0,15449370,15449370,1184109,1184109,False,False,0,0,True,True,True,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,True,True,True,True,1689.4837446000893,1508.078125,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_S4\nanning_2x.json
H_ONLY_SERVICE_AWARE,4aeeda64cb7e9122c8d6e9e03705b03bafa62d8e,COMPLETE,COMPLETE,NO_FALSE_EXECUTION_GATE,NO_FALSE_EXECUTION_GATE,UNCHANGED_PASS,True,87206,87206,0,0,14547927,14547927,1105650,1105650,False,False,0,0,True,True,True,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,True,True,True,True,1917.3650726999622,1812.859375,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\H_ONLY_SERVICE_AWARE\nanning_2x.json
H_PLUS_Q_PLUS_I,4aeeda64cb7e9122c8d6e9e03705b03bafa62d8e,FAILED_INTEGRITY,COMPLETE,CONSISTENT_WITH_CROSS_BOUNDARY_FINALIZATION_CHECK,NO_FALSE_EXECUTION_GATE,REPAIRED_FIXED_HORIZON_TELEMETRY_IDENTITY,True,86253,86253,953,953,15335178,15335178,1176616,1176616,True,False,42,4,True,True,True,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,True,True,True,True,1307.987834900152,1289.484375,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\H_PLUS_Q_PLUS_I\nanning_2x.json
