generation_id,input_identity_sha256,stage,candidate_id,candidate_description,status,execution_status,scale,evaluation_status,repeat_count,original_entry_mean_minutes,delta_vs_f2_seconds_per_bag,delta_vs_v2_safe_seconds_per_bag,hard_gate_status,performance_gate_status,mechanism_gate_status,learning_contribution_status,tail_gate_status,reason,row_sha256
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J0,F2 immediate frozen reference,REFERENCE_ONLY_NOT_RERUN,NOT_RUN,motifs,NOT_EVALUATED,0,,,,,,,,,FROZEN_REFERENCE_NOT_RERUN,540689d6b6dba179175012bdb31f9a498b1a067428444f6964ae6c8f26808dee
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J0,F2 immediate frozen reference,REFERENCE_ONLY_NOT_RERUN,NOT_RUN,144,NOT_EVALUATED,0,,,,,,,,,FROZEN_REFERENCE_NOT_RERUN,9ade8d6b8f0be735fca6e4618bb0d59911c0f07a0f994f60ec3ca3bfd57aebc0
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J0,F2 immediate frozen reference,REFERENCE_ONLY_NOT_RERUN,NOT_RUN,512,NOT_EVALUATED,0,,,,,,,,,FROZEN_REFERENCE_NOT_RERUN,b26104409bbeb1b2e8454ed9ff69d74386b9a1f9d9abd4bda1c59e909f73faca
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J0,F2 immediate frozen reference,REFERENCE_ONLY_NOT_RERUN,NOT_RUN,2048,NOT_EVALUATED,0,,,,,,,,,FROZEN_REFERENCE_NOT_RERUN,fa2786947f4df195ad69ea04da79dec764f8e00ee096253bb7b81cfc0b6faa58
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J0,F2 immediate frozen reference,REFERENCE_ONLY_NOT_RERUN,NOT_RUN,8192,NOT_EVALUATED,0,,,,,,,,,FROZEN_REFERENCE_NOT_RERUN,bfe9756d2d39fa57b1d1af8f51a5b107f366ac078b99545889037023471c2ddf
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J0,F2 immediate frozen reference,REFERENCE_ONLY_NOT_RERUN,NOT_RUN,43603,NOT_EVALUATED,0,,,,,,,,,FROZEN_REFERENCE_NOT_RERUN,f9961e26ea3482ebc71870e2801011f2a6bc3eb0e633d19a50b2deb4f22e8f9f
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J1,best batched no-learning,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,motifs,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,caf7bacf713f3004a61ca5ae72c1f6774befb0985cb932b4539b21ba98ecc54f
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J1,best batched no-learning,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,144,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,0db6edad42ed12fa51a8f7134e6037a505fb0d189746e164e0c462fdf902bcbb
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J1,best batched no-learning,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,512,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,383fba83927a4fda3462ff6cb730ca09391fc7043cd55bf45255b5fec55dd9b9
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J1,best batched no-learning,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,2048,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,c3fd0dbf3e5970b6d94d5e2d0873a93a7db1be89d0ef4d0730c43f571c440e1b
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J1,best batched no-learning,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,8192,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,3ebdb3490397fd315dfc97d5d2c8f461dcfecc4678c427aeef0292ad0ae94067
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J1,best batched no-learning,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,43603,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,9cd451737d5e299de9ab64d7369fc7e7b0de96fe5bb04bd9d7f5c5bb73cc975c
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J2,best merge-grant rule,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,motifs,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,5d7289710bf858d3fc8e35e71e80d9a2f7f0e6d02d4497031005ae5b9f85e359
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J2,best merge-grant rule,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,144,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,9788888f2a688c3334f200b29f8243a0bf16259eab5b30157af2ae5224f633ef
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J2,best merge-grant rule,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,512,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,3fe4178f29358d2f454495b704da5293235ddafff4a36cbf17c4ec9d2aa65864
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J2,best merge-grant rule,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,2048,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,4b60cd9b84cf7086cc5c3e33539b918cfc2f0878f67e8031031a9e2e903068a2
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J2,best merge-grant rule,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,8192,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,fbac3636e02f06dacbcce2162ae76cc3bd888d818d08e9e45305496f7056e240
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J2,best merge-grant rule,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,43603,NOT_EVALUATED,0,,,,,,,,,F_RULE_UPPER_BOUND_GATE_NOT_RUN,e9ddcc784e8974c263986d5045846d81d1da00c834b4e51bdbd31c71d6537205
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J3,learned merge ranker,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,motifs,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,adfaaed3b8a4368a94150174803cee4125f9cb2372d052fe108debb51f9adb51
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J3,learned merge ranker,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,144,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,3c244e89a4f119cc787fff151386f5f1b055d6e05425c480d91876dc8ba90580
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J3,learned merge ranker,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,512,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,006e2b2e49eb50b8d10c2bb94b99bbf5bcd5e47c4720c163ab1f07a0276de011
