mode,teacher_planned_scope,planned_count,goal_reached_count,route_exact_count,deviated_but_success_count,failed_count,fallback_success_count,fallback_calls,zero_fallback_task_count,node_window_conflicts,wrong_high_confidence_actions,notes
goal_reaching_model_only,4449,4449,4449,2850,1599,0,0,0,4449,0,0,Goal-reaching decentralized simulation with local node-window waits.
