case_id,kind,prefix_segments,scale,telemetry_mode,baseline_arm,treatment_arm,baseline_status,treatment_status,baseline_hard_safety_pass,treatment_hard_safety_pass,mutation_observability,baseline_branch_opportunity_rows,treatment_branch_opportunity_rows,matched_state_rows,matched_branch_opportunity_rows,distinct_selected_next_mutation_count,distinct_selected_next_mutation_rate,baseline_risk_fallback_rows,treatment_risk_fallback_rows,baseline_shield_fallback_rows,treatment_shield_fallback_rows,baseline_mean_tth_seconds,treatment_mean_tth_seconds,delta_mean_tth_seconds,baseline_median_tth_seconds,treatment_median_tth_seconds,delta_median_tth_seconds,baseline_p95_tth_seconds,treatment_p95_tth_seconds,delta_p95_tth_seconds,baseline_p99_tth_seconds,treatment_p99_tth_seconds,delta_p99_tth_seconds,baseline_max_tth_seconds,treatment_max_tth_seconds,delta_max_tth_seconds,baseline_source_wait_mean_seconds,treatment_source_wait_mean_seconds,delta_source_wait_mean_seconds,baseline_route_wait_mean_seconds,treatment_route_wait_mean_seconds,delta_route_wait_mean_seconds,baseline_merge_grant_wait_mean_seconds,treatment_merge_grant_wait_mean_seconds,delta_merge_grant_wait_mean_seconds,baseline_network_time_mean_seconds,treatment_network_time_mean_seconds,delta_network_time_mean_seconds,baseline_event_count,treatment_event_count,delta_event_count,baseline_loop_count,treatment_loop_count,delta_loop_count,baseline_fairness_jain,treatment_fairness_jain,delta_fairness_jain
prefix_144,prefix,144,1,evidence_trace,S1,S2,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,475,475,989,475,0,0.0,34,34,0,0,10212.380695319443,10212.380695319443,0.0,10648.062225,10648.062225,0.0,11436.12360435,11436.12360435,0.0,11543.1381596,11543.1381596,0.0,11748.88497,11748.88497,0.0,1.2743055555555556,1.2743055555555556,0.0,2.7776716666663157,2.7776716666663157,0.0,0.7290605555552045,0.7290605555552045,0.0,224.2122272222206,224.2122272222206,0.0,14122,14122,0.0,0,0,0.0,0.3297299363755205,0.3297299363755205,0.0
prefix_144,prefix,144,1,evidence_trace,S1,S3,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,475,475,989,475,0,0.0,34,0,0,0,10212.380695319443,10212.380695319443,0.0,10648.062225,10648.062225,0.0,11436.12360435,11436.12360435,0.0,11543.1381596,11543.1381596,0.0,11748.88497,11748.88497,0.0,1.2743055555555556,1.2743055555555556,0.0,2.7776716666663157,2.7776716666663157,0.0,0.7290605555552045,0.7290605555552045,0.0,224.2122272222206,224.2122272222206,0.0,14122,14122,0.0,0,0,0.0,0.3297299363755205,0.3297299363755205,0.0
prefix_144,prefix,144,1,evidence_trace,S1,S4,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,475,475,989,475,0,0.0,34,0,0,0,10212.380695319443,10212.380695319443,0.0,10648.062225,10648.062225,0.0,11436.12360435,11436.12360435,0.0,11543.1381596,11543.1381596,0.0,11748.88497,11748.88497,0.0,1.2743055555555556,1.2743055555555556,0.0,2.7776716666663157,2.7776716666663157,0.0,0.7290605555552045,0.7290605555552045,0.0,224.2122272222206,224.2122272222206,0.0,14122,14122,0.0,0,0,0.0,0.3297299363755205,0.3297299363755205,0.0
prefix_512,prefix,512,1,evidence_trace,S1,S2,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,1675,1675,3504,1675,0,0.0,104,104,0,0,8816.347362785154,8816.347362785154,0.0,9418.706354999998,9418.706354999998,0.0,11175.843132499998,11175.843132499998,0.0,11752.4073765,11752.4073765,0.0,11780.108759999996,11780.108759999996,0.0,3.126953125,3.126953125,0.0,7.183265195311975,7.183265195311975,0.0,1.1679588281244833,1.1679588281244833,0.0,228.39195269531064,228.39195269531064,0.0,50383,50383,0.0,0,0,0.0,0.3085879022544673,0.3085879022544673,0.0
prefix_512,prefix,512,1,evidence_trace,S1,S3,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,1675,1675,3504,1675,0,0.0,104,0,0,0,8816.347362785154,8816.347362785154,0.0,9418.706354999998,9418.706354999998,0.0,11175.843132499998,11175.843132499998,0.0,11752.4073765,11752.4073765,0.0,11780.108759999996,11780.108759999996,0.0,3.126953125,3.126953125,0.0,7.183265195311975,7.183265195311975,0.0,1.1679588281244833,1.1679588281244833,0.0,228.39195269531064,228.39195269531064,0.0,50383,50383,0.0,0,0,0.0,0.3085879022544673,0.3085879022544673,0.0
prefix_512,prefix,512,1,evidence_trace,S1,S4,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,1675,1675,3504,1675,0,0.0,104,0,0,0,8816.347362785154,8816.347362785154,0.0,9418.706354999998,9418.706354999998,0.0,11175.843132499998,11175.843132499998,0.0,11752.4073765,11752.4073765,0.0,11780.108759999996,11780.108759999996,0.0,3.126953125,3.126953125,0.0,7.183265195311975,7.183265195311975,0.0,1.1679588281244833,1.1679588281244833,0.0,228.39195269531064,228.39195269531064,0.0,50383,50383,0.0,0,0,0.0,0.3085879022544673,0.3085879022544673,0.0
prefix_2048,prefix,2048,1,evidence_trace,S1,S2,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,6780,6780,14234,6780,0,0.0,439,439,0,0,6312.535969764085,6312.535969764085,0.0,6264.558549999998,6264.558549999998,0.0,10876.219158999997,10876.219158999997,0.0,11450.6729738,11450.6729738,0.0,11861.554939999995,11861.554939999995,0.0,16.739493791786057,16.739493791786057,0.0,17.477457975167177,17.477457975167177,0.0,1.657408223495724,1.657408223495724,0.0,238.42845702005408,238.42845702005408,0.0,208385,208385,0.0,0,0,0.0,0.3135106327758395,0.3135106327758395,0.0
prefix_2048,prefix,2048,1,evidence_trace,S1,S3,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,6780,6780,14234,6780,0,0.0,439,0,0,0,6312.535969764085,6312.535969764085,0.0,6264.558549999998,6264.558549999998,0.0,10876.219158999997,10876.219158999997,0.0,11450.6729738,11450.6729738,0.0,11861.554939999995,11861.554939999995,0.0,16.739493791786057,16.739493791786057,0.0,17.477457975167177,17.477457975167177,0.0,1.657408223495724,1.657408223495724,0.0,238.42845702005408,238.42845702005408,0.0,208385,208385,0.0,0,0,0.0,0.3135106327758395,0.3135106327758395,0.0
prefix_2048,prefix,2048,1,evidence_trace,S1,S4,COMPLETE,COMPLETE,True,True,COMPLETE_CAPTURE_SAME_STATE_MATCH,6780,6776,14204,6764,4,0.0005913660555884093,439,0,0,0,6312.535969764085,6312.412263785097,-0.12370597898825508,6264.558549999998,6264.558549999998,0.0,10876.219158999997,10876.219158999997,0.0,11450.6729738,11450.6729738,0.0,11861.554939999995,11861.554939999995,0.0,16.739493791786057,16.739493791786057,0.0,17.477457975167177,17.334840821394494,-0.14261715377268303,1.657408223495724,1.6515873638968797,-0.0058208595988442635,238.42845702005408,238.30475104106648,-0.12370597898760138,208385,208296,-89.0,0,0,0.0,0.3135106327758395,0.3120599091792286,-0.0014507235966109144
prefix_8192,prefix,8192,1,capacity,S1,S2,COMPLETE,COMPLETE,True,True,NOT_COLLECTED_CAPACITY_MODE,0,0,0,0,,,0,0,0,0,3439.282884451405,3439.282884451405,0.0,3375.6525349999956,3375.6525349999956,0.0,9527.676140999993,9527.676140999993,0.0,11014.033238099995,11014.033238099995,0.0,11861.554939999995,11861.554939999995,0.0,35.031135157207025,35.031135157207025,0.0,22.444302592895365,22.444302592895365,0.0,2.128532043691706,2.128532043691706,0.0,238.97831320946955,238.97831320946955,0.0,886914,886914,0.0,0,0,0.0,0.2852803521176041,0.2852803521176041,0.0
prefix_8192,prefix,8192,1,capacity,S1,S3,COMPLETE,COMPLETE,True,True,NOT_COLLECTED_CAPACITY_MODE,0,0,0,0,,,0,0,0,0,3439.282884451405,3439.282884451405,0.0,3375.6525349999956,3375.6525349999956,0.0,9527.676140999993,9527.676140999993,0.0,11014.033238099995,11014.033238099995,0.0,11861.554939999995,11861.554939999995,0.0,35.031135157207025,35.031135157207025,0.0,22.444302592895365,22.444302592895365,0.0,2.128532043691706,2.128532043691706,0.0,238.97831320946955,238.97831320946955,0.0,886914,886914,0.0,0,0,0.0,0.2852803521176041,0.2852803521176041,0.0
prefix_8192,prefix,8192,1,capacity,S1,S4,COMPLETE,COMPLETE,True,True,NOT_COLLECTED_CAPACITY_MODE,0,0,0,0,,,0,0,0,0,3439.282884451405,3437.4887237307025,-1.794160720702621,3375.6525349999956,3375.6525349999956,0.0,9527.676140999993,9525.799782999993,-1.8763579999995272,11014.033238099995,10998.164154499991,-15.86908360000416,11861.554939999995,11861.554939999995,0.0,35.031135157207025,34.80517558187015,-0.22595957533687283,22.444302592895365,20.77679560841197,-1.6675069844833956,2.128532043691706,2.014693587178891,-0.11383845651281499,238.97831320946955,237.41011206410408,-1.5682011453654638,886914,883645,-3269.0,0,0,0.0,0.2852803521176041,0.28083511347826173,-0.004445238639342375
