case_id,scenario,task_id,segment_id,current_node,goal_node,candidate_next_nodes,selected_next,decision_source,model_margin,fallback_reason,wait,pressure,path_history,tth_delta,failure_reason,why_hard
g4irsf10-021936,paper_main_2_5_repeat_1,13997,13997:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.00007,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.000002369750291e-05}","[52, 29, 30, 31, 32, 33, 44, 50]",5.800066,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021937,paper_main_2_5_repeat_1,14002,14002:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000071,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.100002403603867e-05}","[52, 29, 30, 31, 32, 33, 44, 50]",5.800067,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021938,paper_main_2_5_repeat_1,14010,14010:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000072,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.200002437457442e-05}","[52, 29, 30, 31, 32, 33, 44, 50]",5.800068,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021939,paper_main_2_5_repeat_1,14013,14013:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000073,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.300002471311018e-05}","[52, 29, 30, 31, 32, 33, 44, 50]",5.800069,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021940,paper_main_2_5_repeat_1,14019,14019:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000074,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.400002505164593e-05}","[52, 29, 30, 31, 32, 33, 44, 50]",5.80007,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021941,paper_main_2_5_repeat_1,14021,14021:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000075,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.500002539018169e-05}","[52, 29, 30, 31, 32, 33, 44, 50]",5.800071,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021942,paper_main_2_5_repeat_1,14041,14041:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000076,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.600002572871745e-05}","[52, 29, 30, 31, 32, 33, 44, 50]",5.800072,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021943,paper_main_2_5_repeat_1,14046,14046:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000077,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.70000260672532e-05}","[52, 29, 30, 31, 32, 33, 44, 50]",5.800073,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021944,paper_main_2_5_repeat_1,14781,14781:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021945,paper_main_2_5_repeat_1,14782,14782:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021946,paper_main_2_5_repeat_1,14783,14783:direct,53,49,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]",10.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021947,paper_main_2_5_repeat_1,14784,14784:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021948,paper_main_2_5_repeat_1,14785,14785:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021949,paper_main_2_5_repeat_1,14786,14786:direct,4,49,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]",10.399996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021950,paper_main_2_5_repeat_1,14787,14787:direct,0,49,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,1.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000010000076145}","[0, 6, 12, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]",10.399997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021951,paper_main_2_5_repeat_1,14788,14788:direct,5,49,"[19, 18, 22, 24]",19,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 3, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[5, 19, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]",9.599996,,"[""fallback_high_frequency""]"
g4irsf10-021952,paper_main_2_5_repeat_1,14789,14789:direct,1,49,"[7, 8, 11, 13]",7,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]",13.999996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021953,paper_main_2_5_repeat_1,14790,14790:direct,3,48,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,2.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.0000009999930626}","[3, 16, 17, 18, 22, 24, 27, 45, 48]",43.999997,,"[""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021954,paper_main_2_5_repeat_1,14791,14791:direct,2,49,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 3, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]",16.599996,,"[""fallback_high_frequency""]"
g4irsf10-021955,paper_main_2_5_repeat_1,14792,14792:direct,4,48,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,2.600002,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.600001999991946}","[4, 17, 18, 22, 24, 27, 45, 48]",41.999998,,"[""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021956,paper_main_2_5_repeat_1,14793,14793:direct,53,49,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,2.200003,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.2000029999908293}","[53, 20, 21, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]",12.999999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021957,paper_main_2_5_repeat_1,14794,14794:storage_in,0,47,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,2.600004,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.600003999999899}","[0, 6, 12, 13, 23, 24, 27, 28, 47]",-130.6,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021958,paper_main_2_5_repeat_1,14795,14795:direct,3,49,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 3, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[3, 16, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]",12.999996,,"[""fallback_high_frequency""]"
g4irsf10-021959,paper_main_2_5_repeat_1,14796,14796:direct,1,49,"[7, 8, 11, 13]",7,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.00000761449337e-06}","[1, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]",13.999997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021960,paper_main_2_5_repeat_1,14797,14797:direct,5,48,"[19, 18, 22, 24]",19,fallback,,risk_gated_or_node_window_fallback,5.400002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 5.400001999994856}","[5, 19, 18, 22, 24, 27, 45, 48]",43.999998,,"[""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021961,paper_main_2_5_repeat_1,14798,14798:storage_in,4,47,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,3.600003,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.6000029999995604}","[4, 17, 18, 22, 24, 27, 28, 47]",-128.600001,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021962,paper_main_2_5_repeat_1,14799,14799:storage_in,2,47,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-126.000004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021963,paper_main_2_5_repeat_1,14800,14800:storage_in,3,47,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,1.000004,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000040000013541}","[3, 16, 17, 18, 22, 24, 27, 28, 47]",-128.6,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021964,paper_main_2_5_repeat_1,14801,14801:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,3.200005,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.2000049999987823}","[53, 20, 21, 23, 24, 27, 28, 47]",-128.599999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021965,paper_main_2_5_repeat_1,14802,14802:storage_in,2,47,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-126.000003,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021966,paper_main_2_5_repeat_1,14803,14803:direct,5,49,"[19, 25, 26, 43]",19,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]",14.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021967,paper_main_2_5_repeat_1,14804,14804:direct,0,49,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,7.200002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.200001999997767}","[0, 6, 12, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]",16.599998,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021968,paper_main_2_5_repeat_1,14805,14805:direct,4,48,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,6.200003,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 6.200002999990829}","[4, 17, 18, 22, 24, 27, 45, 48]",45.599999,,"[""high_tth_tail"", ""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021969,paper_main_2_5_repeat_1,14806,14806:storage_in,1,47,"[7, 8, 11, 13]",7,fallback,,risk_gated_or_node_window_fallback,1.600004,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.600003999999899}","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-127,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021970,paper_main_2_5_repeat_1,14807,14807:direct,5,48,"[19, 18, 22, 24]",19,fallback,,risk_gated_or_node_window_fallback,7.000005,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.000004999987141}","[5, 19, 18, 22, 24, 27, 45, 48]",45.600001,,"[""high_tth_tail"", ""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021971,paper_main_2_5_repeat_1,14808,14808:storage_in,3,47,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,2.600006,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.6000059999933}","[3, 16, 17, 18, 22, 24, 27, 28, 47]",-126.999998,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021972,paper_main_2_5_repeat_1,14809,14809:storage_in,4,47,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,3.200007,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.2000069999921834}","[4, 17, 18, 22, 24, 27, 28, 47]",-128.999997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021973,paper_main_2_5_repeat_1,14810,14810:storage_in,2,47,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-126.000004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021974,paper_main_2_5_repeat_1,14811,14811:direct,3,48,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,1.600008,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.6000079999939771}","[3, 16, 17, 18, 22, 24, 27, 45, 48]",43.600004,,"[""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021975,paper_main_2_5_repeat_1,14812,14812:storage_in,5,47,"[19, 18, 22, 24]",19,fallback,,risk_gated_or_node_window_fallback,7.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.000000999985787}","[5, 19, 18, 22, 24, 27, 28, 47]",-126.000003,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021976,paper_main_2_5_repeat_1,14813,14813:storage_in,0,47,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,8.200002,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 8.200001999997767}","[0, 6, 12, 13, 23, 24, 27, 28, 47]",-125.000002,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021977,paper_main_2_5_repeat_1,14814,14814:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,7.800003,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.800002999989374}","[53, 20, 21, 23, 24, 27, 28, 47]",-124.000001,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021978,paper_main_2_5_repeat_1,14815,14815:direct,5,49,"[19, 25, 26, 43]",19,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]",14.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021979,paper_main_2_5_repeat_1,14816,14816:direct,4,48,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,7.200004,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.200003999991168}","[4, 17, 18, 22, 24, 27, 45, 48]",46.6,,"[""high_tth_tail"", ""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021980,paper_main_2_5_repeat_1,14817,14817:storage_in,3,47,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,5.600005,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 5.6000049999929615}","[3, 16, 17, 18, 22, 24, 27, 28, 47]",-123.999999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021981,paper_main_2_5_repeat_1,14818,14818:storage_in,1,47,"[7, 8, 11, 13]",7,fallback,,risk_gated_or_node_window_fallback,4.600006,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 4.600006000000576}","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-123.999998,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021982,paper_main_2_5_repeat_1,14819,14819:direct,53,48,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,8.800007,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 8.800006999990728}","[53, 20, 21, 23, 24, 27, 45, 48]",48.600003,,"[""high_tth_tail"", ""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021983,paper_main_2_5_repeat_1,14820,14820:direct,5,48,"[19, 18, 22, 24]",19,fallback,,risk_gated_or_node_window_fallback,10.000008,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 10.000007999988156}","[5, 19, 18, 22, 24, 27, 45, 48]",48.600004,,"[""edge_pressure_high"", ""high_tth_tail"", ""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021984,paper_main_2_5_repeat_1,14821,14821:storage_in,0,47,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,11.200009,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 11.200009000000136}","[0, 6, 12, 13, 23, 24, 27, 28, 47]",-121.999995,,"[""edge_pressure_high"", ""model_vs_fallback_disagreement""]"
g4irsf10-021985,paper_main_2_5_repeat_1,14822,14822:direct,4,49,"[17, 18, 22, 26]",17,fallback,,risk_gated_or_node_window_fallback,1.600005,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.6000050000002375}","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]",18.800001,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021986,paper_main_2_5_repeat_1,14823,14823:storage_in,3,47,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,5.60001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 5.600009999994654}","[3, 16, 17, 18, 22, 24, 27, 28, 47]",-123.999994,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021987,paper_main_2_5_repeat_1,14824,14824:direct,3,48,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,5.600011,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 5.600010999994993}","[3, 16, 17, 18, 22, 24, 27, 45, 48]",47.600007,,"[""high_tth_tail"", ""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021988,paper_main_2_5_repeat_1,14825,14825:direct,5,49,"[19, 25, 26, 43]",19,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]",14.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021989,paper_main_2_5_repeat_1,14826,14826:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,8.800012,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 8.800011999992421}","[53, 20, 21, 23, 24, 27, 28, 47]",-122.999992,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021990,paper_main_2_5_repeat_1,14827,14827:storage_in,4,47,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,8.200013,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 8.200012999994215}","[4, 17, 18, 22, 24, 27, 28, 47]",-123.999991,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021991,paper_main_2_5_repeat_1,14828,14828:storage_in,2,47,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,3.000014,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.0000140000047395}","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-122.99999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021992,paper_main_2_5_repeat_1,14829,14829:direct,53,48,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,8.800015,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 8.800014999993437}","[53, 20, 21, 23, 24, 27, 45, 48]",48.600011,,"[""high_tth_tail"", ""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021993,paper_main_2_5_repeat_1,14830,14830:storage_in,3,47,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,5.600016,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 5.600015999996685}","[3, 16, 17, 18, 22, 24, 27, 28, 47]",-123.999988,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021994,paper_main_2_5_repeat_1,14831,14831:storage_in,0,47,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,10.200017,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 10.200017000002845}","[0, 6, 12, 13, 23, 24, 27, 28, 47]",-122.999987,,"[""edge_pressure_high"", ""model_vs_fallback_disagreement""]"
g4irsf10-021995,paper_main_2_5_repeat_1,14832,14832:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,8.800018,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 8.800017999994452}","[53, 20, 21, 23, 24, 27, 28, 47]",-122.999986,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021996,paper_main_2_5_repeat_1,14833,14833:direct,4,49,"[17, 18, 22, 26]",17,fallback,,risk_gated_or_node_window_fallback,0.600001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.6000009999988833}","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]",17.799997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021997,paper_main_2_5_repeat_1,14834,14834:storage_in,1,47,"[7, 8, 11, 13]",7,fallback,,risk_gated_or_node_window_fallback,4.600019,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 4.600019000004977}","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-123.999985,,"[""model_vs_fallback_disagreement""]"
g4irsf10-021998,paper_main_2_5_repeat_1,14835,14835:direct,4,48,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,7.20002,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 7.200019999996584}","[4, 17, 18, 22, 24, 27, 45, 48]",46.600016,,"[""high_tth_tail"", ""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-021999,paper_main_2_5_repeat_1,14836,14836:storage_in,2,47,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,2.000021,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.0000210000071093}","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-123.999983,,"[""model_vs_fallback_disagreement""]"
